loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_2.started,sync_beep_2.stopped,textbox.started,p_port_2.started,p_port_2.stopped,textbox.stopped,p_port_3.started,p_port_3.stopped,instructions.started,key_resp.started,p_port_4.started,p_port_4.stopped,key_resp.keys,key_resp.rt,cross.started,p_port_6.started,p_port_6.stopped,cross.stopped,p_port_7.started,disgust_image.started,p_port_8.started,p_port_8.stopped,p_port_9.started,disgust_image.stopped,disgust_score.started,p_port_10.started,p_port_10.stopped,disgust_score.response,disgust_score.rt,p_port_7.stopped,p_port_9.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,16.80562650002539,0.0006887000054121017,0.10479429922997952,17.486965549737214,17.90356620028615,17.90356620028615,0.02119289990514517,0.12153919972479343,32.90354439988732,15.004651100374758,15.087957199662924,33.00373310036957,33.00373310036957,0.02174380049109459,0.12116499990224838,space,7.650257400237024,,,,,,,,,,,,,,,,,,8536,Visual,2024-12-10_12h47.19.121,Visual_Condition_v2,2022.2.5,30.05345009362767,
0,0,0,0,,,,,,,,,,,,,,,,,,40.68702470045537,0.0017976993694901466,0.09753789938986301,46.68704590015113,6.0310797998681664,46.85380099993199,0.05078259948641062,0.16444840002804995,6.014403999783099,52.870335100218654,52.92023819964379,0.017218700610101223,0.13125850073993206,0.0,4.231491600163281,,,8536,Visual,2024-12-10_12h47.19.121,Visual_Condition_v2,2022.2.5,30.05345009362767,
1,0,1,0,,,,,,,,,,,,,,,,,,57.170499600470066,0.0005204007029533386,0.09699160046875477,63.17043699976057,6.030513999983668,63.32022359967232,0.046817900612950325,0.14698730036616325,6.013641600497067,69.32034210022539,69.38698269985616,0.016873501241207123,0.11353400070220232,2.0,4.331071300432086,,,8536,Visual,2024-12-10_12h47.19.121,Visual_Condition_v2,2022.2.5,30.05345009362767,
2,0,2,0,,,,,,,,,,,,,,,,,,73.75396010000259,0.000516100786626339,0.09716760087758303,79.7536546997726,6.030436100438237,79.92056819982827,0.06902970094233751,0.1637048004195094,6.030366100370884,85.9201320996508,85.97018839977682,0.015970000997185707,0.11394540127366781,3.0,3.632051699794829,,,8536,Visual,2024-12-10_12h47.19.121,Visual_Condition_v2,2022.2.5,30.05345009362767,
3,0,3,0,,,,,,,,,,,,,,,,,,89.63718810025603,0.0004904000088572502,0.09719039965420961,95.6367872999981,6.013534599915147,95.82017329987139,0.07530280016362667,0.18047630041837692,6.013795000500977,101.82029080018401,101.85365969967097,0.016821900382637978,0.11386700067669153,2.0,4.3977712001651525,6.097115200012922,,8536,Visual,2024-12-10_12h47.19.121,Visual_Condition_v2,2022.2.5,30.05345009362767,
4,0,4,0,,,,,,,,,,,,,,,,,,106.2870003003627,0.000648200511932373,0.09689259994775057,112.28692420013249,6.030278700403869,112.45352779980749,0.05936890095472336,0.163586700335145,6.030240001156926,118.4535905001685,118.52011829987168,0.032930200919508934,0.13015560153871775,2.0,5.2319248002022505,,,8536,Visual,2024-12-10_12h47.19.121,Visual_Condition_v2,2022.2.5,30.05345009362767,
5,0,5,0,,,,,,,,,,,,,,,,,,123.78700529970229,0.0007411995902657509,0.09678639937192202,129.8035696996376,6.013679999858141,129.9201274998486,0.026186199858784676,0.1305018998682499,6.030325599946082,135.92011179961264,136.00340669974685,0.014871400780975819,0.11360760033130646,0.0,4.266459899954498,,,8536,Visual,2024-12-10_12h47.19.121,Visual_Condition_v2,2022.2.5,30.05345009362767,
6,0,6,0,,,,,,,,,,,,,,,,,,140.30360670015216,0.00021880026906728745,0.09935250040143728,146.3035375000909,5.999170100316405,146.48682270012796,0.0927052004262805,0.1825991002842784,6.016046200878918,152.48684400040656,152.52006310038269,0.018726801499724388,0.1159390015527606,2.0,4.697898999787867,6.099285900592804,,8536,Visual,2024-12-10_12h47.19.121,Visual_Condition_v2,2022.2.5,30.05345009362767,
7,0,7,0,,,,,,,,,,,,,,,,,,157.2538614999503,0.0002200007438659668,0.09923570044338703,163.2701538996771,6.015808300115168,163.47031049989164,0.08074610121548176,0.21606730110943317,6.015760000795126,,169.47001889999956,0.01844190154224634,0.11579310148954391,1.0,4.6983823999762535,,,8536,Visual,2024-12-10_12h47.19.121,Visual_Condition_v2,2022.2.5,30.05345009362767,
8,0,8,0,,,,,,,,,,,,,,,,,,174.20376329962164,0.000242600217461586,0.09879990015178919,180.220105599612,6.015739700756967,180.33688460011035,0.028879701159894466,0.13236460089683533,5.999022601172328,186.31994790025055,186.4033387005329,0.001349201425909996,0.09894750081002712,2.0,3.8984474996104836,,6.09892070107162,8536,Visual,2024-12-10_12h47.19.121,Visual_Condition_v2,2022.2.5,30.05345009362767,
