Blocks_of_Tastants.thisRepN,Blocks_of_Tastants.thisTrialN,Blocks_of_Tastants.thisN,Blocks_of_Tastants.thisIndex,Each_Tastant_Once.thisRepN,Each_Tastant_Once.thisTrialN,Each_Tastant_Once.thisN,Each_Tastant_Once.thisIndex,connecting_message.started,connecting_message.stopped,sync_beep_1.started,sync_beep_2.started,sync_beep_3.started,baseline.started,cross.started,instructions.started,spacebar_hit.started,spacebar_hit.keys,spacebar_hit.rt,grab_cup.started,key_resp.started,key_resp.keys,key_resp.rt,taste_sound_1.started,taste_sound_1.stopped,taste_sound_2.started,taste_sound_2.stopped,taste_sound_3.started,taste_sound_3.stopped,Roll_liquid_taste.started,Roll_liquid_taste.stopped,spit_text.started,spit_sound.started,spit_sound.stopped,spit_text.stopped,screen_clear.started,screen_clear.stopped,Rinse_text.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,16.433046200312674,44.86651259986684,44.87032040366903,45.36632379018702,45.86633299025707,46.13550150021911,70.39987780014053,76.38343980023637,76.38343980023637,space,6.0373898996040225,82.44989550020546,82.44989550020546,9,2.0942537002265453,84.56652059000916,84.88324030023068,85.36660549012012,85.68325780006126,86.16653268984518,86.48324210010469,86.56656790012494,94.66667889989913,94.66667889989913,94.66616162988356,95.68335200008005,96.66666459990665,96.86662850016728,108.75003040023148,114.73339190008119,,,,,,,
