loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,evaluate_all_emotions.thisRepN,evaluate_all_emotions.thisTrialN,evaluate_all_emotions.thisN,evaluate_all_emotions.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,sync_beep_3.stopped,sync_beep_4.started,sync_beep_4.stopped,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,p_port_3.stopped,Game_Start_Text.started,p_port_4.started,p_port_4.stopped,key_resp.started,key_resp.keys,key_resp.rt,fixation_cross.started,p_port_5.started,p_port_5.stopped,fixation_cross.stopped,p_port_6.started,p_port_6.stopped,player_image_intro.started,player_name_intro.started,p_port_7.started,p_port_7.stopped,p_port_8.started,player_image_offer.started,player_name_offer.started,proposed_split.started,p_port_9.started,p_port_9.stopped,proposed_split.stopped,accept_reject.started,p_port_15.started,p_port_15.stopped,accept_reject.stopped,p_port_10.started,p_port_10.stopped,arrow_instructions.started,offer_choice.started,p_port_11.started,p_port_11.stopped,offer_choice.keys,offer_choice.rt,Instructions_Affinity_Score.started,p_port_12.started,p_port_12.stopped,Emotion_Image.started,AffinityScore.started,p_port_13.started,p_port_13.stopped,AffinityScore.response,AffinityScore.rt,Instruction.started,Moral_Disgust_Score.started,p_port_14.started,p_port_14.stopped,Moral_Disgust_Score.response,Moral_Disgust_Score.rt,player_image_offer.stopped,player_name_offer.stopped,Instructions_Affinity_Score.stopped,player_image_intro.stopped,player_name_intro.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.16505849990062,199.16505849990062,0.007358500035479665,0.09828739985823631,1.0,2.0253151999786496,,,,,,,,,,,,8768,Moral,2025-01-30_16h25.07.627,MoralCondition_v2,2022.2.5,29.962843091842064,
1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.23154109995812,201.23154109995812,0.006638099905103445,0.09928709990344942,4.0,3.727013999829069,,,,,,,,,,,,8768,Moral,2025-01-30_16h25.07.627,MoralCondition_v2,2022.2.5,29.962843091842064,
1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.01525569986552,205.01525569986552,0.010329600190743804,0.11405580001883209,4.0,1.438045399961993,,,,,,,,,,,,8768,Moral,2025-01-30_16h25.07.627,MoralCondition_v2,2022.2.5,29.962843091842064,
1,0,1,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.48157649999484,206.48157649999484,0.006784600205719471,0.09922640002332628,2.0,2.2935357000678778,,,,,,,,,,,,8768,Moral,2025-01-30_16h25.07.627,MoralCondition_v2,2022.2.5,29.962843091842064,
1,0,1,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.8150460999459,208.8150460999459,0.006826600059866905,0.09883520007133484,5.0,1.7928530001081526,,,,,,,,,,,,8768,Moral,2025-01-30_16h25.07.627,MoralCondition_v2,2022.2.5,29.962843091842064,
1,0,1,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.64824309991673,210.64824309991673,0.006958999903872609,0.09910689992830157,6.0,2.5601753001101315,,,,,,,,,,,,8768,Moral,2025-01-30_16h25.07.627,MoralCondition_v2,2022.2.5,29.962843091842064,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.24842870002612,213.24842870002612,0.001468299888074398,0.09794049989432096,2.0,2.1641370998695493,,,,,,8768,Moral,2025-01-30_16h25.07.627,MoralCondition_v2,2022.2.5,29.962843091842064,
2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,215.4483608000446,0.0002856999635696411,0.09737859992310405,221.46490000002086,6.01420749980025,,221.6651909998618,221.6651909998618,0.10094779985956848,0.21436249976977706,6.014382099732757,227.73158989986405,227.73158989986405,227.73158989986405,0.07204059977084398,0.18076669960282743,233.4318376998417,233.63183559989557,6.014461299637333,6.1143446997739375,239.63162010000087,12.014255799585953,,239.76494410005398,239.76494410005398,0.014488599495962262,0.11414649966172874,up,2.492526800138876,242.31491800001822,4.1499966755509377e-05,0.0977211999706924,248.33162439987063,248.33162439987063,0.0268004999961704,0.11416690004989505,5.0,8.188400499988347,,,,,,,239.7315801999066,239.7315801999066,,,,8768,Moral,2025-01-30_16h25.07.627,MoralCondition_v2,2022.2.5,29.962843091842064,
2,0,2,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.56493890006095,256.56493890006095,0.007544999942183495,0.09788169991225004,6.0,1.32469220017083,,,,,,,,,,,,8768,Moral,2025-01-30_16h25.07.627,MoralCondition_v2,2022.2.5,29.962843091842064,
2,0,2,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.93140889983624,257.93140889983624,0.009213800076395273,0.09928219998255372,4.0,1.6576621001586318,,,,,,,,,,,,8768,Moral,2025-01-30_16h25.07.627,MoralCondition_v2,2022.2.5,29.962843091842064,
2,0,2,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.64851600001566,259.64851600001566,0.0076229998376220465,0.11455919989384711,4.0,2.307940599974245,,,,,,,,,,,,8768,Moral,2025-01-30_16h25.07.627,MoralCondition_v2,2022.2.5,29.962843091842064,
2,0,2,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.9814869000111,261.9814869000111,0.006977899931371212,0.09937660000286996,5.0,4.260046100011095,,,,,,,,,,,,8768,Moral,2025-01-30_16h25.07.627,MoralCondition_v2,2022.2.5,29.962843091842064,
2,0,2,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.2814622998703,266.2814622998703,0.007531599840149283,0.09771539992652833,5.0,1.7578112999908626,,,,,,,,,,,,8768,Moral,2025-01-30_16h25.07.627,MoralCondition_v2,2022.2.5,29.962843091842064,
2,0,2,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.08142279996537,268.08142279996537,0.007526000030338764,0.09755080007016659,1.0,1.8578172998968512,,,,,,,,,,,,8768,Moral,2025-01-30_16h25.07.627,MoralCondition_v2,2022.2.5,29.962843091842064,
2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.98148830002174,269.98148830002174,0.0007396999280899763,0.09896679990924895,3.0,2.0997673999518156,,,,,,8768,Moral,2025-01-30_16h25.07.627,MoralCondition_v2,2022.2.5,29.962843091842064,
3,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,272.1148782998789,0.0001354999840259552,0.09899490000680089,278.13150159991346,6.015642400132492,,278.38133300002664,278.38133300002664,0.16084969998337328,0.26582100009545684,6.03216139995493,284.41507839993574,284.41507839993574,284.41507839993574,0.08640329982154071,0.1991407999303192,290.1147830998525,290.3145757999737,6.032097399933264,6.132272299844772,296.31482289987616,11.999150599818677,12.098903599893674,296.41477689985186,296.41477689985186,-0.00020410027354955673,0.0988965998403728,down,0.5784767000004649,297.048063499853,4.2300205677747726e-05,0.09804010018706322,303.04791389987804,303.04791389987804,0.008971800096333027,0.09805000014603138,1.0,1.5234456998296082,,,,,,,296.41477689985186,296.41477689985186,303.04791389987804,,,8768,Moral,2025-01-30_16h25.07.627,MoralCondition_v2,2022.2.5,29.962843091842064,
3,0,3,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.61470080004074,304.61470080004074,0.007708400022238493,0.09799889987334609,5.0,1.524944799952209,,,,,,,,,,,,8768,Moral,2025-01-30_16h25.07.627,MoralCondition_v2,2022.2.5,29.962843091842064,
3,0,3,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.18140510004014,306.18140510004014,0.007532399846240878,0.09826459991745651,4.0,1.7250864999368787,,,,,,,,,,,,8768,Moral,2025-01-30_16h25.07.627,MoralCondition_v2,2022.2.5,29.962843091842064,
3,0,3,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.9647464998998,307.9647464998998,0.007761199958622456,0.11434129998087883,4.0,1.0411532002035528,,,,,,,,,,,,8768,Moral,2025-01-30_16h25.07.627,MoralCondition_v2,2022.2.5,29.962843091842064,
3,0,3,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.03129479987547,309.03129479987547,0.007917000213637948,0.09790100017562509,5.0,1.4911122999619693,,,,,,,,,,,,8768,Moral,2025-01-30_16h25.07.627,MoralCondition_v2,2022.2.5,29.962843091842064,
3,0,3,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.5816591999028,310.5816591999028,0.00799029995687306,0.11410550004802644,4.0,1.7073087999597192,,,,,,,,,,,,8768,Moral,2025-01-30_16h25.07.627,MoralCondition_v2,2022.2.5,29.962843091842064,
3,0,3,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.314785100054,312.314785100054,0.006856400053948164,0.09916780004277825,6.0,2.7939766999334097,,,,,,,,,,,,8768,Moral,2025-01-30_16h25.07.627,MoralCondition_v2,2022.2.5,29.962843091842064,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.148134799907,315.148134799907,0.0012262999080121517,0.09817119990475476,3.0,1.9647305000107735,,,,,,8768,Moral,2025-01-30_16h25.07.627,MoralCondition_v2,2022.2.5,29.962843091842064,
4,0,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,317.1484029998537,0.00013569998554885387,0.09931330010294914,323.1312730999198,5.999172100098804,6.082392500014976,323.3645909000188,323.3645909000188,0.09819769999012351,0.21608319994993508,6.015792199876159,329.4313904000446,329.4313904000446,329.4313904000446,0.07327989977784455,0.182766999816522,335.13119870005175,335.33140649995767,6.015917899785563,6.1158267999999225,341.33135039987974,12.015860899817199,,341.46460770000704,341.46460770000704,0.016076999716460705,0.11578379990532994,down,0.5199958002194762,342.03129379986785,3.6400044336915016e-05,0.11424560006707907,348.06461680005305,348.06461680005305,0.025700900005176663,0.13125460012815893,5.0,2.873503000009805,,,,,,,341.43142619985156,341.43142619985156,,,,8768,Moral,2025-01-30_16h25.07.627,MoralCondition_v2,2022.2.5,29.962843091842064,
4,0,4,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.96475509996526,350.96475509996526,0.007765199989080429,0.09776520007289946,5.0,1.2574251999612898,,,,,,,,,,,,8768,Moral,2025-01-30_16h25.07.627,MoralCondition_v2,2022.2.5,29.962843091842064,
4,0,4,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.26465979986824,352.26465979986824,0.005314699839800596,0.09924179990775883,6.0,1.495102799963206,,,,,,,,,,,,8768,Moral,2025-01-30_16h25.07.627,MoralCondition_v2,2022.2.5,29.962843091842064,
4,0,4,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.79812190006487,353.79812190006487,0.007728000171482563,0.09827530011534691,6.0,0.9249128999654204,,,,,,,,,,,,8768,Moral,2025-01-30_16h25.07.627,MoralCondition_v2,2022.2.5,29.962843091842064,
4,0,4,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.7645320999436,354.7645320999436,0.00653219991363585,0.09836979978717864,6.0,0.7596724999602884,,,,,,,,,,,,8768,Moral,2025-01-30_16h25.07.627,MoralCondition_v2,2022.2.5,29.962843091842064,
4,0,4,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.56479319999926,355.56479319999926,0.0073148999363183975,0.09738609986379743,1.0,1.991203100187704,,,,,,,,,,,,8768,Moral,2025-01-30_16h25.07.627,MoralCondition_v2,2022.2.5,29.962843091842064,
4,0,4,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.59786310000345,357.59786310000345,0.007682400057092309,0.09803489991463721,3.0,1.9581538999918848,,,,,,,,,,,,8768,Moral,2025-01-30_16h25.07.627,MoralCondition_v2,2022.2.5,29.962843091842064,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.59792199986987,359.59792199986987,0.0007432000711560249,0.09921750007197261,1.0,1.6332070999778807,,,,,,8768,Moral,2025-01-30_16h25.07.627,MoralCondition_v2,2022.2.5,29.962843091842064,
5,0,5,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,361.2645415000152,0.00014530005864799023,0.0990516000892967,367.2812361998949,6.015696000074968,,367.4477694998495,367.4477694998495,0.06803069985471666,0.18233769992366433,6.015643599908799,373.54797549988143,373.54797549988143,373.54797549988143,0.07121879979968071,0.18261019978672266,379.247853100067,379.44782479992136,6.015670399880037,6.1156814999412745,385.4479258998763,12.015761599875987,,385.58133429987356,385.58133429987356,0.015763199655339122,0.115654899738729,up,1.1082986001856625,386.74784959992394,3.520003519952297e-05,0.09813679987564683,392.78143249987625,392.78143249987625,0.025586299831047654,0.13138769986107945,5.0,2.2067847000434995,,,,,,,385.5477964000311,385.5477964000311,,373.44788099988364,373.44788099988364,8768,Moral,2025-01-30_16h25.07.627,MoralCondition_v2,2022.2.5,29.962843091842064,
5,0,5,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395.0150671999436,395.0150671999436,0.007958600064739585,0.09719710005447268,3.0,1.523530599894002,,,,,,,,,,,,8768,Moral,2025-01-30_16h25.07.627,MoralCondition_v2,2022.2.5,29.962843091842064,
5,0,5,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.5812899998855,396.5812899998855,0.00729249999858439,0.09748940006829798,3.0,1.3259900999255478,,,,,,,,,,,,8768,Moral,2025-01-30_16h25.07.627,MoralCondition_v2,2022.2.5,29.962843091842064,
5,0,5,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.9483690999914,397.9483690999914,0.006367800058797002,0.09877130016684532,1.0,1.5598818000871688,,,,,,,,,,,,8768,Moral,2025-01-30_16h25.07.627,MoralCondition_v2,2022.2.5,29.962843091842064,
5,0,5,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399.54786519985646,399.54786519985646,0.006475700065493584,0.09928189986385405,1.0,1.2602544999681413,,,,,,,,,,,,8768,Moral,2025-01-30_16h25.07.627,MoralCondition_v2,2022.2.5,29.962843091842064,
5,0,5,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.8478800000157,400.8478800000157,0.007301100064069033,0.0986115001142025,2.0,1.4589551000390202,,,,,,,,,,,,8768,Moral,2025-01-30_16h25.07.627,MoralCondition_v2,2022.2.5,29.962843091842064,
5,0,5,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402.34777410002425,402.34777410002425,0.007275800220668316,0.099192000227049,2.0,1.326074399985373,,,,,,,,,,,,8768,Moral,2025-01-30_16h25.07.627,MoralCondition_v2,2022.2.5,29.962843091842064,
5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403.71443119994365,403.71443119994365,0.0012990001123398542,0.09775290009565651,5.0,2.8976044999435544,,,,,,8768,Moral,2025-01-30_16h25.07.627,MoralCondition_v2,2022.2.5,29.962843091842064,
6,0,6,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,406.6480971998535,0.00025809998624026775,0.09830960002727807,412.6309470999986,6.014484999934211,,412.8311473999638,412.8311473999638,0.07030129991471767,0.18145509995520115,6.01456439984031,418.9310459999833,418.9310459999833,418.9310459999833,0.0725443996489048,0.18156329984776676,424.63106160005555,424.83085389994085,6.014328099787235,6.114648799644783,430.8310571999755,12.014614999759942,,430.96438489994034,430.96438489994034,0.014780899742618203,0.11452429974451661,down,0.49252820014953613,431.4978437998798,3.329990431666374e-05,0.09805299993604422,437.51426859991625,437.51426859991625,0.020892699947580695,0.11457249987870455,5.0,2.294704800006002,,,,,,,430.9310677999165,430.9310677999165,,418.83106959983706,418.83106959983706,8768,Moral,2025-01-30_16h25.07.627,MoralCondition_v2,2022.2.5,29.962843091842064,
6,0,6,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439.86428959993646,439.86428959993646,0.009474300080910325,0.11426900001242757,5.0,1.0388414000626653,,,,,,,,,,,,8768,Moral,2025-01-30_16h25.07.627,MoralCondition_v2,2022.2.5,29.962843091842064,
6,0,6,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440.9477136998903,440.9477136998903,0.009682800155133009,0.11460259999148548,5.0,0.9392603000160307,,,,,,,,,,,,8768,Moral,2025-01-30_16h25.07.627,MoralCondition_v2,2022.2.5,29.962843091842064,
6,0,6,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441.91422539995983,441.91422539995983,0.006915000034496188,0.09922710014507174,6.0,1.0933533001225442,,,,,,,,,,,,8768,Moral,2025-01-30_16h25.07.627,MoralCondition_v2,2022.2.5,29.962843091842064,
6,0,6,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443.0645730998367,443.0645730998367,0.008064300054684281,0.11352959997020662,6.0,0.8061020001769066,,,,,,,,,,,,8768,Moral,2025-01-30_16h25.07.627,MoralCondition_v2,2022.2.5,29.962843091842064,
6,0,6,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443.8974615999032,443.8974615999032,0.007675300119444728,0.09769399999640882,1.0,1.4242465000133961,,,,,,,,,,,,8768,Moral,2025-01-30_16h25.07.627,MoralCondition_v2,2022.2.5,29.962843091842064,
6,0,6,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445.36428599990904,445.36428599990904,0.006725099869072437,0.09902089997194707,3.0,2.4934435000177473,,,,,,,,,,,,8768,Moral,2025-01-30_16h25.07.627,MoralCondition_v2,2022.2.5,29.962843091842064,
6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447.8977210999001,447.8977210999001,0.0013343999162316322,0.09790059993974864,1.0,2.2976776000577956,,,,,,8768,Moral,2025-01-30_16h25.07.627,MoralCondition_v2,2022.2.5,29.962843091842064,
7,0,7,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,450.23115859995596,0.0001338999718427658,0.09900549985468388,456.23098629992455,6.032455199863762,,456.41463389992714,456.41463389992714,0.07231549988500774,0.18261279980652034,6.015682499855757,462.51439589983784,462.51439589983784,462.51439589983784,0.06988799967803061,0.1822069997433573,468.21424810006283,468.41426209989004,6.015682299621403,6.115620099706575,474.41420999984257,12.015719899674878,,474.5476319999434,474.5476319999434,0.01581819960847497,0.11581629957072437,up,0.5898077001329511,475.1809078999795,4.229997284710407e-05,0.09776789997704327,481.19786319998093,481.19786319998093,0.00879490002989769,0.11445309990085661,5.0,2.473271500086412,,,,,,,474.5142351000104,474.5142351000104,481.19786319998093,462.4142819000408,462.4142819000408,8768,Moral,2025-01-30_16h25.07.627,MoralCondition_v2,2022.2.5,29.962843091842064,
7,0,7,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483.7145409998484,483.7145409998484,0.00790320010855794,0.11415980011224747,5.0,0.8070810998324305,,,,,,,,,,,,8768,Moral,2025-01-30_16h25.07.627,MoralCondition_v2,2022.2.5,29.962843091842064,
