Blocks_of_Tastants.thisRepN,Blocks_of_Tastants.thisTrialN,Blocks_of_Tastants.thisN,Blocks_of_Tastants.thisIndex,Each_Tastant_Once.thisRepN,Each_Tastant_Once.thisTrialN,Each_Tastant_Once.thisN,Each_Tastant_Once.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,baseline.started,p_port_2.started,p_port_2.stopped,p_port_3.started,baseline.stopped,cross.started,p_port_4.started,p_port_4.stopped,cross.stopped,p_port_5.started,instructions.started,spacebar_hit.started,p_port_6.started,p_port_6.stopped,spacebar_hit.keys,spacebar_hit.rt,grab_cup.started,key_resp.started,p_port_7.started,p_port_7.stopped,key_resp.keys,key_resp.rt,taste_sound_1.started,p_port_8.started,p_port_8.stopped,taste_sound_1.stopped,taste_sound_2.started,taste_sound_2.stopped,taste_sound_3.started,taste_sound_3.stopped,Roll_liquid_taste.started,spit_text.started,spit_sound.started,p_port_9.started,p_port_9.stopped,spit_sound.stopped,spit_text.stopped,screen_clear.started,screen_clear.stopped,p_port_18.started,p_port_18.stopped,Palatability_Score.started,p_port_17.started,Instruction.started,p_port_17.stopped,Palatability_Score.response,Palatability_Score.rt,Rinse_text.started,p_port_10.started,p_port_10.stopped,Rinse_text.stopped,Begin_Rinse.started,p_port_11.started,p_port_11.stopped,Begin_Rinse.stopped,Finish_rinse.started,Rinse_Spit.started,p_port_12.started,p_port_12.stopped,Finish_rinse.stopped,Rinse_Spit.stopped,rest_text.started,p_port_13.started,p_port_13.stopped,rest_text.stopped,p_port_14.started,Roll_liquid_taste.stopped,p_port_5.stopped,p_port_14.stopped,break_text.started,p_port_15.started,p_port_15.stopped,p_port_16.started,break_text.stopped,p_port_16.stopped,participant,session,date,expName,psychopyVersion,frameRate,
3,0,3,0,2,0,2,0,,,,,,,,,,,,1741.950601099059,0.014362100511789322,0.11365780048072338,1747.967166800052,6.030337600037456,1748.0671848002821,1748.0671848002821,0.03050439991056919,0.1303368005901575,space,1.0257096011191607,1749.1339197997004,1749.1339197997004,4.719942808151245e-05,0.098089300096035,num_9,3.583526499569416,1752.7505119500681,0.0023299995809793472,0.09761280007660389,1753.0504960995167,1753.5506256503984,1753.8504568003118,1754.3337107507512,1754.6504290997982,1754.7338089998811,1762.7338028997183,1762.7338350491598,0.014311099424958229,0.11437349952757359,1763.7504072003067,1764.7504804003984,1764.9337569996715,1765.4337927997112,10.03085820004344,,1772.88372829929,0.03367589972913265,1772.88372829929,0.1309124007821083,4.0,3.8981601987034082,1776.817285399884,0.0026510003954172134,0.097664600238204,1782.8172037005424,1783.0002610499039,6.21413329988718,6.314277399331331,1784.0003127995878,1803.0170535502955,1803.0169594008476,26.230884300544858,26.330922899767756,1804.0168324001133,,1806.0336026996374,0.01595280133187771,0.11404580064117908,1836.0501780994236,30.03072060085833,1762.7338028997183,,,,,,,,,8576,Gustatory,2024-06-14_14h17.39.498,Gustatory_Condition_v2,2022.2.5,30.01079787645974,
3,0,3,0,3,0,3,0,,,,,,,,,,,,1836.1501295007765,0.031466301530599594,0.13066930137574673,1842.1501398999244,6.030723100528121,1842.2501126993448,1842.2501126993448,0.0307932011783123,0.13078390061855316,space,1.2434803005307913,1843.5333884991705,1843.5333884991705,3.680028021335602e-05,0.0979945994913578,num_9,3.1517439018934965,1846.7502937505021,0.0024397000670433044,0.09766609966754913,1847.0500562004745,1847.5334485491737,1847.8500584997237,1848.3333669492974,1848.6500234007835,1848.7335142996162,1856.7334224004298,1856.7334065495058,0.014343099668622017,0.11425319872796535,1857.7501050997525,1858.7333468999714,1858.933449799195,1859.4500514995307,10.014166999608278,,1866.8666587993503,0.017130600288510323,1866.8666587993503,0.1141468994319439,3.0,2.6646686010062695,1869.566751299426,0.002378799021244049,0.09756149910390377,1875.5832624007016,1875.7499764507636,6.214224699884653,6.314189499244094,1876.7501008007675,1895.7499302497133,1895.7500717993826,26.2143302988261,26.31408889964223,1896.7499371990561,1898.7665701005608,1898.7665701005608,-0.00029410049319267273,0.09756620042026043,1928.7830779999495,30.014106400310993,1856.7334224004298,,,,,,,,,8576,Gustatory,2024-06-14_14h17.39.498,Gustatory_Condition_v2,2022.2.5,30.01079787645974,
3,0,3,0,4,0,4,0,,,,,,,,,,,,1928.8830807991326,0.014722000807523727,0.11415429972112179,1934.899740099907,6.03062430024147,1934.9997339993715,1934.9997339993715,0.03074900060892105,0.13062510080635548,space,1.3013556990772486,1936.3665935993195,1936.3665935993195,4.659965634346008e-05,0.09739659912884235,num_9,3.5989253018051386,1939.9997228497639,0.0017897989600896835,0.09837419912219048,1940.2996983006597,1940.7830378489568,1941.0995441004634,1941.5996372496709,1941.8996786996722,1941.9830674994737,1949.9830016996711,1949.983211150579,0.01500449888408184,0.11494099907577038,1950.9996198993176,1951.9996144007891,1952.199655700475,1952.7163452003151,10.014789499342442,10.098258899524808,1960.0995089001954,0.0020514000207185745,1960.0995089001954,0.09817869961261749,4.0,1.1309997010976076,1961.2662150003016,0.003975300118327141,0.09747730009257793,1967.2829327993095,1967.449535649456,6.214394299313426,6.314112199470401,,1987.4496527502313,1987.4495583996177,26.214120099321008,26.314084500074387,1988.4494659993798,1990.466151200235,1990.466151200235,-0.00020629912614822388,0.09738430008292198,2020.4828471001238,30.01392970047891,1949.9830016996711,,,,,,,,,8576,Gustatory,2024-06-14_14h17.39.498,Gustatory_Condition_v2,2022.2.5,30.01079787645974,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.582709800452,0.014284100383520126,0.11388299986720085,30.030505700036883,2050.5992537997663,,8576,Gustatory,2024-06-14_14h17.39.498,Gustatory_Condition_v2,2022.2.5,30.01079787645974,
4,0,4,0,0,0,0,0,,,,,,,,,,,,2050.6992653999478,0.0323255006223917,0.13044880144298077,2056.7158984001726,6.013819400221109,2056.7825694996864,2056.7825694996864,0.013810401782393456,0.11375030130147934,space,2.0947976000607014,2058.9159824997187,2058.9159824997187,3.550015389919281e-05,0.09780409932136536,num_9,3.033676400780678,2061.999369949289,0.002354700118303299,0.09756669960916042,,2062.7824477499353,2063.0993159990758,2063.5825242495166,2063.899185899645,2063.9992776997387,2072.016023499891,2072.01594105009,0.01708119921386242,0.1143449004739523,2073.032497100532,2074.0158366002142,2074.182477200404,2074.682466700673,10.014053300023079,10.097497500479221,2082.0989490002394,0.0010684002190828323,2082.0989490002394,0.09760230034589767,3.0,1.49753849953413,2083.63269460015,0.0015679001808166504,0.0992300994694233,2089.6323837991804,2089.8159055506812,6.215891299769282,6.315793499350548,2090.8323340006173,2109.7991394495593,2109.799051899463,26.199184698984027,26.299081299453974,2110.799179699272,2112.798971399665,2112.8323257993907,-0.0008681993931531906,0.0990529004484415,2142.832189999521,30.032296000048518,,,,,,,,,,8576,Gustatory,2024-06-14_14h17.39.498,Gustatory_Condition_v2,2022.2.5,30.01079787645974,
4,0,4,0,1,0,1,0,,,,,,,,,,,,2142.9655200000852,0.032989900559186935,0.13228360004723072,2148.9821464996785,6.015561001375318,2149.04887060076,2149.04887060076,0.015729600563645363,0.11553140170872211,space,6.795863499864936,2155.882140899077,2155.882140899077,4.120171070098877e-05,0.09826630167663097,num_9,3.6675496995449066,2159.615478350036,0.0024021007120609283,0.09825050085783005,2159.9321282003075,2160.398811249249,2160.698657600209,2161.1986748503523,2161.4986850991845,2161.5987721998245,2169.5987403001636,2169.598747849651,0.0148157998919487,0.1146911010146141,2170.598688699305,2171.615376599133,2171.815574200824,2172.315407499671,10.031368000432849,,2179.7487735990435,0.03374830074608326,2179.7487735990435,0.13156810030341148,3.0,3.265249500051141,2183.0489389002323,0.0033964011818170547,0.09764339961111546,2189.0655418001115,2189.2320250498133,6.214372999966145,6.314292499795556,2190.2320146001875,2209.2485353501515,2209.2316753994673,26.213959500193596,26.29754050076008,2210.248554300517,2212.248538300395,2212.248538300395,0.00012130104005336761,0.09766440093517303,2242.2485677991062,30.030934801325202,2169.5987403001636,,,,,,,,,8576,Gustatory,2024-06-14_14h17.39.498,Gustatory_Condition_v2,2022.2.5,30.01079787645974,
4,0,4,0,2,0,2,0,,,,,,,,,,,,2242.365107400343,0.014760902151465416,0.11411170102655888,2248.365079600364,6.014021702110767,2248.465086100623,2248.465086100623,0.014301002025604248,0.11402090266346931,space,1.3638599012047052,2249.865064000711,2249.865064000711,4.8201531171798706e-05,0.09769850037992,num_9,3.2523544002324343,2253.1651068499314,0.0021394994109869003,0.09798229858279228,2253.4817203991115,2253.948431350477,2254.248293599114,2254.7650627495723,2255.0817734003067,2255.148402199149,2263.1650063004345,2263.1651515496897,0.0016252994537353516,0.09799659997224808,2264.181647900492,2265.181735999882,2265.3483553007245,2265.848350500688,10.014563098549843,,2273.2814982999116,0.018001800402998924,2273.2814982999116,0.11452900059521198,5.0,2.0307884998619556,2275.3482652995735,0.0036459993571043015,0.09734000079333782,2281.3649333007634,2281.5316266493874,6.213990800082684,6.314018800854683,2282.548401100561,2301.531397350319,2301.531526900828,26.214020900428295,26.314001901075244,2302.531473699957,2304.5481729991734,2304.5481729991734,-0.00025949999690055847,0.09724270179867744,2334.5480605997145,30.030589001253247,2263.1650063004345,,,,,,,,,8576,Gustatory,2024-06-14_14h17.39.498,Gustatory_Condition_v2,2022.2.5,30.01079787645974,
4,0,4,0,3,0,3,0,,,,,,,,,,,,2334.681376600638,0.03109710104763508,0.13058580085635185,2340.698011700064,6.01400700211525,2340.764668000862,2340.764668000862,0.013916101306676865,0.11383390240371227,space,1.0640815012156963,2341.8647150993347,2341.8647150993347,4.190020263195038e-05,0.09793500043451786,num_9,3.3486647997051477,2345.264682049118,0.002153901383280754,0.0981817003339529,2345.581372300163,2346.0480052495377,2346.3479111008346,2346.8479450495915,2347.1480163000524,2347.2479893993586,2355.26463660039,2355.2646333502607,0.0013826005160808563,0.09825860150158405,2356.281297100708,2357.2813160996884,2357.4479655008763,2357.9479748997837,10.014725400134921,,2365.3811453003436,0.017758401110768318,2365.3811453003436,0.11458560079336166,2.0,3.064698601141572,2368.4813032001257,0.0015702992677688599,0.09909670054912567,2374.4978934004903,2374.6646940505134,6.215800199657679,6.31567670032382,2375.681215899065,2394.6644529497253,2394.664467599243,26.21562210097909,26.315783800557256,2395.681137699634,2397.664455799386,2397.664455799386,0.015655700117349625,0.11557330004870892,2427.6644682995975,30.015633700415492,2355.26463660039,,,,,,,,,8576,Gustatory,2024-06-14_14h17.39.498,Gustatory_Condition_v2,2022.2.5,30.01079787645974,
4,0,4,0,4,0,4,0,,,,,,,,,,,,2427.797656700015,0.01615460030734539,0.11544430069625378,2433.797781199217,6.015436101704836,2433.8976227007806,2433.8976227007806,0.0154821015894413,0.11541160196065903,space,1.1553340014070272,2435.0976698994637,2435.0976698994637,2.9100105166435242e-05,0.09864200092852116,num_9,4.595570100471377,2439.7310343498366,0.0021157991141080856,0.09730049967765808,2440.047501400113,2440.5142627490686,2440.830789299682,2441.3144027499484,2441.6309197004884,2441.714090799913,2449.714215600863,2449.7142216490583,0.014017399400472641,0.11384770087897778,2450.7308965008706,2451.7144272997975,2451.914235200733,2452.4141958002,10.030519299209118,,2459.8641634006053,0.03163610026240349,2459.8641634006053,0.1302845012396574,4.0,1.5665211994200945,2461.464336000383,0.00249670073390007,0.09790820069611073,2467.480797700584,2467.6475140491502,6.214592000469565,6.314519800245762,,2487.6473032498734,2487.647414099425,26.21452319994569,26.314471300691366,2488.6640870999545,2490.6473951991647,2490.6473951991647,0.014565100893378258,0.11444000154733658,2520.6639178004116,30.03104890137911,2449.714215600863,,,,,,,,,8576,Gustatory,2024-06-14_14h17.39.498,Gustatory_Condition_v2,2022.2.5,30.01079787645974,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2520.7973002996296,0.031245801597833633,0.13099170103669167,30.014203602448106,2550.8137982990593,,8576,Gustatory,2024-06-14_14h17.39.498,Gustatory_Condition_v2,2022.2.5,30.01079787645974,
