Blocks_of_Tastants.thisRepN,Blocks_of_Tastants.thisTrialN,Blocks_of_Tastants.thisN,Blocks_of_Tastants.thisIndex,Each_Tastant_Once.thisRepN,Each_Tastant_Once.thisTrialN,Each_Tastant_Once.thisN,Each_Tastant_Once.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,baseline.started,p_port_2.started,p_port_2.stopped,p_port_3.started,baseline.stopped,cross.started,p_port_4.started,p_port_4.stopped,cross.stopped,p_port_5.started,instructions.started,spacebar_hit.started,p_port_6.started,p_port_6.stopped,spacebar_hit.keys,spacebar_hit.rt,grab_cup.started,key_resp.started,p_port_7.started,p_port_7.stopped,key_resp.keys,key_resp.rt,taste_sound_1.started,p_port_8.started,p_port_8.stopped,taste_sound_1.stopped,taste_sound_2.started,taste_sound_2.stopped,taste_sound_3.started,taste_sound_3.stopped,Roll_liquid_taste.started,Roll_liquid_taste.stopped,spit_text.started,spit_sound.started,p_port_9.started,p_port_9.stopped,spit_sound.stopped,spit_text.stopped,screen_clear.started,screen_clear.stopped,p_port_18.started,Palatability_Score.started,p_port_17.started,Instruction.started,p_port_17.stopped,Palatability_Score.response,Palatability_Score.rt,Rinse_text.started,p_port_10.started,p_port_10.stopped,Rinse_text.stopped,Begin_Rinse.started,p_port_11.started,p_port_11.stopped,Finish_rinse.started,Rinse_Spit.started,p_port_12.started,p_port_12.stopped,Finish_rinse.stopped,Rinse_Spit.stopped,rest_text.started,p_port_13.started,p_port_13.stopped,rest_text.stopped,p_port_14.started,p_port_14.stopped,p_port_18.stopped,Begin_Rinse.stopped,break_text.started,p_port_15.started,p_port_15.stopped,break_text.stopped,p_port_16.started,p_port_5.stopped,participant,session,date,expName,psychopyVersion,frameRate,
3,0,3,0,2,0,2,0,,,,,,,,,,,,,1814.7417092006654,3.040209412574768e-05,0.09895270131528378,1820.741941800341,5.999004602432251,1820.8416952006519,1820.8416952006519,-0.00019019842147827148,0.09897900186479092,space,14.81519559957087,1835.7081522010267,1835.7081522010267,3.890134394168854e-05,0.09794950112700462,num_9,4.26856580004096,1840.0416743401438,0.0024170000106096268,0.09788749925792217,1840.3584508001804,1840.8249278403819,1841.1250055003911,1841.6249306406826,1841.9248494002968,1842.0250189006329,1850.0249077994376,1850.0249077994376,1850.0248792394996,0.014583999291062355,0.11450789868831635,1851.041545899585,1852.0415394995362,1852.2415338996798,1852.724737200886,10.014465199783444,1860.1580270007253,0.017245600000023842,1860.1580270007253,0.11426289938390255,3.0,4.531647300347686,1864.725134599954,0.002264300361275673,0.09791810065507889,1870.7413554005325,1870.9079859405756,6.214461401104927,6.29786179959774,1890.9080685395747,1890.908145500347,26.214619800448418,26.31457700021565,1891.9078986011446,1893.9248454999179,1893.9248454999179,0.00025490112602710724,0.09787190146744251,1923.9245928004384,30.031038301065564,,,1871.9081583004445,,,,,,6.099046401679516,9978,Gustatory,2024-07-01_17h52.16.301,Gustatory_Condition_v2,2022.2.5,30.005403892131383,
3,0,3,0,3,0,3,0,,,,,,,,,,,,,1924.0579212009907,0.03158620186150074,0.13094760105013847,1930.074508100748,6.014293402433395,1930.1412135008723,1930.1412135008723,0.014486702159047127,0.1142979022115469,space,3.1234677005559206,1933.3078572005033,1933.3078572005033,5.4700300097465515e-05,0.09795480035245419,num_9,5.892943499609828,1939.2413433399051,0.0023024994879961014,0.09795779921114445,1939.557793200016,1940.0244866404682,1940.3411715012044,1940.8243961408734,,1941.2076925002038,1949.224576599896,1949.224576599896,1949.2244109399617,0.014638500288128853,0.11447699926793575,1950.2411330007017,1951.2412529997528,1951.4244317002594,1951.941124400124,10.014417000114918,1959.3575695995241,0.016161900013685226,1959.3575695995241,0.11435610055923462,7.0,1.999311799183488,1961.3913493994623,0.0015797000378370285,0.09935200028121471,1967.3908459004015,1967.5911650396883,6.199275000020862,6.299107000231743,1987.591000340879,1987.5910103004426,26.19907210022211,26.29907730035484,1988.5909547004849,1990.5909279994667,1990.5909279994667,0.0016233008354902267,0.0990598015487194,2020.607453700155,30.01570930145681,,,1968.5910458005965,,,,,,,9978,Gustatory,2024-07-01_17h52.16.301,Gustatory_Condition_v2,2022.2.5,30.005403892131383,
3,0,3,0,4,0,4,0,,,,,,,,,,,,,2020.7074363008142,0.01643180102109909,0.11557390168309212,2026.724207000807,5.999074302613735,2026.7909792996943,2026.7909792996943,-0.0002200976014137268,0.09885230287909508,space,1.5461508017033339,2028.3908984996378,2028.3908984996378,3.330036997795105e-05,0.09806900098919868,num_9,6.633688099682331,2035.0740950405598,0.0020744986832141876,0.09797999821603298,2035.390732800588,2035.8573041409254,2036.1573543008417,2036.6573596410453,2036.957301300019,2037.057412199676,2045.0573366004974,2045.0573366004974,2045.0574138406664,0.014602899551391602,0.11458159983158112,2046.0572305005044,2047.0740850996226,2047.2740019001067,2047.790681000799,10.014598598703742,2055.1906279996037,0.017483199015259743,2055.1906279996037,0.11437249928712845,5.0,2.197735298424959,2057.4242054000497,0.0021104011684656143,0.09861320070922375,2063.423945300281,2063.6239040400833,6.231855601072311,6.331878500059247,2083.6239059399813,2083.6238244995475,26.231842800974846,26.33176900073886,2084.6404551994056,2086.6238404996693,2086.6238404996693,0.0008491016924381256,0.09856040216982365,2116.623536400497,30.01489250175655,,,2064.6573172006756,,,,,,6.09887520223856,9978,Gustatory,2024-07-01_17h52.16.301,Gustatory_Condition_v2,2022.2.5,30.005403892131383,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2116.7403870001435,0.015460701659321785,0.114978501573205,2146.7570200003684,30.031502902507782,,9978,Gustatory,2024-07-01_17h52.16.301,Gustatory_Condition_v2,2022.2.5,30.005403892131383,
4,0,4,0,0,0,0,0,,,,,,,,,,,,,2146.8569045010954,0.033525701612234116,0.13163660280406475,2152.856876200065,6.03149670176208,2152.956866500899,2152.956866500899,0.03145040199160576,0.13172930292785168,space,2.684586901217699,2155.7071295008063,2155.7071295008063,5.350075662136078e-05,0.09705200046300888,num_9,4.238075798377395,2159.990221839398,0.0017299987375736237,0.09749809838831425,2160.3068340998143,2160.7735238410532,2161.090166600421,2161.573363540694,2161.890135800466,2161.9734907001257,2169.990113399923,2169.990113399923,2169.9901521410793,0.0007965993136167526,0.09757409989833832,2170.99018589966,2172.006787199527,2172.1734434999526,2172.673480499536,10.014005798846483,2180.0899366997182,0.0005865991115570068,2180.0899366997182,0.09733869880437851,3.0,2.2979502994567156,2182.4237069003284,0.0015460997819900513,0.09925599955022335,2188.423422800377,2188.606510039419,6.215530499815941,6.2989770993590355,2208.6067089401186,2208.6066395007074,26.21560949832201,26.315570699051023,,2211.623280500993,2211.623280500993,0.0012397002428770065,0.09890889935195446,2241.606347599998,30.015319200232625,30.098688500002027,10.097457798197865,,,,,,,,9978,Gustatory,2024-07-01_17h52.16.301,Gustatory_Condition_v2,2022.2.5,30.005403892131383,
4,0,4,0,1,0,1,0,,,,,,,,,,,,,2241.7232039012015,-2.2798776626586914e-05,0.09891249984502792,2247.706311000511,6.015266800299287,2247.8231086004525,2247.8231086004525,-0.0005961991846561432,0.09870029985904694,space,2.9534280989319086,2250.8398099001497,2250.8398099001497,5.4098665714263916e-05,0.09789729863405228,num_9,6.0172252003103495,2256.8900545407087,0.002367200329899788,0.09722590073943138,2257.1900861002505,2257.673093440011,2257.989731799811,2258.4730053395033,2258.7898961994797,2258.889896400273,,2266.90644649975,2266.906505839899,0.01647219993174076,0.11393840052187443,2267.9063195008785,2268.9230643007904,2269.073009300977,2269.5898713003844,10.013832200318575,2277.0061627011746,0.016570501029491425,2277.0061627011746,0.11385240033268929,4.0,2.2318408004939556,2279.273022899404,0.0035220999270677567,0.0978810004889965,2285.2729263994843,2285.472947239876,6.231119999662042,6.331168200820684,2305.456196440384,2305.4561943002045,26.214370699599385,26.314318899065256,,2308.456356000155,2308.456356000155,0.014563800767064095,0.11436850018799305,2338.4560350999236,30.014206800609827,,,2286.4895655009896,,,,,,6.098629700019956,9978,Gustatory,2024-07-01_17h52.16.301,Gustatory_Condition_v2,2022.2.5,30.005403892131383,
4,0,4,0,2,0,2,0,,,,,,,,,,,,,2338.589402601123,0.014967001974582672,0.11422190070152283,2344.5893779005855,6.01417950168252,2344.689356500283,2344.689356500283,0.014105301350355148,0.11413930170238018,space,1.7673043999820948,2346.5062694996595,2346.5062694996595,9.530037641525269e-05,0.0979337003082037,num_9,5.566925499588251,2352.1226774398237,0.002422899007797241,0.09784889966249466,2352.4393787998706,2352.905987041071,,2353.705952040851,2354.005962200463,2354.105925500393,2362.1225905008614,2362.1225905008614,2362.1226427406073,0.0012568999081850052,0.09775579907000065,2363.139269599691,2364.122467400506,2364.3225761000067,2364.8395100999624,10.031066298484802,2372.2390810996294,0.01683579944074154,2372.2390810996294,0.11424779891967773,2.0,3.398631200194359,2375.6729303002357,0.0025992989540100098,0.09773299843072891,2381.689207499847,2381.872529540211,6.230979099869728,6.330967199057341,2401.8724062405527,2401.8724135011435,26.23091709986329,26.331149199977517,2402.8890110999346,2404.8724376000464,2404.8724376000464,-7.320009171962738e-05,0.09754679910838604,2434.8722530994564,30.030758000910282,,,2382.88918299973,,,,,,,9978,Gustatory,2024-07-01_17h52.16.301,Gustatory_Condition_v2,2022.2.5,30.005403892131383,
4,0,4,0,3,0,3,0,,,,,,,,,,,,,2435.0057033002377,0.03146729990839958,0.13072139956057072,2441.0055855996907,6.030801299959421,2441.1055900007486,2441.1055900007486,0.03080430068075657,0.1306242998689413,space,1.67927279882133,2442.8389010000974,2442.8389010000974,4.299916326999664e-05,0.09794689901173115,num_9,5.242280101403594,2448.122266439721,0.001918800175189972,0.09804880060255527,2448.438965400681,2448.9055588394403,2449.205394100398,2449.722220240161,2450.0390060003847,2450.1055296994746,2458.1221028007567,2458.1221028007567,2458.122192841023,0.001346200704574585,0.09814359992742538,2459.138849299401,2460.1221286002547,2460.3221554011106,2460.822160700336,10.014515601098537,2468.222220899537,0.0010331012308597565,2468.222220899537,0.09809600189328194,5.0,2.131095200777054,2470.3890282996,0.002503698691725731,0.09777139872312546,2476.405436400324,2476.5719979405403,6.230899799615145,6.331035498529673,2496.5719919409603,2496.5720243006945,26.2142491992563,26.314283199608326,2497.588693300262,2499.5886762999,2499.5886762999,-1.800060272216797e-05,0.0973799005150795,2529.605340000242,30.014033099636436,,10.09783510118723,2477.588740300387,,,,,,,9978,Gustatory,2024-07-01_17h52.16.301,Gustatory_Condition_v2,2022.2.5,30.005403892131383,
4,0,4,0,4,0,4,0,,,,,,,,,,,,,2529.7053343001753,0.014684600755572319,0.11402450129389763,2535.688279699534,6.01378090120852,2535.7716172002256,2535.7716172002256,0.01416030153632164,0.11373960040509701,space,2.421440400183201,2538.255107799545,2538.255107799545,4.22988086938858e-05,0.09838689863681793,num_9,6.689561400562525,2545.005141839385,0.002033799886703491,0.09806400164961815,2545.3049809001386,2545.788324540481,2546.0885176006705,2546.588333239779,,2546.9885681997985,2555.0052179004997,2555.0052179004997,2555.005067240447,0.0015488006174564362,0.09802710078656673,2556.004963500425,2557.021726600826,2557.2050375994295,2557.7051647994667,10.031308401376009,2565.1383664011955,0.03385530039668083,2565.1383664011955,0.13127710111439228,7.0,1.8651778995990753,2567.038498800248,0.0029674991965293884,0.09926079958677292,2573.0384443998337,2573.2216505408287,6.215828699991107,6.315946999937296,2593.2049631401896,2593.2049647010863,26.19917419925332,26.299074599519372,2594.2047524005175,2596.204914899543,2596.2381226997823,-0.0008803009986877441,0.09907430037856102,2626.254635900259,30.01571269892156,,,2574.238421900198,,,,,,6.0969473998993635,9978,Gustatory,2024-07-01_17h52.16.301,Gustatory_Condition_v2,2022.2.5,30.005403892131383,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2626.354818901047,0.015993399545550346,0.11568439938127995,2656.3713135011494,30.032072400674224,,9978,Gustatory,2024-07-01_17h52.16.301,Gustatory_Condition_v2,2022.2.5,30.005403892131383,
