Blocks_of_Tastants.thisRepN,Blocks_of_Tastants.thisTrialN,Blocks_of_Tastants.thisN,Blocks_of_Tastants.thisIndex,Each_Tastant_Once.thisRepN,Each_Tastant_Once.thisTrialN,Each_Tastant_Once.thisN,Each_Tastant_Once.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_3.started,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,cross.started,p_port_4.started,p_port_4.stopped,cross.stopped,p_port_5.started,instructions.started,spacebar_hit.started,p_port_6.started,p_port_6.stopped,spacebar_hit.keys,spacebar_hit.rt,grab_cup.started,key_resp.started,p_port_7.started,p_port_7.stopped,key_resp.keys,key_resp.rt,taste_sound_1.started,p_port_8.started,p_port_8.stopped,taste_sound_1.stopped,taste_sound_2.started,taste_sound_3.started,taste_sound_3.stopped,Roll_liquid_taste.started,spit_text.started,spit_sound.started,p_port_9.started,p_port_9.stopped,spit_sound.stopped,spit_text.stopped,screen_clear.started,screen_clear.stopped,p_port_18.started,p_port_18.stopped,Palatability_Score.started,p_port_17.started,Instruction.started,p_port_17.stopped,Palatability_Score.response,Palatability_Score.rt,Rinse_text.started,p_port_10.started,p_port_10.stopped,Rinse_text.stopped,Begin_Rinse.started,p_port_11.started,p_port_11.stopped,Begin_Rinse.stopped,Finish_rinse.started,Rinse_Spit.started,p_port_12.started,p_port_12.stopped,Finish_rinse.stopped,Rinse_Spit.stopped,rest_text.started,p_port_13.started,p_port_13.stopped,rest_text.stopped,p_port_14.started,p_port_5.stopped,taste_sound_2.stopped,Roll_liquid_taste.stopped,p_port_14.stopped,break_text.started,p_port_15.started,p_port_15.stopped,p_port_16.started,break_text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
3,0,3,0,2,0,2,0,,,,,,,,,,,,1719.7240290999762,0.01565150002716109,0.11498670000582933,1725.7405285999994,6.031618900015019,1725.8405836999882,1725.8405836999882,0.03168870002264157,0.13172480004141107,space,0.4476480999728665,1726.3405392999994,1726.3405392999994,4.199997056275606e-05,0.0976780999917537,num_9,2.7790634999983013,1729.1572843300005,0.002000999986194074,0.09814069996355101,1729.4571106999647,1729.940492029948,1730.7405859299529,1731.040622899949,1731.1405423999531,1739.1404723000014,1739.1405413299858,0.014753299998119473,0.11481299996376038,1740.1571495999815,1741.157126599981,1741.3237041999819,1741.8237669999944,10.014677500003017,,1749.2736735999933,0.016010800027288496,1749.2736735999933,0.11476970004150644,5.0,2.299456700042356,1751.607192299969,0.0029682000167667866,0.09900280000874773,1757.6070420999895,1757.807125429978,6.232331299979705,6.332248000020627,1758.8070233999752,1777.7902631299862,1777.7902791999513,26.21561070001917,26.31547919998411,1778.790265699965,1780.8069281000062,1780.8069281000062,0.0012792000197805464,0.0987998999771662,1810.8067500999896,30.032025099964812,,1730.2405329999747,1739.1404723000014,,,,,,,4206,Gustatory,2025-02-27_13h02.01.887,Gustatory_Condition_v2,2022.2.5,29.962510901691026,
3,0,3,0,3,0,3,0,,,,,,,,,,,,1810.9234562999918,0.01599240000359714,0.11525570001685992,1816.94005189999,6.032111300039105,1817.0234209999908,1817.0234209999908,0.015270100033376366,0.11530190001940355,space,0.16003420000197366,1817.2233968999935,1817.2233968999935,5.100003909319639e-05,0.09771619999082759,num_9,1.4008230000035837,1818.6734893299931,0.0023221999872475863,0.0982050999882631,1818.9900725999614,1819.4568717299903,1820.2734668299731,1820.59002459998,1820.656752299983,1828.6566742999712,1828.6567424299487,0.014730299997609109,0.11468890000833198,1829.6565967999632,1830.6566492999555,1830.8566786999581,1831.356663399958,10.014523699996062,,1838.7898642999935,0.01755280001088977,1838.7898642999935,0.11470320000080392,2.0,2.364715799980331,1841.1900180999655,0.002462900010868907,0.09773919999133795,1847.206577199977,1847.3733273299936,6.214364600018598,6.314400700037368,1848.389903399977,1867.3898723299558,1867.389849099971,26.231011700001545,26.33095700002741,1868.3896829999867,1870.3897312000045,1870.3897312000045,0.0007627999875694513,0.09760129998903722,1900.3896341999643,30.030874499992933,,1819.7568425000063,1828.6566742999712,,,,,,,4206,Gustatory,2025-02-27_13h02.01.887,Gustatory_Condition_v2,2022.2.5,29.962510901691026,
3,0,3,0,4,0,4,0,,,,,,,,,,,,1900.5064319999656,0.014666800037957728,0.1141224000020884,1906.5230584999663,6.030752999999095,1906.6229443000047,1906.6229443000047,0.03089580003870651,0.13074280001455918,space,0.4805639999685809,1907.1562203999492,1907.1562203999492,5.0600036047399044e-05,0.09805060003418475,num_9,2.9390293000033125,1910.1398092299992,0.002098599972669035,0.09774800000013784,1910.4396066999761,1910.9228528299777,1911.7229348299502,1912.0396000999608,1912.1396095999517,1920.1561944999848,1920.1562861299667,0.01719699997920543,0.11448549997294322,,1922.1562071999651,1922.322894699988,1922.8060997999855,10.03107430000091,,1930.2727956000017,0.03392750001512468,1930.2727956000017,0.13087540003471076,4.0,1.8647798000019975,1932.1730274999863,0.0016785000334493816,0.09929290000582114,1938.172787199961,1938.3560660299904,6.215598599985242,6.315743800019845,1939.356037999969,1958.3559353299847,1958.3560161999776,26.21562420000555,26.31571450002957,1959.3726811999804,1961.372684300004,1961.372684300004,0.0013077000039629638,0.0990186000126414,1991.3891869999934,30.015415699977893,,1911.2395663000061,,,,,,,,4206,Gustatory,2025-02-27_13h02.01.887,Gustatory_Condition_v2,2022.2.5,29.962510901691026,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991.489165099978,0.015760200039949268,0.11542380001628771,30.015320100006647,2021.4889658999746,4206,Gustatory,2025-02-27_13h02.01.887,Gustatory_Condition_v2,2022.2.5,29.962510901691026,
4,0,4,0,0,0,0,0,,,,,,,,,,,,2021.588964399998,0.016720400017220527,0.11527150002075359,2027.5722435999778,6.0152946000453085,2027.6726615999942,2027.6726615999942,-0.0006122999475337565,0.09854380006436259,space,0.5825664000003599,2028.3056613999652,2028.3056613999652,4.140002420172095e-05,0.09803210000973195,num_9,1.3095778999850154,2029.672249629983,0.0011676999856717885,0.09923250001156703,2029.989006799995,2030.4556920299715,2031.2556982299488,,2031.6389859999763,2039.6389211999485,2039.6389934299573,-0.0007858999888412654,0.09911289997398853,2040.6389078999637,2041.6389598999522,2041.855641299975,2042.3556072000065,10.015747199999169,,2049.7887555999914,0.01860429998487234,2049.7887555999914,0.1156611000187695,2.0,1.2315590000362135,2051.055558799999,0.0036823999835178256,0.09736209997208789,2057.055638199963,2057.2388245299867,6.213935900013894,6.313976300007198,2058.2554836999625,2077.2352937299934,2077.2183813999873,26.210091400018428,26.31382629997097,2078.238694200001,2080.2220465999562,2080.2554056999506,0.030571799958124757,0.13047809997806326,2110.2550699999556,30.01371539995307,6.098590400011744,,2039.6389211999485,30.097257699992042,,,,,,4206,Gustatory,2025-02-27_13h02.01.887,Gustatory_Condition_v2,2022.2.5,29.962510901691026,
4,0,4,0,1,0,1,0,,,,,,,,,,,,2110.355269599997,0.030441800015978515,0.13032070000190288,2116.33838869998,6.013503500027582,2116.4552245999803,2116.4552245999803,0.0309521000017412,0.1303986000129953,space,1.0322945000370964,2117.521875299979,2117.521875299979,4.280003486201167e-05,0.09779259999049827,num_9,0.9575538999633864,2118.521949029999,0.001895399997010827,0.09788119996665046,2118.838532899972,2119.3051854299906,2120.1051728299994,,2120.505195799982,2128.5218198999646,2128.52207143,0.0008716000011190772,0.09780449996469542,2129.538399599958,2130.5217731999583,2130.705153399962,2131.2051324999775,10.014279299997725,10.097661299980246,2138.6215881999815,0.0001509999856352806,2138.6215881999815,0.09758679999504238,5.0,1.5319748999900185,2140.1886597999837,0.0015230000135488808,0.09936340001877397,2146.2049964999896,2146.37178772997,6.215779600024689,6.315820700023323,2147.388326699962,2166.371532029944,2166.3715848999564,26.21568300004583,26.315628900018055,2167.388424799952,2169.3715478999657,2169.3715478999657,0.015698600036557764,0.11568470002384856,2199.388108299987,29.999017800029833,6.096875399991404,2119.605149799958,2128.5218198999646,30.098799200030044,,,,,,4206,Gustatory,2025-02-27_13h02.01.887,Gustatory_Condition_v2,2022.2.5,29.962510901691026,
4,0,4,0,2,0,2,0,,,,,,,,,,,,2199.488125099975,0.000424400030169636,0.0988152000354603,2205.504701400001,6.0154396000434645,2205.6047440999537,2205.6047440999537,0.015567700029350817,0.11546280008042231,space,0.47535189997870475,2206.138157899957,2206.138157899957,4.700000863522291e-05,0.09815710003022105,num_9,1.621532000019215,2207.804820929951,0.0019492999999783933,0.09797440003603697,2208.104654099967,2208.5879838299647,2209.3880119299924,2209.6880582000013,2209.788103699975,2217.7880339999683,2217.7880803299545,0.014660999993793666,0.11452760000247508,2218.7879828999867,2219.804665100004,2219.9880846999586,2220.4879716999712,10.014507699990645,,2227.9213893999695,0.017337500059511513,2227.9213893999695,0.11468980001518503,4.0,2.731538799998816,2230.6881940999883,0.00230089999968186,0.09810359997209162,2236.687890799949,2236.887985129963,6.231409200001508,6.331284099956974,2237.904501599958,2256.8878394299595,2256.8878275000025,26.231325800006744,26.331387499987613,2257.9043369999854,,2259.90445859998,0.016336399945430458,0.11457759997574612,2289.887534699985,30.014327099954244,,2208.904676999955,2217.7880339999683,,,,,,,4206,Gustatory,2025-02-27_13h02.01.887,Gustatory_Condition_v2,2022.2.5,29.962510901691026,
4,0,4,0,3,0,3,0,,,,,,,,,,,,2290.004493799992,0.015407999977469444,0.11454899999080226,2296.0043538999744,6.014398299972527,2296.104284000001,2296.104284000001,0.014506100036669523,0.11437170003773645,space,0.43869720003567636,2296.6042588999844,2296.6042588999844,5.139998393133283e-05,0.09810329996980727,num_9,2.851431999995839,2299.521111429966,0.0022817000281065702,0.09791589999804273,2299.8376303999685,2300.3210538299813,2301.121007229964,2301.437713799998,2301.5042129999492,2309.504333399993,2309.5042581299845,0.014739600010216236,0.11449549999088049,,2311.4873631999944,2311.72086089995,2312.220933499979,10.014442800020333,,2319.6373789999634,0.01695280004059896,2319.6373789999634,0.11447120003867894,3.0,3.4652249999926426,2323.137824699981,0.002341900020837784,0.09894270001677796,2329.154136999976,2329.320945029968,6.215594400011469,6.3156020999886096,2330.337393999973,2349.320792929974,2349.320870800002,26.215740300016478,26.315510399988852,2350.337177899957,2352.3206516999635,2352.3206516999635,0.015581900021061301,0.11546459997771308,2382.3372697999584,30.032136299996637,,2300.6377149999607,2309.504333399993,,,,,,,4206,Gustatory,2025-02-27_13h02.01.887,Gustatory_Condition_v2,2022.2.5,29.962510901691026,
4,0,4,0,4,0,4,0,,,,,,,,,,,,2382.470450199966,0.03283350000856444,0.1321188000147231,2388.470419399964,6.0319304000004195,2388.570476999972,2388.570476999972,0.03218530002050102,0.13179790001595393,space,0.34090259997174144,2388.970582399983,2388.970582399983,4.050001734867692e-05,0.09808790002716705,num_9,1.0611530999885872,2390.0870923299867,0.0008646000060252845,0.1163675999850966,,2390.853864029987,2391.67045912997,2391.9870411999873,2392.0537920999923,2400.070409899985,2400.070460829948,0.016146799956914037,0.11624529998516664,2401.0702760999557,2402.070394599985,2402.253847999964,2402.77037319995,9.999233199981973,10.082855199987534,2410.170180199959,0.015875999990385026,2410.170180199959,0.1159584000124596,4.0,1.364078500017058,2411.5703904999536,0.002709499967750162,0.09784259996376932,2417.5870588999824,2417.7536674299686,6.214489399979357,6.314443600014783,2418.7533962999587,2437.770265529986,2437.7701922999695,26.231085099978372,26.33102699997835,2438.7869260999723,,2440.7867345999693,0.01577169995289296,0.11435439996421337,2470.786660999991,30.014189299952704,,2391.1536753999535,2400.070409899985,,,,,,,4206,Gustatory,2025-02-27_13h02.01.887,Gustatory_Condition_v2,2022.2.5,29.962510901691026,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2470.8866579000023,0.014368199976161122,0.11421869997866452,30.01401009998517,2500.886609899986,4206,Gustatory,2025-02-27_13h02.01.887,Gustatory_Condition_v2,2022.2.5,29.962510901691026,
