Blocks_of_Tastants.thisRepN,Blocks_of_Tastants.thisTrialN,Blocks_of_Tastants.thisN,Blocks_of_Tastants.thisIndex,Each_Tastant_Once.thisRepN,Each_Tastant_Once.thisTrialN,Each_Tastant_Once.thisN,Each_Tastant_Once.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,baseline.started,p_port_2.started,p_port_2.stopped,p_port_3.started,baseline.stopped,cross.started,p_port_4.started,p_port_4.stopped,p_port_5.started,cross.stopped,instructions.started,spacebar_hit.started,p_port_6.started,p_port_6.stopped,spacebar_hit.keys,spacebar_hit.rt,grab_cup.started,key_resp.started,p_port_7.started,p_port_7.stopped,key_resp.keys,key_resp.rt,taste_sound_1.started,p_port_8.started,p_port_8.stopped,taste_sound_1.stopped,taste_sound_2.started,taste_sound_3.started,taste_sound_3.stopped,Roll_liquid_taste.started,spit_text.started,spit_sound.started,p_port_9.started,p_port_9.stopped,spit_sound.stopped,spit_text.stopped,screen_clear.started,screen_clear.stopped,p_port_18.started,Palatability_Score.started,p_port_17.started,Instruction.started,p_port_17.stopped,Palatability_Score.response,Palatability_Score.rt,Rinse_text.started,p_port_10.started,p_port_10.stopped,Rinse_text.stopped,Begin_Rinse.started,p_port_11.started,p_port_11.stopped,Finish_rinse.started,Rinse_Spit.started,p_port_12.started,p_port_12.stopped,rest_text.started,p_port_13.started,p_port_13.stopped,p_port_14.started,rest_text.stopped,Begin_Rinse.stopped,Finish_rinse.stopped,taste_sound_2.stopped,break_text.started,p_port_15.started,p_port_15.stopped,break_text.stopped,p_port_16.started,Rinse_Spit.stopped,Roll_liquid_taste.stopped,participant,session,date,expName,psychopyVersion,frameRate,
3,0,3,0,2,0,2,0,,,,,,,,,,,,,1716.9254076001234,0.01628789957612753,0.1489081997424364,6.015539599582553,1722.958705900237,1723.0253647002392,1723.0253647002392,0.01570099964737892,0.1488633998669684,space,1.2586156004108489,1724.3253950001672,1724.3253950001672,3.719981759786606e-05,0.13113350002095103,num_9,1.9285056996159256,1726.2756131100002,0.0013970001600682735,0.11525000026449561,,1727.0920231099706,1727.892134509934,,1728.2919982001185,1736.3254130003043,1736.308694309974,0.03455880004912615,0.14828680036589503,1737.3252868000418,1738.3589457999915,1738.492158900015,1739.0086814002134,10.03177100000903,1746.4253286002204,0.033892800100147724,1746.4253286002204,0.16490080021321774,1.0,0.6988606997765601,1747.1588234002702,0.0027731996960937977,0.1313843997195363,1753.191960700322,1753.3418579101096,6.214287099894136,6.314411600120366,1773.341756110033,1773.358532700222,26.231197599787265,26.347786699887365,1776.391876600217,0.032860399689525366,0.16448189970105886,30.01436429983005,1806.4084151000716,,,,,,,,,,,9412,Gustatory,2024-08-20_18h58.43.658,Gustatory_Condition_v2,2022.2.5,30.01614869914535,
3,0,3,0,3,0,3,0,,,,,,,,,,,,,1806.4750582003035,0.014968899544328451,0.14768219972029328,6.014248699415475,1812.508369000163,1812.5917018000036,1812.5917018000036,0.0312242996878922,0.16429289942607284,space,0.3394464999437332,1812.9917216999456,1812.9917216999456,4.6900007873773575e-05,0.11481659999117255,num_9,2.819791799876839,1815.8584042102564,0.0024850000627338886,0.13148469990119338,1816.1750072003342,1816.6582798100542,1817.4583392100874,1817.7750079999678,1817.875067600049,1825.8916605003178,1825.8749856100883,0.01763120014220476,0.14812930021435022,1826.8916287003085,1827.9250994999893,1828.0749234003015,1828.6082939002663,10.014666399918497,1836.0082742003724,0.03410479985177517,1836.0082742003724,0.16476080007851124,4.0,1.231621699873358,1837.274940900039,0.003043900243937969,0.13060880033299327,1843.3084515002556,1843.4582397103775,6.230520999990404,6.330654799938202,1863.4584065102506,1863.4749847003259,26.230674700345844,26.363772900309414,1866.5081615000963,0.03247029986232519,0.16381780011579394,30.01372510008514,1896.5079365000129,,,1816.9750311002135,,,,,,,,9412,Gustatory,2024-08-20_18h58.43.658,Gustatory_Condition_v2,2022.2.5,30.01614869914535,
3,0,3,0,4,0,4,0,,,,,,,,,,,,,1896.6080463002436,0.03123749978840351,0.16371960006654263,6.030362899880856,1902.6413646000437,1902.7081472999416,1902.7081472999416,0.03044779971241951,0.16365439957007766,space,0.5909484000876546,1903.341471500229,1903.341471500229,1.4400109648704529e-05,0.1327535999007523,num_9,2.54953459976241,1905.908054210199,0.0018852995708584785,0.13107349956408143,1906.224658000283,1906.70797001007,1907.5079052103217,1907.8246928001754,1907.924682199955,1915.9414314003661,1915.9245811099652,0.01604089979082346,0.14761119987815619,1916.9412161000073,1917.9578786999919,1918.1078151999973,1918.6246537002735,10.014234999660403,1926.0411565001123,0.017026299610733986,1926.0411565001123,0.14757589949294925,4.0,1.9317382001318038,1928.008313999977,0.0017087003216147423,0.13252770015969872,1934.0246850000694,1934.174644110212,6.215709900017828,6.315805800259113,1954.1912279100623,1954.2080880999565,26.199139500036836,26.33244760008529,1957.2245579999872,0.01743669994175434,0.14917320013046265,30.015616700053215,1987.2577297003008,,,1907.0246735000983,,,,,,,,9412,Gustatory,2024-08-20_18h58.43.658,Gustatory_Condition_v2,2022.2.5,30.01614869914535,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1987.3243768000975,0.015921499580144882,0.13211699994280934,2017.340940200258,30.03215459967032,,,9412,Gustatory,2024-08-20_18h58.43.658,Gustatory_Condition_v2,2022.2.5,30.01614869914535,
4,0,4,0,0,0,0,0,,,,,,,,,,,,,2017.4411025000736,0.03426399966701865,0.16557509964331985,6.015501499641687,2023.457549800165,2023.5243946001865,2023.5243946001865,0.015706299804151058,0.14858629973605275,space,1.1277143000625074,2024.69101950014,2024.69101950014,3.5400036722421646e-05,0.13089310005307198,num_9,2.1366628003306687,2026.8743750103283,0.002161799930036068,0.13082929980009794,2027.1907721003518,2027.691040810151,2028.4743440099526,2028.7907152003609,2028.8740847003646,2036.9075346002355,2036.8909881100524,0.016718799713999033,0.1474321000277996,,2038.9073617001995,2039.1075409003533,2039.6074197003618,10.013963299803436,2047.0074972002767,0.016889299731701612,2047.0074972002767,0.1473089000210166,1.0,0.6981085003353655,2047.7410138002597,0.002217200119048357,0.13144030002877116,2053.7741519003175,2053.9241439103616,6.231321500148624,6.364830000326037,2073.9238870101517,2073.940701200161,26.231308500282466,26.364839900285006,2076.95736350026,0.01629470009356737,0.14791420008987188,30.014555600006133,2106.990589099936,2054.940676700324,,,,,,,,,,9412,Gustatory,2024-08-20_18h58.43.658,Gustatory_Condition_v2,2022.2.5,30.01614869914535,
4,0,4,0,1,0,1,0,,,,,,,,,,,,,2107.057260500267,0.015235200058668852,0.14776720013469458,6.014595299959183,2113.0905315000564,2113.1572205000557,2113.1572205000557,0.014595699962228537,0.14786179969087243,space,0.3816261999309063,2113.5906094000675,2113.5906094000675,3.609992563724518e-05,0.13147300016134977,num_9,2.60625009983778,2116.2406179103536,0.0021994002163410187,0.11438459996134043,,2117.040448710276,2117.840633610217,2118.1738412003033,2118.2572638001293,2126.273916100152,2126.2571507100483,0.017227800097316504,0.14801370026543736,2127.273805500008,2128.307156099938,2128.4571458003484,2128.9737098002806,10.014680900145322,2136.373800100293,0.017672600224614143,2136.373800100293,0.14804450003430247,3.0,6.164736600127071,2142.5739206001163,0.002525600139051676,0.13104130001738667,2148.607067500241,2148.7572553101463,6.231100200209767,6.3644849001429975,2168.7571950102692,2168.773839100264,26.231199000030756,26.364333000034094,2171.807012000121,0.032679999712854624,0.16426859982311726,30.030903900042176,2201.8401816003025,2149.7737079001963,,,,,,,,,,9412,Gustatory,2024-08-20_18h58.43.658,Gustatory_Condition_v2,2022.2.5,30.01614869914535,
4,0,4,0,2,0,2,0,,,,,,,,,,,,,2201.906863700133,0.03163059987127781,0.16425929963588715,6.01426799967885,2207.923511700239,2207.990157900378,2207.990157900378,0.01425859984010458,0.1475526997819543,space,0.3575965999625623,2208.3901912001893,2208.3901912001893,4.369998350739479e-05,0.13111200043931603,num_9,2.189888199791312,2210.6068718102297,0.002009199932217598,0.1314436001703143,2210.9234577002935,2211.4068463099657,2212.206816410134,,2212.640160799958,2220.6567862001248,2220.640139410226,0.034123599994927645,0.16476320009678602,,2222.673443000298,2222.823475200217,2223.356809000019,10.031356699764729,2230.740054800175,0.01644069980829954,2230.740054800175,0.14797129994258285,4.0,0.8324931999668479,2231.6070266999304,0.0026539997197687626,0.11449189996346831,2237.6400504000485,2237.806713310024,6.214683800004423,6.348146199714392,2257.80668101036,2257.8234692001715,26.21459749992937,26.34791969973594,2260.82329950016,0.016241599805653095,0.14796849945560098,30.01447659963742,2290.8563814000227,2238.823416400235,,2211.723532800097,,,,,,,,9412,Gustatory,2024-08-20_18h58.43.658,Gustatory_Condition_v2,2022.2.5,30.01614869914535,
4,0,4,0,3,0,3,0,,,,,,,,,,,,,2290.9232185999863,0.014870199374854565,0.14779179962351918,6.014303999487311,2296.922922400292,2297.023202000186,2297.023202000186,0.01446309918537736,0.14775059930980206,space,3.619973899796605,2300.706442200113,2300.706442200113,5.700020119547844e-05,0.1313188998028636,num_9,1.897197799757123,2302.6398500101177,0.0022698999382555485,0.13135599996894598,2302.9564074003138,2303.439736210229,2304.256743309973,2304.5899744001217,2304.6565453000367,2312.67312079994,2312.6565841100646,0.01759239984676242,0.14796309964731336,2313.672951700166,2314.689761100337,2314.856418900192,2315.373214300256,10.03123589977622,2322.7895680000074,0.03405059967190027,2322.7895680000074,0.1644384996034205,4.0,0.5648451000452042,2323.3899640999734,0.0016083000227808952,0.13251039991155267,2329.406327100005,2329.573033309961,6.199180199764669,6.332487699575722,2349.5729392100593,2349.5896125002764,26.199071899987757,26.332394699566066,2352.6062936000526,0.017576499842107296,0.1491913995705545,30.032306799665093,2382.622845500242,,,2303.7564685000107,,,,,,,,9412,Gustatory,2024-08-20_18h58.43.658,Gustatory_Condition_v2,2022.2.5,30.01614869914535,
4,0,4,0,4,0,4,0,,,,,,,,,,,,,2382.7061733002774,0.016306499484926462,0.148968699388206,6.032257299404591,2388.722805000376,2388.822787700221,2388.822787700221,0.032393299508839846,0.16559419920668006,space,0.26856340002268553,2389.156119100284,2389.156119100284,3.749970346689224e-05,0.131394499912858,num_9,2.1752938996069133,2391.3562165102458,0.0013407999649643898,0.13192160008475184,2391.6726319999434,2392.1559001099786,2392.97277201009,,2393.389427000191,2401.389381200075,2401.3728506103625,0.017834000289440155,0.14855040004476905,,2403.406042000279,2403.5558706000447,2404.0559650999494,10.01512120012194,2411.4892798000947,0.01794440019875765,2411.4892798000947,0.14842450013384223,1.0,1.031685299705714,2412.5563628003,0.0015646996907889843,0.13244339963421226,2418.5893449001014,2418.739457210014,6.199202499818057,6.332407699897885,2438.739398110146,2438.7560010002926,26.19927589967847,26.332384799607098,2441.7893876000308,0.03406989946961403,0.165633799508214,30.01567109953612,2471.8060664003715,2419.7564563001506,2439.7558005000465,2392.4727174001746,,,,,,,,9412,Gustatory,2024-08-20_18h58.43.658,Gustatory_Condition_v2,2022.2.5,30.01614869914535,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2471.872518500313,0.01615169970318675,0.1488512996584177,2501.8890149001963,30.032314699608833,,,9412,Gustatory,2024-08-20_18h58.43.658,Gustatory_Condition_v2,2022.2.5,30.01614869914535,
