loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,evaluate_all_emotions.thisRepN,evaluate_all_emotions.thisTrialN,evaluate_all_emotions.thisN,evaluate_all_emotions.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,sync_beep_3.stopped,sync_beep_4.started,sync_beep_4.stopped,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,Game_Start_Text.started,p_port_4.started,p_port_4.stopped,key_resp.started,key_resp.keys,key_resp.rt,fixation_cross.started,p_port_5.started,p_port_5.stopped,fixation_cross.stopped,p_port_6.started,p_port_6.stopped,player_image_intro.started,player_name_intro.started,p_port_7.started,p_port_7.stopped,p_port_8.started,p_port_8.stopped,player_image_offer.started,player_name_offer.started,proposed_split.started,p_port_9.started,p_port_9.stopped,proposed_split.stopped,accept_reject.started,p_port_15.started,p_port_15.stopped,accept_reject.stopped,p_port_10.started,arrow_instructions.started,offer_choice.started,p_port_11.started,p_port_11.stopped,offer_choice.keys,offer_choice.rt,Instructions_Affinity_Score.started,p_port_12.started,p_port_12.stopped,Instructions_Affinity_Score.stopped,Emotion_Image.started,AffinityScore.started,p_port_13.started,p_port_13.stopped,AffinityScore.response,AffinityScore.rt,Instruction.started,Moral_Disgust_Score.started,p_port_14.started,p_port_14.stopped,Moral_Disgust_Score.response,Moral_Disgust_Score.rt,player_image_offer.stopped,player_name_offer.stopped,p_port_10.stopped,player_image_intro.stopped,player_name_intro.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,25.062485321052375,0.0008463999256491661,0.11194489989429712,25.659314389992506,25.975722699891776,26.259155190270395,26.55935180000961,26.84249319015071,27.159042300190777,27.159042300190777,0.02878979966044426,0.12895659962669015,42.17597540002316,15.012246599886566,42.27576840016991,0.012355999555438757,0.11221309984102845,42.74250590009615,space,7.459664799738675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.47607279988006,396.47607279988006,0.0007114997133612633,0.09905890002846718,7.0,4.133049099706113,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
5,0,5,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,400.6426832000725,0.0002486999146640301,0.09786299988627434,406.6423999001272,6.031110499985516,,406.8423168002628,406.8423168002628,0.0930023998953402,0.19778749952092767,6.031086499802768,,412.94255609996617,412.94255609996617,412.94255609996617,0.09371509961783886,0.19793299958109856,418.64240919984877,418.8424125001766,6.031119399704039,6.130945699755102,424.84246330009773,12.031204699538648,424.9757270999253,424.9757270999253,0.031373399309813976,0.13108899956569076,up,0.5912541998550296,425.60898140026256,2.4899840354919434e-05,0.09893589979037642,,431.6255768998526,431.6255768998526,0.02467289986088872,0.11537679983302951,2.0,13.025149600114673,,,,,,,424.9424891001545,424.9424891001545,,412.84239519992843,412.84239519992843,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
5,0,5,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444.7093604998663,444.7093604998663,0.00874709989875555,0.11370240012183785,3.0,3.339262700174004,,,,,,,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
5,0,5,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448.0758160999976,448.0758160999976,0.007084800396114588,0.0976377003826201,5.0,5.49155979976058,,,,,,,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
5,0,5,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453.62579960003495,453.62579960003495,0.007581199984997511,0.11402639979496598,1.0,2.4741091998293996,,,,,,,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
5,0,5,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456.1255843001418,456.1255843001418,0.006431700196117163,0.09906050004065037,5.0,3.3271981002762914,,,,,,,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
5,0,5,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459.4925982002169,459.4925982002169,0.006470300257205963,0.09913770016282797,2.0,2.3936246996745467,,,,,,,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
5,0,5,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461.92588429991156,461.92588429991156,0.007533099967986345,0.09795919992029667,4.0,4.557907199952751,,,,,,,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466.5258337999694,466.5258337999694,0.0012705996632575989,0.097681799903512,2.0,5.364441399928182,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
6,0,6,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,471.9259001999162,0.0002799998037517071,0.09807149972766638,477.92569810012355,6.03149429988116,,478.19219599990174,478.19219599990174,0.1578871998935938,0.26498259976506233,6.031465499661863,,484.22586410027,484.22586410027,484.22586410027,0.08312249975278974,0.1980720995925367,489.92566860001534,490.1256650998257,6.031526599545032,6.131378299556673,496.12568539986387,12.031435099896044,496.2589770001359,496.2589770001359,0.03157749958336353,0.13136699981987476,up,0.7078877999447286,497.0256973998621,4.829978570342064e-05,0.09784259973093867,,503.04220379982144,503.04220379982144,0.025155399926006794,0.11453279992565513,2.0,6.290226900018752,,,,,,,496.22563529992476,496.22563529992476,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
6,0,6,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509.3925732001662,509.3925732001662,0.00823709974065423,0.114024399779737,2.0,5.073514500167221,,,,,,,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
6,0,6,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514.492304999847,514.492304999847,0.007694999687373638,0.09772659977898002,2.0,2.4577942001633346,,,,,,,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
6,0,6,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,517.0092958002351,517.0092958002351,0.008213900029659271,0.11410179967060685,7.0,2.6733482000418007,,,,,,,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
6,0,6,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519.7091895998456,519.7091895998456,0.007364300079643726,0.09821509988978505,2.0,2.3920184997841716,,,,,,,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
6,0,6,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522.1592691000551,522.1592691000551,0.007899700198322535,0.1142412000335753,5.0,2.1407274999655783,,,,,,,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
6,0,6,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.3255515000783,524.3255515000783,0.006703400053083897,0.09912069980055094,2.0,2.3936991998925805,,,,,,,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,526.7591964998282,526.7591964998282,0.0009661000221967697,0.0990412998944521,7.0,2.365937499795109,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
7,0,7,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,529.1590942000039,0.00039209984242916107,0.09774209978058934,535.1756146000698,6.014388899784535,,535.3588899001479,535.3588899001479,0.0902900998480618,0.19769169948995113,6.031035199761391,,541.4425196000375,541.4425196000375,541.4425196000375,0.07014379976317286,0.18110969942063093,547.1422538999468,547.3422723002732,6.014388199429959,6.11439019953832,553.3423453001305,12.014488499611616,553.4756495002657,553.4756495002657,0.014424499589949846,0.11439549969509244,up,0.8516170997172594,554.37557750009,6.469991058111191e-05,0.09799059992656112,560.3759751999751,560.3759751999751,560.3759751999751,0.00806279992684722,0.09790599998086691,5.0,5.791114400140941,,,,,,,553.4254657002166,553.4254657002166,,541.3421505000442,541.3421505000442,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
7,0,7,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,566.2089717001654,566.2089717001654,0.007392399944365025,0.09802050003781915,3.0,3.2582958000712097,,,,,,,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
7,0,7,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569.508898800239,569.508898800239,0.0075286999344825745,0.09811110002920032,5.0,2.6579332002438605,,,,,,,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
7,0,7,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,572.2089235000312,572.2089235000312,0.008300300221890211,0.09744760021567345,1.0,6.7239278997294605,,,,,,,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
7,0,7,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,578.9924821001478,578.9924821001478,0.007515099830925465,0.11438679974526167,1.0,7.341044600121677,,,,,,,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
7,0,7,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,586.3757923999801,586.3757923999801,0.007722100242972374,0.11446460010483861,5.0,2.8744842000305653,,,,,,,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
7,0,7,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,589.2753718998283,589.2753718998283,0.006686899811029434,0.09908209973946214,5.0,4.160218599718064,,,,,,,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,593.4757171999663,593.4757171999663,0.0007013999857008457,0.09921590005978942,2.0,4.199889599811286,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
8,0,8,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,597.7089819000103,0.00048419972881674767,0.0973861999809742,603.7254989002831,6.014185699634254,,603.892156300135,603.892156300135,0.06933239987120032,0.1810141997411847,6.01394039997831,,609.9921853998676,609.9921853998676,609.9921853998676,0.07052679965272546,0.18075159983709455,615.6922976998612,615.8921778001823,6.014079999644309,6.114033799618483,621.8921635998413,12.014068899676204,622.0256158998236,622.0256158998236,0.014283299446105957,0.1140048997476697,up,0.4779889998026192,622.5588238998316,4.5099761337041855e-05,0.09780679969117045,,628.5921328002587,628.5921328002587,0.025860199704766273,0.1312085995450616,6.0,11.339577100239694,,,,,,,621.9921609000303,621.9921609000303,,609.8922203001566,609.8922203001566,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
8,0,8,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,639.9757077000104,639.9757077000104,0.008130399975925684,0.11424829997122288,5.0,8.173979999963194,,,,,,,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
8,0,8,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,648.1923298998736,648.1923298998736,0.009203500114381313,0.11415620008483529,1.0,2.439188600052148,,,,,,,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
8,0,8,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650.6589295002632,650.6589295002632,0.007912100292742252,0.0990993999876082,5.0,4.458665499929339,,,,,,,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
8,0,8,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,655.158845399972,655.158845399972,0.008556199725717306,0.09902619989588857,2.0,3.224977199919522,,,,,,,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
8,0,8,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.4254133999348,658.4254133999348,0.006554499734193087,0.099008500110358,1.0,2.4269174998626113,,,,,,,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
8,0,8,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660.8922278000973,660.8922278000973,0.007490800227969885,0.09797160001471639,1.0,10.8914057998918,,,,,,,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,671.8255238002166,671.8255238002166,0.0014998000115156174,0.09716170001775026,3.0,3.330304100178182,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
9,0,9,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,675.1921414001845,0.00023650005459785461,0.11456610029563308,681.1920083002187,6.031170499976724,,681.3754795002751,681.3754795002751,0.07675549993291497,0.18145520007237792,6.014471400063485,,687.4752409001812,687.4752409001812,687.4752409001812,0.0761509002186358,0.1813344000838697,693.1752907000482,693.3753166999668,6.014507700223476,6.114317100029439,699.3755208002403,12.014684000052512,699.5088406000286,699.5088406000286,0.014891699887812138,0.11445669969543815,up,0.4501685998402536,700.0084601002745,4.829978570342064e-05,0.09770190017297864,706.025238700211,706.025238700211,706.025238700211,0.00892359996214509,0.11457999981939793,5.0,16.53962210007012,,,,,,,699.47553159995,699.47553159995,,687.3753267000429,687.3753267000429,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
9,0,9,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,722.6088131000288,722.6088131000288,0.008042099885642529,0.11450680019333959,5.0,1.0408465000800788,,,,,,,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
9,0,9,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,723.6753699998371,723.6753699998371,0.00666720001026988,0.09906100016087294,1.0,2.9266824000515044,,,,,,,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
9,0,9,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,726.6419228999875,726.6419228999875,0.006728800013661385,0.09928330034017563,1.0,0.7600383004173636,,,,,,,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
9,0,9,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,727.441782000009,727.441782000009,0.0064836000092327595,0.0990896001458168,1.0,1.2936559999361634,,,,,,,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
9,0,9,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,728.7751863002777,728.7751863002777,0.0067091998644173145,0.09914480010047555,3.0,2.360043799970299,,,,,,,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
9,0,9,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,731.1751238000579,731.1751238000579,0.006629100069403648,0.09923160029575229,5.0,2.0270972000434995,,,,,,,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,733.2419933001511,733.2419933001511,0.0006981999613344669,0.09922230010852218,3.0,3.7997669000178576,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
10,0,10,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,737.0753755001351,0.00028040027245879173,0.09788360027596354,743.0918530998752,6.014471200294793,,743.2585279000923,743.2585279000923,0.07076610019430518,0.1812630002386868,6.014794600196183,,749.3587487000041,749.3587487000041,749.3587487000041,0.07221330003812909,0.18129910016432405,755.0585143002681,755.2584707001224,6.014469500165433,6.11445439979434,761.2584337000735,12.014430799987167,761.391781500075,761.391781500075,0.014773299917578697,0.11439559981226921,up,0.5280313994735479,761.975173600018,4.389975219964981e-05,0.09791139978915453,,768.0084374002181,768.0084374002181,0.02578889997676015,0.1314253001473844,2.0,3.2731853001751006,,,,,,,761.3585895001888,761.3585895001888,,749.2584818000905,749.2584818000905,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
10,0,10,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,771.3083957000636,771.3083957000636,0.006756700109690428,0.0991130000911653,2.0,1.2598052001558244,,,,,,,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
10,0,10,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,772.6082569002174,772.6082569002174,0.007385800126940012,0.09924799995496869,2.0,1.2595369000919163,,,,,,,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
10,0,10,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,773.9252980998717,773.9252980998717,0.007937000133097172,0.11427190015092492,2.0,1.140592799987644,,,,,,,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
10,0,10,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,775.0919224000536,775.0919224000536,0.0076963999308645725,0.0988969998434186,2.0,1.5590916997753084,,,,,,,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
10,0,10,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,776.6917973002419,776.6917973002419,0.007119699846953154,0.09788089990615845,6.0,2.5915859998203814,,,,,,,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
10,0,10,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,779.3416830999777,779.3416830999777,0.00829810043796897,0.11387530015781522,6.0,0.7066393997520208,,,,,,,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,780.075076200068,780.075076200068,0.001335199922323227,0.09779740031808615,7.0,3.331027400214225,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
11,0,11,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,783.4419654002413,0.00028140004724264145,0.09766830038279295,789.4583875001408,6.014245600439608,,789.6251205001026,789.6251205001026,0.06751079997047782,0.18114300025627017,6.014205799903721,,795.7252177000046,795.7252177000046,795.7252177000046,0.06655090022832155,0.1809577001258731,801.4250239999965,801.6249791001901,6.014216599985957,6.114152799826115,807.6250093001872,12.014248399995267,807.7414747001603,807.7414747001603,0.014317899942398071,0.09750619996339083,up,0.44144479976966977,808.2416341998614,4.719989374279976e-05,0.09804259985685349,814.2416500002146,814.2416500002146,814.2416500002146,0.007457000203430653,0.09810099983587861,2.0,3.024967699777335,,,,,,,807.7250135000795,807.7250135000795,,795.6252254000865,795.6252254000865,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
11,0,11,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,817.3084623999894,817.3084623999894,0.00721239997074008,0.09919900028035045,2.0,0.8262360999360681,,,,,,,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
11,0,11,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,818.1749980002642,818.1749980002642,0.007079599890857935,0.09937680000439286,2.0,0.7598502999171615,,,,,,,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
11,0,11,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,818.9749385002069,818.9749385002069,0.007739299908280373,0.09794529993087053,2.0,0.7576990001834929,,,,,,,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
11,0,11,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,819.791984600015,819.791984600015,0.007711000274866819,0.11432219995185733,2.0,0.8075864999555051,,,,,,,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
11,0,11,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,820.6250112000853,820.6250112000853,0.006108000408858061,0.09860920021310449,5.0,1.7604362000711262,,,,,,,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
11,0,11,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,822.4249519999139,822.4249519999139,0.00655810022726655,0.09906900022178888,6.0,1.5602186997421086,,,,,,,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,824.0252505000681,824.0252505000681,0.0007200003601610661,0.09889010014012456,7.0,6.499404999893159,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
12,0,12,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,830.5585126001388,0.00013219984248280525,0.09914910001680255,836.5748669002205,6.015791200101376,,836.7417339002714,836.7417339002714,0.06810510018840432,0.18261419981718063,6.015924599952996,,842.8414206998423,842.8414206998423,842.8414206998423,0.06898809969425201,0.18245239974930882,848.5415770998225,848.7419413002208,6.01622169977054,6.115773899946362,854.7415629001334,12.015818399842829,854.8750153998844,854.8750153998844,0.015964599791914225,0.11574589973315597,up,1.1884169997647405,856.1082115001045,4.350021481513977e-05,0.09804970026016235,,862.1415380998515,862.1415380998515,0.026199300307780504,0.13145410036668181,5.0,13.572675799950957,,,,,,,854.8415056001395,854.8415056001395,,842.7415058999322,842.7415058999322,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
12,0,12,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,875.7581050000153,875.7581050000153,0.008107199799269438,0.11436029989272356,5.0,4.873755999840796,,,,,,,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
12,0,12,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880.6583385001868,880.6583385001868,0.007209300063550472,0.09776999987661839,6.0,3.8583492003381252,,,,,,,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
12,0,12,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,884.5582129000686,884.5582129000686,0.00649229995906353,0.09928809991106391,2.0,2.7270202999934554,,,,,,,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
12,0,12,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,887.3248833999969,887.3248833999969,0.007408499717712402,0.09862289996817708,2.0,2.558831899892539,,,,,,,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
12,0,12,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,889.9247580999509,889.9247580999509,0.007564600091427565,0.09748549992218614,5.0,2.391071899794042,,,,,,,,,,,,1981,Moral,2024-08-20_10h43.42.109,MoralCondition_v2,2022.2.5,30.002892272895973,
