Blocks_of_Tastants.thisRepN,Blocks_of_Tastants.thisTrialN,Blocks_of_Tastants.thisN,Blocks_of_Tastants.thisIndex,Each_Tastant_Once.thisRepN,Each_Tastant_Once.thisTrialN,Each_Tastant_Once.thisN,Each_Tastant_Once.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_2.started,sync_beep_3.started,sync_beep_3.stopped,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,cross.started,p_port_4.started,p_port_4.stopped,cross.stopped,p_port_5.started,instructions.started,spacebar_hit.started,p_port_6.started,p_port_6.stopped,spacebar_hit.keys,spacebar_hit.rt,grab_cup.started,key_resp.started,p_port_7.started,p_port_7.stopped,key_resp.keys,key_resp.rt,taste_sound_1.started,p_port_8.started,p_port_8.stopped,taste_sound_1.stopped,taste_sound_2.started,taste_sound_2.stopped,taste_sound_3.started,taste_sound_3.stopped,Roll_liquid_taste.started,Roll_liquid_taste.stopped,spit_text.started,spit_sound.started,p_port_9.started,p_port_9.stopped,spit_sound.stopped,spit_text.stopped,screen_clear.started,screen_clear.stopped,p_port_18.started,p_port_18.stopped,Palatability_Score.started,p_port_17.started,Instruction.started,p_port_17.stopped,Palatability_Score.response,Palatability_Score.rt,Rinse_text.started,p_port_10.started,p_port_10.stopped,Rinse_text.stopped,Begin_Rinse.started,p_port_11.started,p_port_11.stopped,Begin_Rinse.stopped,Finish_rinse.started,Rinse_Spit.started,p_port_12.started,p_port_12.stopped,Finish_rinse.stopped,Rinse_Spit.stopped,rest_text.started,p_port_13.started,p_port_13.stopped,rest_text.stopped,p_port_14.started,p_port_14.stopped,p_port_5.stopped,break_text.started,p_port_15.started,p_port_15.stopped,break_text.stopped,p_port_16.started,p_port_16.stopped,participant,session,date,expName,psychopyVersion,frameRate,
3,0,3,0,2,0,2,0,,,,,,,,,,,,1785.4721430999925,0.01457470003515482,0.11403820011764765,1791.472133900039,6.014003500109538,1791.572236200096,1791.572236200096,0.014237900148145854,0.11395750008523464,space,1.6695131999440491,1793.3056223000167,1793.3056223000167,4.0199956856667995e-05,0.09812759992200881,num_9,2.159848300041631,1795.5055529500823,0.0021259000059217215,0.09781010006554425,1795.8055881999899,1796.28882685001,1796.588758100057,1797.0887701500906,1797.3887683000648,1797.4887587000849,1805.5054960000562,1805.5054960000562,1805.5055643500527,0.0009243000531569123,0.09786570002324879,1806.5053777000867,1807.5220336000202,1807.6888149000006,1808.1887178000761,10.014395700069144,10.097732500056736,1815.6052763999905,0.000910000060684979,1815.6052763999905,0.09773050004150718,4.0,2.2642946999985725,1817.9053143000929,0.004308999981731176,0.09746449999511242,1823.9219844000181,1824.0887387500843,6.214160099974833,6.314068499952555,1825.1052017000038,1844.0886558500351,1844.0887578000547,26.214311399962753,26.314011099981144,1845.1052661000285,1847.088512300048,1847.088512300048,0.01405910006724298,0.11405600002035499,1877.0716277000029,30.013737400062382,30.097122300066985,,,,,,,,678,Gustatory,2024-09-17_11h12.18.040,Gustatory_Condition_v2,2022.2.5,29.948476649391186,
3,0,3,0,3,0,3,0,,,,,,,,,,,,1877.205125000095,0.030676100053824484,0.13057700009085238,1883.2217464999994,6.014059700071812,1883.3384143000003,1883.3384143000003,0.030723800067789853,0.13054970011580735,space,2.599508099956438,1885.9717501000268,1885.9717501000268,4.0199956856667995e-05,0.09774769993964583,num_9,1.165628100046888,1887.1885142500978,0.0019378000870347023,0.09807010006625205,1887.4883140000748,1887.9718162500067,1888.28840770002,1888.7718036500737,1889.0884027000284,1889.1883961000713,1897.188476899988,1897.188476899988,1897.1884384501027,0.0014046999858692288,0.09804840001743287,1898.1883407999994,1899.1883505000733,1899.3883460999932,1899.8715747999959,10.014503700076602,10.097985100001097,1907.2882608000655,0.001493800082243979,1907.2882608000655,0.09792310011107475,5.0,2.3641057000495493,1909.6886138000991,0.003313999972306192,0.09798109997063875,1915.7049493000377,1915.8716514500557,6.214513199985959,6.314513899968006,1916.8881894000806,1935.8882846500492,1935.8882505000802,26.23118889995385,26.331093700020574,1936.9047830000054,,1938.9048421999905,0.016336700064130127,0.1145217000739649,1968.921396800084,30.03106479998678,,,,,,,,,678,Gustatory,2024-09-17_11h12.18.040,Gustatory_Condition_v2,2022.2.5,29.948476649391186,
3,0,3,0,4,0,4,0,,,,,,,,,,,,1969.0213811000576,0.0315996001008898,0.13095220003742725,1975.0380296000512,6.014319100067951,1975.104814600083,1975.104814600083,0.014394500060006976,0.11421240004710853,space,2.296606400050223,1977.45472290006,1977.45472290006,4.1800085455179214e-05,0.09777990006841719,num_9,1.3546987000154331,1978.871488450095,0.002209999947808683,0.09808199992403388,1979.1880044999998,1979.6713266500738,1979.988020000048,1980.4547231500037,,1980.8546573000494,1988.854644200066,1988.854644200066,1988.8547459500842,0.014807899948209524,0.11471169989090413,,1990.8546350999968,1991.0546148000285,1991.554620500072,10.014584999997169,10.097922999993898,1998.9711339999922,0.000521100009791553,1998.9711339999922,0.09784649999346584,2.0,2.9650565000483766,2001.9715881000739,0.002002499997615814,0.09829830005764961,2007.9713430000702,2008.1546182500897,6.214875200064853,6.314924700069241,,2028.1545066500548,2028.1545162000693,26.214844400063157,26.314504300011322,2029.1543999999994,2031.1544506000355,2031.1544506000355,0.014874700107611716,0.1148673000279814,2061.154382500099,30.014769500121474,,,,,,,,,678,Gustatory,2024-09-17_11h12.18.040,Gustatory_Condition_v2,2022.2.5,29.948476649391186,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2061.287676100037,0.015018000034615397,0.11468560004141182,2091.2875332999974,30.014570000115782,,678,Gustatory,2024-09-17_11h12.18.040,Gustatory_Condition_v2,2022.2.5,29.948476649391186,
4,0,4,0,0,0,0,0,,,,,,,,,,,,2091.3875854000216,0.016455500153824687,0.11458130006212741,2097.38749740005,6.014552500098944,2097.4875205000862,2097.4875205000862,0.014685900183394551,0.11454270011745393,space,3.3464581000152975,2100.8876328000333,2100.8876328000333,4.409998655319214e-05,0.09766069997567683,num_9,1.7455735000548884,2102.6877425500425,0.0006880000000819564,0.09916940005496144,2102.9874924999895,2103.4709443500033,2103.78753229999,2104.2541742500616,2104.5707616000436,2104.654179400066,2112.654161900049,2112.654161900049,2112.6541420500726,-0.0007479999912902713,0.09910380002111197,2113.654117100057,2114.637320600101,2114.837385800085,2115.3207485000603,9.999068100005388,10.099217499955557,2122.7873203000054,0.0026786000235006213,2122.7873203000054,0.09892520005814731,5.0,2.297140400041826,2125.1210772000486,0.0026246000779792666,0.0975791000528261,2131.1373853000114,2131.304140750086,6.214113600086421,6.314083700068295,,2151.304263850092,2151.3040026000235,26.214081400074065,26.313991900067776,2152.303949500085,2154.303966500098,2154.303966500098,0.014141600113362074,0.11406010005157441,2184.320559200016,30.030635100090876,,,,,,,,,678,Gustatory,2024-09-17_11h12.18.040,Gustatory_Condition_v2,2022.2.5,29.948476649391186,
4,0,4,0,1,0,1,0,,,,,,,,,,,,2184.4538253000937,0.03121620009187609,0.1306010001571849,2190.4539328000974,6.030578900128603,2190.5371434000554,2190.5371434000554,0.01378950010985136,0.11383720010053366,space,1.5529994000680745,2192.137139700004,2192.137139700004,5.909998435527086e-05,0.09792029997333884,num_9,1.896376199903898,2194.087282350054,0.0024390999460592866,0.0982184000313282,2194.3871402000077,2194.8872316500638,2195.187064000056,2195.6704646500293,2195.9871247000992,2196.0871311000083,2204.087093100068,2204.087093100068,2204.087196250097,0.0013873999705538154,0.09805779997259378,2205.0874636000954,2206.0871112000896,2206.2704072000924,2206.770422300091,10.014678100007586,10.097949299961329,2214.186935000005,0.0008434000192210078,2214.186935000005,0.09797919995617121,6.0,2.564898999989964,2216.7873473000946,0.0015773000195622444,0.09934299997985363,2222.7870003000135,2222.9537890501088,6.19912840006873,6.282441399991512,,2242.9536035500932,2242.953645200003,26.19925439998042,26.299225600087084,,2245.9702477999963,2245.9702477999963,0.015897200093604624,0.11583300004713237,2275.970144300023,30.015755400061607,,,,,,,,,678,Gustatory,2024-09-17_11h12.18.040,Gustatory_Condition_v2,2022.2.5,29.948476649391186,
4,0,4,0,2,0,2,0,,,,,,,,,,,,2276.1035659000045,0.016292500076815486,0.115700300084427,2282.120148600079,5.999122400069609,2282.187011300004,2282.187011300004,-0.00035509990993887186,0.09900570008903742,space,1.3988313999725506,2283.620144000044,2283.620144000044,4.220008850097656e-05,0.09808670007623732,num_9,1.6931831000838429,2285.3702276500408,0.0026735999854281545,0.09787139995023608,2285.6867533000186,2286.153523450019,2286.4533823000966,2286.953518950031,2287.2535072000464,2287.370092099998,,2295.3867111,2295.386827850016,0.017192799947224557,0.11456509993877262,2296.3867116000038,2297.403402300086,2297.55340980005,2298.036574000027,10.014514600043185,,2305.4866293000523,0.017416000016964972,2305.4866293000523,0.11438869999255985,2.0,2.4315336999716237,2307.9536022000248,0.0015826000599190593,0.09940639999695122,2313.9699911000207,2314.1368715499993,6.215999100008048,6.315955400001258,2315.15318880009,2334.1198419500142,2334.103096100036,26.19911659997888,26.282621600083075,2335.136558600003,2337.1199200000847,2337.1199200000847,-0.0006781999254599214,0.09922630002256483,2367.136452000006,30.015855200123042,,6.0988794000586495,,,,,,,678,Gustatory,2024-09-17_11h12.18.040,Gustatory_Condition_v2,2022.2.5,29.948476649391186,
4,0,4,0,3,0,3,0,,,,,,,,,,,,2367.286437200033,0.03334250010084361,0.1324413000838831,2373.303153600078,6.015863400069065,2373.3698118000757,2373.3698118000757,0.01587250013835728,0.11595300014596432,space,1.2717564000049606,2374.70339410007,2374.70339410007,2.2600055672228336e-05,0.09879239997826517,num_9,1.8020225999644026,2376.569842850091,0.002502000075764954,0.09808250004425645,2376.8864440000616,2377.3532134500565,2377.652925900067,2378.169841050054,2378.4863945000106,2378.5530775000807,2386.5530892000534,2386.5530892000534,2386.553192750085,0.01493190007749945,0.11484639998525381,2387.56973019999,2388.5362932001008,2388.7530487000477,2389.253015000024,10.031471300055273,,2396.6864404000808,0.017440500087104738,2396.6864404000808,0.11500700004398823,4.0,3.131566599942744,2399.853135799989,0.0024492000229656696,0.09846490004565567,2405.8696394000435,2406.0363369500265,6.214973399997689,6.315136400051415,2407.0362032999983,2426.0364853501087,2426.036218399997,26.214926299988292,26.315139499958605,2427.036414500093,2429.0527462000027,2429.0527462000027,0.0006115001160651445,0.09821580001153052,2459.052765200031,30.03148380003404,,,,,,,,,678,Gustatory,2024-09-17_11h12.18.040,Gustatory_Condition_v2,2022.2.5,29.948476649391186,
4,0,4,0,4,0,4,0,,,,,,,,,,,,2459.169416400022,0.015439100097864866,0.11475010006688535,2465.169363400084,6.014947700081393,2465.269398900098,2465.269398900098,0.014819200150668621,0.1146406001644209,space,2.2605827000224963,2467.5693648000015,2467.5693648000015,3.809994086623192e-05,0.09806119999848306,num_9,1.6407514000311494,2469.2530622500926,0.0011963999131694436,0.09870959992986172,2469.569376300089,2470.0360666500637,2470.3359759000596,2470.8359931500163,2471.1526784000453,2471.236069600098,2479.23599690001,2479.23599690001,2479.2360893500736,0.015177999972365797,0.11513449996709824,2480.2359428000636,2481.235974500072,2481.4358983000275,2481.9526382000186,10.031818299903534,,2489.3692482000915,0.017769300029613078,2489.3692482000915,0.11497019999660552,2.0,2.89826579997316,2492.3026725000236,0.0015745001146569848,0.0992309000575915,2498.3025901000947,2498.4694701500703,6.199235500069335,6.29920840007253,2499.485894200043,2518.486025350052,2518.4858317000326,26.21595540002454,26.315799200092442,,2521.5024826000445,2521.5024826000445,0.001501800143159926,0.09912780008744448,2551.5190032999963,30.015703300130554,,,,,,,,,678,Gustatory,2024-09-17_11h12.18.040,Gustatory_Condition_v2,2022.2.5,29.948476649391186,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2551.619081000099,0.015995000139810145,0.11574660008773208,2581.6355621000985,30.03232130012475,,678,Gustatory,2024-09-17_11h12.18.040,Gustatory_Condition_v2,2022.2.5,29.948476649391186,
