sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,sync_beep_3.stopped,sync_beep_4.started,sync_beep_4.stopped,baseline.started,p_port_2.started,p_port_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
14.529780890233816,0.000862200278788805,0.1023560999892652,14.846208500210196,15.146120510157198,15.46277379989624,15.729568710178137,16.046109800226986,16.329564809892325,16.646030799951404,16.646030799951404,0.019123299978673458,0.11930039990693331,,,,,,,
