loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,textbox.started,p_port_2.started,p_port_2.stopped,textbox.stopped,p_port_3.started,instructions.started,key_resp.started,p_port_4.started,p_port_4.stopped,key_resp.keys,key_resp.rt,cross.started,p_port_6.started,p_port_6.stopped,cross.stopped,p_port_7.started,disgust_image.started,p_port_8.started,p_port_8.stopped,p_port_9.started,disgust_image.stopped,disgust_score.started,p_port_10.started,p_port_10.stopped,disgust_score.response,disgust_score.rt,p_port_7.stopped,p_port_9.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,17.390053180325776,0.0005697999149560928,0.11167519958689809,17.805816099978983,18.088766960054635,18.50546930031851,18.50546930031851,0.028502299915999174,0.1284770998172462,38.505464599933475,20.028530799783766,38.638823200017214,38.638823200017214,0.028641399461776018,0.12844879971817136,space,5.34063859982416,,,,,,,,,,,,,,,,,,672,Visual,2024-03-21_10h57.00.403,Visual_Condition_v2,2022.2.5,29.999400021400525,
0,0,0,0,,,,,,,,,,,,,,,,,,44.02204499999061,0.001433699857443571,0.09858320001512766,50.038812400307506,6.015141999814659,50.17239780025557,0.04079529969021678,0.1486644996330142,6.01510059973225,56.17212520027533,56.23885719990358,0.017923299688845873,0.11503629991784692,2.0,3.914791999850422,,,672,Visual,2024-03-21_10h57.00.403,Visual_Condition_v2,2022.2.5,29.999400021400525,
1,0,1,0,,,,,,,,,,,,,,,,,,60.189096400048584,0.0006093000993132591,0.09714640025049448,66.20546670025215,6.013786599971354,66.33867380023003,0.037606299854815006,0.14755740016698837,6.013674899935722,72.33873989991844,72.40532550029457,0.016618499998003244,0.11379749979823828,0.0,1.3315376001410186,,,672,Visual,2024-03-21_10h57.00.403,Visual_Condition_v2,2022.2.5,29.999400021400525,
2,0,2,0,,,,,,,,,,,,,,,,,,73.77230140008032,0.0002486002631485462,0.0987410000525415,79.77213639998809,6.032130599953234,79.92202030029148,0.04711280018091202,0.14886269997805357,6.015269599854946,85.92211770033464,85.98866550019011,0.018085999879986048,0.11528560006991029,1.0,2.1316769998520613,,,672,Visual,2024-03-21_10h57.00.403,Visual_Condition_v2,2022.2.5,29.999400021400525,
3,0,3,0,,,,,,,,,,,,,,,,,,88.15578080015257,0.0002474002540111542,0.09912650007754564,94.1556152002886,5.999219899997115,94.25570650026202,0.006681300234049559,0.09906220017001033,5.999072700273246,100.25556650012732,100.35555450012907,0.0027887998148798943,0.09918189980089664,2.0,2.5638309000059962,6.099291600286961,6.0992888999171555,672,Visual,2024-03-21_10h57.00.403,Visual_Condition_v2,2022.2.5,29.999400021400525,
4,0,4,0,,,,,,,,,,,,,,,,,,102.95563590014353,0.0006388002075254917,0.09754420025274158,108.97204239992425,6.013996200170368,109.08878850005567,0.02574549987912178,0.13058350002393126,6.030641899909824,115.08872230025008,115.1885357000865,0.03338690008968115,0.13062020018696785,1.0,2.4981407998129725,,,672,Visual,2024-03-21_10h57.00.403,Visual_Condition_v2,2022.2.5,29.999400021400525,
5,0,5,0,,,,,,,,,,,,,,,,,,117.72240870026872,0.0006281998939812183,0.09688959969207644,123.72214880026877,6.0302327000536025,123.87211620016024,0.046543299686163664,0.14666459988802671,6.013357899617404,129.8720178999938,129.93858369998634,0.01595509983599186,0.11321889981627464,1.0,1.4320189002901316,,,672,Visual,2024-03-21_10h57.00.403,Visual_Condition_v2,2022.2.5,29.999400021400525,
6,0,6,0,,,,,,,,,,,,,,,,,,131.40551460022107,0.0004669995978474617,0.0972598996013403,137.42201610002667,6.013851899653673,137.53935040021315,0.038399099837988615,0.1304998998530209,6.030578699894249,143.5386761003174,143.6386311003007,0.03326179971918464,0.13037379970774055,1.0,2.131559900008142,,,672,Visual,2024-03-21_10h57.00.403,Visual_Condition_v2,2022.2.5,29.999400021400525,
7,0,7,0,,,,,,,,,,,,,,,,,,145.80560899991542,0.0006598001345992088,0.09675760008394718,151.8051056000404,6.0132201998494565,151.92180840019137,0.015392899978905916,0.11335060000419617,6.013380699791014,157.92201150022447,158.02180099999532,0.015909199602901936,0.11321079963818192,0.0,0.5650545000098646,6.096579200122505,,672,Visual,2024-03-21_10h57.00.403,Visual_Condition_v2,2022.2.5,29.999400021400525,
8,0,8,0,,,,,,,,,,,,,,,,,,158.62233099993318,0.0002414998598396778,0.09912079991772771,164.63862490002066,6.015793699771166,164.8385525001213,0.08349499991163611,0.21595299988985062,6.015781699679792,,170.8385784002021,0.01860089972615242,0.11572399968281388,2.0,1.1647112001664937,,,672,Visual,2024-03-21_10h57.00.403,Visual_Condition_v2,2022.2.5,29.999400021400525,
9,0,9,0,,,,,,,,,,,,,,,,,,172.0389102003537,0.0004909001290798187,0.09856400033459067,178.02174649992958,6.0148905999958515,178.15512100001797,0.013814100064337254,0.11535640014335513,6.0150266001001,184.15523450030014,184.25507300021127,0.017763199750334024,0.11493040015920997,2.0,1.831829700153321,6.098287099972367,,672,Visual,2024-03-21_10h57.00.403,Visual_Condition_v2,2022.2.5,29.999400021400525,
10,0,10,0,,,,,,,,,,,,,,,,,,186.12193450005725,0.0003075995482504368,0.09812859958037734,192.12172470008954,6.014719799626619,192.23842940013856,0.013742199633270502,0.11475029960274696,6.014708899892867,198.23855380015448,198.33847350021824,0.015447999816387892,0.11460189940407872,3.0,1.1001125001348555,6.097984299995005,,672,Visual,2024-03-21_10h57.00.403,Visual_Condition_v2,2022.2.5,29.999400021400525,
11,0,11,0,,,,,,,,,,,,,,,,,,199.47225370025262,0.000457600224763155,0.09722150024026632,205.47187770018354,6.03053310001269,205.60511700017378,0.030283399857580662,0.1304994998499751,6.030405099969357,211.60520560014993,211.70520430011675,0.033265499863773584,0.13051289971917868,1.0,0.8650182001292706,,,672,Visual,2024-03-21_10h57.00.403,Visual_Condition_v2,2022.2.5,29.999400021400525,
12,0,12,0,,,,,,,,,,,,,,,,,,212.60520979994908,0.0007768003270030022,0.09707779996097088,218.60520770028234,6.030532300006598,218.75509520014748,0.054731199983507395,0.1470967000350356,6.013724300079048,224.75516390008852,224.82172500016168,0.016604300122708082,0.11361999996006489,3.0,0.7314635999500751,,,672,Visual,2024-03-21_10h57.00.403,Visual_Condition_v2,2022.2.5,29.999400021400525,
13,0,13,0,,,,,,,,,,,,,,,,,,225.5887756003067,0.00027249986305832863,0.09899319987744093,231.58830450009555,6.0155166001059115,231.7050578999333,0.015223799739032984,0.1155651998706162,6.015729999635369,237.70524200005457,237.80509020015597,0.01796049950644374,0.11560929985716939,2.0,2.3321209996938705,6.0988570000045,,672,Visual,2024-03-21_10h57.00.403,Visual_Condition_v2,2022.2.5,29.999400021400525,
14,0,14,0,,,,,,,,,,,,,,,,,,240.17217410029843,0.00043429993093013763,0.09742220025509596,246.18844850035384,6.014006500132382,246.32175530027598,0.04329970013350248,0.14745950000360608,6.014018099755049,252.32179350033402,252.38834610022604,0.01663009962067008,0.11397649999707937,0.0,1.164976299740374,,,672,Visual,2024-03-21_10h57.00.403,Visual_Condition_v2,2022.2.5,29.999400021400525,
15,0,15,0,,,,,,,,,,,,,,,,,,253.58871120028198,0.00039629964157938957,0.0978736998513341,259.58841560035944,6.0311116999946535,259.7382831000723,0.04716329975053668,0.1477994997985661,6.0145720997825265,265.73842350021005,265.80497330008075,0.017151799518615007,0.1144096995703876,3.0,1.5982916001230478,,,672,Visual,2024-03-21_10h57.00.403,Visual_Condition_v2,2022.2.5,29.999400021400525,
16,0,16,0,,,,,,,,,,,,,,,,,,267.43877630028874,0.0004883999936282635,0.09917379962280393,273.438301499933,6.015547199640423,273.57160890009254,0.030143599957227707,0.13219889951869845,6.032202199567109,279.57169610029086,279.6549551002681,0.018313199747353792,0.11542959976941347,4.0,0.8314947998151183,,,672,Visual,2024-03-21_10h57.00.403,Visual_Condition_v2,2022.2.5,29.999400021400525,
