loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,evaluate_all_emotions.thisRepN,evaluate_all_emotions.thisTrialN,evaluate_all_emotions.thisN,evaluate_all_emotions.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,sync_beep_3.stopped,sync_beep_4.started,sync_beep_4.stopped,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,Game_Start_Text.started,p_port_4.started,p_port_4.stopped,key_resp.started,key_resp.keys,key_resp.rt,fixation_cross.started,p_port_5.started,p_port_5.stopped,fixation_cross.stopped,p_port_6.started,player_image_intro.started,player_name_intro.started,p_port_7.started,p_port_7.stopped,p_port_8.started,player_image_offer.started,player_name_offer.started,proposed_split.started,p_port_9.started,p_port_9.stopped,proposed_split.stopped,accept_reject.started,p_port_15.started,p_port_15.stopped,accept_reject.stopped,p_port_10.started,arrow_instructions.started,offer_choice.started,p_port_11.started,p_port_11.stopped,offer_choice.keys,offer_choice.rt,Instructions_Affinity_Score.started,p_port_12.started,p_port_12.stopped,Instructions_Affinity_Score.stopped,Emotion_Image.started,AffinityScore.started,p_port_13.started,p_port_13.stopped,AffinityScore.response,AffinityScore.rt,Instruction.started,Moral_Disgust_Score.started,p_port_14.started,p_port_14.stopped,Moral_Disgust_Score.response,Moral_Disgust_Score.rt,p_port_6.stopped,player_image_intro.stopped,player_name_intro.stopped,player_image_offer.stopped,player_name_offer.stopped,p_port_8.stopped,p_port_10.stopped,participant,session,date,expName,psychopyVersion,frameRate,
4,0,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,306.75636059977114,0.00034449994564056396,0.09794129990041256,312.7728011999279,6.0146188996732235,312.9393069995567,312.9393069995567,0.06822509970515966,0.18126199999824166,6.014600900001824,319.02252909960225,319.02252909960225,319.02252909960225,0.06631299946457148,0.16451519960537553,324.72275179997087,324.9560976997018,6.031234399881214,6.131353399716318,330.9561218000017,12.031272999476641,331.08955109957606,331.08955109957606,0.03134819958359003,0.13120419951155782,up,1.551063499879092,332.7061174996197,4.3800100684165955e-05,0.09819520032033324,,338.7229036996141,338.7229036996141,0.024701999966055155,0.11505680019035935,1.0,2.3580804001539946,,,,,,,,318.93945709988475,318.93945709988475,331.0227836999111,331.0227836999111,,,8755,Moral,2025-02-19_13h33.32.448,MoralCondition_v2,2022.2.5,30.00936591406689,
4,0,4,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.1225991998799,341.1225991998799,0.007147100288420916,0.09860890032723546,1.0,2.5590301998890936,,,,,,,,,,,,,,8755,Moral,2025-02-19_13h33.32.448,MoralCondition_v2,2022.2.5,30.00936591406689,
4,0,4,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.72260509990156,343.72260509990156,0.006701999809592962,0.09921280015259981,6.0,3.46009480021894,,,,,,,,,,,,,,8755,Moral,2025-02-19_13h33.32.448,MoralCondition_v2,2022.2.5,30.00936591406689,
4,0,4,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.2396741998382,347.2396741998382,0.008408399764448404,0.11458949977532029,3.0,3.9404420000500977,,,,,,,,,,,,,,8755,Moral,2025-02-19_13h33.32.448,MoralCondition_v2,2022.2.5,30.00936591406689,
4,0,4,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.206013799645,351.206013799645,0.005976699758321047,0.09928919980302453,1.0,1.8609581999480724,,,,,,,,,,,,,,8755,Moral,2025-02-19_13h33.32.448,MoralCondition_v2,2022.2.5,30.00936591406689,
4,0,4,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.10618809983134,353.10618809983134,0.008824300020933151,0.09798630001023412,2.0,3.1569842002354562,,,,,,,,,,,,,,8755,Moral,2025-02-19_13h33.32.448,MoralCondition_v2,2022.2.5,30.00936591406689,
4,0,4,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.30599949974567,356.30599949974567,0.007788999937474728,0.0992963002063334,1.0,2.6590902004390955,,,,,,,,,,,,,,8755,Moral,2025-02-19_13h33.32.448,MoralCondition_v2,2022.2.5,30.00936591406689,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.00620249984786,359.00620249984786,0.0007348000071942806,0.09898360027000308,7.0,2.733017799910158,,,,,,,,8755,Moral,2025-02-19_13h33.32.448,MoralCondition_v2,2022.2.5,30.00936591406689,
5,0,5,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,361.7727046995424,0.00021590013056993484,0.09844589978456497,367.7724697999656,6.014839199837297,367.95604919968173,367.95604919968173,0.06971339974552393,0.1819883999414742,6.015082499943674,374.03935359977186,374.03935359977186,374.03935359977186,0.06374559970572591,0.16530979983508587,379.739258099813,379.97263709967956,6.031757699791342,6.131692099850625,385.9725932995789,12.031715599820018,386.0723881996237,386.0723881996237,0.014899499714374542,0.09814279992133379,up,2.2316451999358833,388.3559050997719,4.310021176934242e-05,0.0982051002793014,394.35591309983283,394.35591309983283,394.35591309983283,0.00735700037330389,0.0981568000279367,1.0,2.158365999814123,,,,,,,6.098276500124484,373.95583109976724,373.95583109976724,386.03909039963037,386.03909039963037,,,8755,Moral,2025-02-19_13h33.32.448,MoralCondition_v2,2022.2.5,30.00936591406689,
5,0,5,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.5557512999512,396.5557512999512,0.006999399978667498,0.09909230004996061,1.0,3.1265242001973093,,,,,,,,,,,,,,8755,Moral,2025-02-19_13h33.32.448,MoralCondition_v2,2022.2.5,30.00936591406689,
5,0,5,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399.73935059970245,399.73935059970245,0.009576499927788973,0.11576620023697615,1.0,1.7073229001834989,,,,,,,,,,,,,,8755,Moral,2025-02-19_13h33.32.448,MoralCondition_v2,2022.2.5,30.00936591406689,
5,0,5,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401.47249329974875,401.47249329974875,0.00877099996432662,0.09888189984485507,6.0,4.558147700037807,,,,,,,,,,,,,,8755,Moral,2025-02-19_13h33.32.448,MoralCondition_v2,2022.2.5,30.00936591406689,
5,0,5,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.07244909973815,406.07244909973815,0.008534600026905537,0.09915059991180897,4.0,5.42530329991132,,,,,,,,,,,,,,8755,Moral,2025-02-19_13h33.32.448,MoralCondition_v2,2022.2.5,30.00936591406689,
5,0,5,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.5556558999233,411.5556558999233,0.014341100119054317,0.1153230001218617,2.0,2.4021133999340236,,,,,,,,,,,,,,8755,Moral,2025-02-19_13h33.32.448,MoralCondition_v2,2022.2.5,30.00936591406689,
5,0,5,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414.00576909957454,414.00576909957454,0.010462699923664331,0.1159828002564609,1.0,2.506280899979174,,,,,,,,,,,,,,8755,Moral,2025-02-19_13h33.32.448,MoralCondition_v2,2022.2.5,30.00936591406689,
5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416.539316999726,416.539316999726,0.0005466998554766178,0.0990728996694088,7.0,2.4664695002138615,,,,,,,,8755,Moral,2025-02-19_13h33.32.448,MoralCondition_v2,2022.2.5,30.00936591406689,
6,0,6,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,419.0391250997782,0.000112100038677454,0.09921019989997149,425.0557487998158,6.015842100139707,425.23896929994226,425.23896929994226,0.09760609967634082,0.1997352996841073,5.999232799746096,431.30594919994473,431.30594919994473,431.30594919994473,0.055712999776005745,0.16604879964143038,437.0056988997385,437.20574279967695,5.999212499707937,6.0993721997365355,443.20566489966586,11.99913839995861,443.3390361997299,443.3390361997299,-1.400243490934372e-06,0.09910219954326749,up,1.574068899732083,444.97245699958876,4.990026354789734e-05,0.09809580026194453,450.9723024996929,450.9723024996929,450.9723024996929,0.009312900248914957,0.09806660003960133,1.0,2.5565698998980224,,,,,,,,431.30594919994473,431.30594919994473,443.30567789962515,443.30567789962515,6.099165599793196,12.09915649984032,8755,Moral,2025-02-19_13h33.32.448,MoralCondition_v2,2022.2.5,30.00936591406689,
6,0,6,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453.58921289956197,453.58921289956197,0.008204500190913677,0.11433510016649961,2.0,1.8405629000626504,,,,,,,,,,,,,,8755,Moral,2025-02-19_13h33.32.448,MoralCondition_v2,2022.2.5,30.00936591406689,
6,0,6,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,455.45550639973953,455.45550639973953,0.006379599682986736,0.0990584995597601,6.0,2.8604238000698388,,,,,,,,,,,,,,8755,Moral,2025-02-19_13h33.32.448,MoralCondition_v2,2022.2.5,30.00936591406689,
6,0,6,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458.35584489954636,458.35584489954636,0.007627999875694513,0.09775759978219867,3.0,4.291211999952793,,,,,,,,,,,,,,8755,Moral,2025-02-19_13h33.32.448,MoralCondition_v2,2022.2.5,30.00936591406689,
6,0,6,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462.6891585998237,462.6891585998237,0.006478799972683191,0.09937659977003932,2.0,5.060309499967843,,,,,,,,,,,,,,8755,Moral,2025-02-19_13h33.32.448,MoralCondition_v2,2022.2.5,30.00936591406689,
6,0,6,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467.7888076999225,467.7888076999225,0.007407699711620808,0.09829399967566133,1.0,1.925233299843967,,,,,,,,,,,,,,8755,Moral,2025-02-19_13h33.32.448,MoralCondition_v2,2022.2.5,30.00936591406689,
6,0,6,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469.75567019963637,469.75567019963637,0.007506900001317263,0.0979114999063313,1.0,1.4246645998209715,,,,,,,,,,,,,,8755,Moral,2025-02-19_13h33.32.448,MoralCondition_v2,2022.2.5,30.00936591406689,
6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,471.22239909972996,471.22239909972996,0.0007095001637935638,0.09928310010582209,7.0,2.633049299940467,,,,,,,,8755,Moral,2025-02-19_13h33.32.448,MoralCondition_v2,2022.2.5,30.00936591406689,
7,0,7,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,473.8889495995827,0.00038509955629706383,0.09706229995936155,479.90553509956226,6.013950599823147,480.07207679981366,480.07207679981366,0.07229449972510338,0.180657799821347,6.0139945996925235,486.1724549997598,486.1724549997598,486.1724549997598,0.07019139965996146,0.18086269963532686,491.87222309969366,492.07239479990676,6.0142067996785045,6.113851799629629,498.07227939972654,12.014064699411392,498.1886062999256,498.1886062999256,0.013660999480634928,0.09719489933922887,up,1.9393619997426867,500.1888375999406,5.1800161600112915e-05,0.09844610001891851,,506.2052789996378,506.2052789996378,0.024995199870318174,0.1143465000204742,3.0,3.057326499838382,,,,,,,,486.0722034997307,486.0722034997307,498.1553181996569,498.1553181996569,,,8755,Moral,2025-02-19_13h33.32.448,MoralCondition_v2,2022.2.5,30.00936591406689,
