loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,textbox.started,p_port_2.started,p_port_2.stopped,textbox.stopped,p_port_3.started,instructions.started,key_resp.started,p_port_4.started,p_port_4.stopped,key_resp.keys,key_resp.rt,cross.started,p_port_6.started,p_port_6.stopped,cross.stopped,p_port_7.started,disgust_image.started,p_port_8.started,p_port_8.stopped,p_port_9.started,disgust_image.stopped,disgust_score.started,p_port_10.started,p_port_10.stopped,disgust_score.response,disgust_score.rt,p_port_7.stopped,p_port_9.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,14.470987660065292,0.0005244002677500248,0.1241868999786675,14.885814200155437,15.185744519950822,15.60227179992944,15.60227179992944,0.00891169998794794,0.10755140008404851,30.602201499976218,15.0238890000619,30.702350900042802,30.702350900042802,0.007336399983614683,0.10738730011507869,space,2.463778200093657,,,,,,,,,,,,,,,,,,5749,Visual,2025-02-17_17h12.22.173,Visual_Condition_v2,2022.2.5,29.973404629349226,
0,0,0,0,,,,,,,,,,,,,,,,,,33.219021200202405,0.0016347002238035202,0.09858430037274957,39.21895670006052,6.031638900283724,39.3856210000813,0.06251730024814606,0.1649559000506997,6.031658300198615,45.38563700020313,45.45231720013544,0.03465270018205047,0.131646899972111,3.0,4.531373500358313,,,5749,Visual,2025-02-17_17h12.22.173,Visual_Condition_v2,2022.2.5,29.973404629349226,
1,0,1,0,,,,,,,,,,,,,,,,,,50.01922819996253,0.00023570004850625992,0.098874700255692,56.035657400265336,6.015364999882877,56.15244500013068,0.02951110014691949,0.1321382001042366,6.031977199949324,62.15226660016924,62.252128900028765,0.034715499728918076,0.1320547997020185,4.0,2.481649000197649,,,5749,Visual,2025-02-17_17h12.22.173,Visual_Condition_v2,2022.2.5,29.973404629349226,
2,0,2,0,,,,,,,,,,,,,,,,,,64.76918409997597,0.0005584997124969959,0.09699109988287091,70.76898419996724,6.030650899745524,70.90223010024056,0.04181399988010526,0.13072629971429706,6.030618699733168,76.90223689982668,76.98547980003059,0.015464499592781067,0.11371889989823103,2.0,5.466003699693829,,,5749,Visual,2025-02-17_17h12.22.173,Visual_Condition_v2,2022.2.5,29.973404629349226,
3,0,3,0,,,,,,,,,,,,,,,,,,82.48556749988347,0.0009900000877678394,0.09712269995361567,88.46866510016844,6.0134577001444995,88.6188289001584,0.02722760010510683,0.13061479991301894,6.030324999708682,94.61898110015318,94.71867780014873,0.03296819981187582,0.1304285996593535,2.0,3.6316637001000345,,,5749,Visual,2025-02-17_17h12.22.173,Visual_Condition_v2,2022.2.5,29.973404629349226,
4,0,4,0,,,,,,,,,,,,,,,,,,98.38588170008734,0.000228899996727705,0.09919009963050485,104.38548470009118,5.9991592997685075,104.51871490012854,0.03277599951252341,0.13265329971909523,5.999014999717474,110.51879520015791,110.58542599994689,0.0010083997622132301,0.09903999976813793,2.0,2.6657500001601875,6.099112099967897,6.099213399924338,5749,Visual,2025-02-17_17h12.22.173,Visual_Condition_v2,2022.2.5,29.973404629349226,
5,0,5,0,,,,,,,,,,,,,,,,,,113.28546050004661,0.0006964001804590225,0.09702910017222166,119.3022934999317,6.013753000181168,119.41864420007914,0.04117099987342954,0.13053159974515438,6.030222599860281,125.4189670002088,125.51862440025434,0.03291790001094341,0.13034609984606504,2.0,2.9649815000593662,,,5749,Visual,2025-02-17_17h12.22.173,Visual_Condition_v2,2022.2.5,29.973404629349226,
6,0,6,0,,,,,,,,,,,,,,,,,,128.51899769995362,0.00048719998449087143,0.09694259986281395,134.5353597002104,6.0137569000944495,134.6520126000978,0.028186599723994732,0.13064799970015883,6.030074900016189,140.6351160001941,140.73523240024224,0.01400069985538721,0.1134740998968482,1.0,2.717220399994403,,,5749,Visual,2025-02-17_17h12.22.173,Visual_Condition_v2,2022.2.5,29.973404629349226,
7,0,7,0,,,,,,,,,,,,,,,,,,143.48569269990548,0.0003539002500474453,0.0984956999309361,149.5020753000863,6.014957000035793,149.61862759990618,0.032534100115299225,0.13195980014279485,6.0316004999913275,155.6186303999275,155.7185912001878,0.034373899921774864,0.13172709988430142,3.0,3.0314730000682175,,,5749,Visual,2025-02-17_17h12.22.173,Visual_Condition_v2,2022.2.5,29.973404629349226,
8,0,8,0,,,,,,,,,,,,,,,,,,158.7856518998742,0.0003932998515665531,0.0987780001014471,164.78528519999236,6.0320844002999365,164.93519849982113,0.059822400100529194,0.14871420012786984,6.015319999773055,170.93527830019593,171.00189709989354,0.018062899820506573,0.11520770005881786,0.0,1.9648128002882004,,,5749,Visual,2025-02-17_17h12.22.173,Visual_Condition_v2,2022.2.5,29.973404629349226,
