loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,evaluate_all_emotions.thisRepN,evaluate_all_emotions.thisTrialN,evaluate_all_emotions.thisN,evaluate_all_emotions.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_3.started,sync_beep_3.stopped,sync_beep_4.started,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,Game_Start_Text.started,p_port_4.started,p_port_4.stopped,key_resp.started,key_resp.keys,key_resp.rt,fixation_cross.started,p_port_5.started,p_port_5.stopped,fixation_cross.stopped,p_port_6.started,player_image_intro.started,player_name_intro.started,p_port_7.started,p_port_7.stopped,p_port_8.started,player_image_offer.started,player_name_offer.started,proposed_split.started,p_port_9.started,p_port_9.stopped,proposed_split.stopped,accept_reject.started,p_port_15.started,p_port_15.stopped,accept_reject.stopped,p_port_10.started,arrow_instructions.started,offer_choice.started,p_port_11.started,p_port_11.stopped,offer_choice.keys,offer_choice.rt,Instructions_Affinity_Score.started,p_port_12.started,p_port_12.stopped,Instructions_Affinity_Score.stopped,Emotion_Image.started,AffinityScore.started,p_port_13.started,p_port_13.stopped,AffinityScore.response,AffinityScore.rt,Instruction.started,Moral_Disgust_Score.started,p_port_14.started,p_port_14.stopped,Moral_Disgust_Score.response,Moral_Disgust_Score.rt,p_port_6.stopped,player_image_offer.stopped,player_name_offer.stopped,p_port_10.stopped,player_image_intro.stopped,player_name_intro.stopped,p_port_8.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,25.748082299920497,0.0008720000041648746,0.11346490000141785,26.07846819999395,26.345153519994348,26.94506672000862,27.245070600009058,27.545102419966135,27.895393799990416,0.014314699976239353,0.13038370001595467,42.89518729998963,15.030221300025005,42.99515649996465,0.03027840005233884,0.1301960000419058,43.44520909996936,space,1.2341704000136815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4186,Moral,2024-07-22_14h23.27.774,MoralCondition_v2,2022.2.5,29.98151939033965,
3,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,209.6455831999774,0.00034219998633489013,0.09792359999846667,215.66185989999212,6.014528199972119,215.8284656999749,215.8284656999749,0.07561270002042875,0.18151120003312826,6.0142436000169255,221.92829509999137,221.92829509999137,221.92829509999137,0.07816710002953187,0.18101440003374591,227.62856069998816,227.8285474999575,6.014579600014258,6.114560000016354,233.82850189995952,12.014442400017288,233.94502669997746,233.94502669997746,0.014351900084875524,0.09766430006129667,up,0.7817586000310257,234.7785467999638,3.709999145939946e-05,0.0976719000027515,,240.81187189999036,240.81187189999036,0.027271099970676005,0.13111299998126924,4.0,4.404839600028936,,,,,,,,233.9119807999814,233.9119807999814,,221.8117282000021,221.8117282000021,,4186,Moral,2024-07-22_14h23.27.774,MoralCondition_v2,2022.2.5,29.98151939033965,
3,0,3,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.24542579997797,245.24542579997797,0.0072536999941803515,0.09746010001981631,5.0,2.8580371999996714,,,,,,,,,,,,,,4186,Moral,2024-07-22_14h23.27.774,MoralCondition_v2,2022.2.5,29.98151939033965,
3,0,3,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.14552339998772,248.14552339998772,0.007280399964656681,0.09897719998843968,3.0,2.4593677999801002,,,,,,,,,,,,,,4186,Moral,2024-07-22_14h23.27.774,MoralCondition_v2,2022.2.5,29.98151939033965,
3,0,3,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.64530659996672,250.64530659996672,0.007086400000844151,0.0981063999934122,4.0,3.9582659999723546,,,,,,,,,,,,,,4186,Moral,2024-07-22_14h23.27.774,MoralCondition_v2,2022.2.5,29.98151939033965,
3,0,3,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.66211759997532,254.66211759997532,0.008786400023382157,0.11404600000241771,2.0,3.006350299983751,,,,,,,,,,,,,,4186,Moral,2024-07-22_14h23.27.774,MoralCondition_v2,2022.2.5,29.98151939033965,
3,0,3,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.69528879999416,257.69528879999416,0.007417900022119284,0.09782550000818446,2.0,1.158026399964001,,,,,,,,,,,,,,4186,Moral,2024-07-22_14h23.27.774,MoralCondition_v2,2022.2.5,29.98151939033965,
3,0,3,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.8953664000146,258.8953664000146,0.005577999982051551,0.09929440001724288,3.0,2.594961200025864,,,,,,,,,,,,,,4186,Moral,2024-07-22_14h23.27.774,MoralCondition_v2,2022.2.5,29.98151939033965,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.5286993999616,261.5286993999616,0.0009781999979168177,0.09853020001901314,7.0,5.365789100003894,,,,,,,,4186,Moral,2024-07-22_14h23.27.774,MoralCondition_v2,2022.2.5,29.98151939033965,
4,0,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,266.9289618000039,0.0002562999725341797,0.09800769999856129,272.92858179996256,6.031331999984104,273.17844649998005,273.17844649998005,0.14025529997888952,0.24783150001894683,6.01458110002568,279.2120822999859,279.2120822999859,279.2120822999859,0.07324920000974089,0.18146530003286898,284.9119967999868,285.1119203999988,6.014673900033813,6.114604800008237,291.11211449996335,12.014877100009471,291.2451704000123,291.2451704000123,0.014788400032557547,0.11456630006432533,down,1.001855999988038,292.2952024000115,2.8799986466765404e-05,0.09877159999450669,298.3120161999832,298.3120161999832,298.3120161999832,0.011885599989909679,0.11560210003517568,1.0,5.504499899980146,,,,,,,,291.2118802999612,291.2118802999612,,,,,4186,Moral,2024-07-22_14h23.27.774,MoralCondition_v2,2022.2.5,29.98151939033965,
4,0,4,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.8619677000097,303.8619677000097,0.00962020002771169,0.11465659999521449,2.0,2.3390357000171207,,,,,,,,,,,,,,4186,Moral,2024-07-22_14h23.27.774,MoralCondition_v2,2022.2.5,29.98151939033965,
4,0,4,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.2285814000061,306.2285814000061,0.007510299968998879,0.09740149998106062,5.0,1.7909713999833912,,,,,,,,,,,,,,4186,Moral,2024-07-22_14h23.27.774,MoralCondition_v2,2022.2.5,29.98151939033965,
4,0,4,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.0616977000027,308.0616977000027,0.0072589999763295054,0.09771160001400858,5.0,3.258428300032392,,,,,,,,,,,,,,4186,Moral,2024-07-22_14h23.27.774,MoralCondition_v2,2022.2.5,29.98151939033965,
4,0,4,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.36191839998355,311.36191839998355,0.007021899975370616,0.09767269995063543,5.0,1.2585146999917924,,,,,,,,,,,,,,4186,Moral,2024-07-22_14h23.27.774,MoralCondition_v2,2022.2.5,29.98151939033965,
4,0,4,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.66186809999635,312.66186809999635,0.0074047999805770814,0.09791050001513213,6.0,2.4249931999947876,,,,,,,,,,,,,,4186,Moral,2024-07-22_14h23.27.774,MoralCondition_v2,2022.2.5,29.98151939033965,
4,0,4,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.1286168000079,315.1286168000079,0.00665250001475215,0.0991984999855049,5.0,2.427181900013238,,,,,,,,,,,,,,4186,Moral,2024-07-22_14h23.27.774,MoralCondition_v2,2022.2.5,29.98151939033965,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.59537980001187,317.59537980001187,0.0007451000274159014,0.09898240002803504,1.0,3.3338325999793597,,,,,,,,4186,Moral,2024-07-22_14h23.27.774,MoralCondition_v2,2022.2.5,29.98151939033965,
5,0,5,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,320.9620717999642,0.00026439997600391507,0.09788800001842901,326.96188509999774,6.031251600012183,327.1789824999869,327.1789824999869,0.10045990004437044,0.21470310003496706,6.0145843999926,333.2450663999771,333.2450663999771,333.2450663999771,0.07346700003836304,0.1812076000496745,338.94521249999525,339.14516239997465,6.014530600048602,6.114773100067396,345.14526309998473,12.01463310001418,345.2785830000066,345.2785830000066,0.01459250005427748,0.11453910009004176,down,0.9920976999565028,346.31192780000856,3.920000744983554e-05,0.09797549998620525,,352.3452799000079,352.3452799000079,0.025491599983070046,0.13143750000745058,2.0,3.0401474999962375,,,,,,,,345.2284217000124,345.2284217000124,,,,,4186,Moral,2024-07-22_14h23.27.774,MoralCondition_v2,2022.2.5,29.98151939033965,
5,0,5,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.4118099999614,355.4118099999614,0.00753689999692142,0.09812939999392256,5.0,2.858470599981956,,,,,,,,,,,,,,4186,Moral,2024-07-22_14h23.27.774,MoralCondition_v2,2022.2.5,29.98151939033965,
5,0,5,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.31176139996387,358.31176139996387,0.007380199967883527,0.09819180000340566,5.0,1.4252575000282377,,,,,,,,,,,,,,4186,Moral,2024-07-22_14h23.27.774,MoralCondition_v2,2022.2.5,29.98151939033965,
5,0,5,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.77858599997126,359.77858599997126,0.007053300039842725,0.09724620002089068,3.0,1.6578917999868281,,,,,,,,,,,,,,4186,Moral,2024-07-22_14h23.27.774,MoralCondition_v2,2022.2.5,29.98151939033965,
5,0,5,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.4784234999679,361.4784234999679,0.006221799994818866,0.09914930001832545,5.0,2.7607695999904536,,,,,,,,,,,,,,4186,Moral,2024-07-22_14h23.27.774,MoralCondition_v2,2022.2.5,29.98151939033965,
5,0,5,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364.2953875999665,364.2953875999665,0.00865099998190999,0.11473349999869242,5.0,2.7406216000090353,,,,,,,,,,,,,,4186,Moral,2024-07-22_14h23.27.774,MoralCondition_v2,2022.2.5,29.98151939033965,
5,0,5,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367.0618244999787,367.0618244999787,0.006564399984199554,0.09950670000398532,5.0,1.3937079000170343,,,,,,,,,,,,,,4186,Moral,2024-07-22_14h23.27.774,MoralCondition_v2,2022.2.5,29.98151939033965,
5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.49534359999234,368.49534359999234,0.0017864999826997519,0.09709270001621917,2.0,4.863353699969593,,,,,,,,4186,Moral,2024-07-22_14h23.27.774,MoralCondition_v2,2022.2.5,29.98151939033965,
6,0,6,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,373.3956113999593,0.0001501999795436859,0.09903990000020713,379.4119078000076,6.015742399962619,379.5952060999698,379.5952060999698,0.08281739999074489,0.1989430999965407,5.999160300008953,385.6618613000028,385.6618613000028,385.6618613000028,0.06151960004353896,0.16568130004452541,391.36185549997026,391.59521369996946,6.032335399999283,6.132308900007047,397.5952352999593,12.032352400012314,397.72856339998543,397.72856339998543,0.03245200007222593,0.13237680005840957,up,1.6699473999906331,399.44540679996135,4.2599975131452084e-05,0.09782770002493635,405.44564220000757,405.44564220000757,405.44564220000757,0.009172299993224442,0.09776889998465776,2.0,4.9562833000090905,,,,,,,,397.6618350999779,397.6618350999779,,385.6618613000028,385.6618613000028,6.099274299980607,4186,Moral,2024-07-22_14h23.27.774,MoralCondition_v2,2022.2.5,29.98151939033965,
6,0,6,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410.4453334999853,410.4453334999853,0.0065178999793715775,0.09879519999958575,3.0,1.8936447000014596,,,,,,,,,,,,,,4186,Moral,2024-07-22_14h23.27.774,MoralCondition_v2,2022.2.5,29.98151939033965,
6,0,6,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412.3784211999737,412.3784211999737,0.007131299993488938,0.09782439999980852,6.0,2.9583308000001125,,,,,,,,,,,,,,4186,Moral,2024-07-22_14h23.27.774,MoralCondition_v2,2022.2.5,29.98151939033965,
6,0,6,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415.37851099995896,415.37851099995896,0.007542999985162169,0.09777339996071532,2.0,2.0576618000050075,,,,,,,,,,,,,,4186,Moral,2024-07-22_14h23.27.774,MoralCondition_v2,2022.2.5,29.98151939033965,
