Blocks_of_Tastants.thisRepN,Blocks_of_Tastants.thisTrialN,Blocks_of_Tastants.thisN,Blocks_of_Tastants.thisIndex,Each_Tastant_Once.thisRepN,Each_Tastant_Once.thisTrialN,Each_Tastant_Once.thisN,Each_Tastant_Once.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,cross.started,p_port_4.started,p_port_4.stopped,p_port_5.started,cross.stopped,instructions.started,spacebar_hit.started,p_port_6.started,p_port_6.stopped,spacebar_hit.keys,spacebar_hit.rt,grab_cup.started,key_resp.started,p_port_7.started,p_port_7.stopped,key_resp.keys,key_resp.rt,taste_sound_1.started,p_port_8.started,p_port_8.stopped,taste_sound_1.stopped,taste_sound_2.started,taste_sound_2.stopped,taste_sound_3.started,taste_sound_3.stopped,Roll_liquid_taste.started,spit_text.started,spit_sound.started,p_port_9.started,p_port_9.stopped,spit_sound.stopped,spit_text.stopped,screen_clear.started,screen_clear.stopped,p_port_18.started,Palatability_Score.started,p_port_17.started,Instruction.started,p_port_17.stopped,Palatability_Score.response,Palatability_Score.rt,Rinse_text.started,p_port_10.started,p_port_10.stopped,Rinse_text.stopped,Begin_Rinse.started,p_port_11.started,p_port_11.stopped,Begin_Rinse.stopped,Finish_rinse.started,Rinse_Spit.started,p_port_12.started,p_port_12.stopped,Rinse_Spit.stopped,rest_text.started,p_port_13.started,p_port_13.stopped,rest_text.stopped,p_port_14.started,Finish_rinse.stopped,Roll_liquid_taste.stopped,p_port_18.stopped,p_port_5.stopped,break_text.started,p_port_15.started,p_port_15.stopped,break_text.stopped,p_port_16.started,p_port_16.stopped,p_port_14.stopped,participant,session,date,expName,psychopyVersion,frameRate,
3,0,3,0,2,0,2,0,,,,,,,,,,,,,1718.834264899604,0.01512220036238432,0.11456280015408993,6.031279100105166,1724.850885199383,1724.9509258996695,1724.9509258996695,0.031358201056718826,0.13155400101095438,space,1.2709413999691606,1726.2842414993793,1726.2842414993793,4.169996827840805e-05,0.0977757005020976,num_9,2.1219383999705315,1728.4675374298356,0.002410300076007843,0.09792259987443686,1728.7674048999324,1729.2675582298077,1729.5843193996698,1730.0507599298842,1730.3508511995897,1730.4508533999324,1738.4508600002155,1738.4508261295966,0.014681899920105934,0.1145243002101779,1739.450744399801,1740.4508243994787,1740.6508080996573,1741.1507302997634,10.031151300296187,1748.6006598994136,0.0340578006580472,1748.6006598994136,0.13104760088026524,6.0,2.2313878005370498,1750.8677097000182,0.002170800231397152,0.09808840043842793,1756.8673939993605,1757.0673896295018,6.231352400034666,6.3313608998432755,1758.0840296996757,1777.0506452300585,1777.0506293000653,26.214662600308657,26.314663900062442,1780.0506296996027,1780.0506296996027,0.014689800329506397,0.11464199982583523,1810.0671178000048,30.03114700037986,,1738.4508600002155,,,,,,,,,,675,Gustatory,2024-04-15_15h05.55.381,Gustatory_Condition_v2,2022.2.5,30.006934554074192,
3,0,3,0,3,0,3,0,,,,,,,,,,,,,1810.2004538001493,0.03175530023872852,0.13113060034811497,6.031066699884832,1816.2004840001464,1816.3004553001374,1816.3004553001374,0.031220700591802597,0.13107160106301308,space,1.1134297996759415,1817.4671848993748,1817.4671848993748,5.409959703683853e-05,0.09775499999523163,num_9,2.5629390999674797,1820.0837497298605,0.0021314993500709534,0.09802650008350611,1820.3840685002506,1820.8668874294497,1821.1837304001674,1821.6669239296577,1821.9836969999596,1822.0670178001747,1830.0836656000465,1830.0836717297323,0.0010496992617845535,0.09782699961215258,1831.1002283999696,1832.1003131000325,1832.2838287996128,1832.7836179994047,10.014411899261177,1840.2002472998574,0.017589899711310863,1840.2002472998574,0.11436939984560013,2.0,1.0311394007876515,1841.2672531995922,0.0014998000115156174,0.0994164003059268,1847.266933400184,1847.4669630301184,6.199108500033617,6.298939100466669,1848.4836034001783,1867.450038630236,1867.4501580996439,26.21568170003593,26.315660600550473,1870.4501433996484,1870.4501433996484,0.01568370033055544,0.11575459968298674,1900.4497822998092,30.015227699652314,,1830.0836656000465,,,,,,,,,30.0987005000934,675,Gustatory,2024-04-15_15h05.55.381,Gustatory_Condition_v2,2022.2.5,30.006934554074192,
3,0,3,0,4,0,4,0,,,,,,,,,,,,,1900.5666613001376,-0.0001075994223356247,0.09874590020626783,6.015573100186884,1906.5832730000839,1906.683265700005,1906.683265700005,0.015552801080048084,0.11542720068246126,space,2.131182400509715,1908.8499344000593,1908.8499344000593,3.479979932308197e-05,0.09796249959617853,num_9,2.8522826991975307,1911.7499179297126,0.0018052998930215836,0.09819979965686798,1912.0498549994081,1912.5332476298324,1912.833186400123,1913.3331942294724,1913.649900299497,1913.7499386994168,1921.7665122998878,1921.7665101296268,0.017660100013017654,0.11482729949057102,1922.7833172995597,1923.783214500174,1923.9498697994277,1924.4498432995752,10.014599699527025,1931.849919599481,0.0004497002810239792,1931.849919599481,0.09793710056692362,6.0,1.8986753998324275,1933.7833928000182,0.0016724001616239548,0.09925460070371628,1939.766261300072,1939.949799929466,6.199241899885237,6.298919100314379,1940.9496686998755,1959.9661947299726,1959.9495150996372,26.215444800443947,26.31563530024141,1962.966217899695,1962.966217899695,0.015502899885177612,0.1156494002789259,1992.9662576997653,30.015647400170565,1960.9830446997657,,10.097940700128675,,,,,,,,30.09868900012225,675,Gustatory,2024-04-15_15h05.55.381,Gustatory_Condition_v2,2022.2.5,30.006934554074192,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993.0827920995653,-0.00038629956543445587,0.09877400007098913,2023.0826744996011,30.03204460069537,,,675,Gustatory,2024-04-15_15h05.55.381,Gustatory_Condition_v2,2022.2.5,30.006934554074192,
4,0,4,0,0,0,0,0,,,,,,,,,,,,,2023.2161424998194,0.03413250111043453,0.1319431010633707,6.031945500522852,2029.2159513998777,2029.3160020997748,2029.3160020997748,0.03216770105063915,0.1319630015641451,space,1.298368999734521,2030.6659333994612,2030.6659333994612,4.2499974370002747e-05,0.09763829968869686,num_9,2.5879253996536136,2033.3159478294663,0.002108500339090824,0.09793249983340502,2033.632608499378,2034.0991346302442,,2034.8991676296107,,2035.3159023998305,2043.3158893994987,2043.315907830093,0.0015439996495842934,0.09802220016717911,2044.332568500191,2045.315902799368,2045.4823802001774,2045.9992287000641,10.014379899948835,2053.415781199932,0.001209000125527382,2053.415781199932,0.0977808004245162,6.0,2.864055899903178,2056.3161129998043,0.0015156995505094528,0.09925719909369946,2062.3158211000264,2062.4824500295335,6.199180199764669,6.315819399431348,2063.4824123000726,2082.498993829545,2082.4990322999656,26.215764799155295,26.31569039914757,2085.4988797996193,2085.4988797996193,0.015521499328315258,0.11568469926714897,2115.4989783996716,30.015687099657953,2083.498903299682,2043.3158893994987,10.09780989959836,,,,,,,,,675,Gustatory,2024-04-15_15h05.55.381,Gustatory_Condition_v2,2022.2.5,30.006934554074192,
4,0,4,0,1,0,1,0,,,,,,,,,,,,,2115.63206539955,0.016261599957942963,0.11577279958873987,6.032200499437749,2121.6489661997184,2121.74894499965,2121.74894499965,0.03227679990231991,0.1322633996605873,space,1.1938036996871233,2122.9821018995717,2122.9821018995717,2.679973840713501e-05,0.09849520027637482,num_9,2.6084374990314245,2125.648822430242,0.0022547002881765366,0.11452239938080311,2125.9486988997087,2126.4321689295584,2126.732134799473,2127.232302330155,2127.5320367999375,2127.6322344001383,2135.648793499917,2135.648716930021,0.0009158998727798462,0.09757350012660027,,2137.6488341996446,2137.8487767996266,2138.34875409957,10.014298999682069,2145.748519799672,1.3699755072593689e-05,2145.748519799672,0.09759660065174103,5.0,2.2320816004648805,2148.0157698001713,0.002020500600337982,0.09889100026339293,2154.015287899412,2154.198498029914,6.215672600083053,6.315516900271177,,2174.215174929891,2174.215185900219,26.232141700573266,26.332184500060976,2177.215168000199,2177.215168000199,0.0012916000559926033,0.09874000027775764,2207.2316693998873,30.01527309976518,2175.2320304997265,2135.648793499917,10.097574499435723,,,,,,,,,675,Gustatory,2024-04-15_15h05.55.381,Gustatory_Condition_v2,2022.2.5,30.006934554074192,
4,0,4,0,2,0,2,0,,,,,,,,,,,,,2207.3317738994956,0.016139600425958633,0.1153378002345562,6.031962300650775,2213.348446799442,2213.4483276000246,2213.4483276000246,0.03201990108937025,0.13189640082418919,space,1.2304239999502897,2214.7149681998417,2214.7149681998417,3.550015389919281e-05,0.0979204997420311,num_9,2.995071600191295,2217.765107230004,0.0022903000935912132,0.09798979945480824,2218.0816150996834,2218.548264530208,2218.8649439001456,2219.3482737296263,2219.648243099451,2219.748338200152,2227.7487514000386,2227.748492729571,0.015163400210440159,0.13123140018433332,,2229.7648959001526,2229.96494919993,2230.4647690001875,10.03118050005287,2237.898103499785,0.034046600572764874,2237.898103499785,0.13118600007146597,3.0,2.1650962000712752,2240.0985653996468,0.001986399292945862,0.09792009927332401,2246.098038399592,2246.2814945296386,6.214572899974883,6.314543599262834,2247.2813946995884,2266.29807462981,2266.2979707997292,26.230912099592388,26.31434589996934,,2269.3145626997575,0.016427599824965,0.1143624996766448,2299.3145326999947,30.014218599535525,2267.3147019995376,2227.7487514000386,,,,,,,,,,675,Gustatory,2024-04-15_15h05.55.381,Gustatory_Condition_v2,2022.2.5,30.006934554074192,
4,0,4,0,3,0,3,0,,,,,,,,,,,,,2299.4146128995344,0.014977199956774712,0.1141799995675683,6.014266399666667,2305.414514100179,2305.514476099983,2305.514476099983,0.014200100675225258,0.11403970047831535,space,0.9559327997267246,2306.5144857997075,2306.5144857997075,3.440026193857193e-05,0.09811360016465187,num_9,2.9720906000584364,2309.531163530145,0.002141900360584259,0.09807679988443851,2309.8311540996656,2310.3311030293817,2310.647822099738,2311.114380430151,2311.4143754001707,2311.5311252996325,2319.547734799795,2319.547748629656,0.016529100015759468,0.11465630028396845,2320.564480399713,2321.530943199992,2321.7143839001656,2322.2310790997,10.014624699950218,2329.6477111997083,0.01745490077883005,2329.6477111997083,0.11461000051349401,5.0,1.4982509994879365,2331.181335099973,0.001855599693953991,0.09923859965056181,2337.180997500196,2337.3811127298513,6.1991298999637365,6.299106699414551,2338.380899399519,2357.3808581295425,2357.3808797998354,26.232283500023186,26.332252900116146,2360.3808391001076,2360.3808391001076,0.0014557000249624252,0.09900029934942722,2390.3973674997687,30.015364699997008,2358.3807798000053,,,,,,,,,,,675,Gustatory,2024-04-15_15h05.55.381,Gustatory_Condition_v2,2022.2.5,30.006934554074192,
4,0,4,0,4,0,4,0,,,,,,,,,,,,,2390.4973890995607,0.016131400130689144,0.11542170029133558,6.032087500207126,2396.5139723997563,2396.6139955995604,2396.6139955995604,0.03213050030171871,0.13199370075017214,space,1.6883159996941686,2398.3640089994296,2398.3640089994296,3.150012344121933e-05,0.09821830037981272,num_9,2.554610099643469,2400.9806620298887,0.002178800292313099,0.09798859991133213,2401.2805923996493,2401.7639548300767,2402.0639408994466,2402.5638432295063,2402.864061399363,2402.9471209999174,2410.9806057000533,2410.980590229575,0.031353400088846684,0.13127990067005157,,2412.9638123996556,2413.1639220993966,2413.6639411998913,10.01465230062604,2421.0971288001165,0.018062300980091095,2421.0971288001165,0.11462060082703829,2.0,2.0642825001850724,2423.1971688997,0.002954999916255474,0.09751870017498732,2429.213883999735,2429.380517429393,6.214005899615586,6.31400700006634,2430.38044479955,2449.3805737297052,2449.3805673001334,26.21414369996637,26.313888099975884,2452.397019700147,2452.397019700147,-0.0002734009176492691,0.09719579946249723,2482.3968364996836,30.03040469996631,2450.3802937995642,2410.9472621995956,,,,,,,,,,675,Gustatory,2024-04-15_15h05.55.381,Gustatory_Condition_v2,2022.2.5,30.006934554074192,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2482.513556899503,0.013959299772977829,0.11374119948595762,2512.513352399692,30.013631399720907,,,675,Gustatory,2024-04-15_15h05.55.381,Gustatory_Condition_v2,2022.2.5,30.006934554074192,
