Blocks_of_Tastants.thisRepN,Blocks_of_Tastants.thisTrialN,Blocks_of_Tastants.thisN,Blocks_of_Tastants.thisIndex,Each_Tastant_Once.thisRepN,Each_Tastant_Once.thisTrialN,Each_Tastant_Once.thisN,Each_Tastant_Once.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,sync_beep_3.stopped,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,p_port_3.stopped,cross.started,p_port_4.started,p_port_4.stopped,p_port_5.started,cross.stopped,p_port_5.stopped,instructions.started,spacebar_hit.started,p_port_6.started,p_port_6.stopped,spacebar_hit.keys,spacebar_hit.rt,grab_cup.started,key_resp.started,p_port_7.started,p_port_7.stopped,key_resp.keys,key_resp.rt,taste_sound_1.started,p_port_8.started,p_port_8.stopped,taste_sound_1.stopped,taste_sound_2.started,taste_sound_2.stopped,taste_sound_3.started,taste_sound_3.stopped,Roll_liquid_taste.started,Roll_liquid_taste.stopped,spit_text.started,spit_sound.started,p_port_9.started,p_port_9.stopped,spit_sound.stopped,spit_text.stopped,screen_clear.started,screen_clear.stopped,p_port_18.started,Palatability_Score.started,p_port_17.started,Instruction.started,p_port_17.stopped,Palatability_Score.response,Palatability_Score.rt,Rinse_text.started,p_port_10.started,p_port_10.stopped,Rinse_text.stopped,Begin_Rinse.started,p_port_11.started,p_port_11.stopped,Begin_Rinse.stopped,Finish_rinse.started,Rinse_Spit.started,p_port_12.started,p_port_12.stopped,Finish_rinse.stopped,Rinse_Spit.stopped,rest_text.started,p_port_13.started,p_port_13.stopped,rest_text.stopped,p_port_14.started,p_port_14.stopped,p_port_18.stopped,break_text.started,p_port_15.started,p_port_15.stopped,break_text.stopped,p_port_16.started,p_port_16.stopped,participant,session,date,expName,psychopyVersion,frameRate,
3,0,3,0,2,0,2,0,,,,,,,,,,,,,,1784.0809877999127,0.015083901584148407,0.11424230225384235,6.014423901215196,1790.080935901031,,1790.1810111999512,1790.1810111999512,0.014352401718497276,0.11423030309379101,space,3.869589500129223,1794.1144770011306,1794.1144770011306,1.4100223779678345e-05,0.0992916002869606,num_9,1.2247310001403093,1795.3810168309137,0.0019054003059864044,0.09801900014281273,1795.6808488015085,1796.1642726315185,1796.4643006008118,1796.9809472309425,1797.2807574998587,1797.3642123006284,1805.3812634013593,1805.3812634013593,1805.3811053307727,0.0013717003166675568,0.09791599959135056,1806.3809112012386,1807.364064000547,1807.547470100224,1808.047523200512,10.014503100886941,1815.4973843004555,0.01753690093755722,1815.4973843004555,0.11452830024063587,5.0,2.53135840035975,1818.0641978010535,0.003247799351811409,0.09789569862186909,1824.0639463998377,1824.2641580300406,6.214309899136424,6.297908799722791,1825.2640170007944,1844.2472704304382,1844.247351501137,26.21437430009246,26.314293399453163,1845.2639828007668,1847.2639832999557,1847.2639832999557,-0.0006310995668172836,0.09751290082931519,1877.263909701258,30.03093359991908,,,,,,,,,6664,Gustatory,2024-07-08_09h49.10.893,Gustatory_Condition_v2,2022.2.5,29.941634686108223,
3,0,3,0,3,0,3,0,,,,,,,,,,,,,,1877.3636894002557,0.014398099854588509,0.11417100019752979,6.01413550041616,1883.3805328998715,,1883.4805604014546,1883.4805604014546,0.014223800972104073,0.11419590003788471,space,4.154722599312663,1887.69718420133,1887.69718420133,4.200078547000885e-05,0.09816160053014755,num_9,1.6419210005551577,1889.3972340309992,0.001871000975370407,0.0981524009257555,1889.713811499998,1890.1804456310347,1890.4802746009082,1890.9971542311832,1891.313811501488,1891.3804609011859,1899.3973135016859,1899.3973135016859,1899.397400029935,0.0015222001820802689,0.09819860011339188,1900.4137268010527,1901.397158300504,1901.5804409012198,1902.080393601209,10.01452000066638,1909.5135850012302,0.017646100372076035,1909.5135850012302,0.11467960104346275,4.0,3.2980164997279644,1912.8472809009254,0.0016275011003017426,0.0995906013995409,1918.8636576011777,1919.0303760310635,6.215971700847149,6.316111600026488,1920.030159899965,1939.0135978301987,1939.0135853998363,26.199240401387215,26.299213400110602,1940.0135537013412,1942.0302215013653,1942.0302215013653,0.015896901488304138,0.11609410122036934,1972.0301154013723,30.01577970199287,,,,,,,,,6664,Gustatory,2024-07-08_09h49.10.893,Gustatory_Condition_v2,2022.2.5,29.941634686108223,
3,0,3,0,4,0,4,0,,,,,,,,,,,,,,1972.1634146012366,0.016560202464461327,0.11573320254683495,6.015683000907302,1978.163423301652,,1978.2634213007987,1978.2634213007987,0.01583460159599781,0.11581680178642273,space,3.7390822991728783,1982.063421400264,1982.063421400264,4.29004430770874e-05,0.09755299985408783,num_9,2.372094200924039,1984.4969970313832,0.002647900953888893,0.0976021010428667,1984.8133535012603,1985.2967616310343,1985.6133929006755,1986.0802210299298,1986.3801084011793,1986.4800628013909,1994.4968089014292,1994.4968089014292,1994.496722930111,0.0012395009398460388,0.0977070014923811,1995.5132942013443,1996.5133653003722,1996.6800794005394,1997.163343301043,10.031003000214696,2004.6298471000046,0.03426960110664368,2004.6298471000046,0.13079090043902397,2.0,3.231003399938345,2007.896824201569,0.002603299915790558,0.09807189926505089,2013.8965771012008,2014.0966401314363,6.2312889993190765,6.331412099301815,2015.113179801032,2034.0965459300205,2034.0964896008372,26.23129729926586,26.33119080029428,2035.113081600517,2037.096454501152,2037.096454501152,0.00029830075800418854,0.09785840101540089,2067.1130024008453,30.01437189988792,,,,,,,,,6664,Gustatory,2024-07-08_09h49.10.893,Gustatory_Condition_v2,2022.2.5,29.941634686108223,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2067.2130438014865,0.014600401744246483,0.11436680145561695,2097.2295195013285,30.03086140193045,,6664,Gustatory,2024-07-08_09h49.10.893,Gustatory_Condition_v2,2022.2.5,29.941634686108223,
4,0,4,0,0,0,0,0,,,,,,,,,,,,,,2097.3128782007843,0.016256900504231453,0.11439010128378868,6.014198901131749,2103.3128518015146,,2103.4128529001027,2103.4128529001027,0.014333702623844147,0.11461010202765465,space,2.950704298913479,2106.4297014009207,2106.4297014009207,7.769837975502014e-05,0.09779779985547066,num_9,1.8532491996884346,2108.3295500306413,0.0019092988222837448,0.09777689911425114,,2109.1128581305966,2109.412921000272,2109.929545431398,,2110.3294806014746,,2118.346126701683,2118.346159731038,0.017206799238920212,0.1145755983889103,2119.3627229016274,2120.3629234004766,2120.495937200263,2120.9793886002153,10.014505699276924,2128.4460223000497,0.017484799027442932,2128.4460223000497,0.11437780037522316,5.0,3.2979916017502546,2131.77963280119,0.0017228014767169952,0.09927800111472607,2137.796043900773,2137.9627423314378,6.215864600613713,6.315948801115155,2138.9793416000903,2157.9459868306294,2157.946044901386,26.199288500472903,26.299167100340128,2158.962515000254,2160.962562000379,2160.962562000379,0.0158408023416996,0.11579380184412003,2190.9624382015318,30.015689002349973,,,,,,,,,6664,Gustatory,2024-07-08_09h49.10.893,Gustatory_Condition_v2,2022.2.5,29.941634686108223,
4,0,4,0,1,0,1,0,,,,,,,,,,,,,,2191.0958098005503,0.016393402591347694,0.11560170166194439,6.015597902238369,2197.0957485008985,,2197.1958729010075,2197.1958729010075,0.015863101929426193,0.11558560281991959,space,3.1669366993010044,2200.3958287015557,2200.3958287015557,1.8499791622161865e-05,0.09865640103816986,num_9,1.4234009981155396,2201.862479931675,0.0024058986455202103,0.0980054996907711,2202.1623569000512,2202.645731731318,2202.9623324014246,2203.462470830418,2203.7789406999946,2203.845725700259,2211.8457169998437,2211.8457169998437,2211.8457242315635,0.014707598835229874,0.11462949961423874,2212.8623280003667,2213.845695901662,2214.045668100938,2214.5456620007753,10.014558298513293,2221.962204201147,0.0008077993988990784,2221.962204201147,0.09804759919643402,3.0,2.6979341004043818,2224.696008000523,0.0025401003658771515,0.0979223009198904,2230.6956387013197,2230.8955957302824,6.2312115002423525,6.331003800034523,2231.912241199985,2250.8790524313226,2250.879014501348,26.214682100340724,26.314402800053358,2251.895484501496,2253.8787942007184,2253.8787942007184,0.01444300077855587,0.11438420042395592,2283.8952656015754,30.030835000798106,,10.097811499610543,,,,,,,6664,Gustatory,2024-07-08_09h49.10.893,Gustatory_Condition_v2,2022.2.5,29.941634686108223,
4,0,4,0,2,0,2,0,,,,,,,,,,,,,,2284.0287025012076,0.03174380213022232,0.13098140060901642,6.014038002118468,2290.0119500011206,6.097596501931548,2290.0953302010894,2290.0953302010894,0.03153470158576965,0.13093030266463757,space,3.1718115992844105,2293.311975400895,2293.311975400895,4.0100887417793274e-05,0.09814160130918026,num_9,1.3228854984045029,2294.6953387307003,0.002110900357365608,0.0981684010475874,2295.011924000457,2295.4787829304114,,2296.278532030992,2296.578455001116,2296.6618595011532,2304.661950400099,2304.695261400193,2304.6953191300854,0.03145950101315975,0.13155420124530792,2305.7119182012975,2306.6953971013427,2306.8952855002135,2307.3784189000726,10.031427500769496,2314.828470900655,0.03425590135157108,2314.828470900655,0.1312481015920639,4.0,2.5313549991697073,2317.3951834011823,0.002965599298477173,0.09731690026819706,2323.39516640082,2323.595206730999,6.2306434996426105,6.330459600314498,2324.6118409000337,2343.5784538304433,2343.578527601436,26.214030299335718,26.31405290029943,2344.578503800556,2346.5785145014524,2346.5785145014524,0.013934699818491936,0.11386150121688843,2376.578295601532,30.013901200145483,,,,,,,,,6664,Gustatory,2024-07-08_09h49.10.893,Gustatory_Condition_v2,2022.2.5,29.941634686108223,
4,0,4,0,3,0,3,0,,,,,,,,,,,,,,2376.711586000398,0.014249701052904129,0.11374500021338463,6.013691700994968,2382.711579600349,,2382.811609501019,2382.811609501019,0.013859901577234268,0.11371460184454918,space,3.52742899954319,2386.394953701645,2386.394953701645,4.00003045797348e-05,0.09781680069863796,num_9,1.9759553987532854,2388.4116665301844,0.002235300838947296,0.09807000122964382,2388.7116133011878,2389.2120238309726,2389.5115378014743,2389.994921530597,2390.311476200819,2390.394864100963,2398.3948359005153,2398.3948359005153,2398.3947899313644,0.01470000110566616,0.1146537996828556,2399.411398900673,2400.394681800157,2400.611486101523,2401.1115266010165,10.014517100527883,2408.5279697012156,0.017284400761127472,2408.5279697012156,0.11444340087473392,5.0,2.298343999311328,2410.8616291005164,0.001562599092721939,0.11580820009112358,2416.8444795012474,2417.0445214314386,6.215466599911451,6.311826400458813,2418.044483700767,2437.0445319311693,2437.0447134003043,26.215818900614977,26.299033299088478,2438.061169400811,2440.0276819001883,2440.0276819001883,0.015316400676965714,0.09871780127286911,2470.024016801268,30.01164760068059,30.09885540045798,,,,,,,,6664,Gustatory,2024-07-08_09h49.10.893,Gustatory_Condition_v2,2022.2.5,29.941634686108223,
4,0,4,0,4,0,4,0,,,,,,,,,,,,,,2470.161235300824,0.0001679006963968277,0.09897090122103691,6.032259801402688,2476.161147100851,,2476.2944576013833,2476.2944576013833,0.03234120085835457,0.13222170062363148,space,3.9884888995438814,2480.3278116006404,2480.3278116006404,3.9599835872650146e-05,0.09810709953308105,num_9,1.44280849955976,2481.827828130685,0.002410098910331726,0.09778619930148125,2482.144473699853,2482.611150330864,2482.911176200956,2483.4278000304475,2483.7444372009486,2483.811065699905,2491.794128701091,2491.794128701091,2491.8108170302585,0.01423649862408638,0.11066949926316738,2492.8107950016856,2493.790509501472,2493.9941000007093,2494.477567700669,10.014205899089575,2501.927445901558,0.030971700325608253,2501.927445901558,0.13091479986906052,1.0,2.6999711003154516,2504.6607591006905,0.0012679994106292725,0.09912149980664253,2510.644162401557,2510.840520530008,6.2657561004161835,6.349266400560737,2511.994161501527,2530.84401103016,2530.827348701656,26.199091700837016,26.28229169920087,2531.843948500231,2533.843922700733,2533.843922700733,0.01568100042641163,0.09898280166089535,2563.8439055010676,30.0156926009804,30.09909570030868,10.097526799887419,,,,,,,6664,Gustatory,2024-07-08_09h49.10.893,Gustatory_Condition_v2,2022.2.5,29.941634686108223,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2563.9606892000884,0.0001182015985250473,0.09929740056395531,2593.9566520005465,30.01178170181811,30.09867670200765,6664,Gustatory,2024-07-08_09h49.10.893,Gustatory_Condition_v2,2022.2.5,29.941634686108223,
