loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_2.started,sync_beep_2.stopped,textbox.started,p_port_2.started,p_port_2.stopped,textbox.stopped,p_port_3.started,instructions.started,key_resp.started,p_port_4.started,p_port_4.stopped,key_resp.keys,key_resp.rt,cross.started,p_port_6.started,p_port_6.stopped,cross.stopped,p_port_7.started,disgust_image.started,p_port_8.started,p_port_8.stopped,p_port_9.started,disgust_image.stopped,disgust_score.started,p_port_10.started,p_port_10.stopped,disgust_score.response,disgust_score.rt,p_port_7.stopped,p_port_9.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,21.896637720172293,0.0005634999834001064,0.12031530006788671,22.594400189991575,22.994065599981695,22.994065599981695,-0.0006090999813750386,0.10365730000194162,37.994347799918614,15.02047940006014,38.12758400000166,38.12758400000166,0.020453500095754862,0.12035530002322048,space,4.154439800069667,,,,,,,,,,,,,,,,,,5317,Visual,2024-08-06_13h42.48.787,Visual_Condition_v2,2022.2.5,30.027415021936218,
0,0,0,0,,,,,,,,,,,,,,,,,42.344223399995826,0.0017822000663727522,0.09841530001722276,48.344216399942525,6.031757300021127,48.511019699973986,0.06892220000736415,0.16531270008999854,6.031727100024,54.510866899974644,54.57750519993715,0.03457470005378127,0.13187060004565865,4.0,3.9813147999811918,,,5317,Visual,2024-08-06_13h42.48.787,Visual_Condition_v2,2022.2.5,30.027415021936218,
1,0,1,0,,,,,,,,,,,,,,,,,58.5945095999632,0.0005562999285757542,0.09712629998102784,64.5941618999932,6.030414699926041,64.74399899994023,0.046493700006976724,0.14707690000068396,6.0136653999798,70.74417890002951,70.82738549995702,0.033049399964511395,0.1304047000594437,1.0,4.698283099918626,,,5317,Visual,2024-08-06_13h42.48.787,Visual_Condition_v2,2022.2.5,30.027415021936218,
2,0,2,0,,,,,,,,,,,,,,,,,75.56119659997057,0.0006461000302806497,0.09709509997628629,81.56110799999442,6.030790199991316,81.72738900000695,0.0734726000810042,0.16377570002805442,6.030389900086448,87.72746249998454,87.79409450001549,0.03333120001479983,0.1303059000056237,4.0,3.03135469998233,,,5317,Visual,2024-08-06_13h42.48.787,Visual_Condition_v2,2022.2.5,30.027415021936218,
3,0,3,0,,,,,,,,,,,,,,,,,90.86105910001788,0.000662699923850596,0.09677229996304959,96.86076690000482,6.03012129990384,97.01062119996641,0.05222019995562732,0.14673119992949069,6.013392199994996,103.01071990001947,103.07742470002268,0.01600860001053661,0.11336229997687042,0.0,3.398367900052108,,,5317,Visual,2024-08-06_13h42.48.787,Visual_Condition_v2,2022.2.5,30.027415021936218,
4,0,4,0,,,,,,,,,,,,,,,,,106.51095719996374,0.0005160999717190862,0.09718489996157587,112.51050700002816,6.013719700044021,112.64404099993408,0.0316980000352487,0.13056560000404716,6.030484099988826,118.64403490000404,118.72732089995407,0.015576600097119808,0.11393230000976473,0.0,3.1658869000384584,,,5317,Visual,2024-08-06_13h42.48.787,Visual_Condition_v2,2022.2.5,30.027415021936218,
5,0,5,0,,,,,,,,,,,,,,,,,121.92761389992665,0.0004623999120667577,0.09796519996598363,127.94402099994477,6.014579899958335,128.06065529992338,0.03137280000373721,0.13119660003576428,6.03135950001888,134.06062999996357,134.16062939993571,0.03386970004066825,0.13120489998254925,4.0,3.065281599992886,,,5317,Visual,2024-08-06_13h42.48.787,Visual_Condition_v2,2022.2.5,30.027415021936218,
6,0,6,0,,,,,,,,,,,,,,,,,137.26090290001594,0.0004561999812722206,0.09706910001114011,143.2772823999403,6.013759599998593,143.4942880999297,0.11408680002205074,0.23057849996257573,6.0304116000188515,,149.49392959999386,0.03205789998173714,0.1306285000173375,4.0,2.2992631999077275,,,5317,Visual,2024-08-06_13h42.48.787,Visual_Condition_v2,2022.2.5,30.027415021936218,
7,0,7,0,,,,,,,,,,,,,,,,,151.82785559992772,0.000690799904987216,0.09706269996240735,157.82727569993585,6.030454399995506,157.97711909993086,0.05072990001644939,0.14716309995856136,6.013749900041148,163.9772413999308,164.04384469997603,0.01642360002733767,0.11380369996186346,1.0,3.264889399986714,,,5317,Visual,2024-08-06_13h42.48.787,Visual_Condition_v2,2022.2.5,30.027415021936218,
8,0,8,0,,,,,,,,,,,,,,,,,167.34409989998676,0.000532899983227253,0.09697650000452995,173.34386030002497,6.030250799958594,173.493830399937,0.05656749999616295,0.1469659999711439,6.013560099992901,179.49386489996687,179.56043940002564,0.014437200035899878,0.1134775000391528,4.0,2.6335551999509335,,,5317,Visual,2024-08-06_13h42.48.787,Visual_Condition_v2,2022.2.5,30.027415021936218,
9,0,9,0,,,,,,,,,,,,,,,,,182.22744719998445,0.0006838999688625336,0.09692979999817908,188.22702709992882,6.013713199994527,188.34380679996684,0.015122500015422702,0.11394260008819401,6.013704500044696,194.3438200999517,194.4603911000304,0.03301150002516806,0.1305368000175804,0.0,3.231770300073549,6.096872800029814,,5317,Visual,2024-08-06_13h42.48.787,Visual_Condition_v2,2022.2.5,30.027415021936218,
10,0,10,0,,,,,,,,,,,,,,,,,197.72752269997727,0.0006356000667437911,0.09708660002797842,203.72711169999093,6.030372200068086,203.87704139994457,0.04697860009036958,0.14703420002479106,6.013614300056361,209.8770886999555,209.94370619999245,0.01651000010315329,0.11361870006658137,3.0,2.6648418999975547,,,5317,Visual,2024-08-06_13h42.48.787,Visual_Condition_v2,2022.2.5,30.027415021936218,
11,0,11,0,,,,,,,,,,,,,,,,,212.64409249997698,0.0005825000116601586,0.0969576999777928,218.6439618000295,6.030421799980104,218.7936478999909,0.047831300063990057,0.14698169997427613,6.013458600034937,224.77708249993157,224.8602787000127,0.015588300069794059,0.11345180007629097,1.0,3.6817021999740973,,,5317,Visual,2024-08-06_13h42.48.787,Visual_Condition_v2,2022.2.5,30.027415021936218,
12,0,12,0,,,,,,,,,,,,,,,,,228.57682299998123,0.00015089998487383127,0.09904140001162887,234.57688890001737,5.999165500048548,234.69372789992485,0.016393500030972064,0.11613820004276931,6.015835999976844,240.6768543999642,240.7769804999698,0.002564400085248053,0.09908990003168583,0.0,2.9975364999845624,6.099001299939118,6.099299199995585,5317,Visual,2024-08-06_13h42.48.787,Visual_Condition_v2,2022.2.5,30.027415021936218,
13,0,13,0,,,,,,,,,,,,,,,,,243.81063439999707,0.0004942999221384525,0.09743729990441352,249.81031129998155,6.030859099933878,249.96018549997825,0.052833299967460334,0.14749609993305057,6.014130000025034,255.9602590999566,256.02690709999297,0.01685020001605153,0.11406569997780025,0.0,3.7315385999390855,,,5317,Visual,2024-08-06_13h42.48.787,Visual_Condition_v2,2022.2.5,30.027415021936218,
14,0,14,0,,,,,,,,,,,,,,,,,259.79374549991917,0.0002782999072223902,0.09906659997068346,265.8102797999745,6.01572349993512,265.96012059994973,0.07648389996029437,0.16565510001964867,6.03232030000072,271.9601995999692,272.02680440002587,0.03509899997152388,0.1322189000202343,0.0,2.931448300019838,,,5317,Visual,2024-08-06_13h42.48.787,Visual_Condition_v2,2022.2.5,30.027415021936218,
15,0,15,0,,,,,,,,,,,,,,,,,274.9937519999221,0.0006439000135287642,0.09714209998492151,281.01020639995113,6.013772299978882,281.1434499999741,0.04840440000407398,0.14724150008987635,6.013741600094363,287.14349409996066,287.21001419995446,0.01650230004452169,0.11379510012920946,2.0,3.13148410001304,,,5317,Visual,2024-08-06_13h42.48.787,Visual_Condition_v2,2022.2.5,30.027415021936218,
16,0,16,0,,,,,,,,,,,,,,,,,290.3769792999374,0.0005345999961718917,0.11376390000805259,296.39348969992716,6.0137471000198275,296.5267267000163,0.042980900034308434,0.14705429994501173,6.013811900047585,302.5267891000258,302.59342900000047,0.016211200039833784,0.11352620006073266,0.0,3.331753099919297,,,5317,Visual,2024-08-06_13h42.48.787,Visual_Condition_v2,2022.2.5,30.027415021936218,
17,0,17,0,,,,,,,,,,,,,,,,,305.9604483000003,0.00021770002786070108,0.09914219996426255,311.9600720999297,5.999073499930091,312.07662870001514,0.013793000020086765,0.11578430002555251,6.015700999996625,318.0767415999435,318.17670740000904,0.01906670001335442,0.11569580005016178,0.0,3.3977290000766516,6.099290799931623,,5317,Visual,2024-08-06_13h42.48.787,Visual_Condition_v2,2022.2.5,30.027415021936218,
18,0,18,0,,,,,,,,,,,,,,,,,321.6103553000139,0.0005009999731555581,0.09718410007189959,327.6266840000171,6.013829700066708,327.7432963999454,0.036922100000083447,0.13065669999923557,6.030473900027573,333.7265517999185,333.82659109996166,0.016347500029951334,0.11371600010897964,1.0,2.5983342999825254,,,5317,Visual,2024-08-06_13h42.48.787,Visual_Condition_v2,2022.2.5,30.027415021936218,
19,0,19,0,,,,,,,,,,,,,,,,,336.4602398999268,0.00023469992447644472,0.09909429994877428,342.47665009996854,6.015749799902551,342.5768090999918,0.024472499964758754,0.11572589993011206,6.015725699951872,348.5766430000076,348.6765548000112,0.01841350004542619,0.11580479994881898,2.0,3.6315759000135586,,,5317,Visual,2024-08-06_13h42.48.787,Visual_Condition_v2,2022.2.5,30.027415021936218,
20,0,20,0,,,,,,,,,,,,,,,,,352.3436213999521,0.00021759991068392992,0.09891459997743368,358.3599358999636,6.015559499966912,358.50987880001776,0.06000319996383041,0.1657304000109434,6.032170700025745,364.50988369993865,364.5765092999209,0.03493429999798536,0.1321640000678599,1.0,3.065138600068167,,,5317,Visual,2024-08-06_13h42.48.787,Visual_Condition_v2,2022.2.5,30.027415021936218,
21,0,21,0,,,,,,,,,,,,,,,,,367.6767857000232,0.0005590000655502081,0.09768330003134906,373.6765143999364,6.030903600039892,373.8097040000139,0.02663179999217391,0.1308990000979975,6.030866799992509,379.8098273000214,379.89302509999834,0.01604750007390976,0.11411580012645572,0.0,3.165790500002913,,,5317,Visual,2024-08-06_13h42.48.787,Visual_Condition_v2,2022.2.5,30.027415021936218,
22,0,22,0,,,,,,,,,,,,,,,,,383.0934476000257,0.00024279998615384102,0.09914810000918806,389.09313279995695,5.999009200022556,389.20970170001965,0.012274299981072545,0.11565659998450428,6.0157248000614345,395.2097423999803,395.30975070002023,0.018015800043940544,0.11554840009193867,2.0,3.1322003999957815,6.09891920001246,,5317,Visual,2024-08-06_13h42.48.787,Visual_Condition_v2,2022.2.5,30.027415021936218,
23,0,23,0,,,,,,,,,,,,,,,,,398.47685139998794,0.00023999996483325958,0.09913539991248399,404.47642840002663,5.999204299994744,404.5929952999577,0.023433299968019128,0.11591019993647933,6.015751400031149,410.5762271999847,410.693021700019,0.018583000055514276,0.11554200004320592,3.0,2.731436900096014,6.09910609992221,,5317,Visual,2024-08-06_13h42.48.787,Visual_Condition_v2,2022.2.5,30.027415021936218,
