Blocks_of_Tastants.thisRepN,Blocks_of_Tastants.thisTrialN,Blocks_of_Tastants.thisN,Blocks_of_Tastants.thisIndex,Each_Tastant_Once.thisRepN,Each_Tastant_Once.thisTrialN,Each_Tastant_Once.thisN,Each_Tastant_Once.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,baseline.started,p_port_2.started,p_port_2.stopped,p_port_3.started,baseline.stopped,cross.started,p_port_4.started,p_port_4.stopped,cross.stopped,p_port_5.started,instructions.started,spacebar_hit.started,p_port_6.started,p_port_6.stopped,spacebar_hit.keys,spacebar_hit.rt,grab_cup.started,key_resp.started,p_port_7.started,p_port_7.stopped,key_resp.keys,key_resp.rt,taste_sound_1.started,p_port_8.started,p_port_8.stopped,taste_sound_1.stopped,taste_sound_2.started,taste_sound_2.stopped,taste_sound_3.started,taste_sound_3.stopped,Roll_liquid_taste.started,Roll_liquid_taste.stopped,spit_text.started,spit_sound.started,p_port_9.started,p_port_9.stopped,spit_sound.stopped,spit_text.stopped,screen_clear.started,screen_clear.stopped,p_port_18.started,Palatability_Score.started,p_port_17.started,Instruction.started,p_port_17.stopped,Palatability_Score.response,Palatability_Score.rt,Rinse_text.started,p_port_10.started,p_port_10.stopped,Rinse_text.stopped,Begin_Rinse.started,p_port_11.started,p_port_11.stopped,Begin_Rinse.stopped,Finish_rinse.started,Rinse_Spit.started,p_port_12.started,p_port_12.stopped,Finish_rinse.stopped,Rinse_Spit.stopped,rest_text.started,p_port_13.started,p_port_13.stopped,rest_text.stopped,p_port_14.started,p_port_14.stopped,p_port_5.stopped,p_port_18.stopped,break_text.started,p_port_15.started,p_port_15.stopped,break_text.stopped,p_port_16.started,p_port_16.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1,0,1,0,4,0,4,0,,,,,,,,,,,,,904.4213855999988,0.0317602000432089,0.13092030014377087,910.4380411000457,6.01423820015043,910.5046709000599,910.5046709000599,0.014375800150446594,0.11424260016065091,space,1.7492607000749558,912.2880122000352,912.2880122000352,5.849997978657484e-05,0.09914499998558313,num_9,1.2616990999085829,913.5880748600815,0.0011434999760240316,0.0987520000198856,913.8879172999877,914.3712809600751,914.6713258000091,915.1711854599765,915.4713188000023,915.5712910000002,923.5879848999903,923.5879848999903,923.5880257600569,0.0004705999745056033,0.09875760006252676,924.5878945000004,925.6046425000532,925.754449,926.2713367000688,10.01516269997228,933.6879006000236,0.001804300001822412,933.6879006000236,0.09856850001960993,2.0,2.597824699943885,936.3214904000051,0.0024997000582516193,0.09802290005609393,942.3380416000728,942.5043979600654,6.214250599965453,6.31454080005642,943.5212395000271,962.5043016600306,962.4876659000292,26.214133300003596,26.297552300035022,963.5211624000221,965.5044583000708,965.5044583000708,0.014527700026519597,0.11459170002490282,995.5043977000751,30.01445270003751,30.09765020001214,,10.098647100036032,,,,,,,1094,Gustatory,2025-03-05_12h20.10.920,Gustatory_Condition_v2,2022.2.5,29.98491757982423,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,995.6211408000672,0.03119540004990995,0.13116540003102273,1025.604542999994,30.01450830011163,30.097494900110178,1094,Gustatory,2025-03-05_12h20.10.920,Gustatory_Condition_v2,2022.2.5,29.98491757982423,
2,0,2,0,0,0,0,0,,,,,,,,,,,,,1025.7209522000048,2.2600055672228336e-05,0.09757440013345331,1031.7210022000363,6.031064800103195,1031.8375662000617,1031.8375662000617,0.014300600159913301,0.11424930009525269,space,1.8244294000323862,1033.7209217000054,1033.7209217000054,5.9299985878169537e-05,0.09781599999405444,num_9,1.4288417999632657,1035.2042566599907,0.0009279000805690885,0.09901630005333573,1035.5208947000792,1035.9875516600791,1036.3042214000598,1036.7874518600643,,1037.2041557000484,1045.204223299981,1045.204223299981,1045.2041812599987,0.0020286000799387693,0.09878880006726831,1046.2209617000772,1047.2208688000683,1047.3706916000228,1047.8708606000291,10.0155818000203,1055.3207869000034,0.018540600081905723,1055.3207869000034,0.11550810001790524,6.0,2.2648704999592155,1057.6210641000653,0.002076699980534613,0.09914589999243617,1063.6207996000303,1063.804105159978,6.215805199928582,6.3158010999904945,1064.8207721000072,1083.8040307599936,1083.8040243000723,26.215761399944313,26.315744699910283,1084.8206879000645,1086.8040111999726,1086.8040111999726,0.015775399981066585,0.11577209993265569,1116.8039028000785,30.015648199943826,,,,,,,,,,1094,Gustatory,2025-03-05_12h20.10.920,Gustatory_Condition_v2,2022.2.5,29.98491757982423,
2,0,2,0,1,0,1,0,,,,,,,,,,,,,1116.9372425000183,0.01610800006892532,0.11575640004593879,1122.9538723999867,6.032310800044797,1123.0538953000214,1123.0538953000214,0.03237180004362017,0.1322927000001073,space,2.2077538000885397,1125.3205661000684,1125.3205661000684,5.21000474691391e-05,0.11477560002822429,num_9,1.3331171999452636,1126.6871794599924,0.0018634999869391322,0.09796519996598363,1126.9872019999893,1127.4704047600158,1127.7872138000093,1128.2705231600326,1128.570478299982,1128.653732100036,1136.6705393000739,1136.6705393000739,1136.6705086600618,0.014702699962072074,0.11462120001669973,1137.670492400066,1138.6871602999745,1138.8871508999728,1139.3872459999984,10.014451100025326,1146.7870304000098,0.0007127000717446208,1146.7870304000098,0.09776070003863424,2.0,5.631434999988414,1152.4537689000135,0.0023467999417334795,0.09725759993307292,1158.4537438000552,1158.6369782600436,6.213731199968606,6.2970640999265015,1159.6369958000723,1178.6332480600454,1178.6165121999802,26.210035800002515,26.29698619991541,,1181.6369995999848,1181.6369995999848,0.013874499942176044,0.11378460004925728,1211.6369072999805,30.01374870003201,,,10.097840000060387,,,,,,,1094,Gustatory,2025-03-05_12h20.10.920,Gustatory_Condition_v2,2022.2.5,29.98491757982423,
2,0,2,0,2,0,2,0,,,,,,,,,,,,,1211.7702229999704,0.014361100038513541,0.11369220004417002,1217.7868636000203,6.030310400063172,1217.8869562000036,1217.8869562000036,0.030453699990175664,0.1305178999900818,space,3.1186840999871492,1221.0703048000578,1221.0703048000578,4.539999645203352e-05,0.09786010009702295,num_9,1.0878963000141084,1222.2035240600003,0.002193999942392111,0.09813399997074157,1222.520139500033,1223.0034784600489,1223.3201761000091,1223.786701760057,,1224.1868188000517,1232.1868100999855,1232.1868100999855,1232.1868757600082,0.014820100041106343,0.11473319993820041,,1234.1867800999898,1234.3867913000286,1234.88677620003,10.014693000004627,1242.3203983000712,0.01760440005455166,1242.3203983000712,0.11486099998001009,6.0,1.6314359999960288,1243.9868882000446,0.0025470000691711903,0.09791310003492981,1250.0034753000364,1250.1701248600498,6.214632200077176,6.314590899972245,1251.1700717000058,1270.1698116599932,1270.1699679000303,26.214523200062104,26.314480800065212,1271.1699291999685,1273.1699418000644,1273.1699418000644,0.014495900017209351,0.11448330001439899,1303.1697149999673,30.014220400014892,30.097518900060095,,,,,,,,,1094,Gustatory,2025-03-05_12h20.10.920,Gustatory_Condition_v2,2022.2.5,29.98491757982423,
2,0,2,0,3,0,3,0,,,,,,,,,,,,,1303.2865416000132,0.031103000044822693,0.1309828000376001,1309.303172099986,6.014442600077018,1309.4031802000245,1309.4031802000245,0.014413000084459782,0.11435530008748174,space,2.0990951999556273,1311.5366360000335,1311.5366360000335,4.2400090023875237e-05,0.09780780004803091,num_9,1.7412590000312775,1313.3198533599848,0.0014551000203937292,0.09863749996293336,1313.6198472999968,1314.1030831600424,1314.4198092999868,1314.91977326005,1315.2196383000119,1315.303308499977,1323.3200300000608,1323.3200300000608,1323.3201746599866,0.0026914000045508146,0.09857499995268881,1324.3197171000065,1325.303247999982,1325.5030854999786,1325.986263000057,10.015073899994604,1333.419813800021,-0.000511599937453866,1333.419813800021,0.09846140001900494,2.0,2.4335960999596864,1335.8864303000737,0.0032062999671325088,0.09738940000534058,1341.8864072000142,1342.06962126008,6.213941599940881,6.314096000045538,1343.0696483000647,1362.08626796006,1362.0862818000605,26.230648800032213,26.33058720000554,,,1365.102952199988,0.015651500085368752,0.1139379000524059,1395.1195378999691,30.03044250002131,,,10.098276800010353,,,,,,,1094,Gustatory,2025-03-05_12h20.10.920,Gustatory_Condition_v2,2022.2.5,29.98491757982423,
2,0,2,0,4,0,4,0,,,,,,,,,,,,,1395.219481499982,0.031258200062438846,0.13044650002848357,1401.2194748000475,6.030414000037126,1401.3194518999662,1401.3194518999662,0.030551100033335388,0.13044280011672527,space,2.710168599965982,1404.0694486000575,1404.0694486000575,3.200001083314419e-05,0.09825450007338077,num_9,1.6558385000098497,1405.7694432600751,0.002085500047542155,0.11482330004218966,1406.0859555000206,1406.5525979600266,1406.8693756000139,1407.3526752600796,1407.6693961999845,1407.7527869000332,1415.7527105000336,1415.7527105000336,1415.7527171600727,0.014866200042888522,0.11493070004507899,1416.7693978999741,1417.76937860006,1417.9527191000525,1418.452761500026,10.014807300060056,1425.8858695999952,0.017213000101037323,1425.8858695999952,0.11473480006679893,4.0,2.865157099906355,1428.7860612000804,0.0022658000234514475,0.09794360003434122,1434.785972099984,1434.9691970600165,6.2147691999562085,6.314737200038508,1435.9692933000624,1454.9691220600275,1454.9692110000178,26.214787199976854,26.314626000006683,1455.9857852000277,1457.9859437000705,1457.9859437000705,0.0005719000473618507,0.09809009998571128,1488.0025678999955,30.014529600040987,,,,,,,,,,1094,Gustatory,2025-03-05_12h20.10.920,Gustatory_Condition_v2,2022.2.5,29.98491757982423,
2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1488.1024439000757,0.014745200052857399,0.11457430000882596,1518.1189808000345,30.031025600037538,,1094,Gustatory,2025-03-05_12h20.10.920,Gustatory_Condition_v2,2022.2.5,29.98491757982423,
3,0,3,0,0,0,0,0,,,,,,,,,,,,,1518.219104800024,0.032951900037005544,0.1310708001255989,1524.2355940999696,6.0143720001215115,1524.3022485000547,1524.3022485000547,0.014649200136773288,0.1144146000733599,space,2.3359829999972135,1526.6855958000524,1526.6855958000524,4.1500083170831203e-05,0.09768930007703602,num_9,1.5201046000001952,1528.2689386600746,0.0024449999909847975,0.09765900007914752,1528.568866500049,1529.0522174600396,1529.3686779000564,1529.8521304600058,1530.168926400016,1530.2522347000195,1538.25218760001,1538.25218760001,1538.2523587600213,0.014340900001116097,0.11429340008180588,1539.2688791999826,1540.2522290999768,1540.468963899999,1540.9855434000492,10.03099400002975,1548.4019614000572,0.0344959000358358,1548.4019614000572,0.1309588000876829,4.0,1.7641273000044748,1550.2024427000433,0.001651700004003942,0.09935240005142987,1556.2188012000406,1556.3854504600517,6.215800000005402,6.315761400037445,1557.3854024000466,1576.3853838600103,1576.3854388999753,26.215809300076216,26.31570310005918,,1579.402049300028,1579.402049300028,0.001647000084631145,0.09913070010952652,1609.418571599992,30.015674200025387,,,,,,,,,,1094,Gustatory,2025-03-05_12h20.10.920,Gustatory_Condition_v2,2022.2.5,29.98491757982423,
3,0,3,0,1,0,1,0,,,,,,,,,,,,,1609.5186012000777,0.016301900148391724,0.11557330004870892,1615.535255499999,6.032181700109504,1615.63522070006,1615.63522070006,0.03232990007381886,0.1321754001546651,space,1.9944242000347003,1617.6685240999795,1617.6685240999795,5.350005812942982e-05,0.09787820000201464,num_9,1.5768770000431687,1619.301876960008,0.00227870000526309,0.09830850001890212,1619.61856610002,1620.085134760046,1620.3851855000248,1620.8852108599735,1621.1851170000155,1621.2852389999898,1629.2852134000277,1629.2852134000277,1629.2851365600131,0.014907400007359684,0.11475419998168945,1630.3018008000217,1631.3018256999785,1631.5018375000218,1631.9850362000288,10.014633900020272,1639.4016864000587,0.0013031000271439552,1639.4016864000587,0.09808120003435761,2.0,4.097757500014268,1643.5353836000431,0.003082999959588051,0.09779969998635352,1649.5182594000362,1649.7350380600315,6.231131799984723,6.33106819994282,1650.7517574999947,1669.7350060600206,1669.735025800066,26.231111599947326,26.330989800044335,1670.7516483999789,,1672.7516449000686,0.01606809999793768,0.11428079998586327,1702.7515101999743,30.014354899991304,,,10.098011000081897,,,,,,,1094,Gustatory,2025-03-05_12h20.10.920,Gustatory_Condition_v2,2022.2.5,29.98491757982423,
