loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,sync_beep_1.started,sync_beep_2.started,sync_beep_3.started,sync_beep_4.started,baseline.started,Game_Start_Text.started,key_resp.started,key_resp.keys,key_resp.rt,fixation_cross.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,27.792487390985478,28.382668856651676,28.991451177662626,29.60002546265993,30.213876706984593,64.21801574298297,64.69517275097314,space,19.063642044988228,,001,001,2023-08-07_14h59.49.631,MoralCondition,2022.2.4,None,
,,,,,,,,,,,,,83.80241748099797,,,,,,,
