Blocks_of_Tastants.thisRepN,Blocks_of_Tastants.thisTrialN,Blocks_of_Tastants.thisN,Blocks_of_Tastants.thisIndex,Each_Tastant_Once.thisRepN,Each_Tastant_Once.thisTrialN,Each_Tastant_Once.thisN,Each_Tastant_Once.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,baseline.started,p_port_2.started,p_port_2.stopped,p_port_3.started,baseline.stopped,cross.started,p_port_4.started,p_port_4.stopped,cross.stopped,p_port_5.started,instructions.started,spacebar_hit.started,p_port_6.started,p_port_6.stopped,spacebar_hit.keys,spacebar_hit.rt,grab_cup.started,key_resp.started,p_port_7.started,p_port_7.stopped,key_resp.keys,key_resp.rt,taste_sound_1.started,p_port_8.started,p_port_8.stopped,taste_sound_1.stopped,taste_sound_2.started,taste_sound_2.stopped,taste_sound_3.started,taste_sound_3.stopped,Roll_liquid_taste.started,Roll_liquid_taste.stopped,spit_text.started,spit_sound.started,p_port_9.started,p_port_9.stopped,spit_sound.stopped,spit_text.stopped,screen_clear.started,screen_clear.stopped,p_port_18.started,p_port_18.stopped,Palatability_Score.started,p_port_17.started,Instruction.started,p_port_17.stopped,Palatability_Score.response,Palatability_Score.rt,Rinse_text.started,p_port_10.started,p_port_10.stopped,Rinse_text.stopped,Begin_Rinse.started,p_port_11.started,p_port_11.stopped,Begin_Rinse.stopped,Finish_rinse.started,Rinse_Spit.started,p_port_12.started,p_port_12.stopped,Finish_rinse.stopped,Rinse_Spit.stopped,rest_text.started,p_port_13.started,p_port_13.stopped,rest_text.stopped,p_port_14.started,p_port_14.stopped,break_text.started,p_port_15.started,p_port_15.stopped,break_text.stopped,p_port_16.started,p_port_5.stopped,participant,session,date,expName,psychopyVersion,frameRate,
3,0,3,0,2,0,2,0,,,,,,,,,,,,,1690.4159908000147,0.014583000098355114,0.1138119000243023,1696.4326021000743,6.03032440005336,1696.532619100064,1696.532619100064,0.030537900049239397,0.13034520007204264,space,1.6673179999925196,1698.249275600072,1698.249275600072,5.1600043661892414e-05,0.09816120006144047,num_9,0.7827761999797076,1699.0824050599826,0.0009188000112771988,0.09934930002782494,1699.3991767000407,1699.8658999600798,1700.1825998000568,1700.6491674600752,1700.949321400025,1701.0492381000658,1709.049210099969,1709.049210099969,1709.0493178600796,-0.0006685999687761068,0.09921689995098859,1710.0491535000037,1711.0492236000719,1711.2490532000083,1711.7492419000482,9.999247299972922,10.099076300044544,1719.1823469999945,0.001434599980711937,1719.1823469999945,0.09909640008118004,4.0,2.831991899991408,1722.0495525000151,0.0018955999985337257,0.09861240000464022,1728.065953799989,1728.232436960016,6.215118800057098,6.31518929998856,1729.2324609999778,1748.2323643600453,1748.2323799000587,26.215106400079094,26.315075700054877,1749.2323772000382,1751.24903419998,1751.24903419998,0.0008511000778526068,0.09839160006958991,1781.2656210999703,30.01491850009188,,,,,,,,3191,Gustatory,2025-03-03_12h34.53.313,Gustatory_Condition_v2,2022.2.5,30.015545046848022,
3,0,3,0,3,0,3,0,,,,,,,,,,,,,1781.3656214000657,0.01558800006750971,0.11491660005412996,1787.365560400067,6.014906100113876,1787.4656031000195,1787.4656031000195,0.015030800132080913,0.11491160013247281,space,2.110500399954617,1789.6322285999777,1789.6322285999777,4.3899985030293465e-05,0.09803310001734644,num_9,1.1115320000099018,1790.7988718600595,0.002275399980135262,0.09807059995364398,1791.0988705999916,1791.5821049600258,1791.8989238999784,1792.3821758600302,1792.6821893000742,1792.782231500023,1800.7821754000615,1800.7821754000615,1800.782195160084,0.014749899972230196,0.11472940002568066,1801.7823933999753,1802.7656302000396,1802.9988757000538,1803.5155362000223,10.031410599942319,,1810.9153531000484,0.017211099970154464,1810.9153531000484,0.11454760003834963,3.0,2.831742199952714,1813.7822781000286,0.0024357999209314585,0.097856399952434,1819.7821125000482,1819.9819364600467,6.214321099920198,6.297830899944529,1820.9820959999925,1839.98198276005,1839.9820439000614,26.23113570001442,26.331090899999253,1840.9820294000674,1842.9820578000508,1842.9820578000508,0.00031020003370940685,0.09779549995437264,1872.9819041000446,30.030990800005384,,,,,,,,3191,Gustatory,2025-03-03_12h34.53.313,Gustatory_Condition_v2,2022.2.5,30.015545046848022,
3,0,3,0,4,0,4,0,,,,,,,,,,,,,1873.1152581999777,0.03167669998947531,0.13095100002828985,1879.1153655999806,6.031043200055137,1879.2152246000478,1879.2152246000478,0.031073300051502883,0.13114210008643568,space,2.041094500105828,1881.298578200047,1881.298578200047,4.349998198449612e-05,0.09801219997461885,num_9,0.9173987000249326,1882.2652123599896,0.0021843999857082963,0.09743900003377348,1882.5818667999702,1883.0651695600595,1883.3818814000115,1883.8486852600822,1884.148466099985,1884.2485642000102,1892.2485331000062,1892.2485331000062,1892.2484395599809,0.014162000035867095,0.1140529999975115,,1894.2484767000424,1894.4486216000514,1894.9651582000079,10.013937800074928,,1902.3816880000522,0.016835900023579597,1902.3816880000522,0.11397030006628484,5.0,3.3648383000399917,1905.781994100078,0.0026328000240027905,0.09805239993147552,1911.7984762999695,1911.965052060003,6.214322899933904,6.314379199990071,1912.981768000056,1931.9648553600186,1931.9650079000276,26.21433879993856,26.314291600021534,1932.9816358999815,1934.9649604000151,1934.9649604000151,0.014307599980384111,0.11424829997122288,1964.9648699000245,30.01417430001311,,,,,,,,3191,Gustatory,2025-03-03_12h34.53.313,Gustatory_Condition_v2,2022.2.5,30.015545046848022,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1965.081378999981,0.014131200034171343,0.09746439999435097,1995.0814030000474,30.030722800060175,,3191,Gustatory,2025-03-03_12h34.53.313,Gustatory_Condition_v2,2022.2.5,30.015545046848022,
4,0,4,0,0,0,0,0,,,,,,,,,,,,,1995.1981031000614,0.01573450001887977,0.11400230007711798,2001.198037700029,6.013994200038724,2001.298069100012,2001.298069100012,0.01404270005878061,0.11396440013777465,space,1.957886500051245,2003.2980318000773,2003.2980318000773,5.040003452450037e-05,0.0980509000364691,num_9,1.189753400045447,2004.5311975600548,0.001455899910070002,0.09878709993790835,2004.848012499977,2005.3146281600116,2005.631375099998,2006.114509760088,2006.4313428000314,2006.5315457000397,2014.5313207000727,2014.5313207000727,2014.5311942600297,0.0011999999405816197,0.0987332999939099,2015.5479330000235,2016.5481118999887,2016.7146819999907,2017.214661700069,10.0152774999151,10.098595999996178,2024.6312279000413,0.0016181999817490578,2024.6312279000413,0.09849669993855059,4.0,3.231329399975948,2027.8980453000404,0.0025908000534400344,0.0976651000091806,2033.9146075000754,2034.0812127599843,6.214195700013079,6.314212500001304,2035.0978433999699,2054.081129160046,2054.081287399982,26.214297399972565,26.314093900029548,2055.0811818999937,2057.081147100078,2057.081147100078,0.014166500070132315,0.11412320006638765,2087.097693299991,30.03070100012701,,,,,,,,3191,Gustatory,2025-03-03_12h34.53.313,Gustatory_Condition_v2,2022.2.5,30.015545046848022,
4,0,4,0,1,0,1,0,,,,,,,,,,,,,2087.2143765999936,0.014429200091399252,0.11399980005808175,2093.2310055000708,6.030592800118029,2093.3310312000103,2093.3310312000103,0.030748400138691068,0.1306049000704661,space,1.8612660999642685,2095.231022999971,2095.231022999971,7.319997530430555e-05,0.09761519997846335,num_9,0.8891703999834135,2096.164329860045,0.0022963000228628516,0.098075499990955,2096.480995299993,2096.9475046600332,2097.247555400012,2097.7474935599953,2098.0474989999784,2098.1476575999986,2106.147662900039,2106.147662900039,2106.147398759995,0.014821299933828413,0.11469449999276549,2107.147520700004,2108.1307971000206,2108.347598299966,2108.847647799994,10.014534399961121,10.097885599941947,2116.2641532999696,0.00038590002804994583,2116.2641532999696,0.09808070003055036,2.0,3.631962599931285,2119.931172600016,0.0025032999692484736,0.09780260000843555,2125.9310006999876,2126.1308605600266,6.2312879000091925,6.331312599941157,2127.130809399998,2146.1140211599763,2146.114128699992,26.214590799994767,26.31467240001075,2147.1307822000235,2149.1307728000684,2149.1307728000684,0.0003513999981805682,0.09790010005235672,2179.147473499994,30.014427899965085,,,,,,,,3191,Gustatory,2025-03-03_12h34.53.313,Gustatory_Condition_v2,2022.2.5,30.015545046848022,
4,0,4,0,2,0,2,0,,,,,,,,,,,,,2179.2473485000664,0.015165899996645749,0.11447530006989837,2185.2640358000062,6.031154599972069,2185.363961199997,2185.363961199997,0.03125600004568696,0.13106520008295774,space,2.755949000013061,2188.163968799985,2188.163968799985,4.449998959898949e-05,0.09810999990440905,num_9,0.8356187000172213,2189.063886160066,0.0025251000188291073,0.09796759998425841,2189.380619600066,2189.8472496599775,2190.1471557000186,2190.6471392599983,,2191.04731230007,2199.0640568999806,2199.0640568999806,2199.0639538599994,0.0016317000845447183,0.09799759997986257,2200.080623900052,2201.063862500014,2201.26395589998,2201.763878399972,10.014524900005199,10.09790170006454,2209.1637760000303,0.0012938000727444887,2209.1637760000303,0.09763270011171699,5.0,3.097446200088598,2212.2975430000806,0.0036031000781804323,0.09785400005057454,2218.3138591999887,2218.480318560067,6.214281000080518,6.3143506000051275,2219.4804621000076,2238.497037760017,2238.4971214999678,26.231025300105102,26.331084300065413,2239.496980600059,,2241.5138381000143,0.016517600044608116,0.11432650010101497,2271.5137451000046,30.014149700058624,,,,,,,,3191,Gustatory,2025-03-03_12h34.53.313,Gustatory_Condition_v2,2022.2.5,30.015545046848022,
4,0,4,0,3,0,3,0,,,,,,,,,,,,,2271.6136328000575,0.014546400168910623,0.11408760014455765,2277.6135923999827,6.014111900120042,2277.713581899996,2277.713581899996,0.013949100160971284,0.11410300014540553,space,1.542194899986498,2279.313571800012,2279.313571800012,6.0399994254112244e-05,0.09828879998531193,num_9,1.221988300094381,2280.580376460019,0.0018850000342354178,0.09796290006488562,2280.8801323000807,2281.3802240600694,2281.696909600054,2282.163478160079,2282.480199199985,2282.580225700047,2290.580206600018,2290.580206600018,2290.5801462600125,0.0013268999755382538,0.09805140004027635,2291.580189900007,2292.5803323000437,2292.746777100023,2293.246843800065,10.01439680007752,10.097830799990334,2300.6800499999663,0.0008303000358864665,2300.6800499999663,0.09775970003101975,4.0,3.0648461000528187,2303.780442200019,0.0016805999912321568,0.0992593999253586,2309.796800000011,2309.9635465600645,6.215761599945836,6.315772700007074,2310.9802188000176,2329.97996206003,2329.980082200025,26.19900159991812,26.299041699967347,2330.980011800071,2332.9799200000707,2332.9799200000707,0.000867099966853857,0.09881019999738783,2362.979918200057,30.032289099995978,,,,,,,,3191,Gustatory,2025-03-03_12h34.53.313,Gustatory_Condition_v2,2022.2.5,30.015545046848022,
4,0,4,0,4,0,4,0,,,,,,,,,,,,,2363.0965827000327,0.0162397000240162,0.11555180000141263,2369.1131967999972,6.032323900028132,2369.213331300067,2369.213331300067,0.032326600048691034,0.13231530005577952,space,2.042434199946001,2371.3131750000175,2371.3131750000175,4.469999112188816e-05,0.09782389993779361,num_9,0.967080199974589,2372.3132828600124,0.0023996999952942133,0.09756139991804957,2372.630019300035,2373.113268260064,2373.429864200065,2373.913180660026,2374.2299071999732,2374.2965168000665,2382.313157700002,2382.313157700002,2382.313239960035,0.0009562999475747347,0.09750179992988706,2383.3298041999806,2384.3299085000763,2384.4965212000534,2385.0131418000674,10.014218399999663,,2392.42964029999,0.017051300033926964,2392.42964029999,0.11419729993212968,3.0,3.698906200006604,2396.163544400013,0.002195199951529503,0.09820110001601279,2402.1631161000114,2402.3462118599914,6.214585799956694,6.3147354000248015,2403.34637569997,2422.362901860068,2422.3629701000173,26.231352899922058,26.33118119998835,2423.3796945000067,2425.3629107000306,2425.3629107000306,0.0004032000433653593,0.09807639999780804,2455.379610000062,30.01454530004412,,,,,,,,3191,Gustatory,2025-03-03_12h34.53.313,Gustatory_Condition_v2,2022.2.5,30.015545046848022,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2455.4795430999948,0.014870900078676641,0.1145867999875918,2485.4960291000316,30.031049400102347,,3191,Gustatory,2025-03-03_12h34.53.313,Gustatory_Condition_v2,2022.2.5,30.015545046848022,
