loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,evaluate_all_emotions.thisRepN,evaluate_all_emotions.thisTrialN,evaluate_all_emotions.thisN,evaluate_all_emotions.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_3.started,sync_beep_3.stopped,sync_beep_4.started,sync_beep_4.stopped,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,Game_Start_Text.started,p_port_4.started,p_port_4.stopped,key_resp.started,key_resp.keys,key_resp.rt,fixation_cross.started,p_port_5.started,p_port_5.stopped,fixation_cross.stopped,p_port_6.started,player_image_intro.started,player_name_intro.started,p_port_7.started,p_port_7.stopped,p_port_8.started,player_image_offer.started,player_name_offer.started,proposed_split.started,p_port_9.started,p_port_9.stopped,proposed_split.stopped,accept_reject.started,p_port_15.started,p_port_15.stopped,accept_reject.stopped,p_port_10.started,player_image_offer.stopped,player_name_offer.stopped,arrow_instructions.started,offer_choice.started,p_port_11.started,p_port_11.stopped,offer_choice.keys,offer_choice.rt,Instructions_Affinity_Score.started,p_port_12.started,p_port_12.stopped,Instructions_Affinity_Score.stopped,Emotion_Image.started,AffinityScore.started,p_port_13.started,p_port_13.stopped,AffinityScore.response,AffinityScore.rt,Instruction.started,Moral_Disgust_Score.started,p_port_14.started,p_port_14.stopped,Moral_Disgust_Score.response,Moral_Disgust_Score.rt,p_port_8.stopped,p_port_10.stopped,p_port_6.stopped,player_image_intro.stopped,player_name_intro.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,14.029036119580269,0.0008000999223440886,0.11409759987145662,14.328725199913606,14.628522719955072,15.228619019966573,15.52851269999519,15.828468619845808,16.145230899797752,16.145230899797752,0.030987699748948216,0.13111739978194237,31.16194639983587,15.014352499740198,31.24502049991861,0.014366299845278263,0.09765539970248938,31.7452737998683,space,1.4927432998083532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,679,Moral,2024-09-24_16h21.13.884,MoralCondition_v2,2022.2.5,29.992975647482726,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.977987999795,291.977987999795,0.001140599837526679,0.09782799985259771,1.0,2.5314792999997735,,,,,,679,Moral,2024-09-24_16h21.13.884,MoralCondition_v2,2022.2.5,29.992975647482726,
5,0,5,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,294.5450788999442,0.0002164000179618597,0.09843109990470111,300.5447072999086,6.031766099855304,300.72811959986575,300.72811959986575,0.06762809981592,0.18198459991253912,6.015085999853909,306.828120799968,306.828120799968,306.828120799968,0.06740499986335635,0.1816367998253554,312.5280355999712,312.7281949999742,6.015268699731678,6.115261499769986,318.72802979988046,12.015123499790207,318.828005899908,318.828005899908,318.86134770000353,318.86134770000353,0.015223099617287517,0.11502449959516525,up,1.2086642000358552,320.128006799845,3.9899954572319984e-05,0.09809059998951852,326.12861549993977,326.12861549993977,326.12861549993977,0.009171999990940094,0.09803900006227195,4.0,5.389730599941686,,,,,,,,,,306.7281613999512,306.7281613999512,679,Moral,2024-09-24_16h21.13.884,MoralCondition_v2,2022.2.5,29.992975647482726,
5,0,5,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.57799079990946,331.57799079990946,0.008770799962803721,0.1139525999315083,2.0,3.3727762000635266,,,,,,,,,,,,679,Moral,2024-09-24_16h21.13.884,MoralCondition_v2,2022.2.5,29.992975647482726,
5,0,5,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.99498959979974,334.99498959979974,0.008349600015208125,0.11455830000340939,5.0,2.1402545999735594,,,,,,,,,,,,679,Moral,2024-09-24_16h21.13.884,MoralCondition_v2,2022.2.5,29.992975647482726,
5,0,5,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.1611629999243,337.1611629999243,0.0073866997845470905,0.09815789991989732,4.0,2.5247827998828143,,,,,,,,,,,,679,Moral,2024-09-24_16h21.13.884,MoralCondition_v2,2022.2.5,29.992975647482726,
5,0,5,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.72781199985184,339.72781199985184,0.007635500049218535,0.09753159992396832,2.0,2.1243971998337656,,,,,,,,,,,,679,Moral,2024-09-24_16h21.13.884,MoralCondition_v2,2022.2.5,29.992975647482726,
5,0,5,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.89462369983084,341.89462369983084,0.007387000136077404,0.0978171001188457,1.0,2.424724099924788,,,,,,,,,,,,679,Moral,2024-09-24_16h21.13.884,MoralCondition_v2,2022.2.5,29.992975647482726,
5,0,5,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.3613766999915,344.3613766999915,0.00695739989168942,0.0973469999153167,3.0,3.4247286999598145,,,,,,,,,,,,679,Moral,2024-09-24_16h21.13.884,MoralCondition_v2,2022.2.5,29.992975647482726,
5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.82786719989963,347.82786719989963,0.0010946998372673988,0.09911939990706742,7.0,2.3660492000635713,,,,,,679,Moral,2024-09-24_16h21.13.884,MoralCondition_v2,2022.2.5,29.992975647482726,
6,0,6,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,350.2282358999364,0.00013519986532628536,0.09908149996772408,356.2446727999486,6.01577110006474,356.411093799863,356.411093799863,0.07093129982240498,0.18242159998044372,6.0157192999031395,362.51135329995304,362.51135329995304,362.51135329995304,0.07185239973478019,0.18268089974299073,368.2113632999826,368.4111732998863,6.015741899842396,6.1157586998306215,374.41116879996844,12.015756899723783,374.51114939991385,374.51114939991385,374.5445253998041,374.5445253998041,0.015868899645283818,0.11572849960066378,down,0.7579087999183685,375.34450839995407,4.060007631778717e-05,0.09798760013654828,,381.36136889993213,381.36136889993213,0.02552939997985959,0.11460730014368892,6.0,2.3569692000746727,,,,,,,,,,362.4112171998713,362.4112171998713,679,Moral,2024-09-24_16h21.13.884,MoralCondition_v2,2022.2.5,29.992975647482726,
6,0,6,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.7611781999003,383.7611781999003,0.006442900048568845,0.09900980000384152,1.0,1.9938614999409765,,,,,,,,,,,,679,Moral,2024-09-24_16h21.13.884,MoralCondition_v2,2022.2.5,29.992975647482726,
6,0,6,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385.79445239994675,385.79445239994675,0.007523099891841412,0.0976780999917537,7.0,1.9245327000971884,,,,,,,,,,,,679,Moral,2024-09-24_16h21.13.884,MoralCondition_v2,2022.2.5,29.992975647482726,
6,0,6,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.76119409990497,387.76119409990497,0.007255199830979109,0.09771659993566573,6.0,3.491387400077656,,,,,,,,,,,,679,Moral,2024-09-24_16h21.13.884,MoralCondition_v2,2022.2.5,29.992975647482726,
6,0,6,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391.2943702999037,391.2943702999037,0.006689699832350016,0.09906479995697737,1.0,1.4602194000035524,,,,,,,,,,,,679,Moral,2024-09-24_16h21.13.884,MoralCondition_v2,2022.2.5,29.992975647482726,
6,0,6,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.79449009988457,392.79449009988457,0.0064483999740332365,0.09934079996310174,5.0,2.1604772000573575,,,,,,,,,,,,679,Moral,2024-09-24_16h21.13.884,MoralCondition_v2,2022.2.5,29.992975647482726,
6,0,6,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.99447869998403,394.99447869998403,0.007477999897673726,0.09797050012275577,7.0,2.0582620000932366,,,,,,,,,,,,679,Moral,2024-09-24_16h21.13.884,MoralCondition_v2,2022.2.5,29.992975647482726,
6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.0944908999372,397.0944908999372,0.001460599945858121,0.09734530001878738,1.0,2.797205900074914,,,,,,679,Moral,2024-09-24_16h21.13.884,MoralCondition_v2,2022.2.5,29.992975647482726,
7,0,7,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,399.92755519994535,0.00014590006321668625,0.11595660005696118,405.94439309998415,6.0159392999485135,406.11097559984773,406.11097559984773,0.07255659974180162,0.18257009983062744,6.016080099856481,412.2111146999523,412.2111146999523,412.2111146999523,0.07036709971725941,0.18282319977879524,417.9112209000159,418.111079899827,6.015988699859008,6.115862399805337,424.1109958998859,12.015954399714246,424.2110152998939,424.2110152998939,424.2443413999863,424.2443413999863,0.01604639971628785,0.11585469963029027,up,0.6740206000395119,424.9776894999668,4.449998959898949e-05,0.09795770002529025,,430.99428169988096,430.99428169988096,0.025391600094735622,0.11472610011696815,3.0,2.7235590000636876,,,,,,,,,,412.11103089991957,412.11103089991957,679,Moral,2024-09-24_16h21.13.884,MoralCondition_v2,2022.2.5,29.992975647482726,
7,0,7,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433.7608941998333,433.7608941998333,0.006512500112876296,0.09913900005631149,5.0,1.8936216998845339,,,,,,,,,,,,679,Moral,2024-09-24_16h21.13.884,MoralCondition_v2,2022.2.5,29.992975647482726,
7,0,7,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435.694355199812,435.694355199812,0.006490400061011314,0.09927070001140237,2.0,2.860231400001794,,,,,,,,,,,,679,Moral,2024-09-24_16h21.13.884,MoralCondition_v2,2022.2.5,29.992975647482726,
7,0,7,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438.59444809984416,438.59444809984416,0.0066714000422507524,0.0991707001812756,2.0,2.9601127000059932,,,,,,,,,,,,679,Moral,2024-09-24_16h21.13.884,MoralCondition_v2,2022.2.5,29.992975647482726,
7,0,7,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441.61105729988776,441.61105729988776,0.009673200082033873,0.11460219998843968,1.0,2.939041400095448,,,,,,,,,,,,679,Moral,2024-09-24_16h21.13.884,MoralCondition_v2,2022.2.5,29.992975647482726,
7,0,7,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444.59442839981057,444.59442839981057,0.007915000198408961,0.11432040017098188,3.0,2.473907200153917,,,,,,,,,,,,679,Moral,2024-09-24_16h21.13.884,MoralCondition_v2,2022.2.5,29.992975647482726,
7,0,7,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447.09436789993197,447.09436789993197,0.007517300080507994,0.09786970005370677,4.0,4.158241699915379,,,,,,,,,,,,679,Moral,2024-09-24_16h21.13.884,MoralCondition_v2,2022.2.5,29.992975647482726,
7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451.2941879997961,451.2941879997961,0.0010009999386966228,0.09815279999747872,7.0,2.9983284999616444,,,,,,679,Moral,2024-09-24_16h21.13.884,MoralCondition_v2,2022.2.5,29.992975647482726,
8,0,8,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,454.32773029990494,0.00034190015867352486,0.09761540009640157,460.3275807998143,6.031086400151253,460.5273668000009,460.5273668000009,0.09744539996609092,0.19766340008936822,6.031175100011751,466.62758659990504,466.62758659990504,466.62758659990504,0.09163679997436702,0.19769559986889362,472.3275464999024,472.52746000001207,6.030984599841759,6.130953999934718,478.5274902000092,12.030935899820179,478.62750639999285,478.62750639999285,478.66079439991154,478.66079439991154,0.031122799729928374,0.13086019968613982,up,0.6579934998881072,479.3608522999566,3.729993477463722e-05,0.09802610008046031,,485.37769240001217,485.37769240001217,0.02485379995778203,0.11454139999113977,6.0,3.6241337000392377,,,,,,,,,,466.52755129989237,466.52755129989237,679,Moral,2024-09-24_16h21.13.884,MoralCondition_v2,2022.2.5,29.992975647482726,
8,0,8,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489.0440245999489,489.0440245999489,0.007097200024873018,0.09846489992924035,2.0,2.758382000029087,,,,,,,,,,,,679,Moral,2024-09-24_16h21.13.884,MoralCondition_v2,2022.2.5,29.992975647482726,
8,0,8,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491.8610270000063,491.8610270000063,0.007744400063529611,0.11442200001329184,4.0,2.307524000061676,,,,,,,,,,,,679,Moral,2024-09-24_16h21.13.884,MoralCondition_v2,2022.2.5,29.992975647482726,
8,0,8,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494.21083669993095,494.21083669993095,0.008053200086578727,0.11437229998409748,3.0,3.0072782000061125,,,,,,,,,,,,679,Moral,2024-09-24_16h21.13.884,MoralCondition_v2,2022.2.5,29.992975647482726,
8,0,8,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497.26093619992025,497.26093619992025,0.009083600016310811,0.11432880000211298,1.0,2.539425899973139,,,,,,,,,,,,679,Moral,2024-09-24_16h21.13.884,MoralCondition_v2,2022.2.5,29.992975647482726,
8,0,8,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499.8273786997888,499.8273786997888,0.007509499788284302,0.09784079995006323,3.0,3.491504899924621,,,,,,,,,,,,679,Moral,2024-09-24_16h21.13.884,MoralCondition_v2,2022.2.5,29.992975647482726,
8,0,8,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503.3609179998748,503.3609179998748,0.007536800112575293,0.09731750003993511,2.0,2.8572732000611722,,,,,,,,,,,,679,Moral,2024-09-24_16h21.13.884,MoralCondition_v2,2022.2.5,29.992975647482726,
8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506.26087279990315,506.26087279990315,0.0012072999961674213,0.09783260012045503,7.0,2.3977976001333445,,,,,,679,Moral,2024-09-24_16h21.13.884,MoralCondition_v2,2022.2.5,29.992975647482726,
9,0,9,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,508.69424219988286,0.00027660001069307327,0.09770500008016825,514.7107044998556,6.0143532999791205,514.8939216998406,514.8939216998406,0.08739280002191663,0.19768019998446107,6.031002399977297,520.9939882999752,520.9939882999752,520.9939882999752,0.08856159984134138,0.19768289988860488,526.6940030998085,526.8939785999246,6.031006999779493,6.131066999863833,532.8939562998712,12.030988999875262,532.9939634997863,532.9939634997863,533.0272913998924,533.0272913998924,0.03116659983061254,0.13091369974426925,down,0.6111971999052912,533.693962499965,5.659996531903744e-05,0.0979929999448359,,539.7274076999165,539.7274076999165,0.025624800007790327,0.1314157999586314,6.0,4.339803099865094,,,,,,,,,,520.894027599832,520.894027599832,679,Moral,2024-09-24_16h21.13.884,MoralCondition_v2,2022.2.5,29.992975647482726,
9,0,9,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544.0938756999094,544.0938756999094,0.006860200082883239,0.09835180011577904,7.0,1.2257433000486344,,,,,,,,,,,,679,Moral,2024-09-24_16h21.13.884,MoralCondition_v2,2022.2.5,29.992975647482726,
9,0,9,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,545.3609341999982,545.3609341999982,0.008771900087594986,0.09727240004576743,1.0,1.5230006999336183,,,,,,,,,,,,679,Moral,2024-09-24_16h21.13.884,MoralCondition_v2,2022.2.5,29.992975647482726,
9,0,9,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,546.9274527998641,546.9274527998641,0.0073327000718563795,0.09746480011381209,6.0,1.4910611000377685,,,,,,,,,,,,679,Moral,2024-09-24_16h21.13.884,MoralCondition_v2,2022.2.5,29.992975647482726,
9,0,9,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548.4774936998729,548.4774936998729,0.008606200106441975,0.11403029994107783,1.0,1.4402654999867082,,,,,,,,,,,,679,Moral,2024-09-24_16h21.13.884,MoralCondition_v2,2022.2.5,29.992975647482726,
9,0,9,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549.9437976998743,549.9437976998743,0.005961199989542365,0.09949139994569123,7.0,2.094224900007248,,,,,,,,,,,,679,Moral,2024-09-24_16h21.13.884,MoralCondition_v2,2022.2.5,29.992975647482726,
9,0,9,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552.0770429999102,552.0770429999102,0.007079900009557605,0.09799570008181036,7.0,2.658658100059256,,,,,,,,,,,,679,Moral,2024-09-24_16h21.13.884,MoralCondition_v2,2022.2.5,29.992975647482726,
9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,554.7772207998205,554.7772207998205,0.0013321000151336193,0.09806700004264712,1.0,2.3310167000163347,,,,,,679,Moral,2024-09-24_16h21.13.884,MoralCondition_v2,2022.2.5,29.992975647482726,
10,0,10,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,557.1440556999296,0.00036700000055134296,0.09761259984225035,563.1604909999296,6.01411939994432,563.3105705999769,563.3105705999769,0.06538479984737933,0.16425329982303083,6.03083059983328,569.4439916999545,569.4439916999545,569.4439916999545,0.08426809962838888,0.197501499671489,575.1437973999418,575.3438508999534,6.030862599611282,6.130742099601775,581.3437910999637,12.03080299962312,581.4437561999075,581.4437561999075,581.4770810999908,581.4770810999908,0.031002099625766277,0.13071349961683154,up,1.3134316999930888,582.8270858000033,4.700012505054474e-05,0.11452509998343885,,588.8604560999665,588.8604560999665,0.025711999973282218,0.13126359996385872,5.0,3.739825800061226,,,,,,,,,,569.3104750998318,569.3104750998318,679,Moral,2024-09-24_16h21.13.884,MoralCondition_v2,2022.2.5,29.992975647482726,
10,0,10,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592.6271294998005,592.6271294998005,0.007794099859893322,0.09910240001045167,2.0,2.3259578000288457,,,,,,,,,,,,679,Moral,2024-09-24_16h21.13.884,MoralCondition_v2,2022.2.5,29.992975647482726,
10,0,10,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,594.9936930998228,594.9936930998228,0.00647960021160543,0.0993634001351893,2.0,1.5270779998973012,,,,,,,,,,,,679,Moral,2024-09-24_16h21.13.884,MoralCondition_v2,2022.2.5,29.992975647482726,
10,0,10,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,596.5602925999556,596.5602925999556,0.006719100056216121,0.09856650000438094,2.0,1.6259916999842972,,,,,,,,,,,,679,Moral,2024-09-24_16h21.13.884,MoralCondition_v2,2022.2.5,29.992975647482726,
10,0,10,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,598.2269019999076,598.2269019999076,0.006677399855107069,0.09957830002531409,1.0,1.4600313999690115,,,,,,,,,,,,679,Moral,2024-09-24_16h21.13.884,MoralCondition_v2,2022.2.5,29.992975647482726,
10,0,10,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599.7269309000112,599.7269309000112,0.007616400020197034,0.09760789992287755,3.0,2.0909900998231024,,,,,,,,,,,,679,Moral,2024-09-24_16h21.13.884,MoralCondition_v2,2022.2.5,29.992975647482726,
10,0,10,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601.8603015998378,601.8603015998378,0.006764299934729934,0.09903149981983006,3.0,2.026508199982345,,,,,,,,,,,,679,Moral,2024-09-24_16h21.13.884,MoralCondition_v2,2022.2.5,29.992975647482726,
10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,603.9271924998611,603.9271924998611,0.0007158999796956778,0.09929769998416305,7.0,2.166334099834785,,,,,,679,Moral,2024-09-24_16h21.13.884,MoralCondition_v2,2022.2.5,29.992975647482726,
11,0,11,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,606.1273564998992,0.00014779996126890182,0.09920499986037612,612.1437161997892,6.016106399940327,612.3103378999513,612.3103378999513,0.0717466997448355,0.182494199834764,6.0158263999037445,618.4103830999229,618.4103830999229,618.4103830999229,0.06944239977747202,0.18272019969299436,624.1102659997996,624.3102706999052,6.015851299744099,6.11583809973672,630.310177499894,12.015696799848229,630.4102368999738,630.4102368999738,630.4436115999706,630.4436115999706,0.015977199655026197,0.11575629957951605,up,1.0986989999655634,631.5935558998026,5.9900106862187386e-05,0.09782709996215999,,637.6270473999903,637.6270473999903,0.025365500012412667,0.13124880008399487,2.0,3.140097599942237,,,,,,,,,,618.3102759998292,618.3102759998292,679,Moral,2024-09-24_16h21.13.884,MoralCondition_v2,2022.2.5,29.992975647482726,
11,0,11,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,640.7934424998239,640.7934424998239,0.008489300031214952,0.09742349991574883,2.0,1.3899400997906923,,,,,,,,,,,,679,Moral,2024-09-24_16h21.13.884,MoralCondition_v2,2022.2.5,29.992975647482726,
11,0,11,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,642.2270031999797,642.2270031999797,0.0074968000408262014,0.09790450008586049,4.0,3.891245200065896,,,,,,,,,,,,679,Moral,2024-09-24_16h21.13.884,MoralCondition_v2,2022.2.5,29.992975647482726,
11,0,11,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,646.1601538998075,646.1601538998075,0.008346900111064315,0.09793330007232726,3.0,3.490366999991238,,,,,,,,,,,,679,Moral,2024-09-24_16h21.13.884,MoralCondition_v2,2022.2.5,29.992975647482726,
11,0,11,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,649.693511699792,649.693511699792,0.007244599983096123,0.09803189989179373,3.0,1.025049300165847,,,,,,,,,,,,679,Moral,2024-09-24_16h21.13.884,MoralCondition_v2,2022.2.5,29.992975647482726,
11,0,11,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650.7599768999498,650.7599768999498,0.007572599919512868,0.09800169989466667,1.0,1.89139230013825,,,,,,,,,,,,679,Moral,2024-09-24_16h21.13.884,MoralCondition_v2,2022.2.5,29.992975647482726,
11,0,11,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,652.6934116999619,652.6934116999619,0.006928900023922324,0.09828300005756319,3.0,7.525525499833748,,,,,,,,,,,,679,Moral,2024-09-24_16h21.13.884,MoralCondition_v2,2022.2.5,29.992975647482726,
11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660.2602150000166,660.2602150000166,0.0013508000411093235,0.0975103999953717,7.0,1.9640082998666912,,,,,,679,Moral,2024-09-24_16h21.13.884,MoralCondition_v2,2022.2.5,29.992975647482726,
12,0,12,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,662.2603662998881,0.0002912001218646765,0.0973195000551641,668.2601381998975,6.030753799946979,668.4599183998071,668.4599183998071,0.08934920001775026,0.19734499999321997,6.0305965999141335,674.5601502999198,674.5601502999198,674.5601502999198,0.08748819981701672,0.19756839983165264,680.260038399836,680.4600289999507,6.030617999844253,6.130662199808285,686.4600405998062,12.030633899848908,686.5599993998185,686.5599993998185,686.5934675999451,686.5934675999451,0.030737499706447124,0.13061769981868565,up,1.1406718001235276,687.7934009998571,8.559995330870152e-05,0.09766730014234781,,693.8103130999953,693.8103130999953,0.024789399933069944,0.11437570000998676,1.0,3.223879599943757,,,,,,,,,,674.4600870998111,674.4600870998111,679,Moral,2024-09-24_16h21.13.884,MoralCondition_v2,2022.2.5,29.992975647482726,
12,0,12,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,697.076674999902,697.076674999902,0.008095799945294857,0.09736889996565878,1.0,4.3236855999566615,,,,,,,,,,,,679,Moral,2024-09-24_16h21.13.884,MoralCondition_v2,2022.2.5,29.992975647482726,
12,0,12,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,701.443335399963,701.443335399963,0.008461300050839782,0.09718739986419678,2.0,3.723065600031987,,,,,,,,,,,,679,Moral,2024-09-24_16h21.13.884,MoralCondition_v2,2022.2.5,29.992975647482726,
12,0,12,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,705.2099456998985,705.2099456998985,0.005989300087094307,0.09911109996028244,1.0,1.4271593000739813,,,,,,,,,,,,679,Moral,2024-09-24_16h21.13.884,MoralCondition_v2,2022.2.5,29.992975647482726,
12,0,12,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,706.69354379992,706.69354379992,0.008140400052070618,0.11427629995159805,2.0,1.707014499930665,,,,,,,,,,,,679,Moral,2024-09-24_16h21.13.884,MoralCondition_v2,2022.2.5,29.992975647482726,
12,0,12,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,708.4265722997952,708.4265722997952,0.006545699900016189,0.09906779997982085,2.0,1.327013999922201,,,,,,,,,,,,679,Moral,2024-09-24_16h21.13.884,MoralCondition_v2,2022.2.5,29.992975647482726,
