Blocks_of_Tastants.thisRepN,Blocks_of_Tastants.thisTrialN,Blocks_of_Tastants.thisN,Blocks_of_Tastants.thisIndex,Each_Tastant_Once.thisRepN,Each_Tastant_Once.thisTrialN,Each_Tastant_Once.thisN,Each_Tastant_Once.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,baseline.started,p_port_2.started,p_port_2.stopped,p_port_3.started,baseline.stopped,p_port_3.stopped,cross.started,p_port_4.started,p_port_4.stopped,cross.stopped,p_port_5.started,instructions.started,spacebar_hit.started,p_port_6.started,p_port_6.stopped,spacebar_hit.keys,spacebar_hit.rt,grab_cup.started,key_resp.started,p_port_7.started,p_port_7.stopped,key_resp.keys,key_resp.rt,taste_sound_1.started,p_port_8.started,p_port_8.stopped,taste_sound_1.stopped,taste_sound_2.started,taste_sound_2.stopped,taste_sound_3.started,taste_sound_3.stopped,Roll_liquid_taste.started,Roll_liquid_taste.stopped,spit_text.started,spit_sound.started,p_port_9.started,p_port_9.stopped,spit_sound.stopped,spit_text.stopped,screen_clear.started,screen_clear.stopped,p_port_18.started,Palatability_Score.started,p_port_17.started,Instruction.started,p_port_17.stopped,Palatability_Score.response,Palatability_Score.rt,Rinse_text.started,p_port_10.started,p_port_10.stopped,Rinse_text.stopped,Begin_Rinse.started,p_port_11.started,p_port_11.stopped,Begin_Rinse.stopped,Finish_rinse.started,Rinse_Spit.started,p_port_12.started,p_port_12.stopped,Finish_rinse.stopped,Rinse_Spit.stopped,rest_text.started,p_port_13.started,p_port_13.stopped,rest_text.stopped,p_port_14.started,p_port_5.stopped,p_port_18.stopped,p_port_14.stopped,break_text.started,p_port_15.started,p_port_15.stopped,break_text.stopped,p_port_16.started,participant,session,date,expName,psychopyVersion,frameRate,
3,0,3,0,2,0,2,0,,,,,,,,,,,,,1843.4991099000908,0.014395699836313725,0.11391659965738654,1849.4989895001054,6.013954999856651,1849.5988703998737,1849.5988703998737,0.014044899493455887,0.1139085995964706,space,1.482928500045091,1851.1323075001128,1851.1323075001128,4.810001701116562e-05,0.09814579971134663,num_9,2.7177173998206854,1853.8988204101565,0.0014335997402668,0.09907309990376234,1854.2156374999322,1854.6821537103037,1854.9822656000033,1855.4821626103017,1855.7824311000295,1855.882269800175,1863.882173600141,1863.882173600141,1863.88229550994,0.015225399751216173,0.11527949990704656,1864.8821958000772,1865.882262900006,1866.0823741001077,1866.5822776001878,10.015277700033039,1874.0322929001413,0.03522629989311099,1874.0322929001413,0.1320430994965136,4.0,2.497868999838829,1876.5658467998728,0.002727299928665161,0.09793379995971918,1882.5655431002378,1882.7655109103302,6.231085900217295,6.331050700042397,1883.7821876001544,1902.7487691102083,1902.748831000179,26.21437729988247,26.314336400013417,1903.76552850008,1905.765497600194,1905.765497600194,5.139969289302826e-05,0.09773589996621013,1935.782098799944,30.01423570001498,,,,,,,,,680,Gustatory,2024-11-14_18h45.59.550,Gustatory_Condition_v2,2022.2.5,29.998284099052853,
3,0,3,0,3,0,3,0,,,,,,,,,,,,,1935.8821495003067,0.015001099556684494,0.11439869971945882,1941.88206860004,6.014223999809474,1941.9823329001665,1941.9823329001665,0.014448899775743484,0.11436929972842336,space,0.49207549961283803,1942.5154073000886,1942.5154073000886,3.5600271075963974e-05,0.09820890007540584,num_9,1.5268059996888041,1944.0821193099487,0.0019529000855982304,0.09782640030607581,1944.382029400207,1944.8652815103064,1945.165409100242,1945.6819661102722,1945.982077300083,1946.082050200086,1954.082070000004,1954.082070000004,1954.0819812101777,0.0012063002213835716,0.09792499989271164,1955.0819534002803,1956.082089799922,1956.2820355002768,1956.7820271002129,10.014330599922687,1964.1819424000569,0.0010934998281300068,1964.1819424000569,0.09767080005258322,4.0,4.264131899923086,1968.4822370000184,0.002844099886715412,0.09781010029837489,1974.4987038001418,1974.6653195099439,6.214140700176358,6.314124000258744,1975.665297899861,1994.6652027099858,1994.6653126999736,26.21416740026325,26.31411230005324,1995.665228200145,1997.6652930001728,1997.6652930001728,0.014214799739420414,0.11407999973744154,2027.681874900125,30.030727699864656,,10.097694199997932,,,,,,,680,Gustatory,2024-11-14_18h45.59.550,Gustatory_Condition_v2,2022.2.5,29.998284099052853,
3,0,3,0,4,0,4,0,,,,,,,,,,,,,2027.8152038999833,0.031381099950522184,0.13068379973992705,2033.8151608002372,6.030836099758744,2033.9152226001024,2033.9152226001024,0.030771399848163128,0.13094989955425262,space,13.486769000068307,2047.4484816999175,2047.4484816999175,4.1200313717126846e-05,0.09805170027539134,num_9,1.6656730002723634,2049.148275610199,0.001063699834048748,0.09929100004956126,2049.4651155001484,2049.9150752100627,2050.2151231002063,2050.7317410098854,2051.0485175000504,2051.1154000000097,2059.1151208998635,2059.1151208998635,2059.1152303099166,-0.00065990025177598,0.09928790014237165,2060.1150205000304,2061.1150992000476,2061.331770299934,2061.831924300175,9.99925690004602,2069.2483616000973,0.002367400098592043,2069.2483616000973,0.09922309964895248,4.0,1.9647955000400543,2071.2484800000675,0.0027751997113227844,0.11440089996904135,2077.2650454002433,2077.431611010013,6.214356899727136,6.31437429971993,2078.4317101999186,2097.4315203099045,2097.431699800305,26.21438749972731,26.314340399578214,2098.431689400226,2100.448332000058,2100.448332000058,8.309958502650261e-05,0.11434829980134964,2130.4649410001,30.014364399481565,,10.099164700135589,,,,,,,680,Gustatory,2024-11-14_18h45.59.550,Gustatory_Condition_v2,2022.2.5,29.998284099052853,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2130.5649322001263,0.014285399578511715,0.11429189937189221,2160.564858800266,30.01417369954288,680,Gustatory,2024-11-14_18h45.59.550,Gustatory_Condition_v2,2022.2.5,29.998284099052853,
4,0,4,0,0,0,0,0,,,,,,,,,,,,,2160.6648673000745,0.016010599210858345,0.11416459921747446,2166.6815011003055,6.030811099335551,2166.781508000102,2166.781508000102,0.030874099116772413,0.13081569923087955,space,12.524414799641818,2179.3481268999167,2179.3481268999167,5.3999945521354675e-05,0.09785229992121458,num_9,3.1101819002069533,2182.4980928102973,0.0018472997471690178,0.09760099975392222,2182.8149472000077,2183.281367010111,2183.581397499889,2184.0981874099466,2184.4148476999253,2184.4815148999915,2192.4814245002344,2192.4814245002344,2192.4814115102868,0.014419300016015768,0.11424179980531335,,2194.4815231999382,2194.6814732002094,2195.1814739000984,10.010545899625868,2202.5942818000913,0.027093599550426006,2202.5942818000913,0.11412749951705337,4.0,2.6516871000640094,2205.28130420018,0.001132899895310402,0.09924909984692931,2211.2812315002084,2211.4480186101514,6.199222200084478,6.298907400108874,2212.464870400261,2231.4644822102505,2231.464680499863,26.215962800197303,26.315801800228655,2232.46457489999,2234.4813920999877,2234.4813920999877,0.0014041997492313385,0.09914269996806979,2264.4812628002837,29.999089899938554,,10.094023199751973,30.099060100037605,,,,,,680,Gustatory,2024-11-14_18h45.59.550,Gustatory_Condition_v2,2022.2.5,29.998284099052853,
4,0,4,0,1,0,1,0,,,,,,,,,,,,,2264.5814072000794,0.0003872998058795929,0.09907119954004884,2270.581201700028,6.0157183995470405,2270.681280599907,2270.681280599907,-0.00017600040882825851,0.09904189966619015,space,0.9610783997923136,2271.681250799913,2271.681250799913,4.7999899834394455e-05,0.09814189979806542,num_9,2.104631300084293,2273.848044410022,0.0017554000951349735,0.09811259992420673,2274.164601000026,2274.6311245101037,2274.931152400095,2275.4478335102554,2275.764588800259,2275.8312536999583,2283.8312377999537,2283.8312377999537,2283.831143210316,0.014803700149059296,0.11502359993755817,2284.831135699991,2285.8312150998972,2286.031266000122,2286.531220700126,10.031494500115514,2293.964386700187,0.01677729981020093,2293.964386700187,0.11467499984428287,4.0,2.4324517999775708,2296.431327300146,0.001618300098925829,0.09939360013231635,2302.4313423000276,2302.597908910038,6.199229000136256,6.29924299987033,2303.6145285000093,2322.6143709101248,2322.6144580002874,26.215884800069034,26.315997200086713,2323.6142779001966,2325.6311451001093,2325.6311451001093,0.0017216997221112251,0.09918499970808625,2355.647687099874,30.01583669986576,6.099062499590218,,,,,,,,680,Gustatory,2024-11-14_18h45.59.550,Gustatory_Condition_v2,2022.2.5,29.998284099052853,
4,0,4,0,2,0,2,0,,,,,,,,,,,,,2355.747735599987,0.016398499719798565,0.11579649988561869,2361.7643745001405,5.999083399772644,2361.831134899985,2361.831134899985,-3.7400051951408386e-05,0.0990591999143362,space,30.867394300177693,2392.7475944999605,2392.7475944999605,6.079999729990959e-05,0.09783159988000989,num_9,3.7428987002931535,2396.531019410258,0.0022133998572826385,0.09788740007206798,2396.8309275000356,2397.3140885100233,2397.6309281000867,2398.1308489103335,2398.4308358002454,2398.51425560005,2406.5309048001654,2406.5309048001654,2406.5308435099664,0.0011899000965058804,0.09788329992443323,2407.5308761000633,2408.514149799943,2408.7142508002,2409.1975242001936,10.014378999825567,2416.6474850000814,0.017324799671769142,2416.6474850000814,0.1143347998149693,4.0,25.598135199863464,2442.2811714001,0.0016026999801397324,0.09918110026046634,2448.2975027002394,2448.4640779100823,6.215827899985015,6.315722899977118,2449.4807934998535,2468.463941210089,2468.464099700097,26.215821499936283,26.31591030023992,2469.4640011000447,2471.4807505002245,2471.4807505002245,0.0013917000032961369,0.0992386001162231,2501.4807238001376,29.99907229980454,6.099105400033295,,30.099122799932957,,,,,,680,Gustatory,2024-11-14_18h45.59.550,Gustatory_Condition_v2,2022.2.5,29.998284099052853,
4,0,4,0,3,0,3,0,,,,,,,,,,,,,2501.5807060999796,-0.00032620038837194443,0.09905890002846718,2507.5973558998667,6.015775999985635,2507.6975560998544,2507.6975560998544,0.015914699528366327,0.1159512996673584,space,1.3040638999082148,2509.0640242001973,2509.0640242001973,5.719996988773346e-05,0.09794279979541898,num_9,1.762197199743241,2510.8805993102956,0.0021601999178528786,0.09804579988121986,2511.180496199988,2511.6805944099556,2511.980592300184,2512.4806331099476,2512.780606899876,2512.8639809000306,2520.8639898998663,2520.8639898998663,2520.864096109895,0.014777500182390213,0.11468819994479418,2521.863974600099,2522.863946199883,2523.0640823002905,2523.563975899946,10.014797400217503,2530.997233300004,0.017591699957847595,2530.997233300004,0.11473589995875955,4.0,2.8647202998399734,2533.897420300171,0.002772199921309948,0.0979454000480473,2539.9139618999325,2540.080527510168,6.214508300181478,6.315129199996591,,2560.080388209922,2560.0805699001066,26.214551500044763,26.314486799761653,2561.0804452998564,2563.0972094000317,2563.0972094000317,0.00025139981880784035,0.09784569963812828,2593.097099199891,30.03108109999448,,,,,,,,,680,Gustatory,2024-11-14_18h45.59.550,Gustatory_Condition_v2,2022.2.5,29.998284099052853,
4,0,4,0,4,0,4,0,,,,,,,,,,,,,2593.2139325998724,0.01482219947502017,0.11462679971009493,2599.2136121001095,6.030903099570423,2599.313858500216,2599.313858500216,0.014496699441224337,0.11439439980313182,space,2.0559990000911057,2601.413762200158,2601.413762200158,4.959991201758385e-05,0.09800620004534721,num_9,2.1005287002772093,2603.5470731101464,0.0023787999525666237,0.09739149967208505,2603.863797500264,2604.3471215103286,2604.663750800304,2605.147013010131,2605.4637867999263,2605.53044540016,2613.5304255001247,2613.5304255001247,2613.5303122099954,0.014085500035434961,0.11404399992898107,2614.5303732003085,2615.530392699875,2615.7302820999175,2616.230563700199,10.013919399585575,2623.6636172998697,0.01682629995048046,2623.6636172998697,0.114015799947083,4.0,3.3314068000763655,2627.030697400216,0.0016590002924203873,0.09965110011398792,2633.030321400147,2633.196955009969,6.199250100180507,6.299186100251973,2634.213681800291,2653.197022610018,2653.1969467001036,26.1991552002728,26.299236100167036,2654.213586300146,2656.2136301002465,2656.2136301002465,0.01586599973961711,0.11580959986895323,2686.230194900185,29.999182399827987,,,30.09899410000071,,,,,,680,Gustatory,2024-11-14_18h45.59.550,Gustatory_Condition_v2,2022.2.5,29.998284099052853,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2686.33032310009,-6.960006430745125e-05,0.09919349988922477,2716.3302817000076,30.032494499813765,680,Gustatory,2024-11-14_18h45.59.550,Gustatory_Condition_v2,2022.2.5,29.998284099052853,
