Blocks_of_Tastants.thisRepN,Blocks_of_Tastants.thisTrialN,Blocks_of_Tastants.thisN,Blocks_of_Tastants.thisIndex,Each_Tastant_Once.thisRepN,Each_Tastant_Once.thisTrialN,Each_Tastant_Once.thisN,Each_Tastant_Once.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,sync_beep_3.stopped,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,p_port_3.stopped,cross.started,p_port_4.started,p_port_4.stopped,cross.stopped,p_port_5.started,instructions.started,spacebar_hit.started,p_port_6.started,p_port_6.stopped,spacebar_hit.keys,spacebar_hit.rt,grab_cup.started,key_resp.started,p_port_7.started,p_port_7.stopped,key_resp.keys,key_resp.rt,taste_sound_1.started,p_port_8.started,p_port_8.stopped,taste_sound_1.stopped,taste_sound_2.started,taste_sound_2.stopped,taste_sound_3.started,taste_sound_3.stopped,Roll_liquid_taste.started,Roll_liquid_taste.stopped,spit_text.started,spit_sound.started,p_port_9.started,p_port_9.stopped,spit_sound.stopped,spit_text.stopped,screen_clear.started,screen_clear.stopped,p_port_18.started,Palatability_Score.started,p_port_17.started,Instruction.started,p_port_17.stopped,Palatability_Score.response,Palatability_Score.rt,Rinse_text.started,p_port_10.started,p_port_10.stopped,Rinse_text.stopped,Begin_Rinse.started,p_port_11.started,p_port_11.stopped,Finish_rinse.started,Rinse_Spit.started,p_port_12.started,p_port_12.stopped,Finish_rinse.stopped,Rinse_Spit.stopped,rest_text.started,p_port_13.started,p_port_13.stopped,rest_text.stopped,p_port_14.started,p_port_14.stopped,p_port_18.stopped,Begin_Rinse.stopped,p_port_5.stopped,break_text.started,p_port_15.started,p_port_15.stopped,break_text.stopped,p_port_16.started,p_port_16.stopped,participant,session,date,expName,psychopyVersion,frameRate,
3,0,3,0,2,0,2,0,,,,,,,,,,,,,,,1741.8246711003594,0.031310499645769596,0.13058019988238811,1747.8413122002967,6.013908899854869,1747.9079733002,1747.9079733002,0.014009699691087008,0.11386979976668954,space,1.695007300004363,1749.6413016002625,1749.6413016002625,4.880037158727646e-05,0.09806090034544468,num_9,3.01042789965868,1752.7080102601553,0.0020181001164019108,0.09813680034130812,1753.008040800225,1753.4911590601782,1753.8078980999999,1754.3079694599378,1754.6244751000777,1754.6913852002472,1762.6912858001888,1762.6912858001888,1762.691174560366,0.014900300186127424,0.11474630003795028,1763.7078050002456,1764.708130300045,1764.9078701003455,1765.4078864003532,10.014488700311631,1772.8077225000598,0.0002552000805735588,1772.8077225000598,0.09809700027108192,2.0,5.499039200134575,1778.3415506002493,0.0025459998287260532,0.09807220008224249,1784.3578638001345,1784.5243655602912,6.231226900126785,6.331212599761784,1804.5244755601975,1804.5244206003845,26.21459020022303,26.314500899985433,1805.5242820000276,1807.5244019003585,1807.5244019003585,0.01457509957253933,0.11448829993605614,1837.5243148002774,30.014483799692243,30.097963799722493,10.097883100155741,1785.5243198000826,,,,,,,,3081,Gustatory,2024-08-26_10h59.10.389,Gustatory_Condition_v2,2022.2.5,30.006565458569014,
3,0,3,0,3,0,3,0,,,,,,,,,,,,,,,1837.6413413002156,-0.0006745001301169395,0.09771559992805123,1843.624090100173,6.014218799769878,1843.7409001002088,1843.7409001002088,0.03176179947331548,0.13121599983423948,space,1.3817936996929348,1845.174417000264,1845.174417000264,4.2199622839689255e-05,0.09801999991759658,num_9,2.260815199930221,1847.491309760278,0.0025475998409092426,0.09789530001580715,1847.8076438000426,1848.2741685599553,1848.5741127002984,1849.0742504602763,1849.3741627000272,1849.4741425001994,1857.4740679003298,1857.4740679003298,1857.4742138601373,0.014203299768269062,0.09762150002643466,,1859.4908829000778,1859.6908301999792,1860.174002100248,10.014125799760222,1867.6075633000582,0.01691540004685521,1867.6075633000582,0.11417539976537228,5.0,2.6984760998748243,1870.3408208000474,0.0029384996742010117,0.09898460004478693,1876.3574670003727,1876.5240975601132,6.215647799894214,6.3157584997825325,1896.524158960348,1896.524040200282,26.215770499780774,26.315684400033206,1897.5406944002025,1899.5407910002396,1899.5407910002396,0.0014415998011827469,0.09919599955901504,1929.5574683002196,30.015727899502963,,,1877.52413289994,6.097591199912131,,,,,,,3081,Gustatory,2024-08-26_10h59.10.389,Gustatory_Condition_v2,2022.2.5,30.006565458569014,
3,0,3,0,4,0,4,0,,,,,,,,,,,,,,,1929.6571200001054,0.016290999483317137,0.11564339976757765,1935.657162700314,6.015490599442273,1935.7574142999947,1935.7574142999947,0.015696299262344837,0.11537909926846623,space,1.6291898000054061,1937.4238301999867,1937.4238301999867,7.480010390281677e-05,0.09760699979960918,num_9,2.5951483002863824,1940.0573686600196,0.00201700022444129,0.09806209988892078,1940.357301400043,1940.8404017599764,1941.1572656002827,1941.6403911599423,1941.9570851000026,1942.0571796000004,,1950.073805599939,1950.0738474602344,0.01758380001410842,0.11456230003386736,,1952.073794499971,1952.2404476003721,1952.740429500118,10.014407999813557,1960.1736465999857,0.01761320000514388,1960.1736465999857,0.11448569968342781,5.0,3.8312550000846386,1964.0408199001104,0.002836900297552347,0.09786520013585687,1970.0402245000005,1970.2236975600476,6.2144787004217505,6.3145149000920355,1990.223564160196,1990.223676000256,26.214362800121307,26.314317000098526,1991.240312800277,1993.2236449001357,1993.2236449001357,0.014383499976247549,0.11428820015862584,2023.2234872002155,30.014169999863952,,,1971.223540500272,,,,,,,,3081,Gustatory,2024-08-26_10h59.10.389,Gustatory_Condition_v2,2022.2.5,30.006565458569014,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023.3735362002626,0.03124659974128008,0.13083049980923533,2053.3733629002236,30.03073070012033,,3081,Gustatory,2024-08-26_10h59.10.389,Gustatory_Condition_v2,2022.2.5,30.006565458569014,
4,0,4,0,0,0,0,0,,,,,,,,,,,,,,,2053.473386200145,0.032698099967092276,0.1310497997328639,2059.473366000224,6.03067069966346,2059.573446800001,2059.573446800001,0.0308143999427557,0.13066649995744228,space,1.4451004997827113,2061.073319500312,2061.073319500312,4.770001396536827e-05,0.09783530002459884,num_9,2.55364209972322,2063.6732393602374,0.001157000195235014,0.09883149992674589,2063.9900134000927,2064.4566234603058,2064.7566002001986,2065.2566768602933,2065.556745500304,2065.6566610001028,2073.67351100035,2073.67351100035,2073.6735535600687,0.0011404999531805515,0.09862140007317066,,2075.6733173001558,2075.856679300312,2076.356718500145,10.031869099941105,2083.7899322002195,0.016587499994784594,2083.7899322002195,0.11527039995416999,2.0,2.833401700016111,2086.6567824003287,0.0022869999520480633,0.0978724998421967,2092.6732010999694,2092.8399079601745,6.214422999881208,6.3144427998922765,2112.856533459993,2112.856442300137,26.231031300034374,26.331008799839765,,,2115.873118299991,0.016049399971961975,0.11434829980134964,2145.889650200028,30.030907599721104,,,2093.840016200207,,,,,,,,3081,Gustatory,2024-08-26_10h59.10.389,Gustatory_Condition_v2,2022.2.5,30.006565458569014,
4,0,4,0,1,0,1,0,,,,,,,,,,,,,,,2145.989655500278,0.03168429993093014,0.13087609969079494,2152.00629810011,6.014161699917167,2152.0729837003164,2152.0729837003164,0.014297899790108204,0.11417969968169928,space,1.6818488999269903,2153.8062881003134,2153.8062881003134,5.940021947026253e-05,0.09810619987547398,num_9,2.300705499947071,2156.1563650599214,0.002017300110310316,0.0979921999387443,2156.4565226002596,2156.939644760126,2157.2395790000446,2157.739518460026,2158.0562061001547,2158.139630800113,2166.1562388003804,2166.1562388003804,2166.1562964600976,0.001235899981111288,0.09813269972801208,2167.156315000262,2168.1729274000973,2168.339570700191,2168.8396745999344,10.031182900071144,2176.2726886002347,0.017386499792337418,2176.2726886002347,0.1144256996922195,3.0,3.098214900121093,2179.406480600126,0.0023993998765945435,0.09821899980306625,2185.4228245001286,2185.5895193602423,6.214726299978793,6.314763200003654,2205.5894396599847,2205.589407800231,26.214671399910003,26.314624399878085,2206.589396000374,2208.606072100345,2208.606072100345,0.0005867998115718365,0.09772720001637936,2238.6226019002497,30.014521799981594,,,2186.5894694002345,,,,,,,,3081,Gustatory,2024-08-26_10h59.10.389,Gustatory_Condition_v2,2022.2.5,30.006565458569014,
4,0,4,0,2,0,2,0,,,,,,,,,,,,,,,2238.722624500282,0.014886099845170975,0.11455659987404943,2244.70581330033,6.0145654999651015,2244.805899800267,2244.805899800267,0.03173039946705103,0.13112189946696162,space,1.0610328000038862,2245.906027500052,2245.906027500052,3.110012039542198e-05,0.09868820011615753,num_9,2.2652980000711977,2248.222616460314,0.0020734001882374287,0.09796220017597079,2248.5392100000754,2249.0058436600025,2249.305813800078,2249.805837560119,2250.1058515999466,2250.2058782000095,2258.205862700008,2258.205862700008,2258.2059244603383,0.014672100078314543,0.11459630029276013,2259.205767699983,2260.2058618003502,2260.4225115003064,2260.9056536001153,10.014478700235486,2268.3223948003724,0.0016455999575555325,2268.3223948003724,0.09807900013402104,3.0,4.3972422000952065,2272.7557688001543,0.0029899999499320984,0.0973034999333322,2278.7557546999305,2278.9557839600834,6.230632499791682,6.3312413999810815,2298.9389730600174,2298.9390062000602,26.213924899697304,26.31388929998502,2299.955680700019,2301.9556746999733,2301.9556746999733,-0.00010400032624602318,0.09717469988390803,2331.972337299958,30.013788299635053,,10.097886000294238,2279.9557007001713,6.097751199733466,,,,,,,3081,Gustatory,2024-08-26_10h59.10.389,Gustatory_Condition_v2,2022.2.5,30.006565458569014,
4,0,4,0,3,0,3,0,,,,,,,,,,,,,,,2332.0722166001797,0.014433699660003185,0.11373689956963062,2338.08887600014,6.030354399699718,2338.188848900143,2338.188848900143,0.03050209954380989,0.13041429966688156,space,2.1666210000403225,2340.4055190002546,2340.4055190002546,4.369998350739479e-05,0.09828629996627569,num_9,3.0939612998627126,2343.5390889599453,0.0027609001845121384,0.09767250018194318,2343.838791599963,2344.322195659997,2344.6388755999506,2345.1390618599485,2345.455648400355,2345.5221667001024,2353.522175400052,2353.522175400052,2353.522175760148,0.014416300226002932,0.11428730003535748,2354.538782699965,2355.5221176003106,2355.7222376000136,2356.222028700169,10.014091500081122,2363.6386310001835,5.159992724657059e-05,2363.6386310001835,0.09747229982167482,5.0,6.165067200083286,2369.8389199003577,0.0016112998127937317,0.09931680001318455,2375.838696599938,2376.022102859942,6.215914799831808,6.31585819972679,2396.0053113602567,2396.005368600134,26.1992496997118,26.29923509992659,2397.005128900055,2399.005240400322,2399.005240400322,-0.000872400589287281,0.09914249973371625,2429.0219443002716,30.01580899953842,,10.09745980007574,2377.0387383000925,,,,,,,,3081,Gustatory,2024-08-26_10h59.10.389,Gustatory_Condition_v2,2022.2.5,30.006565458569014,
4,0,4,0,4,0,4,0,,,,,,,,,,,,,,,2429.155147700105,0.01638409961014986,0.11562609951943159,2435.1550998999737,6.015607399400324,2435.255102700088,2435.255102700088,0.015775699634104967,0.11560549959540367,space,1.2756403000093997,2436.5717707001604,2436.5717707001604,3.7600286304950714e-05,0.09909290028735995,num_9,2.7509173997677863,2439.3718436599243,0.002161900047212839,0.09814210003241897,2439.688414600212,2440.1718447600956,2440.488310399931,2440.9551493601407,,2441.355098300148,2449.3717410000972,2449.3717410000972,2449.371760560339,0.0014480003155767918,0.09806730039417744,2450.3883740999736,2451.3716941000894,2451.538288400043,2452.0383982001804,10.014581399969757,2459.4715435002,0.0007631001062691212,2459.4715435002,0.09790690010413527,6.0,2.5315103996545076,2462.038709900342,0.00255460012704134,0.09752369998022914,2468.0383035000414,2468.2216025601606,6.214029300026596,6.314045900013298,2488.2214929602574,2488.221699499991,26.214156200177968,26.31395940016955,2489.2382175000384,2491.2382094999775,2491.2382094999775,-0.0002921000123023987,0.09725739993155003,2521.238201000262,30.030694500077516,,10.098048400133848,2469.2382543003187,,,,,,,,3081,Gustatory,2024-08-26_10h59.10.389,Gustatory_Condition_v2,2022.2.5,30.006565458569014,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2521.3714360999875,0.030794699676334858,0.1306640999391675,2551.3544577001594,30.01387679995969,30.097007599659264,3081,Gustatory,2024-08-26_10h59.10.389,Gustatory_Condition_v2,2022.2.5,30.006565458569014,
