Blocks_of_Tastants.thisRepN,Blocks_of_Tastants.thisTrialN,Blocks_of_Tastants.thisN,Blocks_of_Tastants.thisIndex,Each_Tastant_Once.thisRepN,Each_Tastant_Once.thisTrialN,Each_Tastant_Once.thisN,Each_Tastant_Once.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,sync_beep_3.stopped,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,cross.started,p_port_4.started,p_port_4.stopped,p_port_5.started,cross.stopped,instructions.started,spacebar_hit.started,p_port_6.started,p_port_6.stopped,spacebar_hit.keys,spacebar_hit.rt,grab_cup.started,key_resp.started,p_port_7.started,p_port_7.stopped,key_resp.keys,key_resp.rt,taste_sound_1.started,p_port_8.started,p_port_8.stopped,taste_sound_2.started,taste_sound_2.stopped,taste_sound_3.started,taste_sound_3.stopped,Roll_liquid_taste.started,Roll_liquid_taste.stopped,spit_text.started,spit_sound.started,p_port_9.started,p_port_9.stopped,spit_text.stopped,screen_clear.started,screen_clear.stopped,p_port_18.started,Palatability_Score.started,p_port_17.started,Instruction.started,p_port_17.stopped,Palatability_Score.response,Palatability_Score.rt,Rinse_text.started,p_port_10.started,p_port_10.stopped,Rinse_text.stopped,Begin_Rinse.started,p_port_11.started,p_port_11.stopped,Begin_Rinse.stopped,Finish_rinse.started,Rinse_Spit.started,p_port_12.started,p_port_12.stopped,Finish_rinse.stopped,Rinse_Spit.stopped,rest_text.started,p_port_13.started,p_port_13.stopped,rest_text.stopped,p_port_14.started,p_port_14.stopped,p_port_5.stopped,taste_sound_1.stopped,spit_sound.stopped,p_port_18.stopped,break_text.started,p_port_15.started,p_port_15.stopped,break_text.stopped,p_port_16.started,participant,session,date,expName,psychopyVersion,frameRate,
3,0,3,0,2,0,2,0,,,,,,,,,,,,,1696.885403299937,0.031181700062006712,0.13108359999023378,6.031124799977988,1702.8853927999735,1703.018834099872,1703.018834099872,0.03117470000870526,0.1310462998226285,space,0.5173804999794811,1703.5853453997988,1703.5853453997988,3.469991497695446e-05,0.098299500066787,num_9,1.982659500092268,1705.618776129908,0.002110400004312396,0.0980557999573648,1706.4020618299255,1706.7187196000014,1707.2187322297832,1707.535372799961,1707.602009799797,1715.6019695999566,1715.6019695999566,1715.6020456299884,0.014655800070613623,0.11465939995832741,1717.6186600998044,1717.7851687998045,1718.3019926999696,10.014460199978203,1725.7352896998636,0.017645600019022822,1725.7352896998636,0.11482679983600974,3.0,1.3978671999648213,1727.1689056998584,0.002758600050583482,0.09778119996190071,1733.1852535998914,1733.3519700298784,6.214340900070965,6.314358300063759,1734.368606499862,1753.368534529931,1753.3685113999527,26.230950499884784,26.330966300098225,1754.368458799785,,1756.3851894999389,0.016001000069081783,0.11427050014026463,1786.4016977997962,30.03081319993362,,,1705.9352571999189,1716.618678699946,,,,,,,9565,Gustatory,2024-08-14_17h40.29.344,Gustatory_Condition_v2,2022.2.5,30.03536063008672,
3,0,3,0,3,0,3,0,,,,,,,,,,,,,1786.5017109999899,0.03146709990687668,0.13080519996583462,6.03076560003683,1792.5017103999853,1792.6016538999975,1792.6016538999975,0.031029999954625964,0.1311645999085158,space,4.454348300117999,1797.101820099866,1797.101820099866,3.7899939343333244e-05,0.0986245998647064,num_9,1.8665767000056803,1799.0184559299378,0.002155900001525879,0.09798340010456741,1799.8017467298778,1800.118357299827,1800.6017171299318,1800.9183366999496,1801.0183376998175,1809.0183146998752,1809.0183146998752,1809.0183711299906,0.0011729001998901367,0.09792590001598,1811.0182999998797,1811.2016190998256,1811.7182702999562,10.014535800088197,1819.1349101997912,0.017550300108268857,1819.1349101997912,0.11459090001881123,5.0,1.4978597001172602,1820.6686046998948,0.002905299887061119,0.0977821999695152,1826.6682287999429,1826.8682709297864,6.2310566999949515,6.331060299882665,1827.884814699879,1846.8514293298358,1846.8515371999238,26.21439089998603,26.314304699888453,1847.868128699949,1849.868120699888,1849.868120699888,-0.0008361998479813337,0.09759830008260906,1879.8846340999007,30.014203099999577,,,1799.3183183998335,1810.034933499992,,,,,,,9565,Gustatory,2024-08-14_17h40.29.344,Gustatory_Condition_v2,2022.2.5,30.03536063008672,
3,0,3,0,4,0,4,0,,,,,,,,,,,,,1879.9846973998938,0.014879799913614988,0.1141875998582691,6.013931799912825,1885.9678861999419,1886.0846679999959,1886.0846679999959,0.014275899855419993,0.11415969976224005,space,0.6436203001067042,1886.7680379999802,1886.7680379999802,3.760005347430706e-05,0.0980114999692887,num_9,2.6239523000549525,1889.4515475298977,0.002327800029888749,0.09791860007680953,1890.234587729792,,1891.0346326298313,1891.3513400999364,1891.4513110998087,,1899.4678858998232,1899.4680293299025,0.01719260006211698,0.11449629999697208,1901.4683019998483,1901.634633799782,1902.1513230998535,10.014448599889874,1909.567854799796,0.017006399808451533,1909.567854799796,0.11450039991177619,4.0,2.4317272000480443,1912.034776999848,0.00263409991748631,0.0979494999628514,1918.0348066999577,1918.234583529993,6.231147299986333,6.331153600011021,1919.2344724999275,1938.2178603297798,1938.2178538998123,26.21452849986963,26.314532299991697,1939.2344517998863,1941.234467699891,1941.234467699891,0.00014619994908571243,0.09770589997060597,1971.2343256999739,30.030969999963418,,,1889.7680055999663,1900.4680282999761,,,,,,,9565,Gustatory,2024-08-14_17h40.29.344,Gustatory_Condition_v2,2022.2.5,30.03536063008672,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1971.3681084997952,0.03134589991532266,0.13097439985722303,2001.3842805000022,30.01416839985177,9565,Gustatory,2024-08-14_17h40.29.344,Gustatory_Condition_v2,2022.2.5,30.03536063008672,
4,0,4,0,0,0,0,0,,,,,,,,,,,,,2001.4508980999235,0.016114499885588884,0.11420929967425764,6.014138199854642,2007.4508549999446,2007.5510284998454,2007.5510284998454,0.014306499622762203,0.11413979972712696,space,1.2176775000989437,2008.817571299849,2008.817571299849,3.9700185880064964e-05,0.09751510014757514,num_9,1.5986953000538051,2010.4509182298789,0.0022299999836832285,0.09765399992465973,2011.2341071298579,,2012.0508900299901,2012.3677019998431,2012.434193499852,2020.434186999919,2020.434186999919,2020.4342247300083,0.014357399893924594,0.11434850003570318,2022.4508195999078,2022.6508150999434,2023.1508131998125,10.030875300057232,2030.5840495999437,0.03409729991108179,2030.5840495999437,0.13086759974248707,6.0,3.5311922999098897,2034.15098939999,0.0019341001752763987,0.09836080018430948,2040.1674114000052,2040.3340646299766,6.2150696001481265,6.3150102000217885,,2060.3507129299687,2060.350671699969,26.23161999997683,26.331512900069356,2061.367333199829,,2063.3673220998608,0.016437900019809604,0.11490500019863248,2093.3839770997874,30.031455000163987,,,2010.7675511999987,2021.434086299967,,,,,,,9565,Gustatory,2024-08-14_17h40.29.344,Gustatory_Condition_v2,2022.2.5,30.03536063008672,
4,0,4,0,1,0,1,0,,,,,,,,,,,,,2093.467474799836,0.015028400113806129,0.11479509994387627,6.014923800015822,2099.4671626999043,2099.5672100998927,2099.5672100998927,0.01480389991775155,0.11456110002472997,space,2.2886923998594284,2101.9005409998354,2101.9005409998354,3.810017369687557e-05,0.09822640009224415,num_9,1.5878254000563174,2103.550583529868,0.0019857999868690968,0.09798799990676343,2104.3337733299704,,2105.133823329932,2105.4337997999974,2105.5338093999308,2113.550540199969,2113.550540199969,2113.55057852983,0.0012333998456597328,0.09811559994705021,2115.5673318000045,2115.733916499885,2116.250413399888,10.014526599785313,2123.650276699802,0.0013952997978776693,2123.650276699802,0.09794459980912507,5.0,2.864716200158,2126.550627599936,0.002394799841567874,0.09830939979292452,2132.550394699909,2132.73379682994,6.214750999817625,6.314790399977937,2133.733647399815,2152.7503991298145,2152.7503519998863,26.231451299972832,26.331510299816728,2153.767006199807,2155.7503162999637,2155.7503162999637,0.0006995999719947577,0.09802319994196296,2185.766839799937,30.01453849999234,,,2103.8671379999723,2114.567159499973,10.097920299973339,,,,,,9565,Gustatory,2024-08-14_17h40.29.344,Gustatory_Condition_v2,2022.2.5,30.03536063008672,
4,0,4,0,2,0,2,0,,,,,,,,,,,,,2185.8668394999113,0.015300699742510915,0.11463479977101088,6.031179499812424,2191.883481899975,2191.9668395998888,2191.9668395998888,0.014755099778994918,0.1143158997874707,space,1.425323200179264,2193.450210099807,2193.450210099807,4.20999713242054e-05,0.09808949986472726,num_9,1.5671075000427663,2195.0667117299745,0.0014590001665055752,0.09872390003874898,2195.8503166298615,2196.166804499924,2196.650504329824,2196.9668058999814,2197.0501509997994,2205.05010959995,2205.05010959995,2205.050138929975,0.015492100035771728,0.11546600004658103,2207.0333172997925,2207.2501420998015,2207.750238499837,10.015428700018674,2215.183317599818,0.01818979997187853,2215.183317599818,0.11558189988136292,1.0,1.3982736999168992,2216.6169826998375,0.002558500040322542,0.09827210009098053,2222.6167238999624,2222.799996129819,6.2147588999941945,6.314718799898401,2223.8166840998456,2242.799944129889,2242.7999735998455,26.214726000092924,26.31466819997877,2243.8166409998666,2245.81662959978,2245.81662959978,0.0005083999130874872,0.09802430006675422,2275.8331766999327,30.014615300111473,,,2195.366838299902,2206.0667680997867,,,,,,,9565,Gustatory,2024-08-14_17h40.29.344,Gustatory_Condition_v2,2022.2.5,30.03536063008672,
4,0,4,0,3,0,3,0,,,,,,,,,,,,,2275.933175199898,0.01522339996881783,0.11460620001889765,6.014508999884129,2281.9331761999056,2282.033146899892,2282.033146899892,0.014779399847611785,0.11489819991402328,space,1.6229600000660866,2283.699835699983,2283.699835699983,4.820013418793678e-05,0.0978982001543045,num_9,1.7486028999555856,2285.483224329888,0.001458900049328804,0.11514330003410578,2286.2663726297906,2286.583011899842,2287.08316432999,,2287.483144399943,,2295.4997780998237,2295.4998743300093,0.017972799949347973,0.11500540003180504,2297.5163976999465,2297.6831059998367,2298.183068399783,10.014838899951428,2305.5829220998567,0.0011767998803406954,2305.5829220998567,0.09832099988125265,5.0,1.8651900999248028,2307.483280699933,0.002653899835422635,0.09798159985803068,2313.483057399979,2313.6664414299885,6.2147005998995155,6.314583099912852,2314.6663508999627,2333.6830172300106,2333.6829371999484,26.231227499898523,26.33127379999496,,2336.6829505998176,2336.6829505998176,0.0002444998826831579,0.09769259998574853,2366.6828254999127,30.03110220003873,,,,2296.51640159986,10.098193699959666,,,,,,9565,Gustatory,2024-08-14_17h40.29.344,Gustatory_Condition_v2,2022.2.5,30.03536063008672,
4,0,4,0,4,0,4,0,,,,,,,,,,,,,2366.8162652999163,0.03179059992544353,0.1310220998711884,6.014483999926597,2372.8327736000065,2372.8994766999967,2372.8994766999967,0.014445499749854207,0.11459189979359508,space,1.108405499951914,2374.0661439998075,2374.0661439998075,4.800013266503811e-05,0.09778170008212328,num_9,0.9337029000744224,2375.032856229809,0.002357700141146779,0.09751380002126098,2375.816186329932,2376.1160052998457,2376.6162392297992,2376.9161087998655,2377.016085199779,2385.0328279999085,2385.0328279999085,2385.032880629995,0.0008984999731183052,0.09758500009775162,2387.049470799975,2387.199313599849,2387.716085199965,10.030852500116453,2395.1658981000073,0.0332825998775661,2395.1658981000073,0.1307691999245435,3.0,2.298348000040278,2397.4995950998273,0.0022299999836832285,0.09824359999038279,2403.5160267998,2403.699398029945,6.231174899963662,6.331200100015849,2404.71613429999,2423.6826386299217,2423.6826405997854,26.214607500005513,26.314425999997184,2424.6992769998033,2426.6992347999476,2426.6992347999476,0.00015970016829669476,0.09794350014999509,2456.715818599798,30.01429249998182,,,2375.349480399862,2386.049406899838,,,,,,,9565,Gustatory,2024-08-14_17h40.29.344,Gustatory_Condition_v2,2022.2.5,30.03536063008672,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2456.815751099959,0.01463690004311502,0.11429250007495284,2486.8323696998414,30.0308781999629,9565,Gustatory,2024-08-14_17h40.29.344,Gustatory_Condition_v2,2022.2.5,30.03536063008672,
