loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_2.started,sync_beep_2.stopped,textbox.started,p_port_2.started,p_port_2.stopped,textbox.stopped,p_port_3.started,instructions.started,key_resp.started,p_port_4.started,p_port_4.stopped,key_resp.keys,key_resp.rt,cross.started,p_port_6.started,p_port_6.stopped,cross.stopped,p_port_7.started,p_port_7.stopped,disgust_image.started,p_port_8.started,p_port_8.stopped,disgust_image.stopped,p_port_9.started,disgust_score.started,p_port_10.started,p_port_10.stopped,disgust_score.response,disgust_score.rt,p_port_9.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,14.593220289517195,0.0016375998966395855,0.10201549995690584,15.289240389782936,15.72249750001356,15.72249750001356,0.003289999905973673,0.10206099972128868,35.72231790004298,20.002218599896878,35.822284599766135,35.822284599766135,0.0022004996426403522,0.10210369993001223,space,5.93004670040682,,,,,,,,,,,,,,,,,,673,Visual,2024-03-22_14h38.28.763,Visual_Condition_v2,2022.2.5,29.945517122649377,
0,0,0,0,,,,,,,,,,,,,,,,,41.788944999687374,0.0017631002701818943,0.0981606999412179,47.77212919993326,6.014672200195491,6.097969800233841,47.90573429968208,0.012698700185865164,0.11500769993290305,53.90561489993706,6.014764599967748,54.00620339997113,0.017312500160187483,0.11468489980325103,0.0,5.448569200001657,,673,Visual,2024-03-22_14h38.28.763,Visual_Condition_v2,2022.2.5,29.945517122649377,
1,0,1,0,,,,,,,,,,,,,,,,,59.4891476999037,0.0004691001959145069,0.09693760005757213,65.48891260009259,6.030174999963492,,65.65552769973874,0.06284640030935407,0.16372120007872581,71.6556162997149,6.030245100148022,71.72215089993551,0.03368989983573556,0.13009560015052557,2.0,13.097437999676913,,673,Visual,2024-03-22_14h38.28.763,Visual_Condition_v2,2022.2.5,29.945517122649377,
2,0,2,0,,,,,,,,,,,,,,,,,84.8557167998515,0.0006952001713216305,0.09759319992735982,90.8554662996903,6.030556300189346,,91.00560689996928,0.05611959984526038,0.1472546998411417,97.00550869992003,6.013879399746656,97.07206710008904,0.016267799772322178,0.11388939991593361,0.0,1.6985294995829463,,673,Visual,2024-03-22_14h38.28.763,Visual_Condition_v2,2022.2.5,29.945517122649377,
3,0,3,0,,,,,,,,,,,,,,,,,98.8056907998398,0.00042770011350512505,0.09759160038083792,104.80549409985542,6.0309756002388895,,104.95546619966626,0.04986550007015467,0.14770690025761724,110.95549819990993,6.014243300072849,111.02205500006676,0.016480399761348963,0.11415569996461272,0.0,1.5320000001229346,,673,Visual,2024-03-22_14h38.28.763,Visual_Condition_v2,2022.2.5,29.945517122649377,
4,0,4,0,,,,,,,,,,,,,,,,,112.58903699973598,0.0007078000344336033,0.09696910018101335,118.58883199980482,6.030320500023663,,118.7386138997972,0.048531599808484316,0.14690779987722635,124.73872559983283,6.0135592999868095,124.80528330011293,0.014278799761086702,0.11346489982679486,0.0,1.1335617997683585,,673,Visual,2024-03-22_14h38.28.763,Visual_Condition_v2,2022.2.5,29.945517122649377,
5,0,5,0,,,,,,,,,,,,,,,,,125.97232929989696,0.0004640999250113964,0.09714229963719845,131.98906360007823,6.014062199741602,,132.13889549998567,0.05986189981922507,0.16384049970656633,138.13879509968683,6.030504999682307,138.2052782997489,0.033170499838888645,0.13039549952372909,0.0,1.3652650001458824,,673,Visual,2024-03-22_14h38.28.763,Visual_Condition_v2,2022.2.5,29.945517122649377,
6,0,6,0,,,,,,,,,,,,,,,,,139.60568899987265,0.0004628002643585205,0.09728639991953969,145.60545489983633,6.03059219988063,,145.75530519988388,0.046819199807941914,0.14730129996314645,151.7553976997733,6.013753400184214,151.82191279996186,0.01761909993365407,0.1136956000700593,0.0,1.430515999905765,,673,Visual,2024-03-22_14h38.28.763,Visual_Condition_v2,2022.2.5,29.945517122649377,
7,0,7,0,,,,,,,,,,,,,,,,,153.2890039999038,0.0005625002086162567,0.09719030000269413,159.30532909976318,6.01377660036087,,159.42199499998242,0.031501099932938814,0.13046870008111,165.4220068999566,6.030353399924934,165.52203809982166,0.033426899928599596,0.1304258001036942,2.0,7.098175399936736,,673,Visual,2024-03-22_14h38.28.763,Visual_Condition_v2,2022.2.5,29.945517122649377,
8,0,8,0,,,,,,,,,,,,,,,,,172.6554441000335,0.0003649001009762287,0.09933470003306866,178.67199209984392,6.015910900197923,,178.78854990005493,0.030633300077170134,0.13256439985707402,184.78851439990103,5.999214299954474,184.8550895000808,0.0010122000239789486,0.09917259961366653,0.0,2.46595019986853,6.099048200063407,673,Visual,2024-03-22_14h38.28.763,Visual_Condition_v2,2022.2.5,29.945517122649377,
