loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_2.started,sync_beep_2.stopped,textbox.started,p_port_2.started,p_port_2.stopped,textbox.stopped,p_port_3.started,instructions.started,key_resp.started,p_port_4.started,p_port_4.stopped,key_resp.keys,key_resp.rt,cross.started,p_port_6.started,p_port_6.stopped,cross.stopped,p_port_7.started,disgust_image.started,p_port_8.started,p_port_8.stopped,p_port_9.started,disgust_image.stopped,disgust_score.started,p_port_10.started,p_port_10.stopped,disgust_score.response,disgust_score.rt,p_port_7.stopped,p_port_9.stopped,participant,session,date,expName,psychopyVersion,frameRate,
22,0,22,0,,,,,,,,,,,,,,,,,347.2222605999559,0.0007404997013509274,0.09675709996372461,353.238769300282,6.01341630006209,353.35542700020596,0.030308399815112352,0.13013989990577102,6.03026369959116,359.355233900249,359.4551744000055,0.032740999944508076,0.13008739985525608,0.0,1.1982380002737045,,,7150,Visual,2024-10-18_12h12.04.459,Visual_Condition_v2,2022.2.5,30.008096197094687,
23,0,23,0,,,,,,,,,,,,,,,,,360.6888635000214,0.00022909976541996002,0.09937619976699352,366.70521470019594,6.015888699796051,366.838509300258,0.0441389000043273,0.14904099982231855,6.015736899804324,372.83851790009066,372.9051036001183,0.018849299754947424,0.11584109952673316,0.0,1.2313799997791648,,,7150,Visual,2024-10-18_12h12.04.459,Visual_Condition_v2,2022.2.5,30.008096197094687,
24,0,24,0,,,,,,,,,,,,,,,,,374.1720300000161,0.0002478999085724354,0.09918499970808625,380.1718222000636,5.999301199801266,380.30505920015275,0.03167909989133477,0.1325266999192536,5.999098099768162,386.3051374000497,386.3718317998573,0.0029348996467888355,0.09937879955396056,1.0,1.9304582998156548,6.0990872997790575,6.099158799741417,7150,Visual,2024-10-18_12h12.04.459,Visual_Condition_v2,2022.2.5,30.008096197094687,
25,0,25,0,,,,,,,,,,,,,,,,,388.33876729989424,0.0002275998704135418,0.09917689999565482,394.3551504998468,6.015728599857539,394.55515110027045,0.08697939990088344,0.2159900995902717,6.0156429996714,,400.5550752002746,0.018441999796777964,0.11567029962316155,0.0,2.8317435001954436,,,7150,Visual,2024-10-18_12h12.04.459,Visual_Condition_v2,2022.2.5,30.008096197094687,
26,0,26,0,,,,,,,,,,,,,,,,,403.4221613998525,0.0006979997269809246,0.09718819987028837,409.4383646999486,6.013786099851131,409.55504229990765,0.03179929964244366,0.13047279976308346,6.030395200010389,415.53825609991327,415.6382678002119,0.01622609980404377,0.1137369996868074,0.0,1.2985916999168694,,,7150,Visual,2024-10-18_12h12.04.459,Visual_Condition_v2,2022.2.5,30.008096197094687,
27,0,27,0,,,,,,,,,,,,,,,,,416.9719508001581,0.0005619996227324009,0.0972391995601356,422.9716492998414,6.030462799593806,423.1216576001607,0.04651149967685342,0.14723309967666864,6.013776999898255,429.12175799999386,429.18830840010196,0.016538699623197317,0.11398019967600703,0.0,1.5314646000042558,,,7150,Visual,2024-10-18_12h12.04.459,Visual_Condition_v2,2022.2.5,30.008096197094687,
28,0,28,0,,,,,,,,,,,,,,,,,430.7551397001371,0.00022909976541996002,0.09934799978509545,436.7716097002849,6.015760200098157,436.8882940001786,0.03582069976255298,0.13241569977253675,5.9990513999946415,442.88839810015634,442.9548265002668,0.002374899573624134,0.09903779998421669,0.0,1.0641946997493505,,6.099039100110531,7150,Visual,2024-10-18_12h12.04.459,Visual_Condition_v2,2022.2.5,30.008096197094687,
29,0,29,0,,,,,,,,,,,,,,,,,444.0549270999618,0.0005059000104665756,0.09743470000103116,450.0511388001032,6.010035499930382,450.16771969990805,0.01974690007045865,0.13034769985824823,6.030656899791211,456.18821580009535,456.27155080018565,0.015841499902307987,0.11393539980053902,1.0,1.399347699712962,6.0934000997804105,,7150,Visual,2024-10-18_12h12.04.459,Visual_Condition_v2,2022.2.5,30.008096197094687,
30,0,30,0,,,,,,,,,,,,,,,,,457.7050719000399,0.0005005002021789551,0.09747719997540116,463.7215497000143,6.014118200168014,463.8547676000744,0.05753759993240237,0.14718220010399818,6.013982399832457,469.8548320000991,469.92137430002913,0.01688549993559718,0.11400189995765686,0.0,1.4312999001704156,,,7150,Visual,2024-10-18_12h12.04.459,Visual_Condition_v2,2022.2.5,30.008096197094687,
31,0,31,0,,,,,,,,,,,,,,,,,471.38844999996945,0.0006718002259731293,0.0971826002933085,477.3881699000485,6.030463800299913,477.5380333000794,0.04931130027398467,0.1471275999210775,6.013709300197661,483.53809679998085,483.6047123000026,0.01555720018222928,0.11367580015212297,0.0,1.132282099686563,,,7150,Visual,2024-10-18_12h12.04.459,Visual_Condition_v2,2022.2.5,30.008096197094687,
32,0,32,0,,,,,,,,,,,,,,,,,484.7718544001691,0.0004925001412630081,0.0973628000356257,490.78815020015463,6.013855299912393,490.904601899907,0.03243550006300211,0.130517499987036,6.030482899863273,496.9047019998543,497.00472710002214,0.03307090001180768,0.13044089963659644,0.0,0.9649455999024212,,,7150,Visual,2024-10-18_12h12.04.459,Visual_Condition_v2,2022.2.5,30.008096197094687,
33,0,33,0,,,,,,,,,,,,,,,,,498.0050193001516,0.0005961996503174305,0.09762959973886609,504.0047124000266,6.030938500072807,504.13788430020213,0.03509809961542487,0.13093849970027804,6.030881999526173,510.1379964998923,510.23797710007057,0.033743899781256914,0.1308945994824171,0.0,0.8647285001352429,,,7150,Visual,2024-10-18_12h12.04.459,Visual_Condition_v2,2022.2.5,30.008096197094687,
34,0,34,0,,,,,,,,,,,,,,,,,511.13830880029127,0.0008352999575436115,0.0973939998075366,517.137963599991,6.030700400006026,517.2878958000802,0.045008199755102396,0.1473607998341322,6.013854600023478,523.2879087999463,523.3545865998603,0.01653079967945814,0.11390629969537258,1.0,5.2983629000373185,,,7150,Visual,2024-10-18_12h12.04.459,Visual_Condition_v2,2022.2.5,30.008096197094687,
35,0,35,0,,,,,,,,,,,,,,,,,528.6879246002063,0.0008008000440895557,0.09695899998769164,534.6880536000244,6.030477299820632,534.8211000002921,0.028785199858248234,0.1303275995887816,6.030355899594724,540.8212073999457,540.9044552999549,0.01582839945331216,0.11358819948509336,0.0,1.1654087998904288,,,7150,Visual,2024-10-18_12h12.04.459,Visual_Condition_v2,2022.2.5,30.008096197094687,
36,0,36,0,,,,,,,,,,,,,,,,,542.1048024999909,0.0006352998316287994,0.0972258998081088,548.1045478000306,6.030470499768853,548.2549749002792,0.055968299973756075,0.14708599960431457,6.013711799867451,554.237701700069,554.3211238002405,0.016248599626123905,0.11351929977536201,0.0,1.1316558998078108,,,7150,Visual,2024-10-18_12h12.04.459,Visual_Condition_v2,2022.2.5,30.008096197094687,
37,0,37,0,,,,,,,,,,,,,,,,,555.4880082998425,0.00023959996178746223,0.09927719971165061,561.5044853002764,6.015863299835473,561.6215182002634,0.030824599787592888,0.13289899984374642,5.999220099765807,567.6211139000952,567.6877774000168,0.002470599487423897,0.09912959951907396,0.0,1.36430269991979,,6.099191699642688,7150,Visual,2024-10-18_12h12.04.459,Visual_Condition_v2,2022.2.5,30.008096197094687,
38,0,38,0,,,,,,,,,,,,,,,,,569.0879983999766,0.0005326000973582268,0.09720000019297004,575.1045190002769,6.0137712000869215,575.2876653000712,0.09113120008260012,0.1971017001196742,6.030488300137222,581.28760230029,581.32095640013,0.03170779999345541,0.13047160021960735,0.0,1.3000135002657771,,,7150,Visual,2024-10-18_12h12.04.459,Visual_Condition_v2,2022.2.5,30.008096197094687,
39,0,39,0,,,,,,,,,,,,,,,,,582.6546340999193,0.00044609978795051575,0.09722130000591278,588.6543926000595,6.030625499784946,588.8210531002842,0.06237880000844598,0.16380109963938594,6.030522599816322,594.821006000042,594.8875798000954,0.03340329974889755,0.13064829958602786,0.0,1.0313748000189662,,,7150,Visual,2024-10-18_12h12.04.459,Visual_Condition_v2,2022.2.5,30.008096197094687,
40,0,40,0,,,,,,,,,,,,,,,,,595.9545872001909,0.0006388998590409756,0.09695859998464584,601.9543085000478,6.0302993999794126,602.1042498000897,0.05196789978072047,0.14712749980390072,6.013578400015831,608.1043504001573,608.1710173999891,0.016137499827891588,0.11347219999879599,2.0,1.365028899628669,,,7150,Visual,2024-10-18_12h12.04.459,Visual_Condition_v2,2022.2.5,30.008096197094687,
41,0,41,0,,,,,,,,,,,,,,,,,609.5708475001156,0.0006356001831591129,0.09724909998476505,615.5709593002684,6.030684800352901,615.737825400196,0.05962020019069314,0.16403699992224574,6.030371699947864,621.7375302002765,621.8043960998766,0.03339400002732873,0.1303083999082446,1.0,1.7312655998393893,,,7150,Visual,2024-10-18_12h12.04.459,Visual_Condition_v2,2022.2.5,30.008096197094687,
42,0,42,0,,,,,,,,,,,,,,,,,623.5711047002114,0.0002230997197329998,0.09923970000818372,629.5708343000151,5.999138199724257,629.6706544002518,0.010972399730235338,0.09899459965527058,5.999087599571794,635.6708098999225,635.7874501002952,0.018349299672991037,0.1155772996135056,3.0,3.0315658999606967,6.098872699774802,,7150,Visual,2024-10-18_12h12.04.459,Visual_Condition_v2,2022.2.5,30.008096197094687,
43,0,43,0,,,,,,,,,,,,,,,,,638.8543632002547,0.0006834999658167362,0.09721230017021298,644.8708195001818,6.013748299796134,645.3708879998885,0.25966360000893474,0.5138277998194098,6.013756599742919,,651.0672581000254,0.012234400026500225,0.10984279960393906,0.0,1.2523670997470617,,,7150,Visual,2024-10-18_12h12.04.459,Visual_Condition_v2,2022.2.5,30.008096197094687,
44,0,44,0,,,,,,,,,,,,,,,,,652.3543107002042,0.0004802001640200615,0.09749120008200407,658.3707841001451,6.014133000280708,658.5041789002717,0.03855289984494448,0.14740230003371835,6.013964000158012,664.5040466999635,664.5707594002597,0.016315999906510115,0.11400029994547367,0.0,1.0321542001329362,,,7150,Visual,2024-10-18_12h12.04.459,Visual_Condition_v2,2022.2.5,30.008096197094687,
45,0,45,0,,,,,,,,,,,,,,,,,665.6376678002998,0.0004664999432861805,0.09747439995408058,671.6540021002293,6.014124700333923,671.787295000162,0.043898799922317266,0.1474294001236558,6.014055000152439,677.78733620001,677.8539733998477,0.01681859977543354,0.11394849978387356,0.0,0.998091199900955,,,7150,Visual,2024-10-18_12h12.04.459,Visual_Condition_v2,2022.2.5,30.008096197094687,
46,0,46,0,,,,,,,,,,,,,,,,,678.8876199000515,0.0005246996879577637,0.0976813999004662,684.903895500116,6.014390699565411,685.0539406002499,0.0676317997276783,0.16431179968640208,6.030999099835753,691.053925300017,691.1204980001785,0.03378209937363863,0.1309300996363163,0.0,1.2982951998710632,,,7150,Visual,2024-10-18_12h12.04.459,Visual_Condition_v2,2022.2.5,30.008096197094687,
47,0,47,0,,,,,,,,,,,,,,,,,692.4541751001962,0.00047510024160146713,0.09749800013378263,698.4705441999249,6.014353400096297,698.5871109999716,0.029094699770212173,0.13080730009824038,6.030776800122112,704.5872423001565,704.6871591000818,0.03357589989900589,0.1308029997162521,3.0,1.5664479997940361,,,7150,Visual,2024-10-18_12h12.04.459,Visual_Condition_v2,2022.2.5,30.008096197094687,
48,0,48,0,,,,,,,,,,,,,,,,,706.2874539000914,0.0005051000043749809,0.0971997999586165,712.303883000277,6.0138077000156045,712.4208502001129,0.02688479982316494,0.13063439959660172,6.03048069961369,718.4037387999706,718.5038033998571,0.01630529947578907,0.11364939948543906,1.0,1.0649209003895521,,,7150,Visual,2024-10-18_12h12.04.459,Visual_Condition_v2,2022.2.5,30.008096197094687,
49,0,49,0,,,,,,,,,,,,,,,,,719.603846100159,0.0007462999783456326,0.0971260997466743,725.6038365000859,6.030545199755579,725.7371419998817,0.028839399572461843,0.13048959989100695,6.0304871997796,731.73711430002,731.8203254002146,0.01628629956394434,0.11382769979536533,0.0,1.1317890998907387,,,7150,Visual,2024-10-18_12h12.04.459,Visual_Condition_v2,2022.2.5,30.008096197094687,
50,0,50,0,,,,,,,,,,,,,,,,,732.9873247998767,0.0005335002206265926,0.09748579980805516,738.9702515001409,6.01393559994176,739.1037560002878,0.014628199860453606,0.11405989993363619,6.014051000121981,745.1037463000976,745.2036323999055,0.01673869974911213,0.11399640003219247,0.0,1.1316816001199186,6.097405199892819,,7150,Visual,2024-10-18_12h12.04.459,Visual_Condition_v2,2022.2.5,30.008096197094687,
51,0,51,0,,,,,,,,,,,,,,,,,746.3704518000595,0.0006630001589655876,0.09709230018779635,752.386952099856,6.013831800315529,752.5203174999915,0.04444550024345517,0.14722050027921796,6.013641800265759,758.5203078999184,758.5868962001987,0.016627400182187557,0.11372479982674122,0.0,1.1646592998877168,,,7150,Visual,2024-10-18_12h12.04.459,Visual_Condition_v2,2022.2.5,30.008096197094687,
52,0,52,0,,,,,,,,,,,,,,,,,759.7872272999957,0.0005288999527692795,0.09734069975093007,765.803657699842,6.0138539001345634,765.9202076001093,0.035329699981957674,0.13049539970234036,6.030483799986541,771.9202970000915,772.0202204002999,0.032913099974393845,0.13050299976021051,0.0,0.9654267998412251,,,7150,Visual,2024-10-18_12h12.04.459,Visual_Condition_v2,2022.2.5,30.008096197094687,
53,0,53,0,,,,,,,,,,,,,,,,,773.020564999897,0.00022369995713233948,0.09929889999330044,779.020177999977,6.015827900264412,779.1534571000375,0.0429946999065578,0.1324931001290679,5.999069599900395,785.1533889998682,785.2202019002289,0.0012309998273849487,0.0991333001293242,0.0,1.1989487996324897,6.098988000303507,6.099018699955195,7150,Visual,2024-10-18_12h12.04.459,Visual_Condition_v2,2022.2.5,30.008096197094687,
54,0,54,0,,,,,,,,,,,,,,,,,786.453558600042,0.0004916000179946423,0.09769719978794456,792.4536135001108,6.031121700070798,792.6869622999802,0.09509069984778762,0.2312083998695016,6.030873399693519,,798.6869135000743,0.0335099995136261,0.13117679953575134,0.0,1.3317475002259016,,,7150,Visual,2024-10-18_12h12.04.459,Visual_Condition_v2,2022.2.5,30.008096197094687,
55,0,55,0,,,,,,,,,,,,,,,,,800.0537693002261,0.0002297000028192997,0.09915499994531274,806.0701065999456,6.015765199903399,806.2034046002664,0.04314749967306852,0.14946499979123473,6.015787199605256,812.2034744000994,812.2700574998744,0.018392499536275864,0.11563289957121015,0.0,2.86489209998399,,,7150,Visual,2024-10-18_12h12.04.459,Visual_Condition_v2,2022.2.5,30.008096197094687,
56,0,56,0,,,,,,,,,,,,,,,,,815.170328900218,0.0004913997836410999,0.09716499969363213,821.170068600215,6.030453700106591,821.3199913999997,0.045414399821311235,0.14703099988400936,6.0137252998538315,827.3200476998463,827.386619400233,0.01669099973514676,0.1138375997543335,0.0,1.0312755997292697,,,7150,Visual,2024-10-18_12h12.04.459,Visual_Condition_v2,2022.2.5,30.008096197094687,
57,0,57,0,,,,,,,,,,,,,,,,,828.4533698000014,0.0002506999298930168,0.0990420002490282,834.4365325998515,5.999053600244224,834.5532152000815,0.032366300001740456,0.1324638999067247,5.999108899850398,840.5532869002782,840.6532360999845,0.0023933998309075832,0.09898249991238117,0.0,0.9641892001964152,6.082403900101781,6.099104600027204,7150,Visual,2024-10-18_12h12.04.459,Visual_Condition_v2,2022.2.5,30.008096197094687,
58,0,58,0,,,,,,,,,,,,,,,,,841.6532773999497,0.0006297999061644077,0.09674260020256042,847.6700968001969,6.013629300054163,847.7865929002874,0.030305899679660797,0.1301130997017026,6.029971099924296,853.7866394002922,853.8866858999245,0.032586099579930305,0.13014289969578385,1.0,1.898165199905634,,,7150,Visual,2024-10-18_12h12.04.459,Visual_Condition_v2,2022.2.5,30.008096197094687,
59,0,59,0,,,,,,,,,,,,,,,,,855.8202259000391,0.0005816002376377583,0.09706280007958412,861.8199175000191,6.030430400278419,861.9699793001637,0.04650449985638261,0.14725559996441007,6.013680699747056,867.9698429000564,868.0365550001152,0.016389799769967794,0.11363949999213219,2.0,1.0982620003633201,,,7150,Visual,2024-10-18_12h12.04.459,Visual_Condition_v2,2022.2.5,30.008096197094687,
60,0,60,0,,,,,,,,,,,,,,,,,869.1698293001391,0.00024349987506866455,0.11612110026180744,875.1698356000707,5.99928930029273,875.3697188999504,0.10489050019532442,0.19947109976783395,6.015874799806625,,881.3868856001645,0.018629999831318855,0.11603119969367981,0.0,1.0982272000983357,6.099086300004274,,7150,Visual,2024-10-18_12h12.04.459,Visual_Condition_v2,2022.2.5,30.008096197094687,
61,0,61,0,,,,,,,,,,,,,,,,,882.5199802001007,0.00041660014539957047,0.09764340007677674,888.5364636001177,6.014303599949926,889.0532312002033,0.27087630005553365,0.5312047000043094,6.014284399803728,,894.7160053001717,0.012705299537628889,0.09742859983816743,0.0,1.186084700282663,,,7150,Visual,2024-10-18_12h12.04.459,Visual_Condition_v2,2022.2.5,30.008096197094687,
62,0,62,0,,,,,,,,,,,,,,,,,895.9533406998962,0.00024590035900473595,0.09931640001013875,901.9697210001759,6.015783800277859,902.1197437001392,0.06165829999372363,0.16577970003709197,5.999092900194228,908.119732900057,908.152910800185,0.0024974001571536064,0.09932949999347329,0.0,1.1975575000979006,,6.099169200286269,7150,Visual,2024-10-18_12h12.04.459,Visual_Condition_v2,2022.2.5,30.008096197094687,
