loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,evaluate_all_emotions.thisRepN,evaluate_all_emotions.thisTrialN,evaluate_all_emotions.thisN,evaluate_all_emotions.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,sync_beep_3.stopped,sync_beep_4.started,sync_beep_4.stopped,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,Game_Start_Text.started,p_port_4.started,p_port_4.stopped,key_resp.started,key_resp.keys,key_resp.rt,fixation_cross.started,p_port_5.started,p_port_5.stopped,fixation_cross.stopped,p_port_6.started,player_image_intro.started,player_name_intro.started,p_port_7.started,p_port_7.stopped,p_port_8.started,player_image_offer.started,player_name_offer.started,proposed_split.started,p_port_9.started,p_port_9.stopped,proposed_split.stopped,accept_reject.started,p_port_15.started,p_port_15.stopped,accept_reject.stopped,p_port_10.started,arrow_instructions.started,offer_choice.started,p_port_11.started,p_port_11.stopped,offer_choice.keys,offer_choice.rt,Instructions_Affinity_Score.started,p_port_12.started,p_port_12.stopped,Emotion_Image.started,AffinityScore.started,p_port_13.started,p_port_13.stopped,AffinityScore.response,AffinityScore.rt,Instruction.started,Moral_Disgust_Score.started,p_port_14.started,p_port_14.stopped,Moral_Disgust_Score.response,Moral_Disgust_Score.rt,player_image_offer.stopped,player_name_offer.stopped,player_image_intro.stopped,player_name_intro.stopped,Instructions_Affinity_Score.stopped,p_port_6.stopped,p_port_10.stopped,p_port_8.stopped,participant,session,date,expName,psychopyVersion,frameRate,
5,0,5,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376.59679239988327,376.59679239988327,0.0071066999807953835,0.09828989999368787,5.0,1.6586326998658478,,,,,,,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
5,0,5,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.2966267997399,378.2966267997399,0.006679600104689598,0.09913939982652664,1.0,2.02671069977805,,,,,,,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
5,0,5,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380.36331319995224,380.36331319995224,0.0077137998305261135,0.09759959997609258,5.0,2.6909989998675883,,,,,,,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
5,0,5,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.0966273001395,383.0966273001395,0.007179100066423416,0.09816400008276105,1.0,1.5918601998127997,,,,,,,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
5,0,5,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384.73011799994856,384.73011799994856,0.0067714001052081585,0.0992323998361826,5.0,2.2267269999720156,,,,,,,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
5,0,5,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386.99660329986364,386.99660329986364,0.006916900165379047,0.09837380005046725,6.0,1.6938051003962755,,,,,,,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.730169699993,388.730169699993,0.0014709997922182083,0.09788409993052483,2.0,2.0978459999896586,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
6,0,6,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,390.8636175999418,0.000274099875241518,0.09775449987500906,396.8633773000911,6.031146100256592,397.0636016000062,397.0636016000062,0.08913929993286729,0.19775409996509552,6.031027500052005,403.1631994000636,403.1631994000636,403.1631994000636,0.0864756996743381,0.1979807997122407,408.8633312000893,409.06329539977014,6.031066099647433,6.1310807997360826,415.0632597999647,12.031033799983561,415.196788799949,415.196788799949,0.03180289966985583,0.13134629977867007,up,1.8009135001339018,417.0633109998889,6.440002471208572e-05,0.09790939977392554,423.0799690000713,423.0799690000713,0.01002809964120388,0.11442389991134405,2.0,3.2721520997583866,,,,,,,415.1634551999159,415.1634551999159,403.06332649989054,403.06332649989054,423.0799690000713,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
6,0,6,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426.3797319000587,426.3797319000587,0.0077450997196137905,0.09774589957669377,1.0,1.5243931002914906,,,,,,,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
6,0,6,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427.9465700997971,427.9465700997971,0.00744110019877553,0.09764990024268627,5.0,2.2577869999222457,,,,,,,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
6,0,6,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430.2465570997447,430.2465570997447,0.007209199946373701,0.09794189967215061,1.0,2.12515340000391,,,,,,,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
6,0,6,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432.41331980004907,432.41331980004907,0.007804700173437595,0.09734980016946793,7.0,1.9906651000492275,,,,,,,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
6,0,6,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434.4634079998359,434.4634079998359,0.00781949982047081,0.11455659987404943,1.0,3.2407730002887547,,,,,,,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
6,0,6,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437.72983710002154,437.72983710002154,0.007014199625700712,0.09818740002810955,4.0,4.225651300046593,,,,,,,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441.9967029998079,441.9967029998079,0.0007054000161588192,0.09939590003341436,6.0,2.566519499756396,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
7,0,7,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,444.5965800001286,0.0001370999962091446,0.09884139988571405,450.6131355999969,6.015738199930638,450.77965499972925,450.77965499972925,0.07434329949319363,0.1822160999290645,6.015651099849492,456.8799001998268,456.8799001998268,456.8799001998268,0.07679439941421151,0.18249059980735183,462.57989980001,462.7801179997623,6.0159179996699095,6.115548999514431,468.7797958999872,12.01564469980076,468.91312799975276,468.91312799975276,0.015561599750071764,0.11566379945725203,down,13.180607500020415,482.1297073001042,7.600011304020882e-05,0.09783340012654662,488.1629874999635,488.1629874999635,0.025334300007671118,0.1311145001091063,1.0,2.140206899959594,,,,,,,468.8796950997785,468.8796950997785,456.76301620015875,456.76301620015875,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
7,0,7,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490.3464065999724,490.3464065999724,0.009571800008416176,0.11411590036004782,5.0,2.8054471001960337,,,,,,,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
7,0,7,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493.17959439987317,493.17959439987317,0.007224800065159798,0.09872870007529855,6.0,1.592499100137502,,,,,,,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
7,0,7,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494.8131801998243,494.8131801998243,0.006743500009179115,0.09720609989017248,6.0,3.0251467004418373,,,,,,,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
7,0,7,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497.87974470015615,497.87974470015615,0.006580699700862169,0.09928629966452718,6.0,2.4932874999940395,,,,,,,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
7,0,7,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.41284540016204,500.41284540016204,0.0069678002037107944,0.09941740008071065,1.0,3.25986220035702,,,,,,,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
7,0,7,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503.7131460001692,503.7131460001692,0.006526200100779533,0.09917180007323623,5.0,3.360283700283617,,,,,,,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507.11286089988425,507.11286089988425,0.002046099863946438,0.09722549980506301,2.0,2.93030419992283,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
8,0,8,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,510.0799652999267,0.00029559992253780365,0.09809719957411289,516.0963010000996,6.014653299935162,516.2629686999135,516.2629686999135,0.07788819959387183,0.1812446997500956,6.014511399902403,522.3629744001664,522.3629744001664,522.3629744001664,0.0778586994856596,0.1814658995717764,528.0629142997786,528.263048000168,6.01469949958846,6.114537099841982,534.2628961997107,12.01454779971391,534.3961851000786,534.3961851000786,0.014531399589031935,0.11462369933724403,up,1.4183340999297798,535.8630079999566,4.429975524544716e-05,0.09778489964082837,541.8794104997069,541.8794104997069,0.00989339966326952,0.11454049963504076,5.0,5.805485900025815,,,,,,,534.3460737997666,534.3460737997666,522.2631155997515,522.2631155997515,541.8794104997069,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
8,0,8,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,547.7297426001169,547.7297426001169,0.008294499944895506,0.11435340018942952,1.0,1.8737043999135494,,,,,,,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
8,0,8,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549.6293569998816,549.6293569998816,0.010558499954640865,0.09715500008314848,5.0,5.7875808998942375,,,,,,,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
8,0,8,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555.4627288999036,555.4627288999036,0.006682399660348892,0.09928509965538979,1.0,1.5271272002719343,,,,,,,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
8,0,8,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,557.0293185999617,557.0293185999617,0.0069194999523460865,0.09749670000746846,6.0,1.691440699622035,,,,,,,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
8,0,8,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,558.7627765997313,558.7627765997313,0.008773499634116888,0.09741579974070191,6.0,2.856487600132823,,,,,,,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
8,0,8,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,561.6626412998885,561.6626412998885,0.006735699716955423,0.09920870000496507,5.0,1.893378300126642,,,,,,,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,563.5960404998623,563.5960404998623,0.0020190998911857605,0.09707179991528392,2.0,2.6297162999399006,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
9,0,9,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,566.2631624001078,0.000138899777084589,0.0994370998814702,572.2793907001615,6.015928799752146,572.4460694999434,572.4460694999434,0.07767619984224439,0.18267619982361794,6.015781099908054,578.5460500000045,578.5460500000045,578.5460500000045,0.07816179981455207,0.1827562996186316,584.2461394998245,584.446112900041,6.015922699589282,6.1157735995948315,590.4461117000319,12.015925099607557,590.5793490000069,590.5793490000069,0.01609249971807003,0.11568929953500628,up,0.6590990000404418,591.2794543998316,4.1400082409381866e-05,0.09764490043744445,597.2791761001572,597.2791761001572,0.00422890018671751,0.09779790043830872,1.0,5.694320099893957,,,,,,,590.5461222999729,590.5461222999729,578.4460821999237,578.4460821999237,597.2791761001572,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
9,0,9,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,603.0293870000169,603.0293870000169,0.010330900084227324,0.11448909994214773,4.0,4.304945600219071,,,,,,,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
9,0,9,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,607.3625440998003,607.3625440998003,0.006729200016707182,0.09919149987399578,1.0,1.5936259999871254,,,,,,,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
9,0,9,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608.9959221999161,608.9959221999161,0.006736000068485737,0.09926760010421276,6.0,2.1931594000197947,,,,,,,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
9,0,9,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611.2293500998057,611.2293500998057,0.007477799896150827,0.0976326996460557,7.0,2.1247280999086797,,,,,,,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
9,0,9,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,613.3960098000243,613.3960098000243,0.008193599991500378,0.09855660004541278,1.0,3.291751999873668,,,,,,,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
9,0,9,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,616.7295705997385,616.7295705997385,0.0075135002844035625,0.09803480003029108,1.0,1.291435900144279,,,,,,,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,618.0627875998616,618.0627875998616,0.0012552998960018158,0.09780809981748462,6.0,2.5312322000972927,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
10,0,10,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,620.6295086001046,0.00032819993793964386,0.09783100010827184,626.6292372001335,6.031270199920982,626.9125374001451,626.9125374001451,0.1709222998470068,0.28109769988805056,6.014428399968892,632.9124134997837,632.9124134997837,632.9124134997837,0.07099789986386895,0.18121449975296855,638.6124677001499,638.8124468000606,6.014407800044864,6.114534699823707,644.8125652000308,12.014519599732012,644.9457561997697,644.9457561997697,0.014517699833959341,0.11442360002547503,up,5.668133699800819,650.6624119998887,2.5200191885232925e-05,0.09867259999737144,656.6792748998851,656.6792748998851,0.009022300131618977,0.11538359988480806,6.0,2.0741787999868393,,,,,,,644.9124150997959,644.9124150997959,,,656.6792748998851,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
10,0,10,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.7791423001327,658.7791423001327,0.006685200147330761,0.0991122997365892,1.0,2.1602958999574184,,,,,,,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
10,0,10,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660.9790750998072,660.9790750998072,0.008118399884551764,0.09756310004740953,1.0,1.4903588998131454,,,,,,,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
10,0,10,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,662.5123426998034,662.5123426998034,0.0072917998768389225,0.09816910000517964,4.0,1.6251215003430843,,,,,,,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
10,0,10,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,664.1789567000233,664.1789567000233,0.006712399888783693,0.09945499990135431,7.0,1.6270382003858685,,,,,,,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
10,0,10,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,665.8458599001169,665.8458599001169,0.00701920036226511,0.09849050035700202,1.0,2.4594835001043975,,,,,,,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
10,0,10,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,668.3457184000872,668.3457184000872,0.0074489000253379345,0.09788870019838214,2.0,1.5916881002485752,,,,,,,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,669.979272800032,669.979272800032,0.002418600022792816,0.09693749994039536,6.0,2.462267499882728,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
11,0,11,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,672.4794422001578,0.00033450033515691757,0.09760830039158463,678.4959281999618,6.0142873004078865,678.662288099993,678.662288099993,0.07014260021969676,0.1809116001240909,6.0142198000103235,684.7624487997964,684.7624487997964,684.7624487997964,0.06992139993235469,0.18095269985496998,690.4623556998558,690.6623960998841,6.014384100213647,6.114422000013292,696.6622695997357,12.014250800013542,696.7957791001536,696.7957791001536,0.014583500102162361,0.11424840008839965,down,0.7943319999612868,697.6289188000374,4.630023613572121e-05,0.09785749996080995,703.6455596000887,703.6455596000887,0.009398899972438812,0.11471380013972521,5.0,3.3062823000364006,,,,,,,696.7624599998817,696.7624599998817,684.6625558999367,684.6625558999367,703.6455596000887,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
11,0,11,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,706.9788000001572,706.9788000001572,0.00777229992672801,0.09762689983472228,6.0,1.3579551000148058,,,,,,,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
11,0,11,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,708.3957567000762,708.3957567000762,0.008424699772149324,0.11425729980692267,7.0,2.373521799687296,,,,,,,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
11,0,11,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710.7956165000796,710.7956165000796,0.005986600182950497,0.09912210004404187,6.0,2.427385900169611,,,,,,,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
11,0,11,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,713.2621912001632,713.2621912001632,0.006478799972683191,0.09910180000588298,1.0,3.2269935002550483,,,,,,,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
11,0,11,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,716.5288586998358,716.5288586998358,0.007124899886548519,0.09831529995426536,1.0,1.9253163002431393,,,,,,,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
11,0,11,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,718.4953962001018,718.4953962001018,0.007599800359457731,0.09755629999563098,2.0,6.591064400039613,,,,,,,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725.1289777997881,725.1289777997881,0.0006778002716600895,0.09920629998669028,2.0,6.799517699982971,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
12,0,12,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,731.9624968999997,0.0004819999448955059,0.09763119975104928,737.9788386998698,6.014333399944007,738.1457054000348,738.1457054000348,0.06576190004125237,0.18084160005673766,6.014409299939871,744.2454002001323,744.2454002001323,744.2454002001323,0.07032389985397458,0.18098879978060722,749.9454374997877,750.1454479000531,6.014240799937397,6.114191599655896,756.1454024999402,12.014195899944752,756.2787697999738,756.2787697999738,0.014477199874818325,0.11417369963601232,up,0.7034482997842133,757.0453801001422,5.260016769170761e-05,0.0978120001964271,763.0626229997724,763.0626229997724,0.010527700185775757,0.11469370033591986,4.0,2.9382305000908673,,,,,,,756.2454388998449,756.2454388998449,744.1454415000044,744.1454415000044,763.0626229997724,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
12,0,12,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,766.0288158999756,766.0288158999756,0.006866900250315666,0.09890760015696287,1.0,1.9598098997958004,,,,,,,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
12,0,12,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768.0285494001582,768.0285494001582,0.006761299911886454,0.09918579971417785,6.0,7.593506699893624,,,,,,,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
12,0,12,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,775.6622254997492,775.6622254997492,0.006613300181925297,0.0992760001681745,2.0,3.7604749999009073,,,,,,,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
12,0,12,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,779.4621548000723,779.4621548000723,0.006983499974012375,0.09737559966742992,5.0,2.2248990000225604,,,,,,,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
12,0,12,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,781.7286510998383,781.7286510998383,0.007745600305497646,0.0979516003280878,1.0,7.991251700092107,,,,,,,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
12,0,12,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,789.7619950999506,789.7619950999506,0.00661829998716712,0.09913530014455318,1.0,2.193727199919522,,,,,,,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,791.9953954000957,791.9953954000957,0.0006917002610862255,0.09902109997346997,6.0,2.366029600147158,,,,,,,,,4953,Moral,2024-08-21_12h45.52.255,MoralCondition_v2,2022.2.5,29.987794951322527,
