loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,evaluate_all_emotions.thisRepN,evaluate_all_emotions.thisTrialN,evaluate_all_emotions.thisN,evaluate_all_emotions.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,sync_beep_3.stopped,sync_beep_4.started,sync_beep_4.stopped,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,Game_Start_Text.started,p_port_4.started,p_port_4.stopped,key_resp.started,key_resp.keys,key_resp.rt,fixation_cross.started,p_port_5.started,p_port_5.stopped,fixation_cross.stopped,p_port_6.started,player_image_intro.started,player_name_intro.started,p_port_7.started,p_port_7.stopped,p_port_8.started,player_image_offer.started,player_name_offer.started,proposed_split.started,p_port_9.started,p_port_9.stopped,proposed_split.stopped,accept_reject.started,p_port_15.started,p_port_15.stopped,accept_reject.stopped,p_port_10.started,arrow_instructions.started,offer_choice.started,p_port_11.started,p_port_11.stopped,offer_choice.keys,offer_choice.rt,Instructions_Affinity_Score.started,p_port_12.started,p_port_12.stopped,Emotion_Image.started,AffinityScore.started,p_port_13.started,p_port_13.stopped,AffinityScore.response,AffinityScore.rt,Instruction.started,Moral_Disgust_Score.started,p_port_14.started,p_port_14.stopped,Moral_Disgust_Score.response,Moral_Disgust_Score.rt,p_port_6.stopped,player_image_offer.stopped,player_name_offer.stopped,player_image_intro.stopped,player_name_intro.stopped,Instructions_Affinity_Score.stopped,p_port_8.stopped,p_port_10.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,17.79852324835956,0.0008755996823310852,0.10461889998987317,18.396293849963694,18.713126699905843,19.01337644951418,19.31306489976123,19.59639344951138,19.929678599815816,19.929678599815816,0.005366599652916193,0.10480939969420433,34.94643389992416,15.021461999975145,35.04655159963295,0.021583999507129192,0.12144869985058904,35.51322599966079,space,2.3608788000419736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
5,0,5,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,471.49545609997585,471.49545609997585,0.007761899847537279,0.09777230024337769,2.0,6.524364899843931,,,,,,,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
5,0,5,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478.0621374999173,478.0621374999173,0.006596100050956011,0.09919600002467632,3.0,4.660392299760133,,,,,,,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
5,0,5,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482.762269299943,482.762269299943,0.007587300147861242,0.09786630002781749,2.0,2.0243362998589873,,,,,,,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
5,0,5,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484.845738499891,484.845738499891,0.008744999766349792,0.11396769993007183,2.0,1.6730680000036955,,,,,,,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
5,0,5,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486.56228039972484,486.56228039972484,0.008150599896907806,0.11448380025103688,2.0,2.873975300230086,,,,,,,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
5,0,5,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489.4620407996699,489.4620407996699,0.006620499771088362,0.09906629985198379,2.0,4.12703560013324,,,,,,,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493.62889909977093,493.62889909977093,0.0006753001362085342,0.0986426998861134,5.0,11.099100399762392,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
6,0,6,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,504.7625349997543,0.0002955002710223198,0.09924630029127002,510.77885479992256,6.015884399879724,510.94565409980714,510.94565409980714,0.07148349983617663,0.18267539981752634,6.015905700158328,517.0457507995889,517.0457507995889,517.0457507995889,0.06755780009552836,0.18278490006923676,522.7454633996822,522.9454484996386,6.015911099966615,6.11579900002107,528.9454474998638,12.015909799840301,529.0787353999913,529.0787353999913,0.015980799682438374,0.1158186998218298,up,1.7154516000300646,530.8289729999378,4.8199668526649475e-05,0.09776829974725842,536.8620131998323,536.8620131998323,0.02530069975182414,0.13098919996991754,2.0,9.30676979990676,,,,,,,,529.0453679999337,529.0453679999337,516.9454638999887,516.9454638999887,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
6,0,6,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,546.2122562997974,546.2122562997974,0.00798800028860569,0.11434190021827817,2.0,4.007163799833506,,,,,,,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
6,0,6,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550.2456543999724,550.2456543999724,0.0065482002682983875,0.09914930025115609,2.0,3.227085799910128,,,,,,,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
6,0,6,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,553.5287392996252,553.5287392996252,0.00956290028989315,0.11405810015276074,2.0,1.9391417000442743,,,,,,,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
6,0,6,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555.4953089999035,555.4953089999035,0.007462500128895044,0.09815149987116456,2.0,4.791701099835336,,,,,,,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
6,0,6,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560.3287020996213,560.3287020996213,0.006686600390821695,0.09888140019029379,2.0,5.260271199978888,,,,,,,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
6,0,6,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,565.628638099879,565.628638099879,0.006945899687707424,0.09936359990388155,2.0,5.959922999609262,,,,,,,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,571.6285931998864,571.6285931998864,0.0009687002748250961,0.0983584001660347,6.0,9.865242700092494,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
7,0,7,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,581.5289492998272,0.00031160004436969757,0.09758190019056201,587.5452349996194,6.013997099827975,587.7287486996502,587.7287486996502,0.08921679994091392,0.19756409991532564,6.030623899772763,593.8284215996973,593.8284215996973,593.8284215996973,0.09201359981670976,0.19735999964177608,599.5285593997687,599.7285151998512,6.03064819984138,6.1306092999875546,605.7285063997842,12.030671599786729,605.8620364996605,605.8620364996605,0.030787399504333735,0.1307763997465372,up,1.6206735000014305,607.5116874999367,1.3799872249364853e-05,0.08318039961159229,613.528811099939,613.528811099939,0.010916200000792742,0.09959189966320992,4.0,5.323163399938494,,,,,,,,605.8284941995516,605.8284941995516,593.7285385997966,593.7285385997966,613.528811099939,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
7,0,7,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,618.8951521995477,618.8951521995477,0.008039300329983234,0.09783350024372339,2.0,4.29101620009169,,,,,,,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
7,0,7,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,623.228360499721,623.228360499721,0.007101000286638737,0.09915680019184947,2.0,1.7595595000311732,,,,,,,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
7,0,7,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,625.0453208996914,625.0453208996914,0.00812629982829094,0.11463349964469671,2.0,2.2406347999349236,,,,,,,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
7,0,7,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,627.3119122995995,627.3119122995995,0.007379000075161457,0.09765039989724755,2.0,1.8247779002413154,,,,,,,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
7,0,7,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,629.1952509996481,629.1952509996481,0.007755400147289038,0.11435330007225275,2.0,3.1742892996408045,,,,,,,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
7,0,7,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,632.3950967998244,632.3950967998244,0.007279300130903721,0.09748339978978038,3.0,3.0581205999478698,,,,,,,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,635.4952509999275,635.4952509999275,0.0013602999970316887,0.09819769999012351,5.0,9.164340099785477,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
8,0,8,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,644.6953098997474,0.0002516000531613827,0.09810289973393083,650.711709999945,6.014748499728739,650.8783132997341,650.8783132997341,0.07129189977422357,0.18145749997347593,6.014802199788392,656.9785152999684,656.9785152999684,656.9785152999684,0.06927419966086745,0.181366799864918,662.6783946999349,662.8783160997555,6.0147802997380495,6.114728999789804,668.8783064996824,12.014761199709028,669.0116011998616,669.0116011998616,0.01491289958357811,0.1146588996052742,up,1.5746605000458658,670.6449738997035,4.319986328482628e-05,0.09786579990759492,676.6785461995751,676.6785461995751,0.026478199753910303,0.13131710002198815,5.0,5.839131199754775,,,,,,,,668.9782864996232,668.9782864996232,656.8783560995944,656.8783560995944,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
8,0,8,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,682.544863099698,682.544863099698,0.006420600228011608,0.09948450000956655,1.0,2.393815000075847,,,,,,,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
8,0,8,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,684.9783904999495,684.9783904999495,0.006576499901711941,0.09973379969596863,3.0,4.160448600072414,,,,,,,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
8,0,8,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,689.1781525998376,689.1781525998376,0.006244299933314323,0.09920069994404912,3.0,2.4605768001638353,,,,,,,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
8,0,8,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,691.6951736998744,691.6951736998744,0.008007599972188473,0.1144115999341011,3.0,9.473916799761355,,,,,,,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
8,0,8,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,701.1949636996724,701.1949636996724,0.007823599968105555,0.09761789999902248,3.0,3.290914200246334,,,,,,,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
8,0,8,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704.5281479996629,704.5281479996629,0.006713099777698517,0.09930429980158806,5.0,2.0268099000677466,,,,,,,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,706.5949156996794,706.5949156996794,0.0007312004454433918,0.09917800035327673,3.0,12.4328518002294,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
9,0,9,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,719.061748099979,0.00023300014436244965,0.0981334000825882,725.0445665996522,6.014544500038028,725.2279564999044,725.2279564999044,0.051125199999660254,0.1647336999885738,6.03158689988777,731.3616250995547,731.3616250995547,731.3616250995547,0.08584610000252724,0.19810950011014938,737.0613499996252,737.2613412998617,6.03136059967801,6.131385500077158,743.2613400998525,12.031350899953395,743.394805799704,743.394805799704,0.03178919991478324,0.1312845996581018,up,2.023113099858165,745.478062399663,4.449998959898949e-05,0.09786990005522966,751.511752799619,751.511752799619,0.025126100052148104,0.1310981996357441,3.0,4.1401521996594965,,,,,,,6.0979444002732635,743.3615999999456,743.3615999999456,731.228063899558,731.228063899558,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
9,0,9,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,755.6779405996203,755.6779405996203,0.007102900184690952,0.0980230001732707,3.0,11.558550600428134,,,,,,,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
9,0,9,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,767.2780581996776,767.2780581996776,0.007449199911206961,0.09769339999184012,5.0,2.424885999877006,,,,,,,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
9,0,9,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,769.7612552996725,769.7612552996725,0.008059999905526638,0.11338299978524446,3.0,5.139805700164288,,,,,,,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
9,0,9,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,774.9280138998292,774.9280138998292,0.007797400001436472,0.09747359994798899,1.0,1.8584103998728096,,,,,,,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
9,0,9,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,776.8279261998832,776.8279261998832,0.006469800136983395,0.09912810008972883,2.0,3.8937193998135626,,,,,,,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
9,0,9,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,780.7611354999244,780.7611354999244,0.006586399860680103,0.09936639992520213,2.0,7.22692110016942,,,,,,,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,788.0279886997305,788.0279886997305,0.0007122000679373741,0.09931010007858276,4.0,8.466455299872905,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
10,0,10,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,796.5280740996823,0.00018539978191256523,0.09879219997674227,802.5278307995759,6.031958899926394,802.7279875995591,802.7279875995591,0.0876456000842154,0.1988051999360323,6.031898899935186,808.8277941998094,808.8277941998094,808.8277941998094,0.08736399980261922,0.1989155998453498,814.5277853999287,814.7279078997672,6.032039699610323,6.131977899931371,820.7277330998331,12.031893000006676,820.8610694999807,820.8610694999807,0.03209369955584407,0.13181159971281886,up,1.7817245996557176,822.6942909997888,4.440033808350563e-05,0.09789460012689233,828.711238599848,828.711238599848,0.0250902003608644,0.11463730037212372,3.0,5.8569779000245035,,,,,,,,820.8278110995889,820.8278110995889,808.7277731997892,808.7277731997892,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
10,0,10,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,834.6279954998754,834.6279954998754,0.007561200298368931,0.11427820008248091,3.0,4.94107920024544,,,,,,,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
10,0,10,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,839.5943739996292,839.5943739996292,0.006579800043255091,0.09907379979267716,3.0,6.293582400307059,,,,,,,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
10,0,10,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,845.9278827998787,845.9278827998787,0.00679320003837347,0.09918850008398294,2.0,1.5604361002333462,,,,,,,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
10,0,10,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,847.5278003998101,847.5278003998101,0.00714130001142621,0.09806880028918386,2.0,2.458940400276333,,,,,,,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
10,0,10,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,850.027667499613,850.027667499613,0.007323700003325939,0.09807369997724891,2.0,2.6587072000838816,,,,,,,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
10,0,10,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,852.7275569997728,852.7275569997728,0.007674199994653463,0.09789610002189875,3.0,1.8579408000223339,,,,,,,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,854.6277069998905,854.6277069998905,0.0012982003390789032,0.09775130031630397,4.0,3.864340200088918,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
11,0,11,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,858.5279808999039,0.00013720011338591576,0.09936550026759505,864.5442589996383,6.015872300136834,864.7774528996088,864.7774528996088,0.14736590022221208,0.24944050004705787,6.015826300252229,870.8110660999082,870.8110660999082,870.8110660999082,0.07306540012359619,0.18278189981356263,876.5110456999391,876.7108761998825,6.01593350013718,6.1158652999438345,882.7108810995705,12.015909299720079,882.8444034997374,882.8444034997374,0.016023200005292892,0.11591869965195656,up,0.9742034999653697,883.8775077997707,4.3400097638368607e-05,0.09801150020211935,889.8941513998434,889.8941513998434,0.010110400151461363,0.1147103002294898,3.0,2.8054806999862194,,,,,,,,882.810807199683,882.810807199683,,,889.8941513998434,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
11,0,11,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,892.7273268997669,892.7273268997669,0.007260400336235762,0.09865880012512207,3.0,3.1256284997798502,,,,,,,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
11,0,11,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,895.8942826995626,895.8942826995626,0.007632200140506029,0.09799250029027462,4.0,4.757895899936557,,,,,,,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
11,0,11,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900.7111612996086,900.7111612996086,0.008023399859666824,0.11407299991697073,5.0,1.87382150022313,,,,,,,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
11,0,11,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,902.6107608997263,902.6107608997263,0.006594100035727024,0.09875300014391541,5.0,2.6599129997193813,,,,,,,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
11,0,11,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,905.3276764997281,905.3276764997281,0.008737999945878983,0.11417789990082383,4.0,1.7396718002855778,,,,,,,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
11,0,11,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,907.0941039999016,907.0941039999016,0.0074257999658584595,0.09793480020016432,2.0,2.2914187000133097,,,,,,,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,909.4274459998123,909.4274459998123,0.0014308001846075058,0.09769610036164522,3.0,11.664179999846965,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
12,0,12,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,921.1276003997773,0.00013409974053502083,0.09955899976193905,927.1273615998216,5.9995434996671975,927.2943700999022,927.2943700999022,0.058803499676287174,0.16621579974889755,5.999336399603635,933.3940078997985,933.3940078997985,933.3940078997985,0.05757199972867966,0.1661309995688498,939.0939892996103,939.2939605996944,5.999333399813622,6.0993359996937215,945.2939540999942,11.999335499480367,945.4272981998511,945.4272981998511,0.00031059933826327324,0.09941449947655201,up,3.159008299931884,948.627383899875,5.2900053560733795e-05,0.09749570023268461,954.6442687995732,954.6442687995732,0.024838800076395273,0.11398830031976104,3.0,4.623780000023544,,,,,,,6.099344399757683,945.3939815997146,945.3939815997146,933.2940462999977,933.2940462999977,,6.09956459980458,12.099363399669528,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
12,0,12,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,959.3275799998082,959.3275799998082,0.008241700008511543,0.11435490008443594,3.0,2.507429199758917,,,,,,,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
12,0,12,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,961.8776207999326,961.8776207999326,0.0077241999097168446,0.11434319987893105,3.0,6.50797659996897,,,,,,,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
12,0,12,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,968.4103922997601,968.4103922997601,0.007044300436973572,0.09869310026988387,2.0,4.0591754000633955,,,,,,,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
12,0,12,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,972.5104889995418,972.5104889995418,0.0072869001887738705,0.0979848001152277,2.0,2.0582806998863816,,,,,,,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
12,0,12,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,974.6106072999537,974.6106072999537,0.007722599897533655,0.09762299992144108,2.0,7.324260500259697,,,,,,,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
12,0,12,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,981.97724869987,981.97724869987,0.007611600216478109,0.09780180035158992,2.0,3.790986599866301,,,,,,,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,985.8105679997243,985.8105679997243,0.0015239999629557133,0.0976201999001205,4.0,3.2305409000255167,,,,,,,,,3081,Moral,2024-08-26_10h29.58.124,MoralCondition_v2,2022.2.5,29.997510180712144,
