loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_2.started,sync_beep_2.stopped,textbox.started,p_port_2.started,p_port_2.stopped,textbox.stopped,p_port_3.started,p_port_3.stopped,instructions.started,key_resp.started,p_port_4.started,p_port_4.stopped,key_resp.keys,key_resp.rt,cross.started,p_port_6.started,p_port_6.stopped,cross.stopped,p_port_7.started,disgust_image.started,p_port_8.started,p_port_8.stopped,p_port_9.started,disgust_score.started,p_port_10.started,p_port_10.stopped,disgust_score.response,disgust_score.rt,disgust_image.stopped,p_port_9.stopped,p_port_7.stopped,participant,session,date,expName,psychopyVersion,frameRate,
19,0,19,0,,,,,,,,,,,,,,,,,,343.8951002000831,0.0005736998282372952,0.09768819995224476,349.8948987997137,6.030799000058323,350.0448070997372,0.045669199898839,0.1475112996995449,6.014057399705052,356.1114664999768,0.01678329985588789,0.11393809970468283,4.0,3.764948300085962,356.04489059979096,,,5854,Visual,2025-02-20_19h55.30.020,Visual_Condition_v2,2022.2.5,29.98288573623864,
20,0,20,0,,,,,,,,,,,,,,,,,,359.911807899829,0.0005266000516712666,0.09733500005677342,365.9116684999317,6.030742400325835,366.06153069995344,0.04618650022894144,0.14719330007210374,6.01383570022881,372.12812120001763,0.016383499838411808,0.11406779987737536,1.0,2.7652427996508777,372.0614895997569,,,5854,Visual,2025-02-20_19h55.30.020,Visual_Condition_v2,2022.2.5,29.98288573623864,
21,0,21,0,,,,,,,,,,,,,,,,,,374.9282678999007,0.000528599601238966,0.09754539979621768,380.9448684998788,6.0141413998790085,381.06150239985436,0.03327239956706762,0.1308270995505154,6.0307891997508705,387.16139459982514,0.03313219966366887,0.13068099971860647,0.0,3.1321804001927376,387.0613885996863,,,5854,Visual,2025-02-20_19h55.30.020,Visual_Condition_v2,2022.2.5,29.98288573623864,
22,0,22,0,,,,,,,,,,,,,,,,,,390.3283607997,0.00035590026527643204,0.09924380015581846,396.3449053997174,6.015881500206888,396.9282647999935,0.33071229979395866,0.5994730000384152,6.0157288000918925,402.5242821997963,0.013665900100022554,0.09530699998140335,1.0,2.9363835998810828,,,,5854,Visual,2025-02-20_19h55.30.020,Visual_Condition_v2,2022.2.5,29.98288573623864,
23,0,23,0,,,,,,,,,,,,,,,,,,405.51157349999994,0.000637199729681015,0.09702539956197143,411.5114190997556,6.030387699604034,411.66141089983284,0.04935249965637922,0.14706489956006408,6.013668599538505,417.7445836998522,0.03292679972946644,0.13026499981060624,1.0,2.564881599973887,417.64450549986213,,,5854,Visual,2025-02-20_19h55.30.020,Visual_Condition_v2,2022.2.5,29.98288573623864,
24,0,24,0,,,,,,,,,,,,,,,,,,420.344978899695,0.00022430019453167915,0.09899559989571571,426.34468019986525,6.03233930002898,426.49481179984286,0.04788680002093315,0.14910800009965897,6.015561500098556,432.5613544997759,0.01830230001360178,0.11548779997974634,3.0,2.931593700312078,432.49465039977804,,,5854,Visual,2025-02-20_19h55.30.020,Visual_Condition_v2,2022.2.5,29.98288573623864,
25,0,25,0,,,,,,,,,,,,,,,,,,435.52803769987077,0.00021870015189051628,0.09910240024328232,441.52794719999656,5.999057000037283,441.64458539988846,0.019161600153893232,0.11580790020525455,6.015670000109822,447.74444059981033,0.016196200158447027,0.11568089993670583,1.0,2.700383000075817,447.64459169982,,6.099005100317299,5854,Visual,2025-02-20_19h55.30.020,Visual_Condition_v2,2022.2.5,29.98288573623864,
26,0,26,0,,,,,,,,,,,,,,,,,,450.4780192999169,0.0005635996349155903,0.09874789975583553,456.49451390001923,6.015344999730587,456.62778029963374,0.05440999986603856,0.14869499998167157,6.015370599925518,462.6945152999833,0.01803719950839877,0.11547189950942993,1.0,2.5313921999186277,462.6278606997803,,,5854,Visual,2025-02-20_19h55.30.020,Visual_Condition_v2,2022.2.5,29.98288573623864,
27,0,27,0,,,,,,,,,,,,,,,,,,465.2614425998181,0.0002450002357363701,0.09913300024345517,471.26133779995143,5.9990938999690115,471.4280379996635,0.04276720015332103,0.16599570028483868,5.999080500099808,477.4612459996715,0.002602099906653166,0.09923220006749034,1.0,2.5973616000264883,477.427847399842,6.099110400304198,6.099016400054097,5854,Visual,2025-02-20_19h55.30.020,Visual_Condition_v2,2022.2.5,29.98288573623864,
28,0,28,0,,,,,,,,,,,,,,,,,,480.09470989974216,0.0004857000894844532,0.09726169984787703,486.11112249968573,6.013952999841422,486.2278755996376,0.030441599898040295,0.13068880001083016,6.030617099720985,492.3277639998123,0.033220899756997824,0.1305673997849226,1.0,2.9983135000802577,492.22782489983365,,,5854,Visual,2025-02-20_19h55.30.020,Visual_Condition_v2,2022.2.5,29.98288573623864,
29,0,29,0,,,,,,,,,,,,,,,,,,495.36129050003365,0.0006578001193702221,0.09699760004878044,501.3777544000186,6.013626500032842,501.49449299974367,0.029631500132381916,0.1305400999262929,6.030314399860799,507.5776118999347,0.015823599882423878,0.11367189977318048,1.0,2.4321163999848068,507.4944223999046,,,5854,Visual,2025-02-20_19h55.30.020,Visual_Condition_v2,2022.2.5,29.98288573623864,
30,0,30,0,,,,,,,,,,,,,,,,,,510.0446909000166,0.0006273002363741398,0.09729660023003817,516.044387199916,6.030625999905169,516.1943328999914,0.044977900106459856,0.14729380002245307,6.014045899733901,522.2609385000542,0.016413199715316296,0.1139666996896267,0.0,2.8317542001605034,522.1943501997739,,,5854,Visual,2025-02-20_19h55.30.020,Visual_Condition_v2,2022.2.5,29.98288573623864,
31,0,31,0,,,,,,,,,,,,,,,,,,525.1280407998711,0.0006161998026072979,0.09702759981155396,531.1275761998259,6.030147699639201,531.2609318997711,0.027332699857652187,0.1302826995961368,6.030182799790055,537.3609018996358,0.03294039983302355,0.13017289945855737,1.0,3.5649537998251617,537.2609880999662,,,5854,Visual,2025-02-20_19h55.30.020,Visual_Condition_v2,2022.2.5,29.98288573623864,
32,0,32,0,,,,,,,,,,,,,,,,,,540.9612401998602,0.0005400995723903179,0.09753989987075329,546.9609520998783,6.030407099984586,547.110787499696,0.05564269982278347,0.1470437995158136,6.013753999490291,553.1775297997519,0.0161401997320354,0.11361669981852174,0.0,2.531747200060636,553.1109080999158,,,5854,Visual,2025-02-20_19h55.30.020,Visual_Condition_v2,2022.2.5,29.98288573623864,
33,0,33,0,,,,,,,,,,,,,,,,,,555.7441761000082,0.0004575001075863838,0.09773099981248379,561.7608511997387,6.014356100000441,561.8774621998891,0.03066119970753789,0.13100640010088682,6.03095669997856,567.9608789999038,0.016689199954271317,0.11430219979956746,2.0,2.9651178000494838,567.8775364998728,,,5854,Visual,2025-02-20_19h55.30.020,Visual_Condition_v2,2022.2.5,29.98288573623864,
34,0,34,0,,,,,,,,,,,,,,,,,,570.9611609000713,0.0006276997737586498,0.09758959989994764,576.9775207000785,6.013608899898827,577.0940381996334,0.03742219973355532,0.13008699985221028,6.03028539987281,583.1773461997509,0.01437699981033802,0.11346389958634973,0.0,2.9668777999468148,583.0941559998319,,,5854,Visual,2025-02-20_19h55.30.020,Visual_Condition_v2,2022.2.5,29.98288573623864,
35,0,35,0,,,,,,,,,,,,,,,,,,586.1774269999005,0.0002997000701725483,0.09745120024308562,592.1607087999582,6.014175600372255,592.2737493999302,0.007690600119531155,0.0938548999838531,6.014113900251687,598.3774067997001,0.0002949000336229801,0.0974481999874115,0.0,3.165089899674058,598.2606252999976,6.097462899982929,6.097395000047982,5854,Visual,2025-02-20_19h55.30.020,Visual_Condition_v2,2022.2.5,29.98288573623864,
36,0,36,0,,,,,,,,,,,,,,,,,,601.5776168000884,0.0002164999023079872,0.09900010004639626,607.5606021997519,6.015429999679327,607.7106046997942,0.034810499753803015,0.13212759979069233,6.032188199926168,613.7938406998292,0.016125899739563465,0.11534499982371926,0.0,2.900290699675679,613.6939093000256,,6.098746399860829,5854,Visual,2025-02-20_19h55.30.020,Visual_Condition_v2,2022.2.5,29.98288573623864,
37,0,37,0,,,,,,,,,,,,,,,,,,616.7277484997176,0.0006607999093830585,0.09711969969794154,622.7275751996785,6.030721699818969,622.87730679987,0.05123629979789257,0.14706699969246984,6.013708499725908,628.9607988996431,0.033208399545401335,0.13030919944867492,3.0,3.3981461003422737,628.8773773997091,,,5854,Visual,2025-02-20_19h55.30.020,Visual_Condition_v2,2022.2.5,29.98288573623864,
38,0,38,0,,,,,,,,,,,,,,,,,,632.3940428998321,0.00021570036187767982,0.0992573001421988,638.4106426998042,6.015878000296652,638.5438381996937,0.05086340010166168,0.149280299898237,6.015838399995118,644.6104649999179,0.01847130013629794,0.11596059985458851,1.0,2.498207699973136,644.5439244997688,,,5854,Visual,2025-02-20_19h55.30.020,Visual_Condition_v2,2022.2.5,29.98288573623864,
39,0,39,0,,,,,,,,,,,,,,,,,,647.1439902000129,0.0004418003372848034,0.09770569996908307,653.1439608996734,6.031062300316989,653.2605292997323,0.023979899939149618,0.11438410030677915,6.0142582999542356,659.3604843998328,0.01668239990249276,0.11424299981445074,3.0,5.232025200035423,659.2605873998255,,,5854,Visual,2025-02-20_19h55.30.020,Visual_Condition_v2,2022.2.5,29.98288573623864,
40,0,40,0,,,,,,,,,,,,,,,,,,664.6275313999504,0.0005196002312004566,0.09711330011487007,670.6272069998085,6.030381700024009,670.7771039996296,0.05223549995571375,0.1471853000111878,6.0137845003046095,676.8438443997875,0.016454000025987625,0.11379670025780797,0.0,2.664814699906856,676.7771740998141,,,5854,Visual,2025-02-20_19h55.30.020,Visual_Condition_v2,2022.2.5,29.98288573623864,
41,0,41,0,,,,,,,,,,,,,,,,,,679.5441600000486,0.00021929992362856865,0.09922489989548922,685.5438202000223,5.999105699826032,685.6605171998963,0.021477299742400646,0.11597199970856309,6.015746899880469,691.7603468997404,0.01851889956742525,0.11567649943754077,0.0,2.6981016998179257,691.6604428999126,,6.099087399896234,5854,Visual,2025-02-20_19h55.30.020,Visual_Condition_v2,2022.2.5,29.98288573623864,
42,0,42,0,,,,,,,,,,,,,,,,,,694.4941222998314,0.0002375999465584755,0.09901349991559982,700.5106353997253,6.016218099743128,700.6603830000386,0.06527609983459115,0.16568969981744885,5.999020399525762,706.6936419000849,0.0022805994376540184,0.09897829964756966,2.0,2.6978748999536037,706.6604315000586,6.099077299702913,,5854,Visual,2025-02-20_19h55.30.020,Visual_Condition_v2,2022.2.5,29.98288573623864,
43,0,43,0,,,,,,,,,,,,,,,,,,709.4274359000847,0.00022369995713233948,0.09890529979020357,715.4437289000489,6.015566600020975,715.5603134999983,0.028869399800896645,0.13220229977741838,6.0321672996506095,721.6603525998071,0.0351626998744905,0.1321494998410344,1.0,3.031346300151199,721.5603847997263,,,5854,Visual,2025-02-20_19h55.30.020,Visual_Condition_v2,2022.2.5,29.98288573623864,
44,0,44,0,,,,,,,,,,,,,,,,,,724.7271123998798,0.0002164999023079872,0.09920780034735799,730.7437523999251,6.015902400016785,731.2271378999576,0.2528818999417126,0.4992419998161495,5.999082500115037,736.923458899837,0.013414499815553427,0.09929519984871149,1.0,2.9199753999710083,,6.0954018998891115,,5854,Visual,2025-02-20_19h55.30.020,Visual_Condition_v2,2022.2.5,29.98288573623864,
45,0,45,0,,,,,,,,,,,,,,,,,,739.8938520997763,0.0005140001885592937,0.09729469986632466,745.8937674998306,6.030801800079644,746.0269744000398,0.03075679996982217,0.13072709972038865,6.030563400126994,752.126920199953,0.033216599840670824,0.1305396999232471,0.0,3.164959799963981,752.0269145998172,,,5854,Visual,2025-02-20_19h55.30.020,Visual_Condition_v2,2022.2.5,29.98288573623864,
46,0,46,0,,,,,,,,,,,,,,,,,,755.3269803998992,0.0005325996316969395,0.09736679960042238,761.3436989998445,6.014002599753439,761.4602226996794,0.02905859984457493,0.13062609964981675,6.030643199570477,767.5601005000062,0.03292209981009364,0.1305201994255185,0.0,3.265298900194466,767.4602112998255,,,5854,Visual,2025-02-20_19h55.30.020,Visual_Condition_v2,2022.2.5,29.98288573623864,
47,0,47,0,,,,,,,,,,,,,,,,,,770.8604335999116,0.0005626999773085117,0.09739960031583905,776.8601464997046,6.030651000328362,777.0102323000319,0.0467896000482142,0.1473977998830378,6.0139183001592755,783.0934701999649,0.033057999797165394,0.13071579998359084,2.0,2.698453299701214,782.9933011997491,,,5854,Visual,2025-02-20_19h55.30.020,Visual_Condition_v2,2022.2.5,29.98288573623864,
48,0,48,0,,,,,,,,,,,,,,,,,,785.8270192998461,0.0004318002611398697,0.09724970022216439,791.8436590996571,6.0141448001377285,791.9600863000378,0.03780960012227297,0.13053729990497231,6.0305703999474645,798.0433044000529,0.015463899821043015,0.1142357001081109,2.0,2.2325690002180636,797.9600883997045,,,5854,Visual,2025-02-20_19h55.30.020,Visual_Condition_v2,2022.2.5,29.98288573623864,
49,0,49,0,,,,,,,,,,,,,,,,,,800.310397000052,0.00048559997230768204,0.0975129003636539,806.3100863997824,6.030737800057977,806.4599444996566,0.05284480005502701,0.14728659996762872,6.013989500235766,812.526624399703,0.01677200011909008,0.1139023001305759,0.0,2.564736499916762,812.4600414996967,,,5854,Visual,2025-02-20_19h55.30.020,Visual_Condition_v2,2022.2.5,29.98288573623864,
50,0,50,0,,,,,,,,,,,,,,,,,,815.1266973996535,0.000615099910646677,0.09726209985092282,821.1434251000173,6.013994900044054,821.259992999956,0.04012959962710738,0.13077899999916553,6.030551499687135,827.3599004000425,0.03310499992221594,0.13045919965952635,0.0,3.43181290011853,827.2599682998843,,,5854,Visual,2025-02-20_19h55.30.020,Visual_Condition_v2,2022.2.5,29.98288573623864,
51,0,51,0,,,,,,,,,,,,,,,,,,830.8266578000039,0.0005188002251088619,0.0975717999972403,836.8432771996595,6.014414200093597,836.9598602000624,0.04086429998278618,0.13090360024943948,6.030804899986833,843.0432935999706,0.016160099767148495,0.11412800010293722,4.0,2.998987799976021,842.9599665999413,,,5854,Visual,2025-02-20_19h55.30.020,Visual_Condition_v2,2022.2.5,29.98288573623864,
52,0,52,0,,,,,,,,,,,,,,,,,,846.0768042998388,0.0002284003421664238,0.09915950009599328,852.0932316998951,6.015817100182176,852.3268426996656,0.10854090005159378,0.2493787002749741,6.01572520006448,858.293348599691,0.017401699908077717,0.11595499981194735,0.0,2.199324100278318,,,,5854,Visual,2025-02-20_19h55.30.020,Visual_Condition_v2,2022.2.5,29.98288573623864,
53,0,53,0,,,,,,,,,,,,,,,,,,860.5265875998884,0.00045929988846182823,0.09785129968076944,866.5431651999243,6.014491999987513,866.6602256000042,0.028808199800550938,0.13137939991429448,6.03112809965387,872.7431671000086,0.016958999447524548,0.1143897995352745,3.0,4.898554000072181,872.6597988996655,,,5854,Visual,2025-02-20_19h55.30.020,Visual_Condition_v2,2022.2.5,29.98288573623864,
54,0,54,0,,,,,,,,,,,,,,,,,,877.6767890998162,0.0004354002885520458,0.09786440012976527,883.6931561999954,6.014483800157905,883.8267222000286,0.0365857002325356,0.14808329986408353,6.01445379992947,889.8930800999515,0.016753199975937605,0.11450510006397963,0.0,2.4319958998821676,889.8264242997393,,,5854,Visual,2025-02-20_19h55.30.020,Visual_Condition_v2,2022.2.5,29.98288573623864,
55,0,55,0,,,,,,,,,,,,,,,,,,892.3597388998605,0.00044529978185892105,0.09760400000959635,898.3596969996579,6.030917999800295,898.5097149997018,0.048025399912148714,0.14776699990034103,6.0142871998250484,904.576302099973,0.016756699420511723,0.1140785994939506,1.0,2.4650357998907566,904.5096828998066,,,5854,Visual,2025-02-20_19h55.30.020,Visual_Condition_v2,2022.2.5,29.98288573623864,
56,0,56,0,,,,,,,,,,,,,,,,,,907.076355099678,0.001210200134664774,0.09693899983540177,913.092980499845,6.013586499728262,913.226168199908,0.04955659992992878,0.14672710001468658,6.0135382995940745,919.2929034000263,0.016152399592101574,0.11352649983018637,0.0,2.4314890997484326,919.2263012998737,,,5854,Visual,2025-02-20_19h55.30.020,Visual_Condition_v2,2022.2.5,29.98288573623864,
57,0,57,0,,,,,,,,,,,,,,,,,,921.7600340996869,0.0006758999079465866,0.09698559995740652,927.7596378996968,6.030252799857408,927.9261647998355,0.0701031000353396,0.16351009998470545,6.030151099897921,933.9929018998519,0.03289210004732013,0.13011749973520637,3.0,3.264854099601507,933.9262500000186,,,5854,Visual,2025-02-20_19h55.30.020,Visual_Condition_v2,2022.2.5,29.98288573623864,
58,0,58,0,,,,,,,,,,,,,,,,,,937.293137199711,0.0004875999875366688,0.09718589996919036,943.3095958996564,6.013995100278407,943.4428701000288,0.04533330025151372,0.14719220018014312,6.013784100301564,949.5094622997567,0.016446600202471018,0.1139178997837007,1.0,2.365026699844748,949.4429422998801,,,5854,Visual,2025-02-20_19h55.30.020,Visual_Condition_v2,2022.2.5,29.98288573623864,
59,0,59,0,,,,,,,,,,,,,,,,,,951.9098391998559,0.0006352998316287994,0.09690049989148974,957.90948499972,6.030229799915105,958.0595835996792,0.046049599535763264,0.14709379989653826,6.01367859961465,964.1260620998219,0.01601959951221943,0.11340849939733744,2.0,2.6983917001634836,964.0427112998441,,,5854,Visual,2025-02-20_19h55.30.020,Visual_Condition_v2,2022.2.5,29.98288573623864,
60,0,60,0,,,,,,,,,,,,,,,,,,966.8596850996837,0.0002326001413166523,0.09927739994600415,972.8594140000641,5.999112900346518,972.9927328000776,0.030841900035738945,0.13232319988310337,5.99900670023635,979.0594301996753,0.0022061001509428024,0.09914269996806979,0.0,2.464477799832821,978.9927540998906,6.0990341999568045,6.098992600105703,5854,Visual,2025-02-20_19h55.30.020,Visual_Condition_v2,2022.2.5,29.98288573623864,
61,0,61,0,,,,,,,,,,,,,,,,,,981.5595702999271,0.0004437998868525028,0.09745089989155531,987.5426137996837,6.013888099696487,987.6592389997095,0.009430299513041973,0.0973370997235179,6.0306539996527135,993.7926826998591,0.03189169941470027,0.1304885996505618,0.0,2.633043000008911,993.6593944998458,,6.097174399998039,5854,Visual,2025-02-20_19h55.30.020,Visual_Condition_v2,2022.2.5,29.98288573623864,
62,0,62,0,,,,,,,,,,,,,,,,,,996.4596821996383,0.0004296000115573406,0.09757110010832548,1002.4596221996471,6.031191400252283,1002.6093619996682,0.047689900267869234,0.1475269002839923,6.014197499956936,1008.675889799837,0.016935499850660563,0.11423269985243678,3.0,4.198189999908209,1008.6093309000134,,,5854,Visual,2025-02-20_19h55.30.020,Visual_Condition_v2,2022.2.5,29.98288573623864,
