loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,evaluate_all_emotions.thisRepN,evaluate_all_emotions.thisTrialN,evaluate_all_emotions.thisN,evaluate_all_emotions.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,sync_beep_3.stopped,sync_beep_4.started,sync_beep_4.stopped,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,p_port_3.stopped,Game_Start_Text.started,p_port_4.started,p_port_4.stopped,key_resp.started,key_resp.keys,key_resp.rt,fixation_cross.started,p_port_5.started,p_port_5.stopped,fixation_cross.stopped,p_port_6.started,player_image_intro.started,player_name_intro.started,p_port_7.started,p_port_7.stopped,p_port_8.started,player_image_offer.started,player_name_offer.started,proposed_split.started,p_port_9.started,p_port_9.stopped,proposed_split.stopped,accept_reject.started,p_port_15.started,p_port_15.stopped,accept_reject.stopped,p_port_10.started,arrow_instructions.started,offer_choice.started,p_port_11.started,p_port_11.stopped,offer_choice.keys,offer_choice.rt,Instructions_Affinity_Score.started,p_port_12.started,p_port_12.stopped,Emotion_Image.started,AffinityScore.started,p_port_13.started,p_port_13.stopped,AffinityScore.response,AffinityScore.rt,Instruction.started,Moral_Disgust_Score.started,p_port_14.started,p_port_14.stopped,Moral_Disgust_Score.response,Moral_Disgust_Score.rt,player_image_offer.stopped,player_name_offer.stopped,player_image_intro.stopped,player_name_intro.stopped,p_port_6.stopped,p_port_8.stopped,p_port_10.stopped,Instructions_Affinity_Score.stopped,participant,session,date,expName,psychopyVersion,frameRate,
5,0,5,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.6533441999927,406.6533441999927,0.0077130000572651625,0.11445290001574904,2.0,2.9077542999293655,,,,,,,,,,,,,,,670,Moral,2024-02-29_12h36.19.724,MoralCondition_v2,2022.2.5,29.959898677194936,
5,0,5,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409.58638809993863,409.58638809993863,0.007891700020991266,0.09768399992026389,2.0,1.3909236000617966,,,,,,,,,,,,,,,670,Moral,2024-02-29_12h36.19.724,MoralCondition_v2,2022.2.5,29.959898677194936,
5,0,5,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.01971249992494,411.01971249992494,0.007410099962726235,0.09818890003953129,2.0,7.258291899925098,,,,,,,,,,,,,,,670,Moral,2024-02-29_12h36.19.724,MoralCondition_v2,2022.2.5,29.959898677194936,
5,0,5,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418.3197768999962,418.3197768999962,0.006565699935890734,0.09915290004573762,2.0,0.1271061000879854,,,,,,,,,,,,,,,670,Moral,2024-02-29_12h36.19.724,MoralCondition_v2,2022.2.5,29.959898677194936,
5,0,5,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418.4866522999946,418.4866522999946,0.007165499962866306,0.09919159999117255,2.0,2.3598701999289915,,,,,,,,,,,,,,,670,Moral,2024-02-29_12h36.19.724,MoralCondition_v2,2022.2.5,29.959898677194936,
5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.88654320000205,420.88654320000205,0.0014956999802961946,0.09719050000421703,4.0,27.630303399986587,,,,,,,,,670,Moral,2024-02-29_12h36.19.724,MoralCondition_v2,2022.2.5,29.959898677194936,
6,0,6,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,448.5533335999353,0.0001354999840259552,0.09925590001512319,454.55300569999963,5.999195599928498,454.8032121999422,454.8032121999422,0.1339221999514848,0.24951320001855493,6.0158522999845445,460.83612110000104,460.83612110000104,460.83612110000104,0.07351540005765855,0.18256540002766997,466.53632139996625,466.736305099912,6.015893100062385,6.115801200037822,472.7363192999037,12.015924800070934,472.8696461999789,472.8696461999789,0.016030800063163042,0.1159422000637278,down,7.394208699930459,480.3029695999576,4.950002767145634e-05,0.09834979998413473,486.31957289995626,486.31957289995626,0.021178600029088557,0.11514200002420694,2.0,7.594925899989903,,,,,,,472.83628950000275,472.83628950000275,,,6.099214599933475,,,,670,Moral,2024-02-29_12h36.19.724,MoralCondition_v2,2022.2.5,29.959898677194936,
6,0,6,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493.95279110001866,493.95279110001866,0.00683620001655072,0.09933080000337213,2.0,7.126691499957815,,,,,,,,,,,,,,,670,Moral,2024-02-29_12h36.19.724,MoralCondition_v2,2022.2.5,29.959898677194936,
6,0,6,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501.1196621999843,501.1196621999843,0.007549599977210164,0.09775949991308153,3.0,6.55796929995995,,,,,,,,,,,,,,,670,Moral,2024-02-29_12h36.19.724,MoralCondition_v2,2022.2.5,29.959898677194936,
6,0,6,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507.71939819992986,507.71939819992986,0.0066260999301448464,0.09926779998932034,5.0,3.7765594999073073,,,,,,,,,,,,,,,670,Moral,2024-02-29_12h36.19.724,MoralCondition_v2,2022.2.5,29.959898677194936,
6,0,6,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511.55271889991127,511.55271889991127,0.01281579991336912,0.11593949992675334,2.0,1.620859400019981,,,,,,,,,,,,,,,670,Moral,2024-02-29_12h36.19.724,MoralCondition_v2,2022.2.5,29.959898677194936,
6,0,6,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513.2197216999484,513.2197216999484,0.007971799932420254,0.11409699998330325,4.0,20.573509000008926,,,,,,,,,,,,,,,670,Moral,2024-02-29_12h36.19.724,MoralCondition_v2,2022.2.5,29.959898677194936,
6,0,6,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533.8196180999512,533.8196180999512,0.006928500020876527,0.0989550999365747,2.0,2.0598365999758244,,,,,,,,,,,,,,,670,Moral,2024-02-29_12h36.19.724,MoralCondition_v2,2022.2.5,29.959898677194936,
