Blocks_of_Tastants.thisRepN,Blocks_of_Tastants.thisTrialN,Blocks_of_Tastants.thisN,Blocks_of_Tastants.thisIndex,Each_Tastant_Once.thisRepN,Each_Tastant_Once.thisTrialN,Each_Tastant_Once.thisN,Each_Tastant_Once.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,sync_beep_3.stopped,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,cross.started,p_port_4.started,p_port_4.stopped,p_port_5.started,cross.stopped,p_port_5.stopped,instructions.started,spacebar_hit.started,p_port_6.started,p_port_6.stopped,spacebar_hit.keys,spacebar_hit.rt,grab_cup.started,key_resp.started,p_port_7.started,p_port_7.stopped,key_resp.keys,key_resp.rt,taste_sound_1.started,p_port_8.started,p_port_8.stopped,taste_sound_1.stopped,taste_sound_2.started,taste_sound_2.stopped,taste_sound_3.started,taste_sound_3.stopped,Roll_liquid_taste.started,Roll_liquid_taste.stopped,spit_text.started,spit_sound.started,p_port_9.started,p_port_9.stopped,spit_sound.stopped,spit_text.stopped,screen_clear.started,screen_clear.stopped,p_port_18.started,Palatability_Score.started,p_port_17.started,Instruction.started,p_port_17.stopped,Palatability_Score.response,Palatability_Score.rt,Rinse_text.started,p_port_10.started,p_port_10.stopped,Rinse_text.stopped,Begin_Rinse.started,p_port_11.started,p_port_11.stopped,Begin_Rinse.stopped,Finish_rinse.started,Rinse_Spit.started,p_port_12.started,p_port_12.stopped,Finish_rinse.stopped,Rinse_Spit.stopped,rest_text.started,p_port_13.started,p_port_13.stopped,rest_text.stopped,p_port_14.started,p_port_14.stopped,p_port_18.stopped,break_text.started,p_port_15.started,p_port_15.stopped,break_text.stopped,p_port_16.started,p_port_16.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,0,0,0,0,19.155847888998686,0.0004898998886346817,0.0996948997490108,19.652524590119718,19.919159300159663,20.135743090044706,20.419035899918526,20.419035899918526,0.032948299776762724,0.1332052000798285,35.419142900034785,14.999666499905288,35.552563100121915,0.034832699690014124,0.13311260007321835,5.9997646999545395,41.53578360006213,6.099646999966353,41.61911759991199,41.61911759991199,0.0003603999502956867,0.09982559969648719,space,13.213590600062162,54.86913949996233,54.86913949996233,4.480034112930298e-05,0.09767880011349916,num_9,8.844208100344986,63.76939819017425,0.002128399908542633,0.09765389980748296,64.06911250017583,64.55251319017262,64.86914440011606,65.35246339030564,65.66960200015455,65.75243950029835,73.75235650036484,73.75235650036484,73.75264809010551,0.014215299859642982,0.11438499996438622,74.76926210010424,75.75247410032898,75.95244819996879,76.45243740035221,10.014294099994004,83.8858457999304,0.01714939996600151,83.8858457999304,0.1142446999438107,2.0,7.964951099827886,91.8860303000547,0.001641599927097559,0.09930429980158806,97.88586800033227,98.05253699012101,6.199130099732429,6.299145800061524,99.06931520020589,118.05244689024985,118.0524921999313,26.19920470006764,26.29915940016508,119.0691410000436,121.05245200032368,121.05245200032368,-0.0008142003789544106,0.09914309997111559,151.0691907000728,30.015899799764156,,,,,,,,,2777,Gustatory,2025-02-13_12h25.01.853,Gustatory_Condition_v2,2022.2.5,30.032113335085945,
0,0,0,0,1,0,1,0,,,,,,,,,,,,,151.20263230009004,0.016548799816519022,0.11581379966810346,6.016065499745309,157.20246770000085,,157.31915490003303,157.31915490003303,0.032608199398964643,0.13248279970139265,space,7.72144480003044,165.08586749993265,165.08586749993265,5.1600392907857895e-05,0.09767810022458434,num_9,5.202759500127286,170.3359224899672,0.0020341998897492886,0.098144699819386,,171.11912128990517,171.4190871999599,171.91911038998515,172.21909110015258,172.31917140027508,180.33582379994914,180.33582379994914,180.33588369013742,0.0013828999362885952,0.09818849992007017,181.35249199997634,182.352478899993,182.5191644001752,183.03572250017896,10.015042299870402,190.4524679002352,0.0178439998999238,190.4524679002352,0.11476479982957244,6.0,4.465013900306076,194.95263820001855,0.0017127003520727158,0.0993673000484705,200.96917530009523,201.13601859016345,6.215848400257528,6.315855599939823,,221.13589669028298,221.13587550027296,26.21591760031879,26.315874500200152,,224.15254379995167,224.15254379995167,0.001561999786645174,0.0992608000524342,254.16920279990882,30.015822699759156,,,,,,,,,2777,Gustatory,2025-02-13_12h25.01.853,Gustatory_Condition_v2,2022.2.5,30.032113335085945,
0,0,0,0,2,0,2,0,,,,,,,,,,,,,254.26921690022573,0.016762000042945147,0.11583400005474687,5.999243699945509,260.28582730004564,6.09919109987095,260.3526115999557,260.3526115999557,-6.380025297403336e-05,0.09923819964751601,space,5.072808000259101,265.46920990012586,265.46920990012586,4.149973392486572e-05,0.09814439993351698,num_9,6.051960600074381,271.5858846899122,0.0024927998892962933,0.09799889987334609,,272.36949928998945,272.685787900351,273.1692833901383,273.4691747003235,273.56927860016003,281.5858716000803,281.5858716000803,281.5860212902538,0.001486899796873331,0.09799230005592108,,283.5858742003329,283.7524578999728,284.2525067003444,10.031338499858975,291.7024203003384,0.017773499712347984,291.7024203003384,0.1148667000234127,2.0,2.4977471996098757,294.2361595002003,0.0015345998108386993,0.099138000048697,300.25250050006434,300.4192333902232,6.215932900086045,6.315728900022805,301.4191828002222,320.4192307899706,320.4192429003306,26.215849499683827,26.315764099825174,321.4526638002135,323.41928010014817,323.41928010014817,0.015940299723297358,0.11584509955719113,353.4357998999767,29.999047799501568,30.099153499584645,,,,,,,,2777,Gustatory,2025-02-13_12h25.01.853,Gustatory_Condition_v2,2022.2.5,30.032113335085945,
0,0,0,0,3,0,3,0,,,,,,,,,,,,,353.5358132002875,0.0006254995241761208,0.099240199662745,5.9990854994393885,359.53583450010046,6.098968299571425,359.63577100029215,359.63577100029215,-0.00022570043802261353,0.09902249928563833,space,2.3172908001579344,362.00251660030335,362.00251660030335,4.639988765120506e-05,0.09801610000431538,num_9,3.727004799991846,365.76929409019647,0.002692699898034334,0.11463809991255403,366.0690867002122,366.56912988992406,366.8691086000763,367.3524571900256,367.66909560002387,367.7524735000916,375.76906630024314,375.76906630024314,375.76914899013934,0.0014284001663327217,0.09774810029193759,376.7691311999224,377.75238410010934,377.9524354999885,378.43573620030656,10.014501499943435,385.868892500177,0.0006657000631093979,385.868892500177,0.09784629987552762,4.0,3.298089399933815,389.2023998000659,0.0027319001965224743,0.097978999838233,395.20242909993976,395.38571299016473,6.215077099855989,6.314829700160772,396.38567550014704,415.3857451901771,415.38572730030864,26.214837200008333,26.314859699923545,416.40243240026757,418.40239800000563,418.40239800000563,0.0005386997945606709,0.0981493997387588,448.418967100326,30.014990699943155,,10.097820099908859,,,,,,,2777,Gustatory,2025-02-13_12h25.01.853,Gustatory_Condition_v2,2022.2.5,30.032113335085945,
0,0,0,0,4,0,4,0,,,,,,,,,,,,,448.519203200005,0.015450599603354931,0.11476449947804213,6.014703799504787,454.5190123002976,,454.6356395003386,454.6356395003386,0.03153889952227473,0.13181559974327683,space,1.8929065000265837,456.56912130024284,456.56912130024284,4.3800100684165955e-05,0.09787929989397526,num_9,3.495369500014931,460.10248999027533,0.0020269001834094524,0.09800609992817044,460.4191598002799,460.88556898999957,461.18558009993285,461.6856607902795,,462.0858285003342,470.0856900000945,470.0856900000945,470.08566979002205,0.014699200168251991,0.11472470033913851,,472.06893530022353,472.28572700032964,472.78570470027626,10.03122300002724,480.2354912003502,0.03398700011894107,480.2354912003502,0.13119419990107417,6.0,2.9315651999786496,483.20247420016676,0.0015130997635424137,0.09919229988008738,489.2022653003223,489.36901598991824,6.199251899961382,6.299340299796313,490.38559400010854,509.3854449899867,509.38557590031996,26.21586239989847,26.31585490005091,510.40229270001873,512.3853271002881,512.3853271002881,0.015517199877649546,0.11572719970718026,542.4021342000924,29.999048199504614,30.099034999497235,,,,,,,,2777,Gustatory,2025-02-13_12h25.01.853,Gustatory_Condition_v2,2022.2.5,30.032113335085945,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,542.5021307999268,6.229942664504051e-05,0.09912199946120381,572.4852984002791,30.01551859965548,30.09889219980687,2777,Gustatory,2025-02-13_12h25.01.853,Gustatory_Condition_v2,2022.2.5,30.032113335085945,
1,0,1,0,0,0,0,0,,,,,,,,,,,,,572.6021130001172,0.0008424995467066765,0.09904319932684302,5.999058899469674,578.6020443001762,,578.7187263001688,578.7187263001688,0.015834699384868145,0.11560849938541651,space,10.210163699928671,588.969057300128,588.969057300128,4.679989069700241e-05,0.0978237995877862,num_9,4.72785110026598,593.7521025902591,0.002405500039458275,0.09781050030142069,594.0521430000663,594.5523834899999,594.8519600001164,595.3353268900886,595.6353533002548,595.7353823999874,603.7353142001666,603.7353142001666,603.7353849900886,0.014487500302493572,0.11453570006415248,604.752023300156,605.7520008999854,605.9353176001459,606.4353804001585,10.01430380018428,613.8518468001857,0.0015314999036490917,613.8518468001857,0.09796460019424558,1.0,1.9971483000554144,615.8855628003366,0.0033538001589477062,0.09757919982075691,621.9022761001252,622.0687692902051,6.214373200200498,6.31430139997974,623.0687402999029,642.0686563901603,642.068765300326,26.214398100040853,26.314154299907386,,645.0687496000901,645.0687496000901,0.014405899681150913,0.11416219966486096,675.0851604999043,30.030797299928963,,10.09781360020861,,,,,,,2777,Gustatory,2025-02-13_12h25.01.853,Gustatory_Condition_v2,2022.2.5,30.032113335085945,
1,0,1,0,1,0,1,0,,,,,,,,,,,,,675.2184744002298,0.03151179989799857,0.130988999735564,6.030873499810696,681.2184590003453,,681.3184822001494,681.3184822001494,0.0308549995534122,0.13085769955068827,space,1.6423458000645041,683.0184695003554,683.0184695003554,4.3800100684165955e-05,0.09809299977496266,num_9,4.231085199862719,687.301860290207,0.002219799906015396,0.09788939962163568,687.6017521000467,688.0852091900073,688.3850369001739,688.885175690148,689.1849974999204,689.2854023999535,697.2851068000309,697.2851068000309,697.2851520903408,0.014591199811547995,0.11472599999979138,698.3017681003548,699.3018106999807,699.48509750003,700.001755299978,10.014472599606961,707.4182987003587,0.017124599777162075,707.4182987003587,0.11436099978163838,6.0,2.265191300306469,709.7185729001649,0.002434799913316965,0.09803170012310147,715.7183592002839,715.9016086902469,6.214527300093323,6.297843700274825,716.9182146000676,735.9016211899929,735.9016840001568,26.214636000338942,26.314902300015092,736.9182477002032,738.9016309003346,738.9016309003346,0.014615199994295835,0.11482599982991815,768.884759100154,30.01432379987091,30.0975921000354,,,,,,,,2777,Gustatory,2025-02-13_12h25.01.853,Gustatory_Condition_v2,2022.2.5,30.032113335085945,
1,0,1,0,2,0,2,0,,,,,,,,,,,,,769.0184018001892,0.031495099887251854,0.1311597996391356,6.014461999759078,775.0350808999501,,775.1348391002975,775.1348391002975,0.014622699934989214,0.11446069972589612,space,1.3781020999886096,776.5515263001435,776.5515263001435,2.5799963623285294e-05,0.0985767999663949,num_9,3.4490327001549304,780.0349432901479,0.002429999876767397,0.09821399999782443,780.3515194999054,780.8350761901587,781.1515496000648,781.6181095900014,,782.018196800258,790.0181415001862,790.0181415001862,790.0180578903295,0.014746599830687046,0.11462579993531108,791.0180677999742,792.0013542999513,792.2181676002219,792.7180612003431,10.031377099920064,800.1681035002694,0.033889600075781345,800.1681035002694,0.1312229000031948,6.0,3.6649355003610253,803.8686274001375,0.0025172997266054153,0.09787039970979095,809.8681709002703,810.0513362899422,6.21441139979288,6.297986299730837,811.0679355999455,830.0515986900776,830.0345018003136,26.21428019972518,26.2978122998029,831.067973700352,833.0346206999384,833.0679876003414,0.03115009982138872,0.13108229963108897,863.0511272000149,30.014256099704653,,,,,,,,,2777,Gustatory,2025-02-13_12h25.01.853,Gustatory_Condition_v2,2022.2.5,30.032113335085945,
1,0,1,0,3,0,3,0,,,,,,,,,,,,,863.1846154001541,0.015104699414223433,0.11431199964135885,6.031013699714094,869.2012232001871,,869.3012144002132,869.3012144002132,0.031090499367564917,0.1309916996397078,space,1.5154267996549606,870.8678708001971,870.8678708001971,5.469983443617821e-05,0.09794669970870018,num_9,3.2769474000670016,874.2012371901423,0.0023900000378489494,0.0979313999414444,874.5012364001013,874.9845898902043,875.3011664003134,875.7844749899581,876.1012607999146,876.201231600251,,884.2179546002299,884.2178674899973,0.017252900172024965,0.11421940010040998,885.2177564003505,886.2178429001942,886.3845005002804,886.8844976001419,10.031098400242627,894.3177509000525,0.01570980018004775,894.3177509000525,0.11436330014839768,2.0,3.6998856998980045,898.0512655000202,0.0020061000250279903,0.09911209996789694,904.051047200337,904.2344488902949,6.215681799687445,6.315681600011885,905.2511853999458,924.2344201901927,924.2343590003438,26.215714099816978,26.315673499833792,925.2510064002126,927.2510456000455,927.2510456000455,0.0014238995499908924,0.09895659983158112,957.250931000337,30.032283999491483,,,,,,,,,2777,Gustatory,2025-02-13_12h25.01.853,Gustatory_Condition_v2,2022.2.5,30.032113335085945,
