Blocks_of_Tastants.thisRepN,Blocks_of_Tastants.thisTrialN,Blocks_of_Tastants.thisN,Blocks_of_Tastants.thisIndex,Each_Tastant_Once.thisRepN,Each_Tastant_Once.thisTrialN,Each_Tastant_Once.thisN,Each_Tastant_Once.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,cross.started,p_port_4.started,p_port_4.stopped,cross.stopped,p_port_5.started,instructions.started,spacebar_hit.started,p_port_6.started,p_port_6.stopped,spacebar_hit.keys,spacebar_hit.rt,grab_cup.started,key_resp.started,p_port_7.started,p_port_7.stopped,key_resp.keys,key_resp.rt,taste_sound_1.started,p_port_8.started,p_port_8.stopped,taste_sound_1.stopped,taste_sound_2.started,taste_sound_2.stopped,taste_sound_3.started,taste_sound_3.stopped,Roll_liquid_taste.started,Roll_liquid_taste.stopped,spit_text.started,spit_sound.started,p_port_9.started,p_port_9.stopped,spit_sound.stopped,spit_text.stopped,screen_clear.started,screen_clear.stopped,p_port_18.started,p_port_18.stopped,Palatability_Score.started,p_port_17.started,Instruction.started,p_port_17.stopped,Palatability_Score.response,Palatability_Score.rt,Rinse_text.started,p_port_10.started,p_port_10.stopped,Rinse_text.stopped,Begin_Rinse.started,p_port_11.started,p_port_11.stopped,Finish_rinse.started,Rinse_Spit.started,p_port_12.started,p_port_12.stopped,Finish_rinse.stopped,Rinse_Spit.stopped,rest_text.started,p_port_13.started,p_port_13.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,12.79268403999954,0.0005171999998765386,0.10321239999984755,13.270929470000032,13.520783200000096,13.770928070000059,14.054051100000152,0.005570399999896836,0.10337879999997313,29.05420960000015,15.003191099999867,29.154188599999998,0.0081775999999536,0.10326250000002801,35.154224900000145,6.003169800000023,35.25420830000007,35.25420830000007,0.0033483000001979235,0.10322680000012951,space,3.9543685999999525,39.25431720000006,39.25431720000006,5.149999992681842e-05,0.0980974999999944,num_9,4.866284699999824,44.17110257000011,0.0022705999999743653,0.09775230000013835,44.470919500000036,44.9543193700001,45.2542162000002,45.754181070000165,46.07081310000012,46.15419840000004,54.154258500000196,54.154258500000196,54.154269970000065,0.014562600000090242,0.11455640000008316,55.170786200000066,56.17088660000013,56.35421150000002,56.85423570000012,10.014383400000042,10.097698300000047,64.27075869999999,0.0008480000001327426,64.27075869999999,0.09799440000006143,3.0,4.097862000000077,68.40458260000014,0.001584999999977299,0.0993797999999515,74.42088430000013,74.57087517000011,6.199185299999954,6.29921319999994,94.57088037000014,94.57090930000004,26.19923820000008,26.29921820000004,95.57082370000012,97.58753640000009,97.58753640000009,0.015908300000091913,0.11582229999999072,,,,,,,
