loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,textbox.started,p_port_2.started,p_port_2.stopped,textbox.stopped,p_port_3.started,instructions.started,key_resp.started,p_port_4.started,p_port_4.stopped,key_resp.keys,key_resp.rt,cross.started,p_port_6.started,p_port_6.stopped,cross.stopped,p_port_7.started,disgust_image.started,p_port_8.started,p_port_8.stopped,p_port_9.started,p_port_9.stopped,disgust_score.started,p_port_10.started,p_port_10.stopped,disgust_score.response,disgust_score.rt,disgust_image.stopped,p_port_7.stopped,participant,session,date,expName,psychopyVersion,frameRate,
19,0,19,0,,,,,,,,,,,,,,,,,324.82362859882414,0.0006170999258756638,0.09683669917285442,330.84005660004914,6.01350250095129,330.95674789883196,0.03060240112245083,0.13042350113391876,6.030190400779247,,337.05682189948857,0.031125400215387344,0.13009930029511452,1.0,1.5001218989491463,336.95676190033555,,3874,Visual,2024-07-15_18h02.49.866,Visual_Condition_v2,2022.2.5,29.974141282397856,
20,0,20,0,,,,,,,,,,,,,,,,,338.59042860008776,0.00048159994184970856,0.09706740081310272,344.58989249914885,6.013739600777626,344.72350089997053,0.02613379992544651,0.13082589954137802,6.030593199655414,,350.82328889891505,0.033684100955724716,0.13053820095956326,1.0,1.197887698188424,350.7233984991908,6.09727399982512,3874,Visual,2024-07-15_18h02.49.866,Visual_Condition_v2,2022.2.5,29.974141282397856,
21,0,21,0,,,,,,,,,,,,,,,,,352.05694120004773,0.000793900340795517,0.09685970097780228,358.0566670987755,6.030176701024175,358.23995889909565,0.08080330118536949,0.18018280155956745,6.013863701373339,,364.27354469895363,0.016174301505088806,0.11360200121998787,2.0,2.198690000921488,364.2232596985996,,3874,Visual,2024-07-15_18h02.49.866,Visual_Condition_v2,2022.2.5,29.974141282397856,
22,0,22,0,,,,,,,,,,,,,,,,,366.5069493986666,0.0006115008145570755,0.09718929976224899,372.52347539924085,6.0138196013867855,372.63996079936624,0.02943350002169609,0.13072190061211586,6.0304134003818035,,378.72317259944975,0.014601701870560646,0.13029690086841583,0.0,0.8166995998471975,378.6234906986356,,3874,Visual,2024-07-15_18h02.49.866,Visual_Condition_v2,2022.2.5,29.974141282397856,
23,0,23,0,,,,,,,,,,,,,,,,,379.5737135987729,0.0005283001810312271,0.09686719998717308,385.5733249001205,6.030461300164461,385.7067823987454,0.030010201036930084,0.13068700022995472,6.030363200232387,,391.79037570022047,0.014123301953077316,0.1139571014791727,0.0,1.5672766994684935,391.70668129995465,,3874,Visual,2024-07-15_18h02.49.866,Visual_Condition_v2,2022.2.5,29.974141282397856,
24,0,24,0,,,,,,,,,,,,,,,,,393.39034449867904,0.000528799369931221,0.0975515004247427,399.4066113997251,6.014316599816084,399.5235692989081,0.03124310076236725,0.13107530027627945,6.030816501006484,,405.6231760997325,0.03385389968752861,0.13096300140023232,0.0,1.0978241991251707,405.5233164988458,,3874,Visual,2024-07-15_18h02.49.866,Visual_Condition_v2,2022.2.5,29.974141282397856,
25,0,25,0,,,,,,,,,,,,,,,,,406.75689299963415,0.0002372991293668747,0.09945689886808395,412.7566077001393,5.999149398878217,412.9735145997256,0.08224010095000267,0.21599039994180202,6.015907699242234,,418.97312239930034,0.017125200480222702,0.1159450002014637,0.0,4.499847000464797,,6.099072400480509,3874,Visual,2024-07-15_18h02.49.866,Visual_Condition_v2,2022.2.5,29.974141282397856,
26,0,26,0,,,,,,,,,,,,,,,,,423.5068635996431,0.0007675997912883759,0.0972157996147871,429.5232503991574,6.0136605985462666,429.63977780006826,0.03536419942975044,0.13039059937000275,6.030350999906659,,435.73999140039086,0.03307290002703667,0.13030249997973442,0.0,1.8316918015480042,435.63992960006,,3874,Visual,2024-07-15_18h02.49.866,Visual_Condition_v2,2022.2.5,29.974141282397856,
27,0,27,0,,,,,,,,,,,,,,,,,437.6067998986691,0.0004945993423461914,0.09745229966938496,443.60653449967504,6.030670000240207,443.7563901990652,0.046361200511455536,0.14727840013802052,6.013935400173068,,449.82310909964144,0.01663540117442608,0.11393390037119389,2.0,1.56525120139122,449.75650869868696,,3874,Visual,2024-07-15_18h02.49.866,Visual_Condition_v2,2022.2.5,29.974141282397856,
28,0,28,0,,,,,,,,,,,,,,,,,451.42360270023346,0.00024240091443061829,0.09904350154101849,457.42316840030253,5.999035200104117,457.5230011995882,0.00987190194427967,0.09900600090622902,6.032461401075125,,463.63976939953864,0.01831980235874653,0.11571290157735348,3.0,1.2661549001932144,463.5231442991644,6.0988490004092455,3874,Visual,2024-07-15_18h02.49.866,Visual_Condition_v2,2022.2.5,29.974141282397856,
29,0,29,0,,,,,,,,,,,,,,,,,464.9402166996151,0.0005188994109630585,0.09745479933917522,470.9565101992339,6.014093900099397,471.439981399104,0.24201859906315804,0.49740999937057495,6.010399200022221,,477.1565863993019,0.01678209938108921,0.11435970105230808,1.0,1.0982955992221832,,,3874,Visual,2024-07-15_18h02.49.866,Visual_Condition_v2,2022.2.5,29.974141282397856,
30,0,30,0,,,,,,,,,,,,,,,,,478.2900882996619,0.0004978999495506287,0.09715590067207813,484.306467698887,6.013854900375009,484.42309429869056,0.03069460019469261,0.13066640123724937,6.030589900910854,,490.5231647994369,0.03323560208082199,0.13046610169112682,0.0,1.464928800240159,490.42325079999864,,3874,Visual,2024-07-15_18h02.49.866,Visual_Condition_v2,2022.2.5,29.974141282397856,
31,0,31,0,,,,,,,,,,,,,,,,,492.0233682002872,0.00022689998149871826,0.09925390034914017,498.0230870991945,5.999051999300718,498.1395552996546,0.021517200395464897,0.11570100113749504,6.015677699819207,,504.2396156992763,0.017093900591135025,0.11581750027835369,0.0,2.7009607013314962,504.1395803000778,6.099155200645328,3874,Visual,2024-07-15_18h02.49.866,Visual_Condition_v2,2022.2.5,29.974141282397856,
32,0,32,0,,,,,,,,,,,,,,,,,506.9729522000998,0.0001477990299463272,0.09962249919772148,512.9898926988244,6.0160207990556955,513.106341900304,0.030742499977350235,0.13274919986724854,5.999536199495196,6.099593399092555,519.1730180997401,0.0031640008091926575,0.09931170009076595,1.0,0.8970659002661705,519.1065646987408,,3874,Visual,2024-07-15_18h02.49.866,Visual_Condition_v2,2022.2.5,29.974141282397856,
33,0,33,0,,,,,,,,,,,,,,,,,520.1065750997514,0.0005411989986896515,0.09709979966282845,526.1063754986972,6.030438300222158,526.256427500397,0.04893860034644604,0.14711550064384937,6.013640999794006,,532.3229352999479,0.015058999881148338,0.11360040120780468,0.0,1.4329503998160362,532.2562719993293,,3874,Visual,2024-07-15_18h02.49.866,Visual_Condition_v2,2022.2.5,29.974141282397856,
34,0,34,0,,,,,,,,,,,,,,,,,533.7898508999497,0.0004981998354196548,0.09713979996740818,539.8062712997198,6.013814501464367,539.9394463002682,0.05153470113873482,0.14710660092532635,6.014012901112437,,546.0061179995537,0.01647210121154785,0.1137372013181448,0.0,1.3647469002753496,545.9395519997925,,3874,Visual,2024-07-15_18h02.49.866,Visual_Condition_v2,2022.2.5,29.974141282397856,
35,0,35,0,,,,,,,,,,,,,,,,,547.406562300399,0.00048629939556121826,0.09776019863784313,553.4065217990428,6.0313395988196135,553.5396458990872,0.028215600177645683,0.13103049993515015,6.031340699642897,,559.6395613998175,0.03367009945213795,0.13080590032041073,0.0,0.8648161999881268,559.5226146001369,,3874,Visual,2024-07-15_18h02.49.866,Visual_Condition_v2,2022.2.5,29.974141282397856,
36,0,36,0,,,,,,,,,,,,,,,,,560.539919398725,0.00022480078041553497,0.09901659935712814,566.5561693999916,6.015656100586057,566.706282299012,0.07148940116167068,0.1657143011689186,6.032286500558257,,572.773241398856,0.03493320010602474,0.13236859999597073,0.0,1.1650117989629507,572.7061825990677,,3874,Visual,2024-07-15_18h02.49.866,Visual_Condition_v2,2022.2.5,29.974141282397856,
37,0,37,0,,,,,,,,,,,,,,,,,573.972973998636,0.0004951991140842438,0.09698659926652908,579.9894462004304,6.013589899986982,580.1061068996787,0.02924340032041073,0.1302444003522396,6.030369199812412,,586.2061119992286,0.03303409926593304,0.130205899477005,2.0,1.1983027011156082,586.106110598892,,3874,Visual,2024-07-15_18h02.49.866,Visual_Condition_v2,2022.2.5,29.974141282397856,
38,0,38,0,,,,,,,,,,,,,,,,,587.4396783988923,0.00024059973657131195,0.09923830069601536,593.4561179000884,6.015881799161434,593.5726842992008,0.030401499941945076,0.13274910114705563,5.999229099601507,6.099507700651884,599.6393139995635,0.002699200063943863,0.0990540012717247,0.0,1.2972208000719547,599.5729911997914,,3874,Visual,2024-07-15_18h02.49.866,Visual_Condition_v2,2022.2.5,29.974141282397856,
39,0,39,0,,,,,,,,,,,,,,,,,600.9730418995023,0.0006415005773305893,0.09699969924986362,606.9894995000213,6.013589300215244,607.1226971000433,0.05580510012805462,0.14691250026226044,6.0135747995227575,,613.189362199977,0.01630380004644394,0.11342290043830872,1.0,3.431710198521614,613.1227285992354,,3874,Visual,2024-07-15_18h02.49.866,Visual_Condition_v2,2022.2.5,29.974141282397856,
40,0,40,0,,,,,,,,,,,,,,,,,616.6560289990157,0.0005622990429401398,0.09706239961087704,622.672684699297,6.013662599027157,622.8062039986253,0.03819669969379902,0.147181099280715,6.013564499095082,,628.8726588990539,0.01646149903535843,0.11340359970927238,0.0,1.3648168984800577,628.8060333989561,,3874,Visual,2024-07-15_18h02.49.866,Visual_Condition_v2,2022.2.5,29.974141282397856,
41,0,41,0,,,,,,,,,,,,,,,,,630.2731210999191,0.00022640079259872437,0.11520610004663467,636.289371099323,6.015411499887705,636.40594159998,0.03188220039010048,0.13207160122692585,6.032129600644112,,642.4893471002579,0.017558801919221878,0.11529000103473663,1.0,1.3986891005188227,642.3890981003642,,3874,Visual,2024-07-15_18h02.49.866,Visual_Condition_v2,2022.2.5,29.974141282397856,
42,0,42,0,,,,,,,,,,,,,,,,,643.9226443991065,0.0009531993418931961,0.09719789959490299,649.9393063001335,6.013857999816537,650.0558126997203,0.04124340042471886,0.130749199539423,6.030493600293994,,656.1558449994773,0.03325770050287247,0.1305743008852005,0.0,1.231563901528716,656.0559291988611,,3874,Visual,2024-07-15_18h02.49.866,Visual_Condition_v2,2022.2.5,29.974141282397856,
43,0,43,0,,,,,,,,,,,,,,,,,657.4228597003967,0.0004969984292984009,0.09732089936733246,663.4392395000905,6.013746298849583,663.5559304989874,0.027934400364756584,0.1305615995079279,6.030461199581623,,669.6557636987418,0.03332200087606907,0.1304203998297453,0.0,1.564598798751831,669.5558940991759,,3874,Visual,2024-07-15_18h02.49.866,Visual_Condition_v2,2022.2.5,29.974141282397856,
44,0,44,0,,,,,,,,,,,,,,,,,671.256105300039,0.0005427002906799316,0.09781409986317158,677.2558632995933,6.031027300283313,677.3893298991024,0.033170200884342194,0.13123430125415325,6.0307981017977,,683.4723990000784,0.01676200143992901,0.11420610174536705,0.0,1.1651084013283253,683.3723507989198,,3874,Visual,2024-07-15_18h02.49.866,Visual_Condition_v2,2022.2.5,29.974141282397856,
45,0,45,0,,,,,,,,,,,,,,,,,684.6726975999773,0.0004689004272222519,0.09733789972960949,690.6891962997615,6.014018800109625,690.8057550992817,0.02863899990916252,0.13047590106725693,6.030595300719142,,696.905680699274,0.03331639990210533,0.1307096015661955,0.0,0.8649007994681597,696.8058217987418,,3874,Visual,2024-07-15_18h02.49.866,Visual_Condition_v2,2022.2.5,29.974141282397856,
46,0,46,0,,,,,,,,,,,,,,,,,697.8060132991523,0.00038559921085834503,0.09729140065610409,703.8057736996561,6.030636500567198,703.9558358993381,0.04481060057878494,0.14730890095233917,6.0138633996248245,,710.0223509985954,0.016418900340795517,0.11418270133435726,0.0,1.198369299992919,709.9557831995189,,3874,Visual,2024-07-15_18h02.49.866,Visual_Condition_v2,2022.2.5,29.974141282397856,
47,0,47,0,,,,,,,,,,,,,,,,,711.2560386992991,0.0002414993941783905,0.09899930097162724,717.2557787001133,6.032337700948119,717.4057093001902,0.04571470059454441,0.1490688007324934,6.015378201380372,,723.4722766000777,0.018267299979925156,0.11556320078670979,1.0,1.3987671993672848,723.4057168997824,,3874,Visual,2024-07-15_18h02.49.866,Visual_Condition_v2,2022.2.5,29.974141282397856,
48,0,48,0,,,,,,,,,,,,,,,,,724.9059782996774,0.0010587014257907867,0.09627470001578331,730.9225167986006,6.013121800497174,731.0391006004065,0.027038900181651115,0.1295545008033514,6.029570801183581,,737.1392249986529,0.03206530213356018,0.12967720068991184,1.0,2.565157199278474,737.0390846002847,,3874,Visual,2024-07-15_18h02.49.866,Visual_Condition_v2,2022.2.5,29.974141282397856,
49,0,49,0,,,,,,,,,,,,,,,,,739.7392644993961,0.0004871990531682968,0.09758879989385605,745.7390526998788,6.0306949988007545,745.8724408000708,0.033042099326848984,0.1307698991149664,6.030543800443411,,751.972140500322,0.03321550041437149,0.13058670051395893,1.0,0.9982156008481979,751.8724121991545,,3874,Visual,2024-07-15_18h02.49.866,Visual_Condition_v2,2022.2.5,29.974141282397856,
50,0,50,0,,,,,,,,,,,,,,,,,753.0060157999396,0.0004233997315168381,0.09767429903149605,759.005606899038,6.030943298712373,759.1725083999336,0.0632086992263794,0.16448679938912392,6.0309060998260975,,765.238816998899,0.03351739980280399,0.13091420009732246,2.0,3.665056699886918,765.1722506992519,,3874,Visual,2024-07-15_18h02.49.866,Visual_Condition_v2,2022.2.5,29.974141282397856,
51,0,51,0,,,,,,,,,,,,,,,,,768.9393019992858,0.00023100152611732483,0.09923250041902065,774.955568600446,6.015898000448942,775.0888400003314,0.05425800196826458,0.14907720126211643,6.015820000320673,,781.1554777994752,0.01815740205347538,0.1159226018935442,1.0,1.2318755015730858,781.0888624992222,,3874,Visual,2024-07-15_18h02.49.866,Visual_Condition_v2,2022.2.5,29.974141282397856,
52,0,52,0,,,,,,,,,,,,,,,,,782.4225332997739,0.00023400038480758667,0.09916449896991253,788.4053527992219,5.999057698994875,788.5053383987397,0.015706300735473633,0.1158576998859644,6.015840200707316,,794.6387069001794,0.018018599599599838,0.11556459963321686,1.0,2.332032101228833,794.5054636988789,6.082387398928404,3874,Visual,2024-07-15_18h02.49.866,Visual_Condition_v2,2022.2.5,29.974141282397856,
53,0,53,0,,,,,,,,,,,,,,,,,797.005728399381,0.0005031004548072815,0.09702550061047077,803.0055705998093,6.030500799417496,803.1720198001713,0.0676640011370182,0.16364930011332035,6.030348800122738,,809.2387466002256,0.03326050005853176,0.13055220060050488,1.0,2.4313152991235256,809.1720847003162,,3874,Visual,2024-07-15_18h02.49.866,Visual_Condition_v2,2022.2.5,29.974141282397856,
54,0,54,0,,,,,,,,,,,,,,,,,811.7054123990238,0.0007136985659599304,0.09701729938387871,817.7053995989263,6.030385598540306,817.8553409986198,0.04679019935429096,0.14694649912416935,6.013631599023938,,823.9220119994134,0.016505900770425797,0.11359420046210289,2.0,1.2981933001428843,823.8554659988731,,3874,Visual,2024-07-15_18h02.49.866,Visual_Condition_v2,2022.2.5,29.974141282397856,
55,0,55,0,,,,,,,,,,,,,,,,,825.2557615991682,0.00024560093879699707,0.09893470071256161,831.271999400109,6.0156800001859665,831.4219783004373,0.07488990016281605,0.16549310088157654,6.032158000394702,,837.471893299371,0.0172589011490345,0.11543550156056881,1.0,3.099098799750209,837.4051693994552,,3874,Visual,2024-07-15_18h02.49.866,Visual_Condition_v2,2022.2.5,29.974141282397856,
56,0,56,0,,,,,,,,,,,,,,,,,840.6055961996317,0.0004927013069391251,0.09711180068552494,846.5884271990508,6.013512501493096,846.7387150991708,0.03127150051295757,0.1306237019598484,6.030355501919985,,852.8385407999158,0.03137960098683834,0.13030920177698135,0.0,1.766636399552226,852.7385908998549,,3874,Visual,2024-07-15_18h02.49.866,Visual_Condition_v2,2022.2.5,29.974141282397856,
57,0,57,0,,,,,,,,,,,,,,,,,854.6386495996267,0.0004048999398946762,0.09720410034060478,860.6386246997863,6.030660500749946,860.8551556989551,0.11914850026369095,0.21405469998717308,6.013806400820613,,866.8551840987056,0.016219601035118103,0.11373940110206604,0.0,1.1985859014093876,,,3874,Visual,2024-07-15_18h02.49.866,Visual_Condition_v2,2022.2.5,29.974141282397856,
58,0,58,0,,,,,,,,,,,,,,,,,868.0887937992811,0.0004714988172054291,0.09713839925825596,874.0885495990515,6.0304306000471115,874.2384463995695,0.05025189928710461,0.1473041996359825,6.0136938989162445,,880.3050174992532,0.016296900808811188,0.11352130025625229,1.0,1.8650664985179901,880.2386096995324,,3874,Visual,2024-07-15_18h02.49.866,Visual_Condition_v2,2022.2.5,29.974141282397856,
59,0,59,0,,,,,,,,,,,,,,,,,882.2055462989956,0.00037060119211673737,0.09853590093553066,888.2218171004206,6.0152722001075745,888.3385546989739,0.03116689994931221,0.13195650093257427,6.031736001372337,,894.4384070988744,0.034118300303816795,0.1315894015133381,1.0,1.13228590041399,894.3384199999273,,3874,Visual,2024-07-15_18h02.49.866,Visual_Condition_v2,2022.2.5,29.974141282397856,
60,0,60,0,,,,,,,,,,,,,,,,,895.6051608994603,0.00046220049262046814,0.09705560095608234,901.6217537987977,6.013690799474716,901.7383056990802,0.028788801282644272,0.1303879003971815,6.030528699979186,,907.8383290991187,0.03296680003404617,0.13029390014708042,1.0,1.5985876992344856,907.738437499851,,3874,Visual,2024-07-15_18h02.49.866,Visual_Condition_v2,2022.2.5,29.974141282397856,
61,0,61,0,,,,,,,,,,,,,,,,,909.4719500988722,0.00022090040147304535,0.09901219978928566,915.4883756991476,6.015659399330616,915.604984998703,0.029980499297380447,0.13232279941439629,5.999212101101875,6.0991118010133505,921.6716713998467,0.0021615009754896164,0.0990631002932787,1.0,1.2977182995527983,921.6050390992314,,3874,Visual,2024-07-15_18h02.49.866,Visual_Condition_v2,2022.2.5,29.974141282397856,
62,0,62,0,,,,,,,,,,,,,,,,,923.0052405986935,0.00040189921855926514,0.09752189926803112,929.0049510989338,6.0307995993644,929.1549443993717,0.04712889902293682,0.14745149947702885,6.014069000259042,,935.2215423993766,0.016777699813246727,0.11414399929344654,1.0,1.0649075005203485,935.1549567002803,,3874,Visual,2024-07-15_18h02.49.866,Visual_Condition_v2,2022.2.5,29.974141282397856,
63,0,63,0,,,,,,,,,,,,,,,,,936.3219870999455,0.00024029985070228577,0.09907020069658756,942.3382530994713,6.015642100945115,942.4551148992032,0.03292730078101158,0.13249840028584003,6.032616501674056,,948.554834799841,0.03493410162627697,0.13223500177264214,0.0,2.198982499539852,948.4549986999482,,3874,Visual,2024-07-15_18h02.49.866,Visual_Condition_v2,2022.2.5,29.974141282397856,
