loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,evaluate_all_emotions.thisRepN,evaluate_all_emotions.thisTrialN,evaluate_all_emotions.thisN,evaluate_all_emotions.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,sync_beep_3.stopped,sync_beep_4.started,sync_beep_4.stopped,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,Game_Start_Text.started,p_port_4.started,p_port_4.stopped,key_resp.started,key_resp.keys,key_resp.rt,fixation_cross.started,p_port_5.started,p_port_5.stopped,fixation_cross.stopped,p_port_6.started,player_image_intro.started,player_name_intro.started,p_port_7.started,p_port_7.stopped,p_port_8.started,p_port_8.stopped,player_image_offer.started,player_name_offer.started,proposed_split.started,p_port_9.started,p_port_9.stopped,proposed_split.stopped,accept_reject.started,p_port_15.started,p_port_15.stopped,accept_reject.stopped,p_port_10.started,p_port_10.stopped,arrow_instructions.started,offer_choice.started,p_port_11.started,p_port_11.stopped,offer_choice.keys,offer_choice.rt,Instructions_Affinity_Score.started,p_port_12.started,p_port_12.stopped,Instructions_Affinity_Score.stopped,Emotion_Image.started,AffinityScore.started,p_port_13.started,p_port_13.stopped,AffinityScore.response,AffinityScore.rt,Instruction.started,Moral_Disgust_Score.started,p_port_14.started,p_port_14.stopped,Moral_Disgust_Score.response,Moral_Disgust_Score.rt,player_image_intro.stopped,player_name_intro.stopped,player_image_offer.stopped,player_name_offer.stopped,p_port_6.stopped,participant,session,date,expName,psychopyVersion,frameRate,
4,0,4,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.9278170997277,271.9278170997277,0.007532600313425064,0.1142408000305295,2.0,0.7409410998225212,,,,,,,,,,,,675,Moral,2024-04-15_14h43.56.542,MoralCondition_v2,2022.2.5,30.01500451367607,
4,0,4,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.7109479997307,272.7109479997307,0.00814130064100027,0.11424480006098747,3.0,3.106901000253856,,,,,,,,,,,,675,Moral,2024-04-15_14h43.56.542,MoralCondition_v2,2022.2.5,30.01500451367607,
4,0,4,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.84437240008265,275.84437240008265,0.006962799467146397,0.0982258003205061,2.0,1.5595082994550467,,,,,,,,,,,,675,Moral,2024-04-15_14h43.56.542,MoralCondition_v2,2022.2.5,30.01500451367607,
4,0,4,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.44439209997654,277.44439209997654,0.007347400300204754,0.09816360007971525,5.0,1.4252017000690103,,,,,,,,,,,,675,Moral,2024-04-15_14h43.56.542,MoralCondition_v2,2022.2.5,30.01500451367607,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.9108656998724,278.9108656998724,0.002213899977505207,0.09802010003477335,7.0,2.397277900017798,,,,,,675,Moral,2024-04-15_14h43.56.542,MoralCondition_v2,2022.2.5,30.01500451367607,
5,0,5,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,281.34432750009,0.00041980016976594925,0.0979976998642087,287.360938699916,6.015424500219524,287.5278455996886,287.5278455996886,0.06767730042338371,0.18157410062849522,6.014462199993432,,293.62753379996866,293.62753379996866,293.62753379996866,0.06865300051867962,0.18155250046402216,299.3274301998317,299.52756329998374,6.014684400521219,6.114623201079667,305.52769530005753,12.014812300913036,,305.6608913997188,305.6608913997188,0.01484760083258152,0.11463520117104053,up,0.24676889926195145,305.9608803996816,7.880013436079025e-05,0.09776060003787279,,311.97730659972876,311.97730659972876,0.024940299801528454,0.11439609993249178,5.0,2.224094799719751,,,,,,,293.5275563998148,293.5275563998148,305.6275599002838,305.6275599002838,,675,Moral,2024-04-15_14h43.56.542,MoralCondition_v2,2022.2.5,30.01500451367607,
5,0,5,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.2441552001983,314.2441552001983,0.007544000633060932,0.0980015005916357,2.0,1.32464690040797,,,,,,,,,,,,675,Moral,2024-04-15_14h43.56.542,MoralCondition_v2,2022.2.5,30.01500451367607,
5,0,5,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.6107281995937,315.6107281995937,0.007653399370610714,0.09836179949343204,2.0,0.5250826003029943,,,,,,,,,,,,675,Moral,2024-04-15_14h43.56.542,MoralCondition_v2,2022.2.5,30.01500451367607,
5,0,5,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.1775334998965,316.1775334998965,0.0074616000056266785,0.09806669969111681,2.0,0.5917469002306461,,,,,,,,,,,,675,Moral,2024-04-15_14h43.56.542,MoralCondition_v2,2022.2.5,30.01500451367607,
5,0,5,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.8107508998364,316.8107508998364,0.007295399904251099,0.09795499965548515,2.0,0.558385000564158,,,,,,,,,,,,675,Moral,2024-04-15_14h43.56.542,MoralCondition_v2,2022.2.5,30.01500451367607,
5,0,5,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.41071730013937,317.41071730013937,0.0068741003051400185,0.09801029972732067,2.0,0.5920962998643517,,,,,,,,,,,,675,Moral,2024-04-15_14h43.56.542,MoralCondition_v2,2022.2.5,30.01500451367607,
5,0,5,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.0441212998703,318.0441212998703,0.007377599366009235,0.0974337998777628,2.0,0.6580635998398066,,,,,,,,,,,,675,Moral,2024-04-15_14h43.56.542,MoralCondition_v2,2022.2.5,30.01500451367607,
5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.74427509959787,318.74427509959787,0.0006895000115036964,0.09891510009765625,7.0,2.066182400099933,,,,,,675,Moral,2024-04-15_14h43.56.542,MoralCondition_v2,2022.2.5,30.01500451367607,
6,0,6,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,320.8444419996813,0.0003675995394587517,0.09791630040854216,326.84408750012517,6.03117570001632,327.0441771997139,327.0441771997139,0.09298700001090765,0.19802580028772354,6.031140100210905,,333.14425020013005,333.14425020013005,333.14425020013005,0.09300990030169487,0.1980751007795334,338.8440634002909,339.0442253993824,6.031302601099014,6.1311472011730075,345.04400479979813,12.031170800328255,,345.17742490023375,345.17742490023375,0.03129970096051693,0.1310899006202817,up,0.2419507997110486,345.47768019977957,5.0700269639492035e-05,0.09761450067162514,,351.49415299948305,351.49415299948305,0.023862100206315517,0.11386410053819418,5.0,1.4243831997737288,,,,,,,333.0441186996177,333.0441186996177,345.1440573995933,345.1440573995933,,675,Moral,2024-04-15_14h43.56.542,MoralCondition_v2,2022.2.5,30.01500451367607,
6,0,6,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.96072710026056,352.96072710026056,0.007732700556516647,0.09735739976167679,3.0,1.8573193000629544,,,,,,,,,,,,675,Moral,2024-04-15_14h43.56.542,MoralCondition_v2,2022.2.5,30.01500451367607,
6,0,6,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.8606707993895,354.8606707993895,0.006278699263930321,0.09916269965469837,5.0,1.3606642000377178,,,,,,,,,,,,675,Moral,2024-04-15_14h43.56.542,MoralCondition_v2,2022.2.5,30.01500451367607,
6,0,6,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.2608361998573,356.2608361998573,0.0070454999804496765,0.09769370034337044,5.0,1.2583116004243493,,,,,,,,,,,,675,Moral,2024-04-15_14h43.56.542,MoralCondition_v2,2022.2.5,30.01500451367607,
6,0,6,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.57741149980575,357.57741149980575,0.008546699769794941,0.11467960011214018,5.0,1.1069782003760338,,,,,,,,,,,,675,Moral,2024-04-15_14h43.56.542,MoralCondition_v2,2022.2.5,30.01500451367607,
6,0,6,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.71075890026987,358.71075890026987,0.0070941997691988945,0.09837970044463873,5.0,1.1589445993304253,,,,,,,,,,,,675,Moral,2024-04-15_14h43.56.542,MoralCondition_v2,2022.2.5,30.01500451367607,
6,0,6,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.9105209996924,359.9105209996924,0.007701000198721886,0.09763200022280216,5.0,1.9575339006260037,,,,,,,,,,,,675,Moral,2024-04-15_14h43.56.542,MoralCondition_v2,2022.2.5,30.01500451367607,
6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.9109042994678,361.9109042994678,0.0015786997973918915,0.09727009944617748,3.0,2.363624299876392,,,,,,675,Moral,2024-04-15_14h43.56.542,MoralCondition_v2,2022.2.5,30.01500451367607,
7,0,7,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,364.31088729947805,0.00033670011907815933,0.09764919988811016,370.2938011996448,6.014179199934006,370.49404769949615,370.49404769949615,0.06535959988832474,0.1807736000046134,6.014392600394785,,376.5941615998745,376.5941615998745,376.5941615998745,0.06647380068898201,0.18137590028345585,382.29386239964515,382.4939262000844,6.0143215004354715,6.114268500357866,388.4939254997298,12.014338300563395,,388.62721529975533,388.62721529975533,0.014542700722813606,0.11422490142285824,down,0.3444940000772476,389.0272095995024,3.709923475980759e-05,0.09798219986259937,395.04379300028086,395.04379300028086,395.04379300028086,0.007349099963903427,0.11475259996950626,6.0,6.508231700398028,,,,,,,376.49430039990693,376.49430039990693,388.59387429989874,388.59387429989874,6.097674599848688,675,Moral,2024-04-15_14h43.56.542,MoralCondition_v2,2022.2.5,30.01500451367607,
7,0,7,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401.57728829979897,401.57728829979897,0.007526400499045849,0.0976061001420021,6.0,1.7244544001296163,,,,,,,,,,,,675,Moral,2024-04-15_14h43.56.542,MoralCondition_v2,2022.2.5,30.01500451367607,
