loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,evaluate_all_emotions.thisRepN,evaluate_all_emotions.thisTrialN,evaluate_all_emotions.thisN,evaluate_all_emotions.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,sync_beep_3.stopped,sync_beep_4.started,sync_beep_4.stopped,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,Game_Start_Text.started,p_port_4.started,p_port_4.stopped,key_resp.started,key_resp.keys,key_resp.rt,fixation_cross.started,p_port_5.started,p_port_5.stopped,fixation_cross.stopped,p_port_6.started,player_image_intro.started,player_name_intro.started,p_port_7.started,p_port_7.stopped,p_port_8.started,p_port_8.stopped,player_image_offer.started,player_name_offer.started,proposed_split.started,p_port_9.started,p_port_9.stopped,proposed_split.stopped,accept_reject.started,p_port_15.started,p_port_15.stopped,accept_reject.stopped,p_port_10.started,p_port_10.stopped,arrow_instructions.started,offer_choice.started,p_port_11.started,p_port_11.stopped,offer_choice.keys,offer_choice.rt,Instructions_Affinity_Score.started,p_port_12.started,p_port_12.stopped,Instructions_Affinity_Score.stopped,Emotion_Image.started,AffinityScore.started,p_port_13.started,p_port_13.stopped,AffinityScore.response,AffinityScore.rt,Instruction.started,Moral_Disgust_Score.started,p_port_14.started,p_port_14.stopped,Moral_Disgust_Score.response,Moral_Disgust_Score.rt,player_image_intro.stopped,player_name_intro.stopped,player_image_offer.stopped,player_name_offer.stopped,p_port_6.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,13.199482501111925,0.0007760003209114075,0.1035693995654583,13.51157739944756,13.79493629988283,14.11149699985981,14.395171600021422,14.694941299967468,14.995088600181044,15.311645000241697,15.311645000241697,0.02050130069255829,0.12052540015429258,30.328277999535203,15.00376780051738,30.42837420012802,0.00374510046094656,0.10377330053597689,30.894949399866164,space,0.8449277998879552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,675,Moral,2024-04-15_14h43.56.542,MoralCondition_v2,2022.2.5,30.01500451367607,
0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,31.778210999444127,0.00044449977576732635,0.09968309942632914,37.79489229992032,6.016452799551189,38.04498180001974,38.04498180001974,0.12314349971711636,0.26615680009126663,5.999394699931145,6.0997155001387,44.11177559942007,44.11177559942007,44.11177559942007,0.093299999833107,0.23296819999814034,49.8115614997223,49.94516349956393,5.999904599972069,6.0997494999319315,55.944763500243425,11.999463500455022,12.099552400410175,56.11154900025576,56.11154900025576,0.03288060054183006,0.13290890026837587,down,1.988760500214994,58.16148959938437,4.0699727833271027e-05,0.09798740036785603,64.17817229963839,64.17817229963839,64.17817229963839,0.009840000420808792,0.11464659962803125,5.0,3.5723199993371964,,,,,,,,,,,,675,Moral,2024-04-15_14h43.56.542,MoralCondition_v2,2022.2.5,30.01500451367607,
0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.79517569951713,67.79517569951713,0.011724299751222134,0.11414599977433681,2.0,1.5705915996804833,,,,,,,,,,,,675,Moral,2024-04-15_14h43.56.542,MoralCondition_v2,2022.2.5,30.01500451367607,
0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.39495310001075,69.39495310001075,0.009713100269436836,0.0980873005464673,4.0,2.556055299937725,,,,,,,,,,,,675,Moral,2024-04-15_14h43.56.542,MoralCondition_v2,2022.2.5,30.01500451367607,
0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.01170269958675,72.01170269958675,0.008659900166094303,0.11475960072129965,5.0,2.673783900216222,,,,,,,,,,,,675,Moral,2024-04-15_14h43.56.542,MoralCondition_v2,2022.2.5,30.01500451367607,
0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.71148389950395,74.71148389950395,0.008332199417054653,0.09925649967044592,5.0,1.8586958004161716,,,,,,,,,,,,675,Moral,2024-04-15_14h43.56.542,MoralCondition_v2,2022.2.5,30.01500451367607,
0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.62838200014085,76.62838200014085,0.008864600211381912,0.1150102000683546,3.0,3.5071240002289414,,,,,,,,,,,,675,Moral,2024-04-15_14h43.56.542,MoralCondition_v2,2022.2.5,30.01500451367607,
0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.16150700021535,80.16150700021535,0.010578099638223648,0.0984527999535203,5.0,5.855432800017297,,,,,,,,,,,,675,Moral,2024-04-15_14h43.56.542,MoralCondition_v2,2022.2.5,30.01500451367607,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.06137599982321,86.06137599982321,0.0013088993728160858,0.09833049960434437,2.0,7.598189099691808,,,,,,675,Moral,2024-04-15_14h43.56.542,MoralCondition_v2,2022.2.5,30.01500451367607,
1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,93.69482189975679,0.0004591001197695732,0.09729150030761957,99.69480659998953,6.030676299706101,99.89484529942274,99.89484529942274,0.08851640019565821,0.1975006004795432,6.030568400397897,,105.99474050011486,105.99474050011486,105.99474050011486,0.09781070053577423,0.19745080079883337,111.6947868000716,111.89498039986938,6.030784000642598,6.130573901347816,117.89476829953492,12.030611501075327,,118.02808479964733,118.02808479964733,0.0309223011136055,0.13057330157607794,up,0.5191471995785832,118.59485039953142,4.849955439567566e-05,0.0978522002696991,124.61143319960684,124.61143319960684,124.61143319960684,0.009140599519014359,0.11439769994467497,5.0,2.3730306001380086,,,,,,,105.89476689975709,105.89476689975709,117.99483899958432,117.99483899958432,,675,Moral,2024-04-15_14h43.56.542,MoralCondition_v2,2022.2.5,30.01500451367607,
1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.01153399981558,127.01153399981558,0.007623899728059769,0.09776930045336485,2.0,1.9245892008766532,,,,,,,,,,,,675,Moral,2024-04-15_14h43.56.542,MoralCondition_v2,2022.2.5,30.01500451367607,
1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.97817850019783,128.97817850019783,0.007523899897933006,0.09825379960238934,2.0,1.1915244003757834,,,,,,,,,,,,675,Moral,2024-04-15_14h43.56.542,MoralCondition_v2,2022.2.5,30.01500451367607,
1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.21142920013517,130.21142920013517,0.007004300132393837,0.09925900027155876,2.0,1.0264058001339436,,,,,,,,,,,,675,Moral,2024-04-15_14h43.56.542,MoralCondition_v2,2022.2.5,30.01500451367607,
1,0,1,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.27797830011696,131.27797830011696,0.006807300262153149,0.099163300357759,2.0,0.8266608994454145,,,,,,,,,,,,675,Moral,2024-04-15_14h43.56.542,MoralCondition_v2,2022.2.5,30.01500451367607,
1,0,1,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.14485329948366,132.14485329948366,0.006723799742758274,0.09918680042028427,2.0,0.9937273999676108,,,,,,,,,,,,675,Moral,2024-04-15_14h43.56.542,MoralCondition_v2,2022.2.5,30.01500451367607,
1,0,1,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.17849059961736,133.17849059961736,0.006577899679541588,0.09746569953858852,6.0,1.4251074008643627,,,,,,,,,,,,675,Moral,2024-04-15_14h43.56.542,MoralCondition_v2,2022.2.5,30.01500451367607,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.64493819978088,134.64493819978088,0.0019026994705200195,0.0974493995308876,7.0,2.363636599853635,,,,,,675,Moral,2024-04-15_14h43.56.542,MoralCondition_v2,2022.2.5,30.01500451367607,
2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,137.04503829963505,0.0002695005387067795,0.09785130061209202,143.04468739964068,6.031061700545251,143.24464859999716,143.24464859999716,0.09352640062570572,0.19771370105445385,6.031034900806844,,149.34484749939293,149.34484749939293,149.34484749939293,0.09047310147434473,0.19792770128697157,155.04469050001353,155.24465429969132,6.031027801334858,6.131011800840497,161.24468659982085,12.031064800918102,,161.37796789966524,161.37796789966524,0.031200501136481762,0.13095590099692345,up,1.1693484000861645,162.61127979960293,4.66005876660347e-05,0.09765870030969381,168.6117552993819,168.6117552993819,168.6117552993819,0.00876030046492815,0.09750180039554834,4.0,3.3233014000579715,,,,,,,149.24468859937042,149.24468859937042,161.34464820008725,161.34464820008725,,675,Moral,2024-04-15_14h43.56.542,MoralCondition_v2,2022.2.5,30.01500451367607,
2,0,2,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.9781788000837,171.9781788000837,0.008749200031161308,0.09781459998339415,5.0,2.589929800480604,,,,,,,,,,,,675,Moral,2024-04-15_14h43.56.542,MoralCondition_v2,2022.2.5,30.01500451367607,
2,0,2,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.61129879951477,174.61129879951477,0.007609500549733639,0.09772770013660192,2.0,2.2580742007121444,,,,,,,,,,,,675,Moral,2024-04-15_14h43.56.542,MoralCondition_v2,2022.2.5,30.01500451367607,
2,0,2,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.92830630019307,176.92830630019307,0.008984699845314026,0.11549430061131716,2.0,1.7077545998618007,,,,,,,,,,,,675,Moral,2024-04-15_14h43.56.542,MoralCondition_v2,2022.2.5,30.01500451367607,
2,0,2,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.67820629943162,178.67820629943162,0.007542900741100311,0.11406990047544241,2.0,0.7740885000675917,,,,,,,,,,,,675,Moral,2024-04-15_14h43.56.542,MoralCondition_v2,2022.2.5,30.01500451367607,
2,0,2,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.47803470026702,179.47803470026702,0.006699099205434322,0.09864520002156496,5.0,3.2928368002176285,,,,,,,,,,,,675,Moral,2024-04-15_14h43.56.542,MoralCondition_v2,2022.2.5,30.01500451367607,
2,0,2,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.82800669968128,182.82800669968128,0.007637199945747852,0.11408019997179508,2.0,1.3409565994516015,,,,,,,,,,,,675,Moral,2024-04-15_14h43.56.542,MoralCondition_v2,2022.2.5,30.01500451367607,
2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.19474219996482,184.19474219996482,0.0014041997492313385,0.09798539988696575,7.0,4.264759699814022,,,,,,675,Moral,2024-04-15_14h43.56.542,MoralCondition_v2,2022.2.5,30.01500451367607,
3,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,188.49485819973052,0.00033219996839761734,0.09756470005959272,194.51129699964076,6.014418399892747,194.72793379984796,194.72793379984796,0.11823059991002083,0.23133250046521425,6.031044299714267,,200.79473499953747,200.79473499953747,200.79473499953747,0.08889540005475283,0.19786860048770905,206.4944038996473,206.69448579940945,6.0311008002609015,6.130980800837278,212.69451150018722,12.0310502005741,,212.82768729981035,212.82768729981035,0.031226000748574734,0.13095250073820353,up,0.9038975993171334,213.7944922996685,4.37004491686821e-05,0.09819009993225336,219.79467689990997,219.79467689990997,219.79467689990997,0.008802300319075584,0.0978947002440691,3.0,2.290279599837959,,,,,,,,,212.7944826995954,212.7944826995954,,675,Moral,2024-04-15_14h43.56.542,MoralCondition_v2,2022.2.5,30.01500451367607,
3,0,3,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.1279430994764,222.1279430994764,0.008582400158047676,0.0975152999162674,5.0,3.4234130000695586,,,,,,,,,,,,675,Moral,2024-04-15_14h43.56.542,MoralCondition_v2,2022.2.5,30.01500451367607,
3,0,3,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.59467339981347,225.59467339981347,0.00694619957357645,0.09894630033522844,5.0,0.8930329997092485,,,,,,,,,,,,675,Moral,2024-04-15_14h43.56.542,MoralCondition_v2,2022.2.5,30.01500451367607,
3,0,3,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.54464180022478,226.54464180022478,0.007889899425208569,0.11439509969204664,5.0,1.0405810996890068,,,,,,,,,,,,675,Moral,2024-04-15_14h43.56.542,MoralCondition_v2,2022.2.5,30.01500451367607,
3,0,3,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.61107399966568,227.61107399966568,0.007530000060796738,0.09919080045074224,5.0,1.726031499914825,,,,,,,,,,,,675,Moral,2024-04-15_14h43.56.542,MoralCondition_v2,2022.2.5,30.01500451367607,
3,0,3,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.37775530014187,229.37775530014187,0.006601699627935886,0.09925899934023619,5.0,1.3268013997003436,,,,,,,,,,,,675,Moral,2024-04-15_14h43.56.542,MoralCondition_v2,2022.2.5,30.01500451367607,
3,0,3,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.74439699947834,230.74439699947834,0.007533400319516659,0.09752700012177229,3.0,3.6244915006682277,,,,,,,,,,,,675,Moral,2024-04-15_14h43.56.542,MoralCondition_v2,2022.2.5,30.01500451367607,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.4112849002704,234.4112849002704,0.0006988998502492905,0.09906250052154064,3.0,2.699630199931562,,,,,,675,Moral,2024-04-15_14h43.56.542,MoralCondition_v2,2022.2.5,30.01500451367607,
4,0,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,237.14480279944837,0.00013260077685117722,0.09925680048763752,243.1610714001581,6.015854400582612,243.32758949976414,243.32758949976414,0.07925780117511749,0.1826708009466529,6.015895800665021,,249.42757929954678,249.42757929954678,249.42757929954678,0.07891170121729374,0.1824992010369897,255.12770939990878,255.3278813995421,6.015937001444399,6.115651301108301,261.32765170000494,12.015717301517725,,261.46098740026355,261.46098740026355,0.01587510108947754,0.11571260169148445,up,0.3343086000531912,261.8610058994964,5.450006574392319e-05,0.09803760051727295,,267.8943978995085,267.8943978995085,0.025870599783957005,0.13151639979332685,2.0,2.506493699736893,,,,,,,249.32772239949554,249.32772239949554,261.4277331000194,261.4277331000194,,675,Moral,2024-04-15_14h43.56.542,MoralCondition_v2,2022.2.5,30.01500451367607,
4,0,4,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.42764940019697,270.42764940019697,0.007354200817644596,0.09793440066277981,2.0,0.7921076994389296,,,,,,,,,,,,675,Moral,2024-04-15_14h43.56.542,MoralCondition_v2,2022.2.5,30.01500451367607,
4,0,4,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.2776875998825,271.2776875998825,0.00865860003978014,0.1142485998570919,2.0,0.6065660007297993,,,,,,,,,,,,675,Moral,2024-04-15_14h43.56.542,MoralCondition_v2,2022.2.5,30.01500451367607,
