Blocks_of_Tastants.thisRepN,Blocks_of_Tastants.thisTrialN,Blocks_of_Tastants.thisN,Blocks_of_Tastants.thisIndex,Each_Tastant_Once.thisRepN,Each_Tastant_Once.thisTrialN,Each_Tastant_Once.thisN,Each_Tastant_Once.thisIndex,connecting_message.started,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_3.started,sync_beep_3.stopped,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,cross.started,p_port_4.started,p_port_4.stopped,p_port_5.started,cross.stopped,instructions.started,spacebar_hit.started,p_port_6.started,p_port_6.stopped,spacebar_hit.keys,spacebar_hit.rt,grab_cup.started,key_resp.started,p_port_7.started,p_port_7.stopped,key_resp.keys,key_resp.rt,taste_sound_1.started,p_port_8.started,p_port_8.stopped,taste_sound_1.stopped,taste_sound_2.started,taste_sound_2.stopped,taste_sound_3.started,taste_sound_3.stopped,Roll_liquid_taste.started,Roll_liquid_taste.stopped,spit_text.started,spit_sound.started,p_port_9.started,p_port_9.stopped,spit_sound.stopped,spit_text.stopped,screen_clear.started,screen_clear.stopped,Rinse_text.started,p_port_10.started,p_port_10.stopped,Rinse_text.stopped,Begin_Rinse.started,p_port_11.started,p_port_11.stopped,Begin_Rinse.stopped,Finish_rinse.started,Rinse_Spit.started,p_port_12.started,p_port_12.stopped,Finish_rinse.stopped,Palatability_Score.started,p_port_17.started,p_port_17.stopped,Palatability_Score.response,Palatability_Score.rt,rest_text.started,p_port_13.started,p_port_13.stopped,rest_text.stopped,p_port_14.started,Rinse_Spit.stopped,p_port_14.stopped,break_text.started,p_port_15.started,p_port_15.stopped,break_text.stopped,p_port_16.started,p_port_5.stopped,p_port_16.stopped,p_port_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
3,0,3,0,2,0,2,0,,,,,,,,,,,,,,1848.7449429000262,-0.0007702999864704907,0.08217840001452714,6.011934100009967,1854.728311700048,1854.8412650999962,1854.8412650999962,0.012080200016498566,0.09883140004239976,space,2.808836499985773,1857.6746829000185,1857.6746829000185,1.680001150816679e-05,0.08279060001950711,9,1.423459500016179,1859.1448683300346,0.0006626999820582569,0.0992846000008285,1859.4579974000226,1859.9115747300034,1860.2282522000023,1860.7248101300152,1861.0282436000416,1861.0948688000208,1869.0781404000008,1869.0947952000424,1869.1114503299991,-0.0006532999686896801,0.09559059998719022,1870.128228400019,1871.078232400003,1871.2947790000471,1871.7948914000299,1877.7948007000377,5.9992545999703,6.082490900007542,1883.7912397999899,1884.0117339300282,12.199168200022541,12.282406600017566,1885.0280697999988,1908.8281028300348,1908.8281322999974,37.01594389998354,37.1159468999831,1909.8282686000457,1911.8279305000324,0.015747700002975762,0.11580759997013956,3.0,4.663731699984055,1916.5284681000048,0.0008892999612726271,0.09790579997934401,1946.5279028000077,30.031051600002684,1911.8279305000324,,,,,,,6.095214399974793,,,667,Gustatory,2024-02-12_11h37.55.756,Gustatory_Condition_v2,2022.2.5,29.97371005587646,
3,0,3,0,3,0,3,0,,,,,,,,,,,,,,1946.6612364000175,0.03176109999185428,0.13097559998277575,6.030944199999794,1952.661222100025,1952.7445085000363,1952.7445085000363,0.014045800024177879,0.11422070005210117,space,2.761953499983065,1955.5447291000164,1955.5447291000164,4.529999569058418e-05,0.09769540000706911,9,0.4497775000054389,1956.0445143300399,0.0025259999674744904,0.09806589997606352,1956.3443764999975,1956.8278276300348,1957.1277658999898,1957.6277206300233,1957.9278355000424,1958.0279763000435,1966.027854999993,1966.027854999993,1966.0278334300324,0.014856499969027936,0.11489339999388903,1967.0611247000052,1968.0278826000285,1968.2278299000463,1968.727792699996,1974.727746699995,6.0147219999926165,6.1147111999453045,1980.744379700045,1980.9276962300005,12.214644999941811,12.3147107999539,1981.9277733000345,2005.7442217300354,2005.7442352999933,37.031215799972415,37.13119059999008,2006.7611432000413,2008.7608804000192,0.017299699946306646,0.11431759997503832,3.0,2.0648824000381865,2010.8611713999999,0.00047990004532039165,0.09935070003848523,2040.8773689999944,30.015657900017686,,,,,,,,,,,667,Gustatory,2024-02-12_11h37.55.756,Gustatory_Condition_v2,2022.2.5,29.97371005587646,
3,0,3,0,4,0,4,0,,,,,,,,,,,,,,2040.9773663000087,0.015874800039455295,0.11564380006166175,6.015616900054738,2046.9774121000082,2047.0774719000328,2047.0774719000328,0.015898600046057254,0.11563740007113665,space,2.908611799997743,2050.0273665999994,2050.0273665999994,5.749997217208147e-05,0.09799599996767938,9,3.3110848999931477,2053.3939390300015,0.0018675999599508941,0.09805969998706132,2053.6938110000337,2054.177228230046,2054.4771923000226,2054.9772607299906,,2055.3772327000042,2063.3772459000465,2063.3772459000465,2063.3772219300095,0.01478939998196438,0.11467929999344051,2064.377132099995,2065.377237500041,2065.5771878000232,2066.077221000043,2072.0771824000403,6.014737699937541,6.114434299990535,2078.0769896000274,2078.293789629993,12.231314099975862,12.331286199972965,2079.293654500041,2103.0769560300337,2103.0770173000055,37.014567099977285,37.11434809997445,2104.0769262000103,2106.0936370000127,-0.00041040003998205066,0.0977879999554716,3.0,3.2657206000294536,2109.3939366000122,0.0007592000183649361,0.09884849999798462,2139.410155599995,30.015002500033006,2106.0936370000127,,,,,,,,,,667,Gustatory,2024-02-12_11h37.55.756,Gustatory_Condition_v2,2022.2.5,29.97371005587646,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2139.5100949000334,0.015231200028210878,0.11493660003179684,2169.5099502000376,30.014806500053965,,,,667,Gustatory,2024-02-12_11h37.55.756,Gustatory_Condition_v2,2022.2.5,29.97371005587646,
4,0,4,0,0,0,0,0,,,,,,,,,2169.6099066000315,0.01754250004887581,0.11478180007543415,2189.6098051000154,20.01478660007706,2189.7098516999977,0.016172400093637407,0.11471570009598508,6.014621700101998,2195.7098258000333,2195.8097801000113,2195.8097801000113,0.014787400083150715,0.11464290012372658,space,4.35193080001045,2200.209544500045,2200.209544500045,4.850002005696297e-05,0.09768750000512227,9,1.0006463999743573,2201.2431897300353,0.0018262999947182834,0.09739499998977408,2201.5597471999936,2202.0263943300174,,2202.8263098300026,2203.1431090999977,2203.2430574000464,,2211.25971459999,2211.259701030032,0.016829999978654087,0.11405169998761266,2212.259565300017,2213.2600123000448,2213.4266139999963,2213.943013900018,2219.9432421000092,6.030918999982532,6.130595899943728,2225.9596412000246,2226.1263706299883,12.21404709998751,12.313905599992722,2227.126229799993,2250.9427608300407,2250.942804899998,37.0305389999412,37.130407899967395,2251.959515399998,2253.959370800003,0.016937999986112118,0.113749599957373,3.0,4.46453300002031,2258.4597444999963,0.0010162999969907105,0.09799019998172298,2288.475903600047,30.01422679994721,,,,,,,,,,,667,Gustatory,2024-02-12_11h37.55.756,Gustatory_Condition_v2,2022.2.5,29.97371005587646,
4,0,4,0,1,0,1,0,,,,,,,,,,,,,,2288.57621020003,0.014840000018011779,0.11425500002223998,6.014222299971152,2294.5758859000052,2294.6759345000028,2294.6759345000028,0.01427540002623573,0.1141780000180006,space,1.822310200019274,2296.542573500017,2296.542573500017,4.2700034100562334e-05,0.09810240002116188,9,0.995478400029242,2297.575906330015,0.0018846000311896205,0.09818530001211911,2297.8759738000226,2298.37596203002,2298.6757885999978,2299.1592466300294,2299.4591651000082,2299.5591988000087,2307.5592930000275,2307.5592930000275,2307.5591848299896,0.014941300032660365,0.11478589999023825,2308.559152600006,2309.55928700004,2309.742319300014,2310.259236200014,2316.259094200039,6.0147285999846645,6.1147085999837145,2322.259065399994,2322.4591617300116,12.214667299995199,12.31466019997606,2323.475682899996,2347.258892030042,2347.258956100035,37.01459159998922,37.114635000005364,2348.275611400022,2350.2754684000392,0.0017709999810904264,0.0977712000021711,3.0,3.2974373000324704,2353.6089255000115,0.00089490000391379,0.09786939999321476,2383.6253999000182,30.01440610003192,2350.2754684000392,,,,,,,,,,667,Gustatory,2024-02-12_11h37.55.756,Gustatory_Condition_v2,2022.2.5,29.97371005587646,
4,0,4,0,2,0,2,0,,,,,,,,,,,,,,2383.725525100017,0.015059000055771321,0.11432320001767948,6.030982700060122,2389.7420137000154,2389.842042400036,2389.842042400036,0.031052000063937157,0.1310081000556238,space,1.0239685999695212,2390.9087366000167,2390.9087366000167,4.2600033339113e-05,0.09778320003533736,9,0.7658411000156775,2391.7087287300324,0.0018867000471800566,0.09816720004891977,2392.008667599992,2392.5086872299958,2392.808646499994,2393.291954130045,2393.6086945999996,2393.7086986000068,2401.7088381000212,2401.7088381000212,2401.7084874299994,0.00031730002956464887,0.09811920003267005,2402.7085863000248,2403.6918833000236,2403.8920033000177,2404.408795299998,2410.391901099996,6.0147430000361055,6.114685399981681,2416.408695499995,2416.60851263004,12.231325300002936,12.331338900025003,2417.625138500007,2441.391599129996,2441.391781800019,37.01460400002543,37.11452120001195,2442.408496399992,2444.4083205999923,0.0009383999858982861,0.09763129998464137,2.0,1.5646269000135362,2446.008769900014,0.00090970000019297,0.09824540000408888,2476.008196800016,30.031439600046724,2444.4083205999923,,,,,,,,,,667,Gustatory,2024-02-12_11h37.55.756,Gustatory_Condition_v2,2022.2.5,29.97371005587646,
4,0,4,0,3,0,3,0,,,,,,,,,,,,,,2476.1415532000246,0.03217580006457865,0.13142310007242486,6.014811000030022,2482.1581897000433,2482.2249056000146,2482.2249056000146,0.014901900081895292,0.11473270005080849,space,1.8013523999834433,2484.0916575000156,2484.0916575000156,5.219999002292752e-05,0.09814729995559901,9,0.44649559998651966,2484.5915232300117,0.002021099964622408,0.09800639998866245,2484.908162800013,2485.3748199299966,,2486.1748226300056,,2486.5750689000124,2494.5914324999903,2494.5914324999903,2494.591585230018,0.0013982999953441322,0.09795540000777692,2495.6081534000114,2496.60810100002,2496.774926400045,2497.2747690000106,2503.2747508000466,6.0146384999970905,6.11472709994996,2509.274550900038,2509.474636930035,12.214351199974772,12.2977931999485,2510.4745861000265,2534.274413330009,2534.2745678999927,37.01445600000443,37.11428049998358,2535.2912454000325,2537.274529999995,0.01443829998606816,0.1143817999982275,2.0,1.897531800030265,2539.2081627000007,0.0009008999913930893,0.09857239999109879,2569.207738600031,30.0315006999881,2537.274529999995,,,,,,,,,,667,Gustatory,2024-02-12_11h37.55.756,Gustatory_Condition_v2,2022.2.5,29.97371005587646,
4,0,4,0,4,0,4,0,,,,,,,,,,,,,,2569.324458200019,0.015409099985845387,0.11494060000404716,6.031556400004774,2575.340996300045,2575.4410411000135,2575.4410411000135,0.0316037000156939,0.1315208000014536,space,1.7453162999590859,2577.241158000019,2577.241158000019,3.659998765215278e-05,0.09822670003632084,9,1.5605349999968894,2578.8411105300124,0.0019825000199489295,0.09797280002385378,2579.15771140001,2579.624132930004,2579.9410236999975,2580.440966830001,2580.757647200022,2580.824350700015,2588.8409574000398,2588.8409574000398,2588.840908030042,0.0017522000125609338,0.09814550000010058,2589.8576055000303,2590.8575996000436,2591.0242198000196,2591.524305000028,2597.524283100036,6.0146339000202715,6.114602399989963,2603.540894600039,2603.740826430026,12.231228200020269,12.331170699966606,2604.7575484000263,2628.5240135299914,2628.524073800014,37.014457700017374,37.11442800000077,2629.5407247000257,2631.5405805000337,0.0017194999963976443,0.09759269998176023,2.0,1.0636234999983571,2632.641005100042,0.0009526999783702195,0.0979317000019364,2662.6405336000025,30.030960300005972,2631.5405805000337,,,,,,,,,,667,Gustatory,2024-02-12_11h37.55.756,Gustatory_Condition_v2,2022.2.5,29.97371005587646,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2662.773892600031,0.03130790003342554,0.13092900003539398,2692.790529299993,30.01408380002249,,,,667,Gustatory,2024-02-12_11h37.55.756,Gustatory_Condition_v2,2022.2.5,29.97371005587646,
