Blocks_of_Tastants.thisRepN,Blocks_of_Tastants.thisTrialN,Blocks_of_Tastants.thisN,Blocks_of_Tastants.thisIndex,Each_Tastant_Once.thisRepN,Each_Tastant_Once.thisTrialN,Each_Tastant_Once.thisN,Each_Tastant_Once.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,sync_beep_3.stopped,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,cross.started,p_port_4.started,p_port_4.stopped,cross.stopped,p_port_5.started,p_port_5.stopped,instructions.started,spacebar_hit.started,p_port_6.started,p_port_6.stopped,spacebar_hit.keys,spacebar_hit.rt,grab_cup.started,key_resp.started,p_port_7.started,p_port_7.stopped,key_resp.keys,key_resp.rt,taste_sound_1.started,p_port_8.started,p_port_8.stopped,taste_sound_1.stopped,taste_sound_2.started,taste_sound_2.stopped,taste_sound_3.started,taste_sound_3.stopped,Roll_liquid_taste.started,Roll_liquid_taste.stopped,spit_text.started,spit_sound.started,p_port_9.started,p_port_9.stopped,spit_sound.stopped,spit_text.stopped,screen_clear.started,screen_clear.stopped,p_port_18.started,p_port_18.stopped,Palatability_Score.started,p_port_17.started,Instruction.started,p_port_17.stopped,Palatability_Score.response,Palatability_Score.rt,Rinse_text.started,p_port_10.started,p_port_10.stopped,Rinse_text.stopped,Begin_Rinse.started,p_port_11.started,p_port_11.stopped,Begin_Rinse.stopped,Finish_rinse.started,Rinse_Spit.started,p_port_12.started,p_port_12.stopped,Finish_rinse.stopped,Rinse_Spit.stopped,rest_text.started,p_port_13.started,p_port_13.stopped,rest_text.stopped,p_port_14.started,p_port_14.stopped,break_text.started,p_port_15.started,p_port_15.stopped,break_text.stopped,p_port_16.started,participant,session,date,expName,psychopyVersion,frameRate,
3,0,3,0,2,0,2,0,,,,,,,,,,,,,,1724.0748026999645,0.010705999564379454,0.09381819982081652,1730.095310700126,6.014419499784708,,1730.1952653997578,1730.1952653997578,0.014504399616271257,0.1144053996540606,space,2.4776305998675525,1732.728654799983,1732.728654799983,4.409998655319214e-05,0.09766219975426793,num_9,1.1278502000495791,1733.89530811999,0.0021552997641265392,0.09793619997799397,,1734.6787045200356,1734.9953612000681,1735.4785315196962,1735.7785197999328,1735.8785752998665,1743.8786573996767,1743.8786573996767,1743.878399220109,0.014809099957346916,0.11461029993370175,1744.8784968997352,1745.8785847998224,1746.0785181000829,1746.5617005000822,10.014595999848098,10.097978500183672,1753.9950220999308,0.00030189985409379005,1753.9950220999308,0.09776769997552037,6.0,3.331810100004077,1757.3618307998404,0.002154699992388487,0.098214500118047,1763.3784668999724,1763.5451301199384,6.214869400020689,6.331513199955225,1764.5452121999115,1783.5449644199573,1783.5452108997852,26.214974300004542,26.314789100084454,,1786.5451265997253,1786.5451265997253,0.014892199542373419,0.11471369955688715,1816.5447394996881,30.014449099544436,,,,,,,8755,Gustatory,2025-02-19_12h25.48.098,Gustatory_Condition_v2,2022.2.5,29.972101936527118,
3,0,3,0,3,0,3,0,,,,,,,,,,,,,,1816.6782514997758,0.015252099838107824,0.114818399772048,1822.6784012001008,6.014594399835914,,1822.7782286996953,1822.7782286996953,0.01461479952558875,0.11455499939620495,space,2.901942600030452,1825.7447822997347,1825.7447822997347,3.7800054997205734e-05,0.09825009992346168,num_9,1.2316588000394404,1827.011589519959,0.002213700208812952,0.09765690006315708,1827.3281696001068,1827.7948087200523,1828.0947960000485,1828.5946898197756,1828.9079239997081,1828.994880899787,1837.0115092000924,1837.0115092000924,1837.0115031197668,0.0009809997864067554,0.09778180019930005,1838.02806029981,1839.028184699826,1839.1780272996984,1839.6612211000174,10.01443859981373,10.09780369978398,1847.111383299809,0.0007715998217463493,1847.111383299809,0.09770780010148883,6.0,2.43138310033828,1849.5783477998339,0.002380100078880787,0.09808550029993057,1855.594969399739,1855.778075219877,6.2312241001054645,6.3312431001104414,1856.7946508000605,1875.7614033197053,1875.744466099888,26.214308500289917,26.314479100052267,1876.7946851998568,1878.7446508998983,1878.7780061000958,0.031208399683237076,0.13115569995716214,1908.794521600008,30.014319099951535,,,,,,,8755,Gustatory,2025-02-19_12h25.48.098,Gustatory_Condition_v2,2022.2.5,29.972101936527118,
3,0,3,0,4,0,4,0,,,,,,,,,,,,,,1908.8945114999078,0.014994599856436253,0.11433100001886487,1914.8944720998406,6.014314099680632,,1914.994505699724,1914.994505699724,0.014443999622017145,0.11445509968325496,space,2.9575211997143924,1918.0111671998166,1918.0111671998166,3.929995000362396e-05,0.09807810001075268,num_9,0.7897001998499036,1918.8445604199544,0.0020086998119950294,0.09806699957698584,1919.144339399878,1919.6444991201163,1919.9444641997106,1920.4277975198813,1920.727790699806,1920.827836500015,1928.8444592999294,1928.8444592999294,1928.844469019957,0.0016814996488392353,0.09811329981312156,1929.8444348997436,1930.8444341998547,1931.0276779998094,1931.5277363997884,10.014737999998033,,1938.9610243998468,0.017685599625110626,1938.9610243998468,0.1147497994825244,3.0,2.5982449003495276,1941.5945603,0.0017685997299849987,0.09944429993629456,1947.6110247001052,1947.7776899200865,6.216058699879795,6.315800699871033,1948.7776969997212,1967.7609198198654,1967.7609343999065,26.199305300135165,26.299288999754936,1968.7775767999701,1970.7609385000542,1970.7609385000542,-0.00065660011023283,0.09932069992646575,2000.7608083998784,29.999178799800575,30.099268399644643,,,,,,8755,Gustatory,2025-02-19_12h25.48.098,Gustatory_Condition_v2,2022.2.5,29.972101936527118,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000.8941083997488,-8.180039003491402e-05,0.09897339949384332,2030.89399900008,29.999048399738967,8755,Gustatory,2025-02-19_12h25.48.098,Gustatory_Condition_v2,2022.2.5,29.972101936527118,
4,0,4,0,0,0,0,0,,,,,,,,,,,,,,2031.0106718000025,0.017845099791884422,0.11565739940851927,2037.027317199856,6.03230999968946,,2037.1273205997422,2037.1273205997422,0.03244419954717159,0.13232609955593944,space,2.71348449960351,2039.8942227996886,2039.8942227996886,4.1400082409381866e-05,0.09759450005367398,num_9,1.1143839000724256,2041.0606784199365,0.0019684000872075558,0.0978124001994729,2041.3773381998762,2041.8606248198078,2042.1773041998968,2042.6438342200593,2042.9439795999788,2043.0272711999714,2051.0440531000495,2051.0440531000495,2051.0439460201187,0.014662799891084433,0.11445550015196204,,2053.0606033001095,2053.2439092998393,2053.727162499912,10.014297700021416,,2061.177104000002,0.017529900185763836,2061.177104000002,0.11440949980169535,6.0,1.4314733003266156,2062.6440556999296,0.0015239999629557133,0.09881850006058812,2068.6438724999316,2068.8270471201276,6.215454400051385,6.2988515002653,2069.8437375999056,2088.8438044197856,2088.84381069988,26.2322336002253,26.34875790029764,2089.8436199999414,2091.843732799869,2091.843732799869,-0.0005438001826405525,0.09865779988467693,2121.8437073999085,30.032141000032425,,,,,,,8755,Gustatory,2025-02-19_12h25.48.098,Gustatory_Condition_v2,2022.2.5,29.972101936527118,
4,0,4,0,1,0,1,0,,,,,,,,,,,,,,2121.9606606001034,0.015661600045859814,0.11538209998980165,2127.9602993996814,6.015325400047004,,2128.0602627997287,2128.0602627997287,0.015442299656569958,0.11531199980527163,space,2.612248099874705,2130.7102616997436,2130.7102616997436,2.12998129427433e-05,0.09895739983767271,num_9,1.45017179986462,2132.210346719995,0.002747600432485342,0.09818150009959936,2132.5269626998343,2132.9934862198306,2133.293472799938,2133.79352552006,2134.093470199965,2134.193577699829,2142.1935576996766,2142.1935576996766,2142.1935312201267,0.014738200232386589,0.11468890029937029,2143.2101978999563,2144.1935433000326,2144.393511999864,2144.8935593999922,10.014581500086933,,2152.3268677000888,0.017498400062322617,2152.3268677000888,0.11476129991933703,3.0,3.5647805999033153,2155.9268681998365,0.0028071003034710884,0.0974938003346324,2161.9268144001253,2162.110027320031,6.214142400305718,6.314159700181335,2163.1267295000143,2182.109973019734,2182.0930997999385,26.213729000184685,26.29740030039102,2183.126597299706,2185.0933318999596,2185.1266918000765,0.03073790017515421,0.13083950011059642,2215.126703799702,30.030743999872357,,,,,,,8755,Gustatory,2025-02-19_12h25.48.098,Gustatory_Condition_v2,2022.2.5,29.972101936527118,
4,0,4,0,2,0,2,0,,,,,,,,,,,,,,2215.2598921000026,0.03133179992437363,0.13069080002605915,2221.2599760000594,6.030591600108892,,2221.3598652998917,2221.3598652998917,0.03069489961490035,0.13060079980641603,space,2.544389999937266,2223.9598729000427,2223.9598729000427,4.149973392486572e-05,0.09793319972231984,num_9,1.3365566995926201,2225.3432140199466,0.002309899777173996,0.09800809994339943,,2226.1265387197955,2226.4265196998604,2226.926379219908,,2227.3432223000564,,2235.359820299782,2235.3599099198354,0.017150699626654387,0.11437289975583553,2236.3765702997334,2237.3598249997012,2237.526466200128,2238.026495200116,10.01463449979201,,2245.4596949000843,0.01534679951146245,2245.4596949000843,0.11442189989611506,6.0,3.533620999660343,2249.026642699726,0.0020897001959383488,0.09827840002253652,2255.043052500114,2255.209881420061,6.214699600357562,6.3147969003766775,2256.2263893997297,2275.226411019731,2275.226300199982,26.231331800110638,26.33140780031681,2276.226475399919,2278.2264211000875,2278.2264211000875,0.0003618001937866211,0.09793289983645082,2308.2428200999275,30.014605899807066,,,,,,,8755,Gustatory,2025-02-19_12h25.48.098,Gustatory_Condition_v2,2022.2.5,29.972101936527118,
4,0,4,0,3,0,3,0,,,,,,,,,,,,,,2308.3594839000143,0.03193600010126829,0.1311765001155436,2314.359484499786,6.031110600102693,,2314.459494299721,2314.459494299721,0.0313311000354588,0.13146209996193647,space,2.8691902002319694,2317.376130799763,2317.376130799763,3.769993782043457e-05,0.09808780020102859,num_9,0.8966703000478446,2318.3094900197348,0.0024331999011337757,0.09793089982122183,2318.6093325000256,2319.092918319907,,2319.8927205198443,,2320.2928061001003,2328.3094256999902,2328.3094256999902,2328.309393519815,0.0014764000661671162,0.0979466000571847,2329.326041699853,2330.3094190000556,2330.4927464998327,2331.009393400047,10.03125650016591,,2338.4426540001296,0.034344099927693605,2338.4426540001296,0.13107729982584715,6.0,2.4646156998351216,2340.9427179996856,0.002161699812859297,0.09832479991018772,2346.9426619000733,2347.1426549198104,6.231681100092828,6.33161889994517,2348.159269699827,2367.125759519916,2367.125935399905,26.21495319996029,26.314885700121522,2368.125969799701,2370.142597499769,2370.142597499769,0.0007484997622668743,0.0982012995518744,2400.142401599791,30.031420599669218,,,,,,,8755,Gustatory,2025-02-19_12h25.48.098,Gustatory_Condition_v2,2022.2.5,29.972101936527118,
4,0,4,0,4,0,4,0,,,,,,,,,,,,,,2400.2757663000375,0.031721099745482206,0.13140839943662286,2406.292431599926,6.014847899787128,,2406.3590839998797,2406.3590839998797,0.014816599432379007,0.11480909958481789,space,2.984801299870014,2409.4092866997235,2409.4092866997235,4.299962893128395e-05,0.09791809972375631,num_9,1.0232933997176588,2410.4757374197243,0.0023775999434292316,0.09765709983184934,2410.775677799713,2411.259007619973,2411.559243199881,2412.058930519782,2412.359057500027,2412.459038999863,2420.475918299984,2420.475918299984,2420.475741219986,0.0009293998591601849,0.09786840016022325,,2422.475654100068,2422.6756643997505,2423.175656199921,10.030880500096828,,2430.6088590999134,0.0337930996902287,2430.6088590999134,0.13091159984469414,3.0,3.2647432000376284,2433.9090215000324,0.0015084999613463879,0.09914459986612201,2439.908866699785,2440.0922110199926,6.215458999853581,6.298929499927908,2441.108883100096,2460.1088562200775,2460.108872300014,26.232234799768776,26.332218299619853,2461.1254271999933,2463.1088123000227,2463.1088123000227,0.0013595996424555779,0.09892849950119853,2493.1257833996788,30.015562699642032,,,,,,,8755,Gustatory,2025-02-19_12h25.48.098,Gustatory_Condition_v2,2022.2.5,29.972101936527118,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2493.2255826001056,0.015519699547439814,0.1153955995105207,2523.2419162997976,30.03193249972537,8755,Gustatory,2025-02-19_12h25.48.098,Gustatory_Condition_v2,2022.2.5,29.972101936527118,
