loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,textbox.started,p_port_2.started,p_port_2.stopped,textbox.stopped,p_port_3.started,instructions.started,key_resp.started,p_port_4.started,p_port_4.stopped,key_resp.keys,key_resp.rt,cross.started,p_port_6.started,p_port_6.stopped,cross.stopped,p_port_7.started,disgust_image.started,p_port_8.started,p_port_8.stopped,p_port_9.started,disgust_image.stopped,disgust_score.started,p_port_10.started,p_port_10.stopped,disgust_score.response,disgust_score.rt,p_port_9.stopped,p_port_7.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,18.363413745909927,0.0005114991217851639,0.11129649914801121,18.779227301478386,19.04578688070178,19.462786300107837,19.462786300107837,0.028499100357294083,0.12822729907929897,34.47910640016198,15.011429499834776,34.595796501263976,34.595796501263976,0.028284000232815742,0.12789849936962128,space,2.5752440970391035,,,,,,,,,,,,,,,,,,9462,Visual,2024-07-09_19h01.24.652,Visual_Condition_v2,2022.2.5,30.01488738568902,
0,0,0,0,,,,,,,,,,,,,,,,,,37.21245330013335,0.0009460002183914185,0.09897639974951744,43.229095600545406,6.015639699995518,43.39565130136907,0.08566130138933659,0.18233200162649155,6.015647100284696,49.395747900009155,49.42901940084994,0.01846720091998577,0.11554070189595222,0.0,4.364918699488044,,,9462,Visual,2024-07-09_19h01.24.652,Visual_Condition_v2,2022.2.5,30.01488738568902,
1,0,1,0,,,,,,,,,,,,,,,,,,53.829435201361775,0.0006383992731571198,0.09733269922435284,59.8457867000252,6.014310700818896,59.96237310022116,0.030178099870681763,0.1308153998106718,6.030834700912237,65.96238350123167,66.06228969991207,0.03347260132431984,0.1307085007429123,0.0,2.831388099119067,,,9462,Visual,2024-07-09_19h01.24.652,Visual_Condition_v2,2022.2.5,30.01488738568902,
2,0,2,0,,,,,,,,,,,,,,,,,,68.92933480069041,0.0003035999834537506,0.09911989979445934,74.94565440155566,6.015751400962472,75.07884680107236,0.04722120054066181,0.1490758005529642,6.015762099996209,81.07898730039597,81.1455244012177,0.01844390109181404,0.11585790105164051,0.0,1.4317487999796867,,,9462,Visual,2024-07-09_19h01.24.652,Visual_Condition_v2,2022.2.5,30.01488738568902,
3,0,3,0,,,,,,,,,,,,,,,,,,82.61252730153501,0.0004810001701116562,0.09735289961099625,88.62907660007477,6.013978600502014,88.82893289998174,0.09610510058701038,0.214045699685812,6.013924200087786,,94.82882960140705,0.016119901090860367,0.11374190077185631,1.0,1.848835900425911,,,9462,Visual,2024-07-09_19h01.24.652,Visual_Condition_v2,2022.2.5,30.01488738568902,
4,0,4,0,,,,,,,,,,,,,,,,,,96.71253260038793,0.0004703998565673828,0.09773579984903336,102.72889400087297,6.01430899836123,102.84550690092146,0.03368949890136719,0.13117909990251064,6.030959999188781,108.84553610160947,108.94544720090926,0.03205350041389465,0.13094590045511723,1.0,3.1999610010534525,,,9462,Visual,2024-07-09_19h01.24.652,Visual_Condition_v2,2022.2.5,30.01488738568902,
5,0,5,0,,,,,,,,,,,,,,,,,,112.17891010083258,0.00023880042135715485,0.09909380041062832,118.1955523006618,6.015677699819207,118.31211199983954,0.034591201692819595,0.13239959999918938,5.999049600213766,124.31220590136945,124.37869620136917,0.0022955015301704407,0.09913260117173195,0.0,2.197589000687003,6.098972400650382,,9462,Visual,2024-07-09_19h01.24.652,Visual_Condition_v2,2022.2.5,30.01488738568902,
6,0,6,0,,,,,,,,,,,,,,,,,,126.61241540126503,0.0006424002349376678,0.09724549949169159,132.6121701002121,6.030642298981547,132.76225800067186,0.05143130011856556,0.147477800026536,6.013997700065374,138.76222570054233,138.82871760055423,0.017172999680042267,0.11381310038268566,0.0,2.6983839999884367,,,9462,Visual,2024-07-09_19h01.24.652,Visual_Condition_v2,2022.2.5,30.01488738568902,
7,0,7,0,,,,,,,,,,,,,,,,,,141.56235980056226,0.00045849941670894623,0.09732289984822273,147.5788545999676,6.014041299000382,147.69558080099523,0.03190309926867485,0.13076959922909737,6.0305554009974,153.69539429992437,153.7953526005149,0.033155299723148346,0.13052690029144287,2.0,3.0317956004291773,,,9462,Visual,2024-07-09_19h01.24.652,Visual_Condition_v2,2022.2.5,30.01488738568902,
8,0,8,0,,,,,,,,,,,,,,,,,,156.86233410052955,0.0008111000061035156,0.09688549861311913,162.86206630058587,6.030177399516106,162.99541480094194,0.027015099301934242,0.13033529929816723,6.030080700293183,168.99549630098045,169.07861940003932,0.0159595999866724,0.11342249996960163,0.0,2.331776900216937,,,9462,Visual,2024-07-09_19h01.24.652,Visual_Condition_v2,2022.2.5,30.01488738568902,
9,0,9,0,,,,,,,,,,,,,,,,,,171.44553660042584,0.0006320010870695114,0.09742460027337074,177.4620456006378,6.01401200145483,177.59526330046356,0.043494101613759995,0.14754800125956535,6.013995300978422,183.59530870057642,183.66180230118334,0.016812201589345932,0.11374730058014393,2.0,5.998126899823546,,,9462,Visual,2024-07-09_19h01.24.652,Visual_Condition_v2,2022.2.5,30.01488738568902,
