loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,evaluate_all_emotions.thisRepN,evaluate_all_emotions.thisTrialN,evaluate_all_emotions.thisN,evaluate_all_emotions.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,sync_beep_3.stopped,sync_beep_4.started,sync_beep_4.stopped,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,Game_Start_Text.started,p_port_4.started,p_port_4.stopped,key_resp.started,key_resp.keys,key_resp.rt,fixation_cross.started,p_port_5.started,p_port_5.stopped,fixation_cross.stopped,p_port_6.started,player_image_intro.started,player_name_intro.started,p_port_7.started,p_port_7.stopped,p_port_8.started,player_image_offer.started,player_name_offer.started,proposed_split.started,p_port_9.started,p_port_9.stopped,proposed_split.stopped,accept_reject.started,p_port_15.started,p_port_15.stopped,accept_reject.stopped,p_port_10.started,arrow_instructions.started,offer_choice.started,p_port_11.started,p_port_11.stopped,offer_choice.keys,offer_choice.rt,Instructions_Affinity_Score.started,p_port_12.started,p_port_12.stopped,Instructions_Affinity_Score.stopped,Emotion_Image.started,AffinityScore.started,p_port_13.started,p_port_13.stopped,AffinityScore.response,AffinityScore.rt,Instruction.started,Moral_Disgust_Score.started,p_port_14.started,p_port_14.stopped,Moral_Disgust_Score.response,Moral_Disgust_Score.rt,player_image_offer.stopped,player_name_offer.stopped,player_image_intro.stopped,player_name_intro.stopped,p_port_6.stopped,p_port_8.stopped,p_port_10.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,20.159198520728385,0.0008993999799713492,0.11175909999292344,20.474642500048503,20.75795918002259,21.074645500048064,21.35821407996118,21.67472530005034,21.957998680043964,22.291273499955423,22.291273499955423,0.009717100067064166,0.11196600005496293,37.291419000015594,15.012024800060317,37.39141459995881,0.012118900078348815,0.11194460012484342,37.858054199954495,space,1.550498600001447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2635,Moral,2025-03-07_16h29.35.240,MoralCondition_v2,2022.2.5,29.99891403453524,
0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,39.45805729995482,0.002526999916881323,0.09850159997586161,45.45807010005228,6.031922099995427,45.791466400027275,45.791466400027275,0.19694829999934882,0.3321073999395594,6.031971300020814,51.791339299990796,51.791339299990796,51.791339299990796,0.09598570002708584,0.23184160003438592,57.491418099962175,57.658042300026864,6.031913400045596,6.131842500064522,63.65808269998524,12.031984000001103,63.791510300012305,63.791510300012305,0.032117700087837875,0.131857700063847,down,1.4535179000813514,65.29139429994393,4.540011286735535e-05,0.09741930000018328,71.30801879998762,71.30801879998762,71.30801879998762,0.007671700092032552,0.1141600999981165,5.0,9.807394000003114,,,,,,,,,,,,,,2635,Moral,2025-03-07_16h29.35.240,MoralCondition_v2,2022.2.5,29.99891403453524,
0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.15814810001757,81.15814810001757,0.00962889997754246,0.11473859997931868,5.0,5.205982700106688,,,,,,,,,,,,,,2635,Moral,2025-03-07_16h29.35.240,MoralCondition_v2,2022.2.5,29.99891403453524,
0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.40796480001882,86.40796480001882,0.018208299996331334,0.11405470001045614,3.0,3.2632958000758663,,,,,,,,,,,,,,2635,Moral,2025-03-07_16h29.35.240,MoralCondition_v2,2022.2.5,29.99891403453524,
0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.70810379995964,89.70810379995964,0.009665200021117926,0.09766800003126264,3.0,3.1555759999901056,,,,,,,,,,,,,,2635,Moral,2025-03-07_16h29.35.240,MoralCondition_v2,2022.2.5,29.99891403453524,
0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.90821799996775,92.90821799996775,0.011208800016902387,0.09765010001137853,5.0,3.487604200025089,,,,,,,,,,,,,,2635,Moral,2025-03-07_16h29.35.240,MoralCondition_v2,2022.2.5,29.99891403453524,
0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.45814530004282,96.45814530004282,0.009242000058293343,0.11472650000359863,5.0,2.4395946000004187,,,,,,,,,,,,,,2635,Moral,2025-03-07_16h29.35.240,MoralCondition_v2,2022.2.5,29.99891403453524,
0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.94154539995361,98.94154539995361,0.01092829997651279,0.11604780005291104,5.0,1.7394266000483185,,,,,,,,,,,,,,2635,Moral,2025-03-07_16h29.35.240,MoralCondition_v2,2022.2.5,29.99891403453524,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.7080351000186,100.7080351000186,0.002086500055156648,0.09729190007783473,3.0,6.396448599989526,,,,,,,,2635,Moral,2025-03-07_16h29.35.240,MoralCondition_v2,2022.2.5,29.99891403453524,
1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,107.14175099995919,0.00014220003504306078,0.0994838000042364,113.15811850002501,6.016144099994563,113.35805449995678,113.35805449995678,0.10282030003145337,0.21584379998967052,6.015795100014657,119.42477080004755,119.42477080004755,119.42477080004755,0.08672360004857183,0.1823402000591159,125.12491829995997,125.32476770004723,6.015741100069135,6.115707900025882,131.32476640003733,12.015739700058475,131.4581064999802,131.4581064999802,0.015959400101564825,0.1154324000235647,down,1.083168899989687,132.59146729996428,3.8899946957826614e-05,0.09789510001428425,,138.62494070001412,138.62494070001412,0.02474739996250719,0.13133240002207458,5.0,2.4074170000385493,,,,,,,131.42479009996168,131.42479009996168,,,,,,2635,Moral,2025-03-07_16h29.35.240,MoralCondition_v2,2022.2.5,29.99891403453524,
1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.05788269999903,141.05788269999903,0.008521500043570995,0.09746379998978227,5.0,2.423537499969825,,,,,,,,,,,,,,2635,Moral,2025-03-07_16h29.35.240,MoralCondition_v2,2022.2.5,29.99891403453524,
1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.5248128999956,143.5248128999956,0.006370999966748059,0.09926389995962381,5.0,1.193891100003384,,,,,,,,,,,,,,2635,Moral,2025-03-07_16h29.35.240,MoralCondition_v2,2022.2.5,29.99891403453524,
1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.7581196000101,144.7581196000101,0.006424400024116039,0.09942590002901852,5.0,2.6940566999837756,,,,,,,,,,,,,,2635,Moral,2025-03-07_16h29.35.240,MoralCondition_v2,2022.2.5,29.99891403453524,
1,0,1,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.50842019997071,147.50842019997071,0.007949999999254942,0.11396340001374483,4.0,4.373606899986044,,,,,,,,,,,,,,2635,Moral,2025-03-07_16h29.35.240,MoralCondition_v2,2022.2.5,29.99891403453524,
1,0,1,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.90811299998313,151.90811299998313,0.008004099945537746,0.09920109994709492,5.0,1.4256664999993518,,,,,,,,,,,,,,2635,Moral,2025-03-07_16h29.35.240,MoralCondition_v2,2022.2.5,29.99891403453524,
1,0,1,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.3746849000454,153.3746849000454,0.00643149996176362,0.09943559998646379,3.0,1.9938795000780374,,,,,,,,,,,,,,2635,Moral,2025-03-07_16h29.35.240,MoralCondition_v2,2022.2.5,29.99891403453524,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.40806819999125,155.40806819999125,0.001397599931806326,0.09788599994499236,3.0,4.131037499988452,,,,,,,,2635,Moral,2025-03-07_16h29.35.240,MoralCondition_v2,2022.2.5,29.99891403453524,
2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,159.57500650000293,0.0002581999870017171,0.09784980001859367,165.5749160000123,6.031394000048749,165.75798710004892,165.75798710004892,0.07183920009993017,0.18124770000576973,6.014514200040139,171.8583396000322,171.8583396000322,171.8583396000322,0.07104460010305047,0.1813838001107797,177.5581207999494,177.758304100018,6.014790800050832,6.114492800086737,183.758189199958,12.014604600029998,183.89146700000856,183.89146700000856,0.014679600135423243,0.11462820007000118,up,0.7134362999349833,184.65815310005564,4.409998655319214e-05,0.09776520007289946,190.67458079999778,190.67458079999778,190.67458079999778,0.0098676000488922,0.11427710007410496,6.0,4.239150600042194,,,,,,,183.8581135000568,183.8581135000568,171.7582888000179,171.7582888000179,,,,2635,Moral,2025-03-07_16h29.35.240,MoralCondition_v2,2022.2.5,29.99891403453524,
2,0,2,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.9414442999987,194.9414442999987,0.008779500029049814,0.09656039997935295,2.0,2.788962700054981,,,,,,,,,,,,,,2635,Moral,2025-03-07_16h29.35.240,MoralCondition_v2,2022.2.5,29.99891403453524,
2,0,2,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.7747102000285,197.7747102000285,0.007543300045654178,0.09762900008354336,2.0,1.0243362000910565,,,,,,,,,,,,,,2635,Moral,2025-03-07_16h29.35.240,MoralCondition_v2,2022.2.5,29.99891403453524,
2,0,2,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.8414395999862,198.8414395999862,0.006732900044880807,0.09925160009879619,2.0,2.7269501000409946,,,,,,,,,,,,,,2635,Moral,2025-03-07_16h29.35.240,MoralCondition_v2,2022.2.5,29.99891403453524,
2,0,2,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.6250431999797,201.6250431999797,0.009434300009161234,0.1143770000198856,2.0,1.0729775000363588,,,,,,,,,,,,,,2635,Moral,2025-03-07_16h29.35.240,MoralCondition_v2,2022.2.5,29.99891403453524,
2,0,2,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.72499709995463,202.72499709995463,0.0076926000183448195,0.09738319995813072,2.0,1.4241129999281839,,,,,,,,,,,,,,2635,Moral,2025-03-07_16h29.35.240,MoralCondition_v2,2022.2.5,29.99891403453524,
2,0,2,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.19144109997433,204.19144109997433,0.005778999999165535,0.09909579996019602,2.0,0.7279010999482125,,,,,,,,,,,,,,2635,Moral,2025-03-07_16h29.35.240,MoralCondition_v2,2022.2.5,29.99891403453524,
