loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,evaluate_all_emotions.thisRepN,evaluate_all_emotions.thisTrialN,evaluate_all_emotions.thisN,evaluate_all_emotions.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,sync_beep_3.stopped,sync_beep_4.started,sync_beep_4.stopped,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,Game_Start_Text.started,p_port_4.started,p_port_4.stopped,key_resp.started,key_resp.keys,key_resp.rt,fixation_cross.started,p_port_5.started,p_port_5.stopped,fixation_cross.stopped,p_port_6.started,player_image_intro.started,player_name_intro.started,p_port_7.started,p_port_7.stopped,p_port_8.started,player_image_offer.started,player_name_offer.started,proposed_split.started,p_port_9.started,p_port_9.stopped,proposed_split.stopped,accept_reject.started,p_port_15.started,p_port_15.stopped,accept_reject.stopped,p_port_10.started,arrow_instructions.started,offer_choice.started,p_port_11.started,p_port_11.stopped,offer_choice.keys,offer_choice.rt,Instructions_Affinity_Score.started,p_port_12.started,p_port_12.stopped,Instructions_Affinity_Score.stopped,Emotion_Image.started,AffinityScore.started,p_port_13.started,p_port_13.stopped,AffinityScore.response,AffinityScore.rt,Instruction.started,Moral_Disgust_Score.started,p_port_14.started,p_port_14.stopped,Moral_Disgust_Score.response,Moral_Disgust_Score.rt,player_image_offer.stopped,player_name_offer.stopped,player_image_intro.stopped,player_name_intro.stopped,p_port_6.stopped,p_port_8.stopped,p_port_10.stopped,participant,session,date,expName,psychopyVersion,frameRate,
2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.95832390000578,204.95832390000578,0.0017033000476658344,0.09742560004815459,6.0,3.6970660999650136,,,,,,,,2635,Moral,2025-03-07_16h29.35.240,MoralCondition_v2,2022.2.5,29.99891403453524,
3,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,208.69172350002918,0.0003358999965712428,0.11444179993122816,214.69148030003998,6.031030699959956,214.9415456999559,214.9415456999559,0.13714210002217442,0.24784860003273934,6.0143148000352085,220.9917217999464,220.9917217999464,220.9917217999464,0.09002380003221333,0.19768630003090948,226.69149350002408,226.89181689999532,6.031391600030474,6.1310660999733955,232.89170689997263,12.031202599988319,232.9913842000533,232.9913842000533,0.01408410002477467,0.09773530007805675,down,0.3653165000723675,233.39152730000205,7.730000652372837e-05,0.09791160002350807,239.3915390999755,239.3915390999755,239.3915390999755,0.009053900022991002,0.09783640003297478,3.0,2.5899290000088513,,,,,,,232.97454530000687,232.97454530000687,,,,,,2635,Moral,2025-03-07_16h29.35.240,MoralCondition_v2,2022.2.5,29.99891403453524,
3,0,3,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.0247697000159,242.0247697000159,0.0065608000149950385,0.09927889995742589,3.0,0.7603287999518216,,,,,,,,,,,,,,2635,Moral,2025-03-07_16h29.35.240,MoralCondition_v2,2022.2.5,29.99891403453524,
3,0,3,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.82486729999073,242.82486729999073,0.00813850003760308,0.09757350001018494,3.0,0.9239255000138655,,,,,,,,,,,,,,2635,Moral,2025-03-07_16h29.35.240,MoralCondition_v2,2022.2.5,29.99891403453524,
3,0,3,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.79138259997126,243.79138259997126,0.00665550003759563,0.09917850000783801,3.0,4.926994899986312,,,,,,,,,,,,,,2635,Moral,2025-03-07_16h29.35.240,MoralCondition_v2,2022.2.5,29.99891403453524,
3,0,3,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.75807860004716,248.75807860004716,0.007844000007025898,0.0977986000943929,3.0,3.157783200033009,,,,,,,,,,,,,,2635,Moral,2025-03-07_16h29.35.240,MoralCondition_v2,2022.2.5,29.99891403453524,
3,0,3,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.95827329996973,251.95827329996973,0.008195000002160668,0.09886190004181117,5.0,3.758556699962355,,,,,,,,,,,,,,2635,Moral,2025-03-07_16h29.35.240,MoralCondition_v2,2022.2.5,29.99891403453524,
3,0,3,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.7579314999748,255.7579314999748,0.0076422999845817685,0.09777250001206994,3.0,4.224636900005862,,,,,,,,,,,,,,2635,Moral,2025-03-07_16h29.35.240,MoralCondition_v2,2022.2.5,29.99891403453524,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.0250858999789,260.0250858999789,0.0007130000740289688,0.0991488000145182,3.0,5.466336999903433,,,,,,,,2635,Moral,2025-03-07_16h29.35.240,MoralCondition_v2,2022.2.5,29.99891403453524,
4,0,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,265.52499129995704,0.00020509993191808462,0.09840779996011406,271.5414874999551,6.015183299896307,271.7584311000537,271.7584311000537,0.11838769994210452,0.23169089993461967,6.031640799948946,277.82481270004064,277.82481270004064,277.82481270004064,0.08284849999472499,0.19852169998921454,283.52484590001404,283.72485630004667,6.031722199986689,6.131655300036073,289.7248289999552,12.03170189994853,289.85818029998336,289.85818029998336,0.03189460001885891,0.13191570003982633,down,0.8583413999294862,290.7581946999999,2.2699940018355846e-05,0.09940539998933673,,296.77470800001174,296.77470800001174,0.025322500034235418,0.11616119998507202,3.0,2.1584431000519544,,,,,,,289.8248652999755,289.8248652999755,,,,,,2635,Moral,2025-03-07_16h29.35.240,MoralCondition_v2,2022.2.5,29.99891403453524,
4,0,4,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.97484110004734,298.97484110004734,0.006617699982598424,0.09841600002255291,5.0,1.5264283999567851,,,,,,,,,,,,,,2635,Moral,2025-03-07_16h29.35.240,MoralCondition_v2,2022.2.5,29.99891403453524,
4,0,4,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.54143910005223,300.54143910005223,0.006546700024046004,0.09929730009753257,5.0,4.060255700023845,,,,,,,,,,,,,,2635,Moral,2025-03-07_16h29.35.240,MoralCondition_v2,2022.2.5,29.99891403453524,
4,0,4,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.6414863000391,304.6414863000391,0.007066700025461614,0.09791359992232174,5.0,1.3917456000344828,,,,,,,,,,,,,,2635,Moral,2025-03-07_16h29.35.240,MoralCondition_v2,2022.2.5,29.99891403453524,
4,0,4,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.0917885999661,306.0917885999661,0.007994999992661178,0.1142450999468565,5.0,1.0406535000074655,,,,,,,,,,,,,,2635,Moral,2025-03-07_16h29.35.240,MoralCondition_v2,2022.2.5,29.99891403453524,
4,0,4,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.15835719997995,307.15835719997995,0.007073800079524517,0.09885180008132011,5.0,0.9598502999870107,,,,,,,,,,,,,,2635,Moral,2025-03-07_16h29.35.240,MoralCondition_v2,2022.2.5,29.99891403453524,
4,0,4,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.1579706999473,308.1579706999473,0.00804520002566278,0.09811040002387017,5.0,1.057852300000377,,,,,,,,,,,,,,2635,Moral,2025-03-07_16h29.35.240,MoralCondition_v2,2022.2.5,29.99891403453524,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.25810550001916,309.25810550001916,0.0014378000050783157,0.09927290002815425,3.0,2.5323232000228018,,,,,,,,2635,Moral,2025-03-07_16h29.35.240,MoralCondition_v2,2022.2.5,29.99891403453524,
5,0,5,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,311.82507679995615,0.00014209991786628962,0.09972309996373951,317.824852699996,5.999279299983755,318.00845580000896,318.00845580000896,0.06782370002474636,0.18265870003961027,6.015949900029227,324.10836920002475,324.10836920002475,324.10836920002475,0.07352920004632324,0.18312229996081442,329.80825500003994,330.00823130004574,6.016042400035076,6.1159408000530675,336.0082659999607,12.01608660002239,336.1415613000281,336.1415613000281,0.016190399997867644,0.11619680002331734,down,0.527868999983184,336.7082077000523,4.299997817724943e-05,0.09767609997652471,,342.7247804000508,342.7247804000508,0.024338599992915988,0.11450149992015213,5.0,1.3910584999248385,,,,,,,336.1082435999997,336.1082435999997,324.00832100003026,324.00832100003026,6.099285000003874,,,2635,Moral,2025-03-07_16h29.35.240,MoralCondition_v2,2022.2.5,29.99891403453524,
5,0,5,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.17523799999617,344.17523799999617,0.007881500059738755,0.11379099998157471,5.0,1.8734197999583557,,,,,,,,,,,,,,2635,Moral,2025-03-07_16h29.35.240,MoralCondition_v2,2022.2.5,29.99891403453524,
5,0,5,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.0748955999734,346.0748955999734,0.00700049998704344,0.09796729998197407,5.0,1.3587743999669328,,,,,,,,,,,,,,2635,Moral,2025-03-07_16h29.35.240,MoralCondition_v2,2022.2.5,29.99891403453524,
5,0,5,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.4747595000081,347.4747595000081,0.0065101999789476395,0.09887370001524687,3.0,1.3268216999713331,,,,,,,,,,,,,,2635,Moral,2025-03-07_16h29.35.240,MoralCondition_v2,2022.2.5,29.99891403453524,
5,0,5,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.84140859998297,348.84140859998297,0.007368999999016523,0.09783370001241565,5.0,1.024800300016068,,,,,,,,,,,,,,2635,Moral,2025-03-07_16h29.35.240,MoralCondition_v2,2022.2.5,29.99891403453524,
5,0,5,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.9251932000043,349.9251932000043,0.007931499974802136,0.11397599999327213,5.0,0.6736727000679821,,,,,,,,,,,,,,2635,Moral,2025-03-07_16h29.35.240,MoralCondition_v2,2022.2.5,29.99891403453524,
5,0,5,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.6249523999868,350.6249523999868,0.006297699990682304,0.0988872000016272,5.0,1.0605778000317514,,,,,,,,,,,,,,2635,Moral,2025-03-07_16h29.35.240,MoralCondition_v2,2022.2.5,29.99891403453524,
5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.7248539000284,351.7248539000284,0.0020487000001594424,0.09713970008306205,3.0,3.6964999999618158,,,,,,,,2635,Moral,2025-03-07_16h29.35.240,MoralCondition_v2,2022.2.5,29.99891403453524,
6,0,6,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,355.45815710001625,0.0001221999991685152,0.09957229997962713,361.47489129996393,6.0161373999435455,361.64152519998606,361.64152519998606,0.07836349995341152,0.1829821999417618,6.016090400051326,367.74159770004917,367.74159770004917,367.74159770004917,0.07865150005090982,0.18278020003344864,373.44156009994913,373.64159919996746,6.01606619998347,6.11597070004791,379.6415863999864,12.016055700019933,379.77490560000297,379.77490560000297,0.016129700001329184,0.1159660000121221,up,0.43031510000582784,380.24157630000263,4.849990364164114e-05,0.09801279997918755,386.25816289999057,386.25816289999057,386.25816289999057,0.010391599964350462,0.11478379997424781,3.0,2.638607500004582,,,,,,,379.74153690005187,379.74153690005187,367.64156609994825,367.64156609994825,,,,2635,Moral,2025-03-07_16h29.35.240,MoralCondition_v2,2022.2.5,29.99891403453524,
6,0,6,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.9248291000258,388.9248291000258,0.006474400055594742,0.09908770001493394,5.0,1.1937451000558212,,,,,,,,,,,,,,2635,Moral,2025-03-07_16h29.35.240,MoralCondition_v2,2022.2.5,29.99891403453524,
6,0,6,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.1581446999917,390.1581446999917,0.006599599961191416,0.09927700005937368,5.0,0.6267220999579877,,,,,,,,,,,,,,2635,Moral,2025-03-07_16h29.35.240,MoralCondition_v2,2022.2.5,29.99891403453524,
6,0,6,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.8248901000479,390.8248901000479,0.009957899921573699,0.09713939996436238,5.0,0.6548833000706509,,,,,,,,,,,,,,2635,Moral,2025-03-07_16h29.35.240,MoralCondition_v2,2022.2.5,29.99891403453524,
6,0,6,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391.52525439998135,391.52525439998135,0.0071546999970451,0.09742350003216416,5.0,0.8577497999649495,,,,,,,,,,,,,,2635,Moral,2025-03-07_16h29.35.240,MoralCondition_v2,2022.2.5,29.99891403453524,
6,0,6,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.4249189000111,392.4249189000111,0.006976500037126243,0.09897460008505732,5.0,1.359842500067316,,,,,,,,,,,,,,2635,Moral,2025-03-07_16h29.35.240,MoralCondition_v2,2022.2.5,29.99891403453524,
6,0,6,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393.8248924999498,393.8248924999498,0.006950799957849085,0.09921669994946569,5.0,1.3936227000085637,,,,,,,,,,,,,,2635,Moral,2025-03-07_16h29.35.240,MoralCondition_v2,2022.2.5,29.99891403453524,
6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395.25830660003703,395.25830660003703,0.0010890000266954303,0.09838320000562817,3.0,1.765070000081323,,,,,,,,2635,Moral,2025-03-07_16h29.35.240,MoralCondition_v2,2022.2.5,29.99891403453524,
7,0,7,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,397.0586275999667,0.0004235999658703804,0.09704889997374266,403.0583777000429,6.030470600002445,403.25860539998394,403.25860539998394,0.08900060004089028,0.19719740003347397,6.030238899984397,409.35824219998904,409.35824219998904,409.35824219998904,0.08402030006982386,0.1971989000448957,415.05820400000084,415.25846359995194,6.030581400031224,6.130248900037259,421.25821929995436,12.030332700000145,421.3915421999991,421.3915421999991,0.030437300098128617,0.13030760001856834,down,0.5736106999684125,422.0081362000201,1.3500102795660496e-05,0.09951420000288635,428.02505179995205,428.02505179995205,428.02505179995205,0.010993700008839369,0.11631740001030266,5.0,2.1063913999823853,,,,,,,421.358181299991,421.358181299991,409.25819630001206,409.25819630001206,,,,2635,Moral,2025-03-07_16h29.35.240,MoralCondition_v2,2022.2.5,29.99891403453524,
