loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,evaluate_all_emotions.thisRepN,evaluate_all_emotions.thisTrialN,evaluate_all_emotions.thisN,evaluate_all_emotions.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,sync_beep_3.stopped,sync_beep_4.started,sync_beep_4.stopped,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,Game_Start_Text.started,p_port_4.started,p_port_4.stopped,key_resp.started,key_resp.keys,key_resp.rt,fixation_cross.started,p_port_5.started,p_port_5.stopped,fixation_cross.stopped,p_port_6.started,player_image_intro.started,player_name_intro.started,p_port_7.started,p_port_7.stopped,p_port_8.started,player_image_offer.started,player_name_offer.started,proposed_split.started,p_port_9.started,p_port_9.stopped,proposed_split.stopped,accept_reject.started,p_port_15.started,p_port_15.stopped,accept_reject.stopped,p_port_10.started,arrow_instructions.started,offer_choice.started,p_port_11.started,p_port_11.stopped,offer_choice.keys,offer_choice.rt,Instructions_Affinity_Score.started,p_port_12.started,p_port_12.stopped,Emotion_Image.started,AffinityScore.started,p_port_13.started,p_port_13.stopped,AffinityScore.response,AffinityScore.rt,Instruction.started,Moral_Disgust_Score.started,p_port_14.started,p_port_14.stopped,Moral_Disgust_Score.response,Moral_Disgust_Score.rt,player_image_offer.stopped,player_name_offer.stopped,Instructions_Affinity_Score.stopped,player_image_intro.stopped,player_name_intro.stopped,p_port_6.stopped,p_port_8.stopped,p_port_10.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,13.752938470151276,0.0008503999561071396,0.11607940006069839,14.08356639998965,14.350251530017704,14.650270099984482,14.950505130179227,15.25017620017752,15.550290830153973,15.866796700051054,15.866796700051054,0.016016599955037236,0.11623239982873201,30.866873200051486,15.016179299913347,31.000233500031754,0.01616209978237748,0.13281739968806505,31.450280300108716,space,1.0883736996911466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7152,Moral,2024-08-16_14h25.06.583,MoralCondition_v2,2022.2.5,30.035983102017465,
0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,32.583555000135675,0.001219599973410368,0.09828270017169416,38.58358440012671,6.031705799978226,38.883494100067765,38.883494100067765,0.16408660006709397,0.2982153999619186,6.031591499922797,44.900173200061545,44.900173200061545,44.900173200061545,0.08980489987879992,0.21498139994218946,50.60018030018546,50.76690120017156,6.0150102998595685,6.114910299889743,56.76681990013458,12.01495029986836,56.90018370002508,56.90018370002508,0.015112499706447124,0.11494059977121651,down,2.35041379975155,59.283662100089714,7.139984518289566e-05,0.09706309996545315,65.31700350018218,65.31700350018218,0.026638699928298593,0.13041809992864728,6.0,10.555039800005034,,,,,,,,,,,,,,,7152,Moral,2024-08-16_14h25.06.583,MoralCondition_v2,2022.2.5,30.035983102017465,
0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.91720620007254,75.91720620007254,0.017940999940037727,0.11401829984970391,2.0,4.463837000075728,,,,,,,,,,,,,,,7152,Moral,2024-08-16_14h25.06.583,MoralCondition_v2,2022.2.5,30.035983102017465,
0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.43372970004566,80.43372970004566,0.011158900102600455,0.11395230004563928,7.0,3.370381699874997,,,,,,,,,,,,,,,7152,Moral,2024-08-16_14h25.06.583,MoralCondition_v2,2022.2.5,30.035983102017465,
0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.85018110019155,83.85018110019155,0.011703799944370985,0.11419979995116591,6.0,3.5700348999816924,,,,,,,,,,,,,,,7152,Moral,2024-08-16_14h25.06.583,MoralCondition_v2,2022.2.5,30.035983102017465,
0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.45010969997384,87.45010969997384,0.009620999917387962,0.09780370001681149,5.0,5.022756300168112,,,,,,,,,,,,,,,7152,Moral,2024-08-16_14h25.06.583,MoralCondition_v2,2022.2.5,30.035983102017465,
0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.53350230003707,92.53350230003707,0.011889699846506119,0.11449970002286136,7.0,2.0369223000016063,,,,,,,,,,,,,,,7152,Moral,2024-08-16_14h25.06.583,MoralCondition_v2,2022.2.5,30.035983102017465,
0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.61695670010522,94.61695670010522,0.012861999915912747,0.11400569998659194,5.0,3.002202200004831,,,,,,,,,,,,,,,7152,Moral,2024-08-16_14h25.06.583,MoralCondition_v2,2022.2.5,30.035983102017465,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.64992110012099,97.64992110012099,0.0021347999572753906,0.09730109991505742,1.0,16.196351800113916,,,,,,,,,7152,Moral,2024-08-16_14h25.06.583,MoralCondition_v2,2022.2.5,30.035983102017465,
1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,113.88370170001872,0.00029380014166235924,0.09753690008074045,119.88339690002613,6.030868600122631,120.15003480017185,120.15003480017185,0.14589879987761378,0.26434039999730885,6.030797800049186,126.18344849999994,126.18344849999994,126.18344849999994,0.08877169992774725,0.19747979985550046,131.88335710018873,132.08340560016222,6.030884399777278,6.130832499824464,138.08334860019386,12.03082609991543,138.2167348000221,138.2167348000221,0.03103899979032576,0.13101209979504347,down,2.9535978997591883,141.23333980003372,3.909994848072529e-05,0.09843629994429648,147.25006010010839,147.25006010010839,0.010094099910929799,0.11517410003580153,5.0,2.705910500138998,,,,,,,138.18340710015036,138.18340710015036,147.25006010010839,,,,,,7152,Moral,2024-08-16_14h25.06.583,MoralCondition_v2,2022.2.5,30.035983102017465,
