loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,evaluate_all_emotions.thisRepN,evaluate_all_emotions.thisTrialN,evaluate_all_emotions.thisN,evaluate_all_emotions.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,sync_beep_3.stopped,sync_beep_4.started,sync_beep_4.stopped,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,p_port_3.stopped,Game_Start_Text.started,p_port_4.started,p_port_4.stopped,key_resp.started,key_resp.keys,key_resp.rt,fixation_cross.started,p_port_5.started,p_port_5.stopped,fixation_cross.stopped,p_port_6.started,player_image_intro.started,player_name_intro.started,p_port_7.started,p_port_7.stopped,p_port_8.started,player_image_offer.started,player_name_offer.started,proposed_split.started,p_port_9.started,p_port_9.stopped,proposed_split.stopped,accept_reject.started,p_port_15.started,p_port_15.stopped,accept_reject.stopped,p_port_10.started,player_image_offer.stopped,player_name_offer.stopped,arrow_instructions.started,offer_choice.started,p_port_11.started,p_port_11.stopped,offer_choice.keys,offer_choice.rt,Instructions_Affinity_Score.started,p_port_12.started,p_port_12.stopped,Emotion_Image.started,AffinityScore.started,p_port_13.started,p_port_13.stopped,AffinityScore.response,AffinityScore.rt,Instruction.started,Moral_Disgust_Score.started,p_port_14.started,p_port_14.stopped,Moral_Disgust_Score.response,Moral_Disgust_Score.rt,Instructions_Affinity_Score.stopped,player_image_intro.stopped,player_name_intro.stopped,p_port_8.stopped,p_port_10.stopped,p_port_6.stopped,participant,session,date,expName,psychopyVersion,frameRate,
6,0,6,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459.5378608000465,459.5378608000465,0.008377599995583296,0.11423060018569231,4.0,3.4401309001259506,,,,,,,,,,,,,9412,Moral,2024-08-20_18h12.32.876,MoralCondition_v2,2022.2.5,29.987066546045362,
6,0,6,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463.00439199991524,463.00439199991524,0.008493900299072266,0.0981443002820015,2.0,2.357159100007266,,,,,,,,,,,,,9412,Moral,2024-08-20_18h12.32.876,MoralCondition_v2,2022.2.5,29.987066546045362,
6,0,6,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465.4042481998913,465.4042481998913,0.008011799771338701,0.0979395997710526,1.0,1.92420390015468,,,,,,,,,,,,,9412,Moral,2024-08-20_18h12.32.876,MoralCondition_v2,2022.2.5,29.987066546045362,
6,0,6,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467.3880654000677,467.3880654000677,0.008376399986445904,0.11400950001552701,5.0,1.9732813998125494,,,,,,,,,,,,,9412,Moral,2024-08-20_18h12.32.876,MoralCondition_v2,2022.2.5,29.987066546045362,
6,0,6,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469.40452879993245,469.40452879993245,0.008365499787032604,0.11420329986140132,5.0,1.8735821000300348,,,,,,,,,,,,,9412,Moral,2024-08-20_18h12.32.876,MoralCondition_v2,2022.2.5,29.987066546045362,
6,0,6,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,471.30426520016044,471.30426520016044,0.006874099839478731,0.09920720010995865,2.0,3.1267825001850724,,,,,,,,,,,,,9412,Moral,2024-08-20_18h12.32.876,MoralCondition_v2,2022.2.5,29.987066546045362,
6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474.47108589997515,474.47108589997515,0.0020798002369701862,0.0974150002002716,3.0,4.36310139996931,,,,,,,9412,Moral,2024-08-20_18h12.32.876,MoralCondition_v2,2022.2.5,29.987066546045362,
7,0,7,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,478.87114100018516,0.0002505001612007618,0.09793440019711852,484.87108850013465,6.0314833000302315,485.071017799899,485.071017799899,0.08847999991849065,0.19811390014365315,6.032221099827439,491.17093290016055,491.17093290016055,491.17093290016055,0.08520739991217852,0.19817139999940991,496.8710993998684,497.07098970003426,6.03138169972226,6.131548299919814,503.0709538999945,12.031336599960923,503.17091599991545,503.17091599991545,503.2042526998557,503.2042526998557,0.031473399605602026,0.131315799895674,up,0.6130499998107553,503.85427869996056,3.279978409409523e-05,0.09817849984392524,509.88754160003737,509.88754160003737,0.02585899969562888,0.13145799981430173,5.0,3.3733100001700222,,,,,,,,491.07111159991473,491.07111159991473,,,,9412,Moral,2024-08-20_18h12.32.876,MoralCondition_v2,2022.2.5,29.987066546045362,
7,0,7,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513.2876666001976,513.2876666001976,0.006627699825912714,0.09934849990531802,1.0,2.9600945999845862,,,,,,,,,,,,,9412,Moral,2024-08-20_18h12.32.876,MoralCondition_v2,2022.2.5,29.987066546045362,
7,0,7,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516.2873916998506,516.2873916998506,0.006679299753159285,0.0991734997369349,1.0,1.726619299966842,,,,,,,,,,,,,9412,Moral,2024-08-20_18h12.32.876,MoralCondition_v2,2022.2.5,29.987066546045362,
7,0,7,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,518.0712016997859,518.0712016997859,0.00788960000500083,0.11432569986209273,2.0,1.1076001999899745,,,,,,,,,,,,,9412,Moral,2024-08-20_18h12.32.876,MoralCondition_v2,2022.2.5,29.987066546045362,
7,0,7,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519.2041036998853,519.2041036998853,0.00762399984523654,0.0989671996794641,2.0,2.525645100045949,,,,,,,,,,,,,9412,Moral,2024-08-20_18h12.32.876,MoralCondition_v2,2022.2.5,29.987066546045362,
7,0,7,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,521.7709897002205,521.7709897002205,0.007424899842590094,0.09807579964399338,2.0,2.4583397996611893,,,,,,,,,,,,,9412,Moral,2024-08-20_18h12.32.876,MoralCondition_v2,2022.2.5,29.987066546045362,
7,0,7,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.2708686999977,524.2708686999977,0.006472900044173002,0.0988501999527216,3.0,1.793629199732095,,,,,,,,,,,,,9412,Moral,2024-08-20_18h12.32.876,MoralCondition_v2,2022.2.5,29.987066546045362,
7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,526.1045253002085,526.1045253002085,0.0012894999235868454,0.0985046997666359,7.0,1.965204100124538,,,,,,,9412,Moral,2024-08-20_18h12.32.876,MoralCondition_v2,2022.2.5,29.987066546045362,
8,0,8,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,528.1042120000347,0.0005265004001557827,0.09722930006682873,534.1208807998337,6.014026400167495,534.3040958000347,534.3040958000347,0.09216560004279017,0.1972137000411749,6.030550300143659,540.4042941997759,540.4042941997759,540.4042941997759,0.08956220000982285,0.19747330015525222,546.1042410000227,546.3042031000368,6.030751000158489,6.1304878001101315,552.3043257999234,12.030719100032002,552.4041778999381,552.4041778999381,552.4375601001084,552.4375601001084,0.030704499687999487,0.13054100004956126,up,3.324182900134474,555.804177199956,3.439979627728462e-05,0.09769580001011491,561.8042031000368,561.8042031000368,0.006401199847459793,0.09810449974611402,5.0,2.5259147002361715,,,,,,,561.8042031000368,540.3042092998512,540.3042092998512,,,,9412,Moral,2024-08-20_18h12.32.876,MoralCondition_v2,2022.2.5,29.987066546045362,
8,0,8,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564.3708954998292,564.3708954998292,0.008006100077182055,0.09745020000264049,4.0,3.657283400185406,,,,,,,,,,,,,9412,Moral,2024-08-20_18h12.32.876,MoralCondition_v2,2022.2.5,29.987066546045362,
8,0,8,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,568.0708516999148,568.0708516999148,0.0063683995977044106,0.09901119954884052,1.0,3.4270776999183,,,,,,,,,,,,,9412,Moral,2024-08-20_18h12.32.876,MoralCondition_v2,2022.2.5,29.987066546045362,
8,0,8,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,571.5375061999075,571.5375061999075,0.006538699846714735,0.09928559977561235,6.0,1.6935091000050306,,,,,,,,,,,,,9412,Moral,2024-08-20_18h12.32.876,MoralCondition_v2,2022.2.5,29.987066546045362,
8,0,8,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573.2876503001899,573.2876503001899,0.008237399626523256,0.11439129989594221,2.0,1.7074456000700593,,,,,,,,,,,,,9412,Moral,2024-08-20_18h12.32.876,MoralCondition_v2,2022.2.5,29.987066546045362,
8,0,8,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575.0208395998925,575.0208395998925,0.006770499981939793,0.0991797000169754,2.0,2.9601469999179244,,,,,,,,,,,,,9412,Moral,2024-08-20_18h12.32.876,MoralCondition_v2,2022.2.5,29.987066546045362,
8,0,8,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,578.0208116997965,578.0208116997965,0.0076917000114917755,0.09773969976231456,5.0,4.757768800016493,,,,,,,,,,,,,9412,Moral,2024-08-20_18h12.32.876,MoralCondition_v2,2022.2.5,29.987066546045362,
8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,582.8208480998874,582.8208480998874,0.0007116999477148056,0.09912579972296953,2.0,5.366574800107628,,,,,,,9412,Moral,2024-08-20_18h12.32.876,MoralCondition_v2,2022.2.5,29.987066546045362,
9,0,9,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,588.2209013998508,0.00035140011459589005,0.09747540019452572,594.2375063998625,6.013999099843204,594.4042726000771,594.4042726000771,0.07031039986759424,0.18085910007357597,6.013971299864352,600.5042465999722,600.5042465999722,600.5042465999722,0.06873920001089573,0.18086700001731515,606.2041031001136,606.4040962001309,6.014021500013769,6.113980299793184,612.404080899898,12.013996599707752,612.5040791998617,612.5040791998617,612.5374229000881,612.5374229000881,0.014153599739074707,0.11395469959825277,up,0.4164820001460612,613.0040567000397,3.54996882379055e-05,0.09803139977157116,619.0206908001564,619.0206908001564,0.02463010000064969,0.11454339977353811,1.0,2.2911139000207186,,,,,,,,600.4042488001287,600.4042488001287,,,,9412,Moral,2024-08-20_18h12.32.876,MoralCondition_v2,2022.2.5,29.987066546045362,
9,0,9,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,621.35399639979,621.35399639979,0.007437099702656269,0.09916189964860678,1.0,0.8595714000985026,,,,,,,,,,,,,9412,Moral,2024-08-20_18h12.32.876,MoralCondition_v2,2022.2.5,29.987066546045362,
9,0,9,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,622.2707560998388,622.2707560998388,0.007775099948048592,0.11417900025844574,3.0,2.6406620000489056,,,,,,,,,,,,,9412,Moral,2024-08-20_18h12.32.876,MoralCondition_v2,2022.2.5,29.987066546045362,
9,0,9,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,624.9373073000461,624.9373073000461,0.0077840001322329044,0.09793499996885657,5.0,1.7578668999485672,,,,,,,,,,,,,9412,Moral,2024-08-20_18h12.32.876,MoralCondition_v2,2022.2.5,29.987066546045362,
9,0,9,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626.7372348001227,626.7372348001227,0.0065449997782707214,0.09922269964590669,2.0,4.060247399844229,,,,,,,,,,,,,9412,Moral,2024-08-20_18h12.32.876,MoralCondition_v2,2022.2.5,29.987066546045362,
9,0,9,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630.8376155002043,630.8376155002043,0.007409200072288513,0.09816430043429136,2.0,2.0585298002697527,,,,,,,,,,,,,9412,Moral,2024-08-20_18h12.32.876,MoralCondition_v2,2022.2.5,29.987066546045362,
9,0,9,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,632.9372820002027,632.9372820002027,0.007102500181645155,0.09917449997738004,2.0,2.3598791998811066,,,,,,,,,,,,,9412,Moral,2024-08-20_18h12.32.876,MoralCondition_v2,2022.2.5,29.987066546045362,
9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,635.3373921997845,635.3373921997845,0.0015938002616167068,0.09784820023924112,7.0,1.4638672000728548,,,,,,,9412,Moral,2024-08-20_18h12.32.876,MoralCondition_v2,2022.2.5,29.987066546045362,
10,0,10,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,636.8374163000844,0.00034580007195472717,0.09775400022044778,642.8373222998343,6.031003000214696,643.0374218998477,643.0374218998477,0.08569419989362359,0.19784929975867271,6.030953600071371,649.1374534000643,649.1374534000643,649.1374534000643,0.08547469973564148,0.19784379983320832,654.8372816001065,655.0372750000097,6.0309399999678135,6.131054199766368,661.037269399967,12.030981899704784,661.1373013001867,661.1373013001867,661.1705581001006,661.1705581001006,0.03114349953830242,0.13101679971441627,down,2.0390084995888174,663.2540190001018,3.929995000362396e-05,0.09781849989667535,669.2874469999224,669.2874469999224,0.026131699793040752,0.13133609993383288,1.0,5.406167900189757,,,,,,,,649.0373169002123,649.0373169002123,,,,9412,Moral,2024-08-20_18h12.32.876,MoralCondition_v2,2022.2.5,29.987066546045362,
10,0,10,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,674.7374688000418,674.7374688000418,0.008634199853986502,0.11463580001145601,6.0,2.77385489968583,,,,,,,,,,,,,9412,Moral,2024-08-20_18h12.32.876,MoralCondition_v2,2022.2.5,29.987066546045362,
10,0,10,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,677.5372433001176,677.5372433001176,0.006733499933034182,0.09920579986646771,5.0,4.293657199945301,,,,,,,,,,,,,9412,Moral,2024-08-20_18h12.32.876,MoralCondition_v2,2022.2.5,29.987066546045362,
10,0,10,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,681.8874317998998,681.8874317998998,0.008317600004374981,0.1143617001362145,3.0,2.9403621000237763,,,,,,,,,,,,,9412,Moral,2024-08-20_18h12.32.876,MoralCondition_v2,2022.2.5,29.987066546045362,
10,0,10,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,684.853925799951,684.853925799951,0.0075206998735666275,0.09807399986311793,1.0,2.158187000080943,,,,,,,,,,,,,9412,Moral,2024-08-20_18h12.32.876,MoralCondition_v2,2022.2.5,29.987066546045362,
10,0,10,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,687.0540347001515,687.0540347001515,0.007781199645251036,0.09735469985753298,1.0,2.0904490002430975,,,,,,,,,,,,,9412,Moral,2024-08-20_18h12.32.876,MoralCondition_v2,2022.2.5,29.987066546045362,
10,0,10,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,689.1874322998337,689.1874322998337,0.007552700117230415,0.09774779994040728,1.0,1.5580078000202775,,,,,,,,,,,,,9412,Moral,2024-08-20_18h12.32.876,MoralCondition_v2,2022.2.5,29.987066546045362,
10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,690.7875040997751,690.7875040997751,0.0013935999013483524,0.09721479984000325,2.0,4.097425700165331,,,,,,,9412,Moral,2024-08-20_18h12.32.876,MoralCondition_v2,2022.2.5,29.987066546045362,
11,0,11,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,694.9206786002032,0.00034369993954896927,0.09806470014154911,700.9372219000943,6.01464070007205,701.1039736000821,701.1039736000821,0.07140409993007779,0.18147660000249743,6.014613999985158,707.2039291998371,707.2039291998371,707.2039291998371,0.0710452999919653,0.18155269976705313,712.9038232001476,713.1038069999777,6.014665599912405,6.1148052997887135,719.1038056001998,12.01466349978,719.2037901999429,719.2037901999429,719.2370473002084,719.2370473002084,0.014784999657422304,0.11437699990347028,up,1.4924261001870036,720.787154099904,4.829978570342064e-05,0.09792539989575744,726.787459500134,726.787459500134,0.008995899930596352,0.09777779970318079,1.0,3.3567122002132237,,,,,,,726.787459500134,707.1038227002136,707.1038227002136,,,,9412,Moral,2024-08-20_18h12.32.876,MoralCondition_v2,2022.2.5,29.987066546045362,
11,0,11,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,730.187193099875,730.187193099875,0.00760939996689558,0.09675929974764585,4.0,4.023508499842137,,,,,,,,,,,,,9412,Moral,2024-08-20_18h12.32.876,MoralCondition_v2,2022.2.5,29.987066546045362,
11,0,11,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,734.2537332000211,734.2537332000211,0.007520399987697601,0.09790389984846115,4.0,2.1246783998794854,,,,,,,,,,,,,9412,Moral,2024-08-20_18h12.32.876,MoralCondition_v2,2022.2.5,29.987066546045362,
11,0,11,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,736.4205836001784,736.4205836001784,0.006331899669021368,0.09945929981768131,2.0,2.794266500044614,,,,,,,,,,,,,9412,Moral,2024-08-20_18h12.32.876,MoralCondition_v2,2022.2.5,29.987066546045362,
11,0,11,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,739.2707321997732,739.2707321997732,0.00827829958871007,0.11418899986892939,2.0,2.2068270999006927,,,,,,,,,,,,,9412,Moral,2024-08-20_18h12.32.876,MoralCondition_v2,2022.2.5,29.987066546045362,
11,0,11,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,741.5038886000402,741.5038886000402,0.007258299738168716,0.09923189971596003,5.0,5.793229300063103,,,,,,,,,,,,,9412,Moral,2024-08-20_18h12.32.876,MoralCondition_v2,2022.2.5,29.987066546045362,
11,0,11,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,747.3539749998599,747.3539749998599,0.008456300012767315,0.11454529967159033,2.0,3.040392199996859,,,,,,,,,,,,,9412,Moral,2024-08-20_18h12.32.876,MoralCondition_v2,2022.2.5,29.987066546045362,
11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.4204841000028,750.4204841000028,0.001362999901175499,0.0977905998006463,7.0,2.697684200014919,,,,,,,9412,Moral,2024-08-20_18h12.32.876,MoralCondition_v2,2022.2.5,29.987066546045362,
12,0,12,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,753.1540887998417,0.0003076000139117241,0.09823210025206208,759.1703571998514,6.01470459997654,759.3373207999393,759.3373207999393,0.07649540016427636,0.18141310010105371,6.014705399982631,765.437102700118,765.437102700118,765.437102700118,0.07303979992866516,0.18170889979228377,771.1370711000636,771.3369955001399,6.014720200095326,6.114685999695212,777.3371748998761,12.014898099936545,777.4370102998801,777.4370102998801,777.4704599999823,777.4704599999823,0.014900299720466137,0.11467159958556294,up,0.6914539998397231,778.2036871998571,2.9200222343206406e-05,0.0986255002208054,784.2206365000457,784.2206365000457,0.010110300034284592,0.11517499992623925,5.0,5.639790799934417,,,,,,,784.2206365000457,765.3202101001516,765.3202101001516,,,,9412,Moral,2024-08-20_18h12.32.876,MoralCondition_v2,2022.2.5,29.987066546045362,
12,0,12,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,789.8872535000555,789.8872535000555,0.006642799824476242,0.09895050013437867,5.0,1.6934019001200795,,,,,,,,,,,,,9412,Moral,2024-08-20_18h12.32.876,MoralCondition_v2,2022.2.5,29.987066546045362,
12,0,12,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,791.6203912999481,791.6203912999481,0.007047200109809637,0.09926389995962381,2.0,2.4929075995460153,,,,,,,,,,,,,9412,Moral,2024-08-20_18h12.32.876,MoralCondition_v2,2022.2.5,29.987066546045362,
12,0,12,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,794.1537309000269,794.1537309000269,0.007499100174754858,0.09770449995994568,2.0,1.3578029000200331,,,,,,,,,,,,,9412,Moral,2024-08-20_18h12.32.876,MoralCondition_v2,2022.2.5,29.987066546045362,
12,0,12,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,795.5704832999036,795.5704832999036,0.007695200387388468,0.11440080031752586,2.0,1.3078123000450432,,,,,,,,,,,,,9412,Moral,2024-08-20_18h12.32.876,MoralCondition_v2,2022.2.5,29.987066546045362,
12,0,12,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,796.9034673999995,796.9034673999995,0.0075530000030994415,0.09784139972180128,3.0,2.7246434995904565,,,,,,,,,,,,,9412,Moral,2024-08-20_18h12.32.876,MoralCondition_v2,2022.2.5,29.987066546045362,
12,0,12,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799.6701495000161,799.6701495000161,0.006639400031417608,0.09921450028195977,1.0,1.126882900018245,,,,,,,,,,,,,9412,Moral,2024-08-20_18h12.32.876,MoralCondition_v2,2022.2.5,29.987066546045362,
12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800.8369205999188,800.8369205999188,0.0012897998094558716,0.0977476998232305,7.0,2.1643297001719475,,,,,,,9412,Moral,2024-08-20_18h12.32.876,MoralCondition_v2,2022.2.5,29.987066546045362,
13,0,13,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,803.037191499956,0.00043160002678632736,0.09729130007326603,809.0201012999751,6.01382050011307,809.203470100183,809.203470100183,0.050884599797427654,0.16395159997045994,6.030637999996543,815.3367996001616,815.3367996001616,815.3367996001616,0.0856067999266088,0.19747389992699027,821.0369298998266,821.2368923998438,6.030649999622256,6.130864599719644,827.2368919001892,12.030642599798739,827.336908900179,827.336908900179,827.3702238998376,827.3702238998376,0.030830399598926306,0.13059089938178658,down,4.0715014999732375,831.5035656997934,4.4899992644786835e-05,0.09792059985920787,837.5532949999906,837.5532949999906,0.006964100059121847,0.14811960002407432,5.0,3.0919424002058804,,,,,,,837.5532949999906,815.2037141001783,815.2037141001783,,,6.097260999958962,9412,Moral,2024-08-20_18h12.32.876,MoralCondition_v2,2022.2.5,29.987066546045362,
13,0,13,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840.6368510997854,840.6368510997854,0.0063115996308624744,0.09930289955809712,1.0,1.6273350003175437,,,,,,,,,,,,,9412,Moral,2024-08-20_18h12.32.876,MoralCondition_v2,2022.2.5,29.987066546045362,
13,0,13,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,842.3036715998314,842.3036715998314,0.006511799991130829,0.09896000009030104,4.0,2.4268170003779233,,,,,,,,,,,,,9412,Moral,2024-08-20_18h12.32.876,MoralCondition_v2,2022.2.5,29.987066546045362,
13,0,13,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,844.7871726001613,844.7871726001613,0.008957299869507551,0.11432750010862947,5.0,1.4729916001670063,,,,,,,,,,,,,9412,Moral,2024-08-20_18h12.32.876,MoralCondition_v2,2022.2.5,29.987066546045362,
13,0,13,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,846.2870221999474,846.2870221999474,0.006575899664312601,0.0991980996914208,2.0,1.4933994999155402,,,,,,,,,,,,,9412,Moral,2024-08-20_18h12.32.876,MoralCondition_v2,2022.2.5,29.987066546045362,
13,0,13,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,847.8202027999796,847.8202027999796,0.007214500103145838,0.0990744000300765,2.0,0.6929552000947297,,,,,,,,,,,,,9412,Moral,2024-08-20_18h12.32.876,MoralCondition_v2,2022.2.5,29.987066546045362,
13,0,13,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,848.5536631997675,848.5536631997675,0.0077229999005794525,0.0975004998035729,6.0,2.2572066001594067,,,,,,,,,,,,,9412,Moral,2024-08-20_18h12.32.876,MoralCondition_v2,2022.2.5,29.987066546045362,
13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,850.853512799833,850.853512799833,0.001332900021225214,0.0989648001268506,2.0,4.132299900054932,,,,,,,9412,Moral,2024-08-20_18h12.32.876,MoralCondition_v2,2022.2.5,29.987066546045362,
