loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,textbox.started,p_port_2.started,p_port_2.stopped,textbox.stopped,p_port_3.started,instructions.started,key_resp.started,p_port_4.started,p_port_4.stopped,key_resp.keys,key_resp.rt,cross.started,p_port_6.started,p_port_6.stopped,cross.stopped,p_port_7.started,disgust_image.started,p_port_8.started,p_port_8.stopped,disgust_image.stopped,p_port_9.started,disgust_score.started,p_port_10.started,p_port_10.stopped,disgust_score.response,disgust_score.rt,p_port_7.stopped,p_port_9.stopped,participant,session,date,expName,psychopyVersion,frameRate,
33,0,33,0,,,,,,,,,,,,,,,,,,517.1623638998717,0.0004944000393152237,0.09706830000504851,523.1787831000984,6.013695000205189,523.3121499000117,0.055646300315856934,0.14716330030933022,529.3121019001119,6.013637899886817,529.3786368998699,0.01644999999552965,0.11362069984897971,0.0,1.5313810999505222,,,7451,Visual,2025-02-10_09h50.14.346,Visual_Condition_v2,2022.2.5,29.941840999245215,
34,0,34,0,,,,,,,,,,,,,,,,,,530.9459107997827,0.0008958000689744949,0.09743370022624731,536.945466300007,6.030726800207049,537.1786299999803,0.1289540003053844,0.2305586999282241,,6.030635499861091,543.1785844000988,0.03325220011174679,0.1304160999134183,0.0,1.3982751001603901,,,7451,Visual,2025-02-10_09h50.14.346,Visual_Condition_v2,2022.2.5,29.941840999245215,
35,0,35,0,,,,,,,,,,,,,,,,,,544.6123983999714,0.0005427999421954155,0.09725539991632104,550.6288148998283,6.01385710015893,550.7453495999798,0.031098800245672464,0.1307624001055956,556.7453479999676,6.030475900042802,556.8451115000062,0.03131989995017648,0.13064409978687763,0.0,1.3669152003712952,,,7451,Visual,2025-02-10_09h50.14.346,Visual_Condition_v2,2022.2.5,29.941840999245215,
36,0,36,0,,,,,,,,,,,,,,,,,,558.2455473998562,0.00023779971525073051,0.09925309987738729,564.2621244997717,6.016011499799788,564.3952401997522,0.049317299854010344,0.1491000996902585,570.3952945000492,6.015666099730879,570.4617830999196,0.018278799951076508,0.11570339975878596,2.0,1.065135299693793,,,7451,Visual,2025-02-10_09h50.14.346,Visual_Condition_v2,2022.2.5,29.941840999245215,
37,0,37,0,,,,,,,,,,,,,,,,,,571.5619530999102,0.0005418998189270496,0.09726470010355115,577.5785241997801,6.0137634999118745,577.7451496999711,0.08750650007277727,0.18028659978881478,583.7452902998775,6.014018699992448,583.7784568998031,0.016807899810373783,0.11384079977869987,3.0,5.531163900159299,,,7451,Visual,2025-02-10_09h50.14.346,Visual_Condition_v2,2022.2.5,29.941840999245215,
38,0,38,0,,,,,,,,,,,,,,,,,,589.3452499001287,0.00040159979835152626,0.0975464996881783,595.3617833997123,6.0142366997897625,595.5286489999853,0.06173739954829216,0.1810247995890677,601.5284061999992,6.014120699837804,601.5616627000272,0.016994199715554714,0.11412129970267415,1.0,0.864803799893707,,,7451,Visual,2025-02-10_09h50.14.346,Visual_Condition_v2,2022.2.5,29.941840999245215,
39,0,39,0,,,,,,,,,,,,,,,,,,602.4619756997563,0.00024379976093769073,0.0991102997213602,608.4783998001367,6.015700599644333,608.5949156000279,0.03868099953979254,0.13234979985281825,614.5950341001153,5.999107799958438,614.6616396000609,0.0028099995106458664,0.09918879950419068,0.0,1.0640382999554276,,6.099026899784803,7451,Visual,2025-02-10_09h50.14.346,Visual_Condition_v2,2022.2.5,29.941840999245215,
40,0,40,0,,,,,,,,,,,,,,,,,,615.7617629999295,0.0007440997287631035,0.09669729974120855,621.7783590001054,6.013343499973416,621.8948470000178,0.02823269972577691,0.12996079958975315,627.8949619000778,6.029914299491793,627.9949745996855,0.033565899822860956,0.13009419944137335,0.0,1.0308856000192463,,,7451,Visual,2025-02-10_09h50.14.346,Visual_Condition_v2,2022.2.5,29.941840999245215,
41,0,41,0,,,,,,,,,,,,,,,,,,629.0620073997416,0.00024410011246800423,0.09938229992985725,635.0783553998917,6.016115800011903,635.7449531997554,0.4323191000148654,0.6826279000379145,,6.012244899757206,641.2948467000388,0.03530819993466139,0.13247299985960126,0.0,1.1981028001755476,,6.099216599948704,7451,Visual,2025-02-10_09h50.14.346,Visual_Condition_v2,2022.2.5,29.941840999245215,
42,0,42,0,,,,,,,,,,,,,,,,,,642.5284345997497,0.0005206996574997902,0.09736409969627857,648.5448642997071,6.0140205998905,648.7114531998523,0.07325519993901253,0.18077689968049526,654.7114336998202,6.013931399676949,654.7447401997633,0.015995499677956104,0.11390469968318939,3.0,1.2989715998992324,,,7451,Visual,2025-02-10_09h50.14.346,Visual_Condition_v2,2022.2.5,29.941840999245215,
43,0,43,0,,,,,,,,,,,,,,,,,,656.0781407998875,0.00039110006764531136,0.09770880034193397,662.0781354997307,6.031012000050396,662.2280655996874,0.05367089994251728,0.14764419989660382,668.2281315997243,6.014281000010669,668.2946640998125,0.016976499930024147,0.11441739974543452,0.0,1.5982571002095938,,,7451,Visual,2025-02-10_09h50.14.346,Visual_Condition_v2,2022.2.5,29.941840999245215,
44,0,44,0,,,,,,,,,,,,,,,,,,669.9284989000298,0.00048370007425546646,0.097180699929595,675.9447706998326,6.013903500046581,676.0613875999115,0.03491109982132912,0.13065870013087988,682.0613866001368,6.030493299942464,682.1613149000332,0.03322200011461973,0.1304504000581801,0.0,0.7648132001049817,,,7451,Visual,2025-02-10_09h50.14.346,Visual_Condition_v2,2022.2.5,29.941840999245215,
45,0,45,0,,,,,,,,,,,,,,,,,,682.9616153999232,0.0004826001822948456,0.09750659996643662,688.9445408997126,6.01398289995268,689.0781923998147,0.012066499795764685,0.1142637999728322,695.0780275999568,6.014079499989748,695.1780147999525,0.016893399879336357,0.11401510005816817,1.0,1.0981479999609292,6.097348200157285,,7451,Visual,2025-02-10_09h50.14.346,Visual_Condition_v2,2022.2.5,29.941840999245215,
46,0,46,0,,,,,,,,,,,,,,,,,,696.3115726998076,0.000628999900072813,0.09726600022986531,702.328000199981,6.013903900049627,702.4445424997248,0.02717590006068349,0.13056840002536774,708.4446485000663,6.030527600087225,708.544457799755,0.033531100023537874,0.13043889962136745,0.0,1.2979846997186542,,,7451,Visual,2025-02-10_09h50.14.346,Visual_Condition_v2,2022.2.5,29.941840999245215,
47,0,47,0,,,,,,,,,,,,,,,,,,709.8780817999505,0.0007127998396754265,0.09675570018589497,715.894597100094,6.013504100032151,716.1281332997605,0.10249359998852015,0.24691009987145662,,6.0135089000687,722.0943750999868,0.014565099962055683,0.11330570001155138,0.0,1.2333599999547005,,,7451,Visual,2025-02-10_09h50.14.346,Visual_Condition_v2,2022.2.5,29.941840999245215,
48,0,48,0,,,,,,,,,,,,,,,,,,723.3613356999122,0.00023460015654563904,0.09904560027644038,729.3778510000557,6.0157250999473035,729.5111905001104,0.05016990005970001,0.14932460011914372,735.5111324000172,6.015660500153899,735.5777579997666,0.018604399636387825,0.11585820000618696,0.0,1.131342299748212,,,7451,Visual,2025-02-10_09h50.14.346,Visual_Condition_v2,2022.2.5,29.941840999245215,
49,0,49,0,,,,,,,,,,,,,,,,,,736.7447262001224,0.00021689990535378456,0.09929969999939203,742.7611030000262,6.015690099913627,742.9779922999442,0.1102547999471426,0.2324512000195682,,6.032298199832439,748.9782957998104,0.034825199749320745,0.1324677998200059,1.0,1.2651420002803206,,,7451,Visual,2025-02-10_09h50.14.346,Visual_Condition_v2,2022.2.5,29.941840999245215,
50,0,50,0,,,,,,,,,,,,,,,,,,750.2780971000902,0.00028929999098181725,0.09922019997611642,756.2777374000289,5.9990682997740805,756.3943783999421,0.01261799968779087,0.11576499976217747,762.3944235998206,6.015675699803978,762.4944905000739,0.017482999712228775,0.11546949949115515,2.0,0.9657749999314547,6.098934900015593,,7451,Visual,2025-02-10_09h50.14.346,Visual_Condition_v2,2022.2.5,29.941840999245215,
51,0,51,0,,,,,,,,,,,,,,,,,,763.4945144001395,0.00026700040325522423,0.09932190040126443,769.5110166999511,6.015989100094885,769.6276003001258,0.0308916000649333,0.13252640003338456,775.6276352000423,5.999274200294167,775.6942292000167,0.002625400200486183,0.09931109985336661,2.0,1.6973417000845075,,6.099158199969679,7451,Visual,2025-02-10_09h50.14.346,Visual_Condition_v2,2022.2.5,29.941840999245215,
52,0,52,0,,,,,,,,,,,,,,,,,,777.4276741999201,0.00022159982472658157,0.09935839986428618,783.4276477997191,5.999137999955565,783.5441310997121,0.025714999996125698,0.11608280008658767,789.544241100084,6.015796400140971,789.644241400063,0.018538699951022863,0.11587879993021488,2.0,1.0316110998392105,6.09915929986164,,7451,Visual,2025-02-10_09h50.14.346,Visual_Condition_v2,2022.2.5,29.941840999245215,
53,0,53,0,,,,,,,,,,,,,,,,,,790.7110891998746,0.0002615000121295452,0.09869169956073165,796.7111689997837,6.0323412995785475,796.8608932998031,0.05164639977738261,0.1486617997288704,802.8608860000968,6.015359599608928,802.9275138997473,0.017941199708729982,0.1152375997044146,0.0,1.0982337002642453,,,7451,Visual,2025-02-10_09h50.14.346,Visual_Condition_v2,2022.2.5,29.941840999245215,
54,0,54,0,,,,,,,,,,,,,,,,,,804.0608346001245,0.0005689999088644981,0.09745180001482368,810.0608346001245,6.030826200265437,810.1941668000072,0.02774129994213581,0.13079230021685362,816.1940842997283,6.030786999966949,816.2772697000764,0.016577299684286118,0.11406929977238178,0.0,0.8319323998875916,,,7451,Visual,2025-02-10_09h50.14.346,Visual_Condition_v2,2022.2.5,29.941840999245215,
55,0,55,0,,,,,,,,,,,,,,,,,,817.1444846000522,0.00025479961186647415,0.09936799993738532,823.1607574000955,6.01584509992972,823.2772526997142,0.02996169961988926,0.1323659997433424,829.2773159998469,5.999018399510533,829.3442707001232,0.0020979996770620346,0.09900429984554648,2.0,0.9979057000018656,,6.098902899771929,7451,Visual,2025-02-10_09h50.14.346,Visual_Condition_v2,2022.2.5,29.941840999245215,
56,0,56,0,,,,,,,,,,,,,,,,,,830.3777745999396,0.00022540008649230003,0.09888949990272522,836.3773642000742,6.032158700283617,836.5606251000427,0.07809199998155236,0.18219339987263083,842.5608057999052,6.01542600011453,842.593820199836,0.018394799903035164,0.11539909988641739,0.0,1.0979132000356913,,,7451,Visual,2025-02-10_09h50.14.346,Visual_Condition_v2,2022.2.5,29.941840999245215,
57,0,57,0,,,,,,,,,,,,,,,,,,843.7273439001292,0.00024239998310804367,0.0992705998942256,849.7274838997982,5.999232400208712,849.8438552999869,0.015452499967068434,0.11590400012210011,855.8439877000637,6.015858199913055,855.943892700132,0.017991299740970135,0.1157121998257935,3.0,1.8987556998617947,6.099232700187713,,7451,Visual,2025-02-10_09h50.14.346,Visual_Condition_v2,2022.2.5,29.941840999245215,
58,0,58,0,,,,,,,,,,,,,,,,,,857.8775104000233,0.0006605000235140324,0.09734550025314093,863.8939426001161,6.013849399983883,864.0271021998487,0.047249999828636646,0.1472402000799775,870.0272050998174,6.013776800129563,870.0938272997737,0.016409999690949917,0.11386519996449351,0.0,1.0983305997215211,,,7451,Visual,2025-02-10_09h50.14.346,Visual_Condition_v2,2022.2.5,29.941840999245215,
59,0,59,0,,,,,,,,,,,,,,,,,,871.2273732000031,0.0005081999115645885,0.09726459998637438,877.2102973000146,6.013729699887335,877.8941355999559,0.3958179000765085,0.6640031998977065,,6.030633499845862,883.4569037999026,0.029531499836593866,0.1268730997107923,0.0,1.5688093998469412,6.09721969999373,,7451,Visual,2025-02-10_09h50.14.346,Visual_Condition_v2,2022.2.5,29.941840999245215,
60,0,60,0,,,,,,,,,,,,,,,,,,885.0606511998922,0.0004604002460837364,0.09787670010700822,891.0771804996766,6.014258900191635,891.2103837998584,0.03850110014900565,0.14791399985551834,897.2104949997738,6.014288099948317,897.2771697998978,0.015294699929654598,0.11416219966486096,2.0,0.9332409999333322,,,7451,Visual,2025-02-10_09h50.14.346,Visual_Condition_v2,2022.2.5,29.941840999245215,
61,0,61,0,,,,,,,,,,,,,,,,,,898.2438038000837,0.0009486996568739414,0.09727449994534254,904.2437366996892,6.030486200004816,904.3936499999836,0.046313799917697906,0.14726569969207048,910.3937316997908,6.013677699491382,910.4602982997894,0.01615329971536994,0.11368929967284203,3.0,1.1985685001127422,,,7451,Visual,2025-02-10_09h50.14.346,Visual_Condition_v2,2022.2.5,29.941840999245215,
62,0,62,0,,,,,,,,,,,,,,,,,,911.6940460000187,0.00024159997701644897,0.0992635996080935,917.6937273000367,5.999248499982059,917.8102814997546,0.014095899648964405,0.11587609956040978,923.8103211997077,6.015706699807197,923.9101990000345,0.018453199416399002,0.11561859957873821,3.0,2.264899800065905,6.099049199838191,,7451,Visual,2025-02-10_09h50.14.346,Visual_Condition_v2,2022.2.5,29.941840999245215,
