Blocks_of_Tastants.thisRepN,Blocks_of_Tastants.thisTrialN,Blocks_of_Tastants.thisN,Blocks_of_Tastants.thisIndex,Each_Tastant_Once.thisRepN,Each_Tastant_Once.thisTrialN,Each_Tastant_Once.thisN,Each_Tastant_Once.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,baseline.started,p_port_2.started,p_port_2.stopped,p_port_3.started,baseline.stopped,cross.started,p_port_4.started,p_port_4.stopped,cross.stopped,p_port_5.started,instructions.started,spacebar_hit.started,p_port_6.started,p_port_6.stopped,spacebar_hit.keys,spacebar_hit.rt,grab_cup.started,key_resp.started,p_port_7.started,p_port_7.stopped,key_resp.keys,key_resp.rt,taste_sound_1.started,p_port_8.started,p_port_8.stopped,taste_sound_1.stopped,taste_sound_2.started,taste_sound_3.started,taste_sound_3.stopped,Roll_liquid_taste.started,Roll_liquid_taste.stopped,spit_text.started,spit_sound.started,p_port_9.started,p_port_9.stopped,spit_text.stopped,screen_clear.started,screen_clear.stopped,p_port_18.started,Palatability_Score.started,p_port_17.started,Instruction.started,p_port_17.stopped,Palatability_Score.response,Palatability_Score.rt,Rinse_text.started,p_port_10.started,p_port_10.stopped,Rinse_text.stopped,Begin_Rinse.started,p_port_11.started,p_port_11.stopped,Begin_Rinse.stopped,Finish_rinse.started,Rinse_Spit.started,p_port_12.started,p_port_12.stopped,Finish_rinse.stopped,Rinse_Spit.stopped,rest_text.started,p_port_13.started,p_port_13.stopped,rest_text.stopped,p_port_14.started,taste_sound_2.stopped,spit_sound.stopped,p_port_5.stopped,break_text.started,p_port_15.started,p_port_15.stopped,break_text.stopped,p_port_16.started,p_port_18.stopped,p_port_14.stopped,p_port_16.stopped,participant,session,date,expName,psychopyVersion,frameRate,
3,0,3,0,2,0,2,0,,,,,,,,,,,,,1951.9928653999232,0.00028849998489022255,0.09899389976635575,1958.0094249001704,6.015982999932021,1958.1092349002138,1958.1092349002138,0.015904799569398165,0.13247699989005923,space,1.2458566999994218,1959.3928185999393,1959.3928185999393,3.2899901270866394e-05,0.09786619991064072,num_9,3.1705398000776768,1962.609495280171,0.002462100237607956,0.09795380011200905,1962.9093675999902,1963.39264217983,1964.2094675799367,,1964.6095439000055,,1972.6260644001886,1972.6261324801949,0.017589400056749582,0.1147739002481103,1974.642708899919,1974.7927017998882,1975.2758976002224,12.014568500220776,1984.7259480999783,0.017681000288575888,1984.7259480999783,0.11441580019891262,5.0,2.097942200023681,1986.859899399802,0.001661399845033884,0.09897539997473359,1992.8759781001136,1993.0426756798756,6.215619300026447,6.315702999942005,1994.0425844001584,2023.0593300800306,2023.0591585999355,36.232205799780786,36.3322918000631,2024.0758230001666,,2026.0757856001146,0.017364599741995335,0.11546879960224032,2056.0757082998753,30.015374999959022,1963.709338599816,1973.6427430999465,,,,,,,,,,673,Gustatory,2024-03-22_13h26.55.139,Gustatory_Condition_v2,2022.2.5,30.010185443661896,
3,0,3,0,3,0,3,0,,,,,,,,,,,,,2056.1757657001726,0.016211699694395065,0.11535579990595579,2062.192390399985,6.032070899847895,2062.258878500201,2062.258878500201,0.015282499603927135,0.09867319976910949,space,1.167938600294292,2063.4756979001686,2063.4756979001686,4.540011286735535e-05,0.09812320023775101,num_9,2.775161100551486,2066.309046279965,0.0022387998178601265,0.09811539994552732,2066.608959699981,2067.0921991801356,2067.909056180017,2068.2090708999895,2068.3089792998508,2076.308949700091,2076.308949700091,2076.3088204798755,-0.00028060004115104675,0.09802250005304813,2078.292177299969,2078.475454600062,2078.9588509998284,12.014471499715,2088.4088110998273,0.0008569997735321522,2088.4088110998273,0.09796949988231063,7.0,2.3982052002102137,2090.842642699834,0.002352500334382057,0.09922950016334653,2096.8588805999607,2097.0256082800684,6.216029000002891,6.315753000322729,2098.0421839999035,2127.0088112799917,2127.0088490000926,36.19914830010384,36.28244710015133,2128.0086840000004,2130.0087350998074,2130.0087350998074,-0.0008761999197304249,0.09922390012070537,2160.025326800067,30.01585720013827,2067.409057599958,2077.3089445000514,,,,,,,12.097878099884838,,,673,Gustatory,2024-03-22_13h26.55.139,Gustatory_Condition_v2,2022.2.5,30.010185443661896,
3,0,3,0,4,0,4,0,,,,,,,,,,,,,2160.1588078001514,0.016363299917429686,0.11561420001089573,2166.15861399984,6.015821400098503,2166.25864120014,2166.25864120014,0.015755399595946074,0.1156170996837318,space,1.32806760026142,2167.625318400096,2167.625318400096,4.200031980872154e-05,0.09797610016539693,num_9,2.96122180018574,2170.641956279846,0.0020479001104831696,0.09797810018062592,2170.9419204001315,2171.425124579901,2172.225174079975,2172.541923500132,2172.6419119001366,,2180.658555999864,2180.6585781801027,0.017123199999332428,0.11458040028810501,2182.6585738002323,2182.825200600084,2183.308391599916,12.014508199878037,2192.741715400014,0.0014605000615119934,2192.741715400014,0.09789089998230338,2.0,2.2974717002362013,2195.0755504001863,0.0030731000006198883,0.09769390011206269,2201.0751447002403,2201.258438580064,6.214396699797362,6.3141818000003695,2202.258424700238,2231.258343079919,2231.2585649997927,36.214310499839485,36.31407799990848,2232.2582012000494,2234.2583323,2234.2583323,0.014108599629253149,0.11404799949377775,2264.241390599869,30.013788199517876,2171.741890099831,2181.658482400235,,,,,,,12.097913099918514,30.09715829975903,,673,Gustatory,2024-03-22_13h26.55.139,Gustatory_Condition_v2,2022.2.5,30.010185443661896,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2264.374911000021,0.03069329960271716,0.1307927994057536,2294.3745555998757,30.013684699777514,,,30.09699059976265,673,Gustatory,2024-03-22_13h26.55.139,Gustatory_Condition_v2,2022.2.5,30.010185443661896,
4,0,4,0,0,0,0,0,,,,,,,,,,,,,2294.474953299854,0.030911799520254135,0.13075369969010353,2300.4914581999183,6.0137872993946075,2300.5913913999684,2300.5913913999684,0.013909099623560905,0.11376439919695258,space,1.5551411001943052,2302.2080915002152,2302.2080915002152,3.50000336766243e-05,0.0979282003827393,num_9,3.074477800168097,2305.3247814801057,0.002106300089508295,0.09777879994362593,2305.6413263999857,2306.108064779872,2306.908015679894,2307.20803180011,2307.308090799954,2315.3248131000437,2315.3248131000437,2315.324710179912,0.0012723999097943306,0.09774019988253713,2317.324544600211,2317.5081787002273,2318.008034300059,12.014275500085205,2327.424499699846,-1.530023291707039e-05,2327.424499699846,0.09753239993005991,6.0,2.765570300165564,2330.2246356001124,0.0021787998266518116,0.0984172997996211,2336.224578499794,2336.4248365800363,6.2316915998235345,6.331702099647373,2337.441259900108,2366.4245327798185,2366.424465400167,36.231594800017774,36.33161629969254,2367.4578268001787,2369.4243989000097,2369.4243989000097,-0.0003868001513183117,0.09822279959917068,2399.4244638001546,30.0316051999107,2306.4078767998144,2316.341301499866,,,,,,,12.097551600076258,,,673,Gustatory,2024-03-22_13h26.55.139,Gustatory_Condition_v2,2022.2.5,30.010185443661896,
4,0,4,0,1,0,1,0,,,,,,,,,,,,,2399.557660799939,0.031948899384588,0.13144549960270524,2405.5408557998016,6.031350299715996,2405.640817299951,2405.640817299951,0.01480649970471859,0.11479449970647693,space,1.3622556002810597,2407.0410253000446,2407.0410253000446,4.5000109821558e-05,0.09787550009787083,num_9,3.090133999940008,2410.174368980201,0.0019982000812888145,0.09765319991856813,2410.4911385001615,2410.957629079791,2411.7575459800196,2412.057610999793,2412.157718999777,2420.174285300076,2420.174285300076,2420.1743079799694,0.0009412998333573341,0.09752529999241233,2422.1909055002034,2422.3575853998773,2422.8576167998835,12.013905999716371,2432.2741260002367,0.0009464998729526997,2432.2741260002367,0.09725159965455532,1.0,2.430620600003749,2434.741088300012,0.0026917001232504845,0.09787730034440756,2440.7575387000106,2440.924199779844,6.214490100275725,6.314688700251281,2441.9407728002407,2470.9240832802375,2470.9240709999576,36.21443299995735,36.314395300112665,2471.9407433001325,2473.923928000033,2473.923928000033,0.014298600144684315,0.11439260002225637,2503.923940700013,30.014331200160086,2411.257465899922,2421.1910357000306,,,,,,,12.097498999908566,,,673,Gustatory,2024-03-22_13h26.55.139,Gustatory_Condition_v2,2022.2.5,30.010185443661896,
4,0,4,0,2,0,2,0,,,,,,,,,,,,,2504.0572692998685,0.014890499878674746,0.11436539981514215,2510.073900300078,6.0309023996815085,2510.173891100101,2510.173891100101,0.03116959985345602,0.13083719974383712,space,0.9968226002529263,2511.2072788998485,2511.2072788998485,4.390021786093712e-05,0.09807960037142038,num_9,2.716150600463152,2513.957386779925,0.001996300183236599,0.09794489992782474,2514.2571061998606,2514.740567679843,2515.5406248800923,,2515.9571989001706,2523.957200500183,2523.957200500183,2523.957189080166,0.001009299885481596,0.09774000011384487,2525.9572195000947,2526.157204300165,2526.6403327998705,12.031045999843627,2536.0903178001754,0.03373079979792237,2536.0903178001754,0.13139980006963015,7.0,3.198888699989766,2539.324033500161,0.0016062003560364246,0.09926320007070899,2545.3405229002237,2545.507146580005,6.215861900243908,6.315805800259113,2546.5237515000626,2575.5236426800025,2575.523641299922,36.19901890028268,36.29917630041018,2576.540305700153,2578.523388599977,2578.523388599977,0.0016978001222014427,0.09880119981244206,2608.5234801000915,29.999041399918497,2515.0405220999382,,,,,,,,,,,673,Gustatory,2024-03-22_13h26.55.139,Gustatory_Condition_v2,2022.2.5,30.010185443661896,
4,0,4,0,3,0,3,0,,,,,,,,,,,,,2608.640153300017,0.0162708000279963,0.11557719996199012,2614.6402366999537,6.015540699940175,2614.740145899821,2614.740145899821,0.015668299980461597,0.11546539980918169,space,1.6071001002565026,2616.390189600177,2616.390189600177,4.5000109821558e-05,0.09806689992547035,num_9,3.06050720019266,2619.5070909800475,0.0023757996968925,0.09762869961559772,2619.8234509001486,2620.290149879968,2621.0901456799825,2621.390181900002,2621.4901192998514,2629.489962699823,2629.489962699823,2629.490120480163,0.013975800015032291,0.09753309981897473,2631.4902527001686,2631.6900507002138,2632.2068524002098,12.030684299767017,2641.6234915000387,0.01592679973691702,2641.6234915000387,0.11396789969876409,1.0,2.365721399895847,2644.0232766000554,0.002834899816662073,0.09721559984609485,2650.02335319994,2650.206715479819,6.213945299852639,6.313895800150931,2651.223330399953,2680.2065805800726,2680.206674200017,36.2139566000551,36.31380889983848,2681.223342299927,2683.206461499911,2683.206461499911,0.0137382997199893,0.11375979986041784,2713.2064102999866,30.01369519997388,2620.5900599001907,,,,,,,,,,,673,Gustatory,2024-03-22_13h26.55.139,Gustatory_Condition_v2,2022.2.5,30.010185443661896,
4,0,4,0,4,0,4,0,,,,,,,,,,,,,2713.3398221000098,0.014373799785971642,0.11358939995989203,2719.356405300088,6.030221699737012,2719.456375000067,2719.456375000067,0.030336699448525906,0.13026019977405667,space,1.3550390000455081,2720.8563697999343,2720.8563697999343,3.739958629012108e-05,0.09801850002259016,num_9,3.346520300488919,2724.2564046800603,0.002177900169044733,0.0981131000444293,2724.5730262999423,2725.0395872801078,2725.856363280071,2726.173052200116,2726.2396839000285,2734.2396283000708,2734.2396283000708,2734.2394910797943,0.014771000016480684,0.1149014001712203,2736.2396346000023,2736.422867400106,2736.9228852000087,12.01457120012492,2746.3561129998416,0.0016157003119587898,2746.3561129998416,0.09786579990759492,7.0,2.530716400127858,2748.923300500028,0.002502900082617998,0.0979649000801146,2754.9229000001214,2755.106111080246,6.2313304003328085,6.33130760025233,2756.122870199848,2785.106080080243,2785.089282799978,36.21434869989753,36.314524500165135,2786.1227575000376,2788.1060708998702,2788.1060708998702,0.014519999735057354,0.11430920008569956,2818.1225876999088,30.03103329986334,,,,,,,,,12.098031700123101,,,673,Gustatory,2024-03-22_13h26.55.139,Gustatory_Condition_v2,2022.2.5,30.010185443661896,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2818.256046200171,0.03127609984949231,0.13109649997204542,2848.272480600048,30.014250099658966,,,,673,Gustatory,2024-03-22_13h26.55.139,Gustatory_Condition_v2,2022.2.5,30.010185443661896,
