loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,evaluate_all_emotions.thisRepN,evaluate_all_emotions.thisTrialN,evaluate_all_emotions.thisN,evaluate_all_emotions.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,sync_beep_3.stopped,sync_beep_4.started,sync_beep_4.stopped,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,Game_Start_Text.started,p_port_4.started,p_port_4.stopped,key_resp.started,key_resp.keys,key_resp.rt,fixation_cross.started,p_port_5.started,p_port_5.stopped,fixation_cross.stopped,p_port_6.started,player_image_intro.started,player_name_intro.started,p_port_7.started,p_port_7.stopped,p_port_8.started,player_image_offer.started,player_name_offer.started,proposed_split.started,p_port_9.started,p_port_9.stopped,proposed_split.stopped,accept_reject.started,p_port_15.started,p_port_15.stopped,accept_reject.stopped,p_port_10.started,arrow_instructions.started,offer_choice.started,p_port_11.started,p_port_11.stopped,offer_choice.keys,offer_choice.rt,Instructions_Affinity_Score.started,p_port_12.started,p_port_12.stopped,Instructions_Affinity_Score.stopped,Emotion_Image.started,AffinityScore.started,p_port_13.started,p_port_13.stopped,AffinityScore.response,AffinityScore.rt,Instruction.started,Moral_Disgust_Score.started,p_port_14.started,p_port_14.stopped,Moral_Disgust_Score.response,Moral_Disgust_Score.rt,player_image_intro.stopped,player_name_intro.stopped,player_image_offer.stopped,player_name_offer.stopped,p_port_6.stopped,p_port_8.stopped,p_port_10.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.93703669961542,147.93703669961542,0.006966300308704376,0.09854290029034019,5.0,3.892550399992615,,,,,,,,,,,,,,7408,Moral,2024-08-24_10h23.12.850,MoralCondition_v2,2022.2.5,29.99738422214667,
1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.87011149991304,151.87011149991304,0.008972899988293648,0.09729519998654723,5.0,3.8229251001030207,,,,,,,,,,,,,,7408,Moral,2024-08-24_10h23.12.850,MoralCondition_v2,2022.2.5,29.99738422214667,
1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.7366231000051,155.7366231000051,0.0077980998903512955,0.0980448997579515,5.0,3.691007699817419,,,,,,,,,,,,,,7408,Moral,2024-08-24_10h23.12.850,MoralCondition_v2,2022.2.5,29.99738422214667,
1,0,1,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.4699987997301,159.4699987997301,0.007328900042921305,0.09762830007821321,2.0,3.2247573998756707,,,,,,,,,,,,,,7408,Moral,2024-08-24_10h23.12.850,MoralCondition_v2,2022.2.5,29.99738422214667,
1,0,1,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.75347569957376,162.75347569957376,0.008431999944150448,0.11346499994397163,4.0,7.072693599853665,,,,,,,,,,,,,,7408,Moral,2024-08-24_10h23.12.850,MoralCondition_v2,2022.2.5,29.99738422214667,
1,0,1,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.8535569999367,169.8535569999367,0.008492799941450357,0.09733060002326965,6.0,4.5899175000377,,,,,,,,,,,,,,7408,Moral,2024-08-24_10h23.12.850,MoralCondition_v2,2022.2.5,29.99738422214667,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.48671059962362,174.48671059962362,0.0014642998576164246,0.09774969983845949,2.0,3.6308188000693917,,,,,,,,7408,Moral,2024-08-24_10h23.12.850,MoralCondition_v2,2022.2.5,29.99738422214667,
2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,178.15331520000473,0.0003136000595986843,0.09689779998734593,184.15333829959854,6.030552099924535,184.40305409999564,184.40305409999564,0.14450829988345504,0.24715799978002906,6.013722300063819,190.4364960999228,190.4364960999228,190.4364960999228,0.07042260002344847,0.1805555997416377,196.13664479972795,196.33661709958687,6.0137800998054445,6.1137784998863935,202.3366286996752,12.013784399721771,202.46997299976647,202.46997299976647,0.014019199647009373,0.11374899977818131,up,2.1154390005394816,204.61990819964558,4.110019654035568e-05,0.11449790000915527,,210.63660109974444,210.63660109974444,0.027036700397729874,0.11457390012219548,2.0,4.755226300098002,,,,,,,,,202.43660179991275,202.43660179991275,,,,7408,Moral,2024-08-24_10h23.12.850,MoralCondition_v2,2022.2.5,29.99738422214667,
2,0,2,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.43679449986666,215.43679449986666,0.008080499712377787,0.09811939997598529,3.0,4.423732599709183,,,,,,,,,,,,,,7408,Moral,2024-08-24_10h23.12.850,MoralCondition_v2,2022.2.5,29.99738422214667,
2,0,2,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.9032310997136,219.9032310997136,0.007439299952238798,0.0991871003061533,2.0,2.592844500206411,,,,,,,,,,,,,,7408,Moral,2024-08-24_10h23.12.850,MoralCondition_v2,2022.2.5,29.99738422214667,
2,0,2,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.53720559971407,222.53720559971407,0.0074791996739804745,0.09847950004041195,5.0,4.725155100226402,,,,,,,,,,,,,,7408,Moral,2024-08-24_10h23.12.850,MoralCondition_v2,2022.2.5,29.99738422214667,
2,0,2,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.3201511995867,227.3201511995867,0.008095900062471628,0.11475149961188436,2.0,3.3411773000843823,,,,,,,,,,,,,,7408,Moral,2024-08-24_10h23.12.850,MoralCondition_v2,2022.2.5,29.99738422214667,
2,0,2,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.70336699998006,230.70336699998006,0.008390399627387524,0.11401979997754097,5.0,5.806649600155652,,,,,,,,,,,,,,7408,Moral,2024-08-24_10h23.12.850,MoralCondition_v2,2022.2.5,29.99738422214667,
2,0,2,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.5366722997278,236.5366722997278,0.008538500405848026,0.09787060040980577,2.0,3.590361400041729,,,,,,,,,,,,,,7408,Moral,2024-08-24_10h23.12.850,MoralCondition_v2,2022.2.5,29.99738422214667,
2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.17012139968574,240.17012139968574,0.001276299823075533,0.09747919999063015,7.0,5.36413999972865,,,,,,,,7408,Moral,2024-08-24_10h23.12.850,MoralCondition_v2,2022.2.5,29.99738422214667,
3,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,245.5701881996356,0.00027270009741187096,0.09742909995839,251.56998099992052,6.030928699765354,251.80358779989183,251.80358779989183,0.12086409982293844,0.2309642997570336,6.030852099880576,257.86986099975184,257.86986099975184,257.86986099975184,0.08571029966697097,0.19752459973096848,263.5699657998048,263.76994939986616,6.030907299835235,6.130877399817109,269.7699548997916,12.030982099939138,269.9033753997646,269.9033753997646,0.031074799597263336,0.1308836997486651,up,1.5778699005022645,271.51994739985093,4.2300205677747726e-05,0.09789530001580715,,277.53657749993727,277.53657749993727,0.026485600043088198,0.1146058002486825,6.0,4.789469399955124,,,,,,,,,269.86994679970667,269.86994679970667,,,,7408,Moral,2024-08-24_10h23.12.850,MoralCondition_v2,2022.2.5,29.99738422214667,
3,0,3,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.3699197997339,282.3699197997339,0.007289899978786707,0.0977543001063168,2.0,4.391600999981165,,,,,,,,,,,,,,7408,Moral,2024-08-24_10h23.12.850,MoralCondition_v2,2022.2.5,29.99738422214667,
3,0,3,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.803298600018,286.803298600018,0.0066259996965527534,0.09900559997186065,1.0,3.69330140016973,,,,,,,,,,,,,,7408,Moral,2024-08-24_10h23.12.850,MoralCondition_v2,2022.2.5,29.99738422214667,
3,0,3,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.53643530001864,290.53643530001864,0.007213999982923269,0.09780550003051758,1.0,6.191741300281137,,,,,,,,,,,,,,7408,Moral,2024-08-24_10h23.12.850,MoralCondition_v2,2022.2.5,29.99738422214667,
3,0,3,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.76997699961066,296.76997699961066,0.007691300008445978,0.09797289967536926,5.0,3.0246345000341535,,,,,,,,,,,,,,7408,Moral,2024-08-24_10h23.12.850,MoralCondition_v2,2022.2.5,29.99738422214667,
3,0,3,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.8366413996555,299.8366413996555,0.006854800041764975,0.09828019980341196,2.0,4.992643299978226,,,,,,,,,,,,,,7408,Moral,2024-08-24_10h23.12.850,MoralCondition_v2,2022.2.5,29.99738422214667,
3,0,3,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.8699820996262,304.8699820996262,0.008712900336831808,0.09799400018528104,1.0,2.1238126000389457,,,,,,,,,,,,,,7408,Moral,2024-08-24_10h23.12.850,MoralCondition_v2,2022.2.5,29.99738422214667,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.0367790996097,307.0367790996097,0.0015554996207356453,0.0974836996756494,7.0,9.130720500368625,,,,,,,,7408,Moral,2024-08-24_10h23.12.850,MoralCondition_v2,2022.2.5,29.99738422214667,
4,0,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,316.20349119976163,0.0002644001506268978,0.0977500001899898,322.2199785998091,6.014266199897975,322.3867762996815,322.3867762996815,0.07216309988871217,0.1811147998087108,6.014319700188935,328.48641279991716,328.48641279991716,328.48641279991716,0.0703643998131156,0.18089690012857318,334.1866131997667,334.38658609986305,6.014293699990958,6.114268799778074,340.3865874996409,12.014293099753559,340.51996719976887,340.51996719976887,0.014591400045901537,0.1142376996576786,up,2.1775059001520276,342.75350609980524,4.590023308992386e-05,0.09786339988932014,,348.78674959996715,348.78674959996715,0.026512800250202417,0.13100640010088682,5.0,4.738702999893576,,,,,,,328.3866041000001,328.3866041000001,340.4866654998623,340.4866654998623,,,,7408,Moral,2024-08-24_10h23.12.850,MoralCondition_v2,2022.2.5,29.99738422214667,
4,0,4,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.55326809966937,353.55326809966937,0.006926900241523981,0.0991157004609704,5.0,4.8266066000796854,,,,,,,,,,,,,,7408,Moral,2024-08-24_10h23.12.850,MoralCondition_v2,2022.2.5,29.99738422214667,
4,0,4,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.4199207997881,358.4199207997881,0.007491800002753735,0.0976728000678122,5.0,10.924855599645525,,,,,,,,,,,,,,7408,Moral,2024-08-24_10h23.12.850,MoralCondition_v2,2022.2.5,29.99738422214667,
4,0,4,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.38646389963105,369.38646389963105,0.007031000219285488,0.09939760016277432,4.0,4.126674700062722,,,,,,,,,,,,,,7408,Moral,2024-08-24_10h23.12.850,MoralCondition_v2,2022.2.5,29.99738422214667,
4,0,4,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.55323409987614,373.55323409987614,0.006463600322604179,0.09953150013461709,2.0,5.360271000303328,,,,,,,,,,,,,,7408,Moral,2024-08-24_10h23.12.850,MoralCondition_v2,2022.2.5,29.99738422214667,
4,0,4,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.953051999677,378.953051999677,0.005877799820154905,0.09896899992600083,2.0,2.260882600210607,,,,,,,,,,,,,,7408,Moral,2024-08-24_10h23.12.850,MoralCondition_v2,2022.2.5,29.99738422214667,
4,0,4,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.2530911997892,381.2530911997892,0.006725700106471777,0.0991278002038598,5.0,3.1600648001767695,,,,,,,,,,,,,,7408,Moral,2024-08-24_10h23.12.850,MoralCondition_v2,2022.2.5,29.99738422214667,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384.4533624998294,384.4533624998294,0.0009310999885201454,0.0989928999915719,2.0,7.732554300222546,,,,,,,,7408,Moral,2024-08-24_10h23.12.850,MoralCondition_v2,2022.2.5,29.99738422214667,
5,0,5,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,392.2202653000131,0.00013320008292794228,0.09914790000766516,398.219845299609,5.999183400068432,398.36961689963937,398.36961689963937,0.05028710002079606,0.14917600015178323,6.015835499856621,404.50308999978006,404.50308999978006,404.50308999978006,0.06791969994083047,0.18251469964161515,410.2032369999215,410.40329219959676,6.015993599779904,6.116140999831259,416.403177799657,12.015861199703068,416.53646729979664,416.53646729979664,0.015980799682438374,0.11579689988866448,up,1.0093622002750635,417.6031877999194,3.910018131136894e-05,0.09793230006471276,423.6200953000225,423.6200953000225,423.6200953000225,0.01017760019749403,0.11469710012897849,6.0,4.072274200152606,,,,,,,404.37012249976397,404.37012249976397,416.50313689978793,416.50313689978793,6.099400199949741,,,7408,Moral,2024-08-24_10h23.12.850,MoralCondition_v2,2022.2.5,29.99738422214667,
5,0,5,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427.71968329977244,427.71968329977244,0.007502000313252211,0.09790350031107664,5.0,2.8248501997441053,,,,,,,,,,,,,,7408,Moral,2024-08-24_10h23.12.850,MoralCondition_v2,2022.2.5,29.99738422214667,
5,0,5,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430.5863891998306,430.5863891998306,0.007058999966830015,0.09957939991727471,5.0,4.426556000020355,,,,,,,,,,,,,,7408,Moral,2024-08-24_10h23.12.850,MoralCondition_v2,2022.2.5,29.99738422214667,
5,0,5,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435.05316509958357,435.05316509958357,0.0065346998162567616,0.0989589998498559,5.0,5.393574300222099,,,,,,,,,,,,,,7408,Moral,2024-08-24_10h23.12.850,MoralCondition_v2,2022.2.5,29.99738422214667,
5,0,5,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440.48639899957925,440.48639899957925,0.006748099811375141,0.09930639993399382,5.0,2.160163900349289,,,,,,,,,,,,,,7408,Moral,2024-08-24_10h23.12.850,MoralCondition_v2,2022.2.5,29.99738422214667,
5,0,5,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442.6863459995948,442.6863459995948,0.008027200121432543,0.0977321001701057,4.0,6.090729699935764,,,,,,,,,,,,,,7408,Moral,2024-08-24_10h23.12.850,MoralCondition_v2,2022.2.5,29.99738422214667,
5,0,5,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448.83669499959797,448.83669499959797,0.007522100117057562,0.11477540014311671,4.0,5.308008200023323,,,,,,,,,,,,,,7408,Moral,2024-08-24_10h23.12.850,MoralCondition_v2,2022.2.5,29.99738422214667,
5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454.16965859988704,454.16965859988704,0.0022475002333521843,0.097223199903965,2.0,6.162805099971592,,,,,,,,7408,Moral,2024-08-24_10h23.12.850,MoralCondition_v2,2022.2.5,29.99738422214667,
6,0,6,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,460.3697870997712,0.00043789995834231377,0.09738160017877817,466.38646309962496,6.01406820025295,466.5530526000075,466.5530526000075,0.07082989998161793,0.18105270015075803,6.013960900250822,472.6532207997516,472.6532207997516,472.6532207997516,0.06804849999025464,0.1808902001939714,478.3530787997879,478.5529950996861,6.013914600014687,6.114151699934155,484.5530840996653,12.014014599844813,484.68637589970604,484.68637589970604,0.013946999795734882,0.11391100008040667,up,0.7228887001983821,485.4530814997852,5.099968984723091e-05,0.09770809998735785,,491.48657389963046,491.48657389963046,0.025591599754989147,0.13117649964988232,4.0,5.23977220011875,,,,,,,472.553081699647,472.553081699647,484.6362668997608,484.6362668997608,,,,7408,Moral,2024-08-24_10h23.12.850,MoralCondition_v2,2022.2.5,29.99738422214667,
6,0,6,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496.7530857999809,496.7530857999809,0.007568700239062309,0.09751609992235899,1.0,5.957734700292349,,,,,,,,,,,,,,7408,Moral,2024-08-24_10h23.12.850,MoralCondition_v2,2022.2.5,29.99738422214667,
6,0,6,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502.77009839983657,502.77009839983657,0.007592400070279837,0.11440550023689866,5.0,3.041100100148469,,,,,,,,,,,,,,7408,Moral,2024-08-24_10h23.12.850,MoralCondition_v2,2022.2.5,29.99738422214667,
6,0,6,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505.83615079987794,505.83615079987794,0.008851499762386084,0.09800759982317686,1.0,2.4235252998769283,,,,,,,,,,,,,,7408,Moral,2024-08-24_10h23.12.850,MoralCondition_v2,2022.2.5,29.99738422214667,
6,0,6,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508.3199576996267,508.3199576996267,0.008023600094020367,0.11465100012719631,2.0,3.841354999691248,,,,,,,,,,,,,,7408,Moral,2024-08-24_10h23.12.850,MoralCondition_v2,2022.2.5,29.99738422214667,
6,0,6,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.1862242999487,512.1862242999487,0.006550299935042858,0.09933390002697706,1.0,3.3276967997662723,,,,,,,,,,,,,,7408,Moral,2024-08-24_10h23.12.850,MoralCondition_v2,2022.2.5,29.99738422214667,
6,0,6,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515.5696062999777,515.5696062999777,0.010057299863547087,0.1156049002893269,5.0,5.80659699998796,,,,,,,,,,,,,,7408,Moral,2024-08-24_10h23.12.850,MoralCondition_v2,2022.2.5,29.99738422214667,
6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,521.4031915999949,521.4031915999949,0.0011100000701844692,0.09934459999203682,7.0,3.9992215000092983,,,,,,,,7408,Moral,2024-08-24_10h23.12.850,MoralCondition_v2,2022.2.5,29.99738422214667,
7,0,7,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,525.4364120997488,0.00013649975880980492,0.09929919987916946,531.4363119998015,5.999334399588406,531.6028888998553,531.6028888998553,0.0578143997117877,0.16622479958459735,5.99929969990626,537.7027766997926,537.7027766997926,537.7027766997926,0.05571089964359999,0.16591859981417656,543.4031453998759,543.6033564996906,5.999757599551231,6.0992661993950605,549.6028866996057,11.999266799539328,549.7362808999605,549.7362808999605,0.0005349996499717236,0.09946649940684438,up,1.312720600515604,551.0862820995972,4.429975524544716e-05,0.09777599992230535,,557.1028021997772,557.1028021997772,0.023699500132352114,0.114504000172019,3.0,4.725311500020325,,,,,,,537.6029391996562,537.6029391996562,549.7029480999336,549.7029480999336,6.099436499644071,6.099325999617577,12.099364399444312,7408,Moral,2024-08-24_10h23.12.850,MoralCondition_v2,2022.2.5,29.99738422214667,
7,0,7,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,561.8696068995632,561.8696068995632,0.0067517999559640884,0.0993403997272253,2.0,5.9601032002829015,,,,,,,,,,,,,,7408,Moral,2024-08-24_10h23.12.850,MoralCondition_v2,2022.2.5,29.99738422214667,
