loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,evaluate_all_emotions.thisRepN,evaluate_all_emotions.thisTrialN,evaluate_all_emotions.thisN,evaluate_all_emotions.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,sync_beep_3.stopped,sync_beep_4.started,sync_beep_4.stopped,baseline.started,p_port_2.started,p_port_2.stopped,p_port_3.started,baseline.stopped,Game_Start_Text.started,p_port_4.started,p_port_4.stopped,key_resp.started,key_resp.keys,key_resp.rt,fixation_cross.started,p_port_5.started,p_port_5.stopped,fixation_cross.stopped,p_port_6.started,player_image_intro.started,player_name_intro.started,p_port_7.started,p_port_7.stopped,p_port_8.started,player_image_offer.started,player_name_offer.started,proposed_split.started,p_port_9.started,p_port_9.stopped,proposed_split.stopped,accept_reject.started,p_port_15.started,p_port_15.stopped,accept_reject.stopped,p_port_10.started,arrow_instructions.started,offer_choice.started,p_port_11.started,p_port_11.stopped,offer_choice.keys,offer_choice.rt,Instructions_Affinity_Score.started,p_port_12.started,p_port_12.stopped,Instructions_Affinity_Score.stopped,Emotion_Image.started,AffinityScore.started,p_port_13.started,p_port_13.stopped,AffinityScore.response,AffinityScore.rt,Instruction.started,Moral_Disgust_Score.started,p_port_14.started,p_port_14.stopped,Moral_Disgust_Score.response,Moral_Disgust_Score.rt,player_image_intro.stopped,player_name_intro.stopped,player_image_offer.stopped,player_name_offer.stopped,p_port_6.stopped,p_port_8.stopped,p_port_10.stopped,participant,session,date,expName,psychopyVersion,frameRate,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.5443548988551,375.5443548988551,0.0011906009167432785,0.09832410141825676,2.0,8.73158779926598,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
5,0,5,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,384.3110001999885,0.00028910115361213684,0.09809060022234917,390.2940924987197,6.0145164001733065,390.61083659902215,390.61083659902215,0.19564290158450603,0.29836740158498287,6.031551901251078,396.6110311988741,396.6110311988741,396.6110311988741,0.09533060155808926,0.19820060208439827,402.3109801989049,402.5109640993178,6.031472001224756,6.131378902122378,408.5108332987875,12.03131540119648,408.6442701984197,408.6442701984197,0.031595902517437935,0.1313995011150837,down,1.3548639006912708,410.0442893989384,4.62997704744339e-05,0.09776940010488033,416.04442279972136,416.04442279972136,416.04442279972136,0.008732398971915245,0.0977437999099493,2.0,7.32348470017314,,,,,,,,,408.61091359891,408.61091359891,6.09795780107379,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
5,0,5,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423.41080280020833,423.41080280020833,0.007727399468421936,0.09908199869096279,4.0,4.125702099874616,,,,,,,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
5,0,5,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427.57782609947026,427.57782609947026,0.00704210065305233,0.0980370007455349,2.0,3.6921318992972374,,,,,,,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
5,0,5,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431.31075729988515,431.31075729988515,0.0075508002191782,0.09739989973604679,2.0,5.391241800040007,,,,,,,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
5,0,5,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436.74411650002,436.74411650002,0.007465800270438194,0.09769469872117043,2.0,3.6248845998197794,,,,,,,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
5,0,5,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440.41089789941907,440.41089789941907,0.0066276006400585175,0.09917050041258335,3.0,4.827011598274112,,,,,,,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
5,0,5,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445.2944459989667,445.2944459989667,0.007796298712491989,0.11428119987249374,5.0,7.474363099783659,,,,,,,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452.7941982988268,452.7941982988268,0.0008359998464584351,0.09856790117919445,1.0,10.065701801329851,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
6,0,6,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,462.8944175001234,0.0001625996083021164,0.09930229932069778,468.9108600988984,6.01589659973979,469.0941766984761,469.0941766984761,0.09291129931807518,0.19925909861922264,5.999209700152278,475.1608955990523,475.1608955990523,475.1608955990523,0.05696449987590313,0.16607609950006008,480.86088410019875,481.0608849991113,5.999260099604726,6.099207699298859,487.06098299846053,11.999347999691963,487.1942838001996,487.1942838001996,4.510022699832916e-05,0.09912900067865849,up,1.2690023016184568,488.5108601991087,4.4601038098335266e-05,0.09789960086345673,,494.5444443002343,494.5444443002343,0.0260281004011631,0.1313480008393526,5.0,5.506257200613618,,,,,,,475.1608955990523,475.1608955990523,487.1608812995255,487.1608812995255,,6.099186599254608,12.099258599802852,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
6,0,6,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.0772875994444,500.0772875994444,0.007333701476454735,0.09750710055232048,1.0,2.124704899266362,,,,,,,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
6,0,6,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502.24399549886584,502.24399549886584,0.006383700296282768,0.09924419969320297,6.0,2.528549399226904,,,,,,,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
6,0,6,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504.8106870986521,504.8106870986521,0.008005699142813683,0.09858609922230244,1.0,3.025082800537348,,,,,,,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
6,0,6,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507.8942428994924,507.8942428994924,0.008162399753928185,0.11367869935929775,4.0,3.7065757010132074,,,,,,,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
6,0,6,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511.6275928001851,511.6275928001851,0.007402200251817703,0.0977277010679245,1.0,8.891528500244021,,,,,,,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
6,0,6,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520.5608037002385,520.5608037002385,0.008045800030231476,0.09795179963111877,1.0,1.62437860108912,,,,,,,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522.2275547999889,522.2275547999889,0.001260301098227501,0.09843949973583221,7.0,2.7316871993243694,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
7,0,7,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,524.9942661002278,0.00016110017895698547,0.09927459992468357,530.9942901991308,5.999244399368763,531.1606888994575,531.1606888994575,0.06542870029807091,0.16609290055930614,5.9992231000214815,537.2606590986252,537.2606590986252,537.2606590986252,0.06301289983093739,0.16587219946086407,542.9607419986278,543.1607475988567,5.999251499772072,6.099247299134731,549.1607424989343,11.99928029999137,549.2940779998899,549.2940779998899,3.82009893655777e-05,0.099167600274086,down,2.2575779017060995,551.5940428990871,4.900060594081879e-05,0.09785979986190796,557.5945200994611,557.5945200994611,557.5945200994611,0.008985500782728195,0.09781539998948574,6.0,4.456680899485946,,,,,,,537.1607622988522,537.1607622988522,549.2607327997684,549.2607327997684,6.099250098690391,6.099275199696422,12.099261399358511,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
7,0,7,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,562.0940138995647,562.0940138995647,0.0062731001526117325,0.09908370114862919,3.0,2.6270263008773327,,,,,,,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
7,0,7,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564.7607194986194,564.7607194986194,0.00704289972782135,0.09787479974329472,2.0,1.992001000791788,,,,,,,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
7,0,7,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,566.7939821984619,566.7939821984619,0.007659999653697014,0.09803799912333488,5.0,2.6914518009871244,,,,,,,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
7,0,7,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569.5271284990013,569.5271284990013,0.006905300542712212,0.09823969937860966,2.0,4.092560600489378,,,,,,,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
7,0,7,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573.6606412995607,573.6606412995607,0.007314501330256462,0.09787060134112835,4.0,3.3919702004641294,,,,,,,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
7,0,7,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577.0939616989344,577.0939616989344,0.006425600498914719,0.09914470091462135,2.0,1.9269728008657694,,,,,,,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,579.0609297994524,579.0609297994524,0.0013043992221355438,0.09753059968352318,1.0,7.964234700426459,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
8,0,8,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,587.060822898522,0.00016020052134990692,0.0993649996817112,593.07727240026,6.015940999612212,593.2438512984663,593.2438512984663,0.0814862996339798,0.1827659998089075,6.015912199392915,599.3607585988939,599.3607585988939,599.3607585988939,0.09338789992034435,0.19951250031590462,605.0606886986643,605.2272434998304,5.999272100627422,6.099499700590968,611.2273059990257,11.999337799847126,611.3607096001506,611.3607096001506,0.0002837013453245163,0.0993668008595705,up,1.7108555007725954,613.110589299351,2.9200688004493713e-05,0.09848680160939693,619.1275702994317,619.1275702994317,619.1275702994317,0.008837100118398666,0.11510340124368668,1.0,5.007285799831152,,,,,,,599.2439318988472,599.2439318988472,611.3607096001506,611.3607096001506,,,12.099253000691533,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
8,0,8,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,624.1773816999048,624.1773816999048,0.009318199008703232,0.1138882003724575,5.0,2.472366599366069,,,,,,,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
8,0,8,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626.6773758996278,626.6773758996278,0.007389500737190247,0.09792819991707802,5.0,3.7248089015483856,,,,,,,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
8,0,8,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630.4605163987726,630.4605163987726,0.007696699351072311,0.11453199945390224,1.0,3.374701200053096,,,,,,,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
8,0,8,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,633.8604376986623,633.8604376986623,0.006564298644661903,0.0991399995982647,1.0,1.6268645990639925,,,,,,,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
8,0,8,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,635.5270798001438,635.5270798001438,0.006765400990843773,0.09924199990928173,5.0,1.860146600753069,,,,,,,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
8,0,8,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,637.4270520992577,637.4270520992577,0.005406999960541725,0.09942120127379894,1.0,1.9283408988267183,,,,,,,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,639.3938886001706,639.3938886001706,0.0010564997792243958,0.0981856007128954,7.0,3.0647873003035784,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
9,0,9,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,642.4942765999585,0.0002523008733987808,0.09832110069692135,648.5105050001293,6.014867899939418,648.6938298996538,648.6938298996538,0.08950830064713955,0.19831830076873302,6.0313717015087605,654.7938911989331,654.7938911989331,654.7938911989331,0.08519410155713558,0.19828930124640465,660.4937600996345,660.6937659997493,6.031403701752424,6.131442300975323,666.6939754001796,12.031602000817657,666.8101851996034,666.8101851996034,0.031508902087807655,0.11472080089151859,down,1.4692230001091957,668.3437796998769,5.710124969482422e-05,0.09804970026016235,,674.3602050989866,674.3602050989866,0.024232100695371628,0.11487800069153309,5.0,3.9248962998390198,,,,,,,654.6938009001315,654.6938009001315,666.7938171997666,666.7938171997666,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
9,0,9,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,678.3272698000073,678.3272698000073,0.008360400795936584,0.09767360053956509,3.0,3.9238157011568546,,,,,,,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
9,0,9,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,682.2937925998122,682.2937925998122,0.008400199934840202,0.09741980023682117,2.0,2.6901687998324633,,,,,,,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
9,0,9,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,685.0270610991865,685.0270610991865,0.006764201447367668,0.09797240048646927,2.0,1.2922942992299795,,,,,,,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
9,0,9,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,686.3771821986884,686.3771821986884,0.009263498708605766,0.11395539902150631,5.0,3.1725607998669147,,,,,,,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
9,0,9,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,689.5770450998098,689.5770450998098,0.0071626994758844376,0.09791110083460808,4.0,8.558466199785471,,,,,,,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
9,0,9,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,698.1770700998604,698.1770700998604,0.007074300199747086,0.09800500050187111,1.0,4.2584547996521,,,,,,,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,702.4770409986377,702.4770409986377,0.001526201143860817,0.0980347003787756,1.0,3.5642019007354975,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
10,0,10,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,706.077245298773,0.0003044009208679199,0.09767610020935535,712.0936258994043,6.014303600415587,712.2600301001221,712.2600301001221,0.08114230073988438,0.18062280118465424,6.014183200895786,718.3604837991297,718.3604837991297,718.3604837991297,0.06610610149800777,0.18114970065653324,724.0604832991958,724.2603888995945,6.014378901571035,6.114271100610495,730.2600802984089,12.01419610157609,730.3767302986234,730.3767302986234,0.014021201059222221,0.11403960175812244,up,1.0714443027973175,731.4766741991043,1.1799857020378113e-05,0.08295479975640774,737.5104201994836,737.5104201994836,737.5104201994836,0.010815899819135666,0.11622939817607403,7.0,4.706512998789549,,,,,,,718.2602527998388,718.2602527998388,730.3433283995837,730.3433283995837,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
10,0,10,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,742.2434347998351,742.2434347998351,0.006753500550985336,0.09915740042924881,7.0,1.6934281010180712,,,,,,,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
10,0,10,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,743.9766750987619,743.9766750987619,0.007815798744559288,0.09764779917895794,1.0,2.4577244985848665,,,,,,,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
10,0,10,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,746.4767988994718,746.4767988994718,0.007533499971032143,0.09769809991121292,1.0,1.2248855009675026,,,,,,,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
10,0,10,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,747.743592299521,747.743592299521,0.006705800071358681,0.0990545004606247,1.0,2.626850800588727,,,,,,,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
10,0,10,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.410041898489,750.410041898489,0.0074761006981134415,0.09751079976558685,5.0,2.7576805986464024,,,,,,,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
10,0,10,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,753.2102902997285,753.2102902997285,0.007041499018669128,0.09805859997868538,2.0,4.192440900951624,,,,,,,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,757.443322699517,757.443322699517,0.0012918002903461456,0.09877070039510727,7.0,6.4984496012330055,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
11,0,11,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,763.9768004994839,0.00013699941337108612,0.0990854986011982,769.9768110997975,5.999016599729657,770.1435834988952,770.1435834988952,0.05747959949076176,0.16576319932937622,6.032242599874735,776.2599134985358,776.2599134985358,776.2599134985358,0.07216400094330311,0.18223509937524796,781.9601977989078,782.1599472984672,6.01545980013907,6.115643799304962,788.1600409001112,12.01568610034883,788.2766037993133,788.2766037993133,0.015455000102519989,0.09899070113897324,down,1.7148378025740385,790.0267306994647,4.3800100684165955e-05,0.097724299877882,,796.0600441992283,796.0600441992283,0.025355400517582893,0.13106019981205463,2.0,4.939950801432133,,,,,,,776.126628799364,776.126628799364,788.2432559989393,788.2432559989393,6.098801299929619,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
11,0,11,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,801.0265806987882,801.0265806987882,0.007511800155043602,0.09795649908483028,5.0,2.524585299193859,,,,,,,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
11,0,11,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803.5932793002576,803.5932793002576,0.008006900548934937,0.09730430133640766,2.0,5.190469300374389,,,,,,,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
11,0,11,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,808.8268707990646,808.8268707990646,0.009037800133228302,0.09734180010855198,2.0,2.289248701184988,,,,,,,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
11,0,11,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,811.160021699965,811.160021699965,0.007550500333309174,0.09781510010361671,5.0,2.091158900409937,,,,,,,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
11,0,11,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,813.2931639999151,813.2931639999151,0.006717199459671974,0.09919309988617897,1.0,2.3267272990196943,,,,,,,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
11,0,11,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,815.6599599998444,815.6599599998444,0.007017400115728378,0.09931579977273941,2.0,3.793460300192237,,,,,,,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,819.4934181999415,819.4934181999415,0.0007534008473157883,0.0992565006017685,1.0,2.4996493998914957,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
12,0,12,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,822.0268208999187,0.00027280114591121674,0.09833979979157448,828.0432878993452,6.015091400593519,828.2101962994784,828.2101962994784,0.07725290022790432,0.1817781012505293,6.014853600412607,834.309922600165,834.309922600165,834.309922600165,0.06690390035510063,0.1816479004919529,840.009930498898,840.2099337987602,6.014880301430821,6.114828100427985,846.2098982986063,12.014845600351691,846.3432492986321,846.3432492986321,0.015052702277898788,0.1150405015796423,down,1.4326869025826454,847.8100691996515,3.900006413459778e-05,0.09799890033900738,853.8098333999515,853.8098333999515,853.8098333999515,0.008156800642609596,0.0979309007525444,6.0,2.8573759999126196,,,,,,,834.2100602984428,834.2100602984428,846.3099172990769,846.3099172990769,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
12,0,12,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,856.7097286991775,856.7097286991775,0.005636299028992653,0.09864329919219017,5.0,1.9607691001147032,,,,,,,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
12,0,12,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,858.7098410986364,858.7098410986364,0.006629299372434616,0.09947879984974861,3.0,2.260470800101757,,,,,,,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
12,0,12,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,861.009759100154,861.009759100154,0.006328100338578224,0.09906820021569729,2.0,2.927166700363159,,,,,,,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
12,0,12,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,863.9934686999768,863.9934686999768,0.00793520174920559,0.114222701638937,2.0,0.8405636008828878,,,,,,,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
12,0,12,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,864.8598844986409,864.8598844986409,0.006831500679254532,0.09924410097301006,5.0,2.96016369946301,,,,,,,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
