loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,evaluate_all_emotions.thisRepN,evaluate_all_emotions.thisTrialN,evaluate_all_emotions.thisN,evaluate_all_emotions.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,sync_beep_3.stopped,sync_beep_4.started,sync_beep_4.stopped,baseline.started,p_port_2.started,p_port_2.stopped,p_port_3.started,baseline.stopped,Game_Start_Text.started,p_port_4.started,p_port_4.stopped,key_resp.started,key_resp.keys,key_resp.rt,fixation_cross.started,p_port_5.started,p_port_5.stopped,fixation_cross.stopped,p_port_6.started,player_image_intro.started,player_name_intro.started,p_port_7.started,p_port_7.stopped,p_port_8.started,player_image_offer.started,player_name_offer.started,proposed_split.started,p_port_9.started,p_port_9.stopped,proposed_split.stopped,accept_reject.started,p_port_15.started,p_port_15.stopped,accept_reject.stopped,p_port_10.started,arrow_instructions.started,offer_choice.started,p_port_11.started,p_port_11.stopped,offer_choice.keys,offer_choice.rt,Instructions_Affinity_Score.started,p_port_12.started,p_port_12.stopped,Instructions_Affinity_Score.stopped,Emotion_Image.started,AffinityScore.started,p_port_13.started,p_port_13.stopped,AffinityScore.response,AffinityScore.rt,Instruction.started,Moral_Disgust_Score.started,p_port_14.started,p_port_14.stopped,Moral_Disgust_Score.response,Moral_Disgust_Score.rt,player_image_intro.stopped,player_name_intro.stopped,player_image_offer.stopped,player_name_offer.stopped,p_port_6.stopped,p_port_8.stopped,p_port_10.stopped,participant,session,date,expName,psychopyVersion,frameRate,
12,0,12,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,867.8599088992923,867.8599088992923,0.006476899608969688,0.09877519868314266,2.0,5.160089299082756,,,,,,,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873.0599462985992,873.0599462985992,0.0004850998520851135,0.09895740076899529,1.0,6.500059401616454,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
13,0,13,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,879.5934378001839,0.0001413002610206604,0.0993478000164032,885.609772099182,6.0158917009830475,885.7764858994633,885.7764858994633,0.08440100029110909,0.18277320079505444,6.0158156007528305,891.8765747994184,891.8765747994184,891.8765747994184,0.07250470109283924,0.18262780085206032,897.5765386987478,897.7764841001481,6.015979800373316,6.115817900747061,903.7766766995192,12.016062201932073,903.9097739998251,903.9097739998251,0.016317101195454597,0.11578980088233948,down,1.954058000817895,905.9265481997281,4.730001091957092e-05,0.09786619991064072,911.9430784992874,911.9430784992874,911.9430784992874,0.008103398606181145,0.11426269821822643,5.0,9.07385789975524,,,,,,,891.7764866985381,891.7764866985381,903.8766152001917,903.8766152001917,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
13,0,13,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,921.0599198993295,921.0599198993295,0.008985599502921104,0.11435829848051071,2.0,20.572922000661492,,,,,,,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
13,0,13,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,941.6594786997885,941.6594786997885,0.00695519894361496,0.09815019927918911,5.0,2.459127798676491,,,,,,,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
13,0,13,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,944.1763049997389,944.1763049997389,0.008770201355218887,0.1151989996433258,1.0,2.574279598891735,,,,,,,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
13,0,13,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,946.7763009984046,946.7763009984046,0.006612000986933708,0.09923719987273216,4.0,2.3936599995940924,,,,,,,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
13,0,13,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,949.209433099255,949.209433099255,0.0055320002138614655,0.09954349882900715,2.0,10.46178949996829,,,,,,,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
13,0,13,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,959.7093871999532,959.7093871999532,0.006783900782465935,0.09919820167124271,2.0,3.2267949990928173,,,,,,,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,962.976336600259,962.976336600259,0.0016091987490653992,0.09778159856796265,1.0,3.8307945001870394,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
14,0,14,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,966.8428086992353,0.00041740015149116516,0.09715230017900467,972.8428938984871,6.030806299299002,973.0432040989399,973.0432040989399,0.08351870067417622,0.19776180014014244,6.030727900564671,979.1261902991682,979.1261902991682,979.1261902991682,0.06862280145287514,0.18093400076031685,984.826166799292,985.0261287987232,6.0140993017703295,6.113956501707435,991.0261238999665,12.014021400362253,991.1594099998474,991.1594099998474,0.014026401564478874,0.11392800137400627,down,2.0962349008768797,993.3094136994332,3.1400471925735474e-05,0.09833640046417713,,999.3429738990963,999.3429738990963,0.026038499549031258,0.13158310018479824,6.0,3.0733674000948668,,,,,,,979.0261281002313,979.0261281002313,991.1259996984154,991.1259996984154,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
14,0,14,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1002.4594136998057,1002.4594136998057,0.009581800550222397,0.11330129951238632,2.0,2.1382090002298355,,,,,,,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
14,0,14,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1004.6258808989078,1004.6258808989078,0.00838019885122776,0.09743589907884598,2.0,2.5233833994716406,,,,,,,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
14,0,14,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1007.1927402000874,1007.1927402000874,0.007216401398181915,0.09768160060048103,2.0,1.0916598998010159,,,,,,,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
14,0,14,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1008.3259621988982,1008.3259621988982,0.007101001217961311,0.09782779961824417,2.0,2.325154500082135,,,,,,,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
14,0,14,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1010.6927422992885,1010.6927422992885,0.006270399317145348,0.09894109889864922,5.0,2.4936934001743793,,,,,,,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
14,0,14,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1013.2261300999671,1013.2261300999671,0.007349299266934395,0.09806380048394203,3.0,4.891656199470162,,,,,,,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1018.1593586001545,1018.1593586001545,0.0007639005780220032,0.0992479994893074,1.0,2.4997896999120712,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
15,0,15,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1020.6929764002562,0.00024659931659698486,0.0978763997554779,1026.692448399961,6.014564000070095,1026.87617889978,1026.87617889978,0.07960770092904568,0.1817099004983902,6.014528401196003,1032.976126600057,1032.976126600057,1032.976126600057,0.06969100050628185,0.18154080025851727,1038.6760271992534,1038.8759297989309,6.014495201408863,6.114483701065183,1044.875911898911,12.014483800157905,1045.0092342998832,1045.0092342998832,0.01469230093061924,0.11439610086381435,up,1.389943901449442,1046.4426442999393,4.299916326999664e-05,0.09780259989202023,1052.4593152999878,1052.4593152999878,1052.4593152999878,0.009209899231791496,0.11446139961481094,1.0,3.4061967004090548,,,,,,,1032.875972399488,1032.875972399488,1044.975931899622,1044.975931899622,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
15,0,15,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1055.892748799175,1055.892748799175,0.00656219944357872,0.09897859953343868,1.0,1.360173000022769,,,,,,,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
15,0,15,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1057.30941000022,1057.30941000022,0.008395200595259666,0.1142485998570919,6.0,3.1736378986388445,,,,,,,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
15,0,15,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1060.509431200102,1060.509431200102,0.006441900506615639,0.09934479929506779,5.0,2.927176298573613,,,,,,,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
15,0,15,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1063.4759529996663,1063.4759529996663,0.007941801100969315,0.09781640022993088,1.0,3.5911288000643253,,,,,,,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
15,0,15,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1067.1090410985053,1067.1090410985053,0.007186900824308395,0.09791729971766472,7.0,1.8585393000394106,,,,,,,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
15,0,15,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1069.009007299319,1069.009007299319,0.0077317990362644196,0.09738029912114143,1.0,1.824006799608469,,,,,,,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1070.8756390996277,1070.8756390996277,0.001989198848605156,0.09751039929687977,7.0,2.4300549998879433,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
16,0,16,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1073.3426203988492,0.00022559985518455505,0.0983377993106842,1079.3425685986876,6.031711999326944,1079.5593538992107,1079.5593538992107,0.10423170030117035,0.2150854989886284,6.0149836000055075,1085.626259099692,1085.626259099692,1085.626259099692,0.07728820107877254,0.18179089948534966,1091.3257803991437,1091.525732299313,6.014860799536109,6.114981601014733,1097.525985699147,12.015133099630475,1097.659069199115,1097.659069199115,0.014916401356458664,0.11481120064854622,up,1.1966991014778614,1098.9090390987694,5.4700300097465515e-05,0.09793859906494617,1104.9092759992927,1104.9092759992927,1104.9092759992927,0.00901309959590435,0.09801439940929413,2.0,3.589919799938798,,,,,,,,,1097.6090821996331,1097.6090821996331,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
16,0,16,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1108.5423996988684,1108.5423996988684,0.006451699882745743,0.0990155003964901,2.0,1.3270542994141579,,,,,,,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
16,0,16,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1109.925662798807,1109.925662798807,0.010778499767184258,0.11512660048902035,5.0,3.3389581982046366,,,,,,,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
16,0,16,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1113.2923106998205,1113.2923106998205,0.0065612997859716415,0.09917169995605946,5.0,1.9936453998088837,,,,,,,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
16,0,16,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1115.3424119986594,1115.3424119986594,0.008086899295449257,0.11450779996812344,2.0,3.407532799988985,,,,,,,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
16,0,16,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1118.7756786998361,1118.7756786998361,0.0072512999176979065,0.09784059971570969,2.0,2.3250725008547306,,,,,,,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
16,0,16,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1121.1421326994896,1121.1421326994896,0.007712099701166153,0.09748269990086555,2.0,2.957583200186491,,,,,,,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1124.1424765996635,1124.1424765996635,0.0012755002826452255,0.09759780019521713,2.0,8.76464799977839,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
17,0,17,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1132.942422799766,0.00044120103120803833,0.09758860059082508,1138.9422120992094,6.030869800597429,1139.1424136999995,1139.1424136999995,0.09515419974923134,0.19767840020358562,6.030825400725007,1145.2422345988452,1145.2422345988452,1145.2422345988452,0.08460010029375553,0.1978188008069992,1150.9422012995929,1151.1422049999237,6.030889801681042,6.130944000557065,1157.1421486996114,12.03080790117383,1157.2754977997392,1157.2754977997392,0.03110850229859352,0.13079220056533813,down,2.644480401650071,1159.9588095992804,1.940131187438965e-05,0.09937180019915104,,1165.9920904990286,1165.9920904990286,0.028249600902199745,0.13266370072960854,3.0,2.5718536991626024,,,,,,,1145.1421612985432,1145.1421612985432,1157.2421976998448,1157.2421976998448,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
17,0,17,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1168.592252800241,1168.592252800241,0.007184499874711037,0.09778989851474762,1.0,2.4583594985306263,,,,,,,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
17,0,17,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1171.1091089993715,1171.1091089993715,0.007954999804496765,0.11410459876060486,6.0,3.7074997015297413,,,,,,,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
17,0,17,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1174.8423830997199,1174.8423830997199,0.00761060044169426,0.09769880026578903,3.0,5.724493699148297,,,,,,,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
17,0,17,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1180.6088773999363,1180.6088773999363,0.006443599238991737,0.09935910068452358,2.0,4.96044160053134,,,,,,,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
17,0,17,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1185.6087988987565,1185.6087988987565,0.006403299048542976,0.09910750016570091,1.0,5.49374970048666,,,,,,,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
17,0,17,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191.1418673992157,1191.1418673992157,0.006627099588513374,0.09915170073509216,2.0,4.160317100584507,,,,,,,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1195.3419867996126,1195.3419867996126,0.0007508993148803711,0.09904209896922112,2.0,4.233017601072788,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
18,0,18,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1199.6089081000537,0.00038969889283180237,0.09770209901034832,1205.6252831984311,6.014287399128079,1205.7920383997262,1205.7920383997262,0.07763190008699894,0.1812044009566307,6.014310799539089,1211.8920144997537,1211.8920144997537,1211.8920144997537,0.0681897010654211,0.1808777004480362,1217.5918852984905,1217.7918253000826,6.014094900339842,6.1144396010786295,1223.792044999078,12.014377200976014,1223.9252662993968,1223.9252662993968,0.014373600482940674,0.11424540169537067,down,0.9701107013970613,1224.9420167990029,4.8201531171798706e-05,0.09777310118079185,1230.9416731987149,1230.9416731987149,1230.9416731987149,0.008496999740600586,0.09753770008683205,3.0,4.390134399756789,,,,,,,1211.7919627986848,1211.7919627986848,1223.891886498779,1223.891886498779,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
18,0,18,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1235.3752774000168,1235.3752774000168,0.00873200036585331,0.097223199903965,1.0,2.5232318993657827,,,,,,,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
18,0,18,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1237.9418417997658,1237.9418417997658,0.00653810054063797,0.09910370036959648,1.0,3.5935600996017456,,,,,,,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
18,0,18,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1241.5750557985157,1241.5750557985157,0.007249901071190834,0.09844190068542957,1.0,2.5584865994751453,,,,,,,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
18,0,18,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1244.1919671986252,1244.1919671986252,0.0076493993401527405,0.11381429992616177,1.0,5.1076141986995935,,,,,,,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
18,0,18,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1249.3421330992132,1249.3421330992132,0.007891600951552391,0.11408009938895702,3.0,5.607286600396037,,,,,,,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
18,0,18,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1254.9749985989183,1254.9749985989183,0.008297601714730263,0.09754900075495243,2.0,3.290362900123,,,,,,,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1258.308314498514,1258.308314498514,0.0013505015522241592,0.09789559990167618,2.0,2.3310953993350267,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
19,0,19,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1260.6754847988486,0.00021499954164028168,0.09826700016856194,1266.6751044988632,6.031441500410438,1266.8583680000156,1266.8583680000156,0.0794938001781702,0.18130020052194595,6.01465880125761,1272.9585378002375,1272.9585378002375,1272.9585378002375,0.07308360002934933,0.18139170110225677,1278.6583610996604,1278.8583601992577,6.01470610126853,6.114762200042605,1284.8582275994122,12.014600800350308,1284.991667099297,1284.991667099297,0.014852501451969147,0.11463390104472637,down,1.6554737016558647,1286.7083406988531,6.919912993907928e-05,0.09792749956250191,,1292.7418157998472,1292.7418157998472,0.0254186000674963,0.13133149966597557,2.0,2.973614100366831,,,,,,,1272.8584088999778,1272.8584088999778,1284.9583145994693,1284.9583145994693,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
19,0,19,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1295.741490200162,1295.741490200162,0.006923699751496315,0.098064498975873,1.0,2.3930826988071203,,,,,,,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
19,0,19,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1298.1749801002443,1298.1749801002443,0.00688599981367588,0.09815559908747673,1.0,1.8590051997452974,,,,,,,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
19,0,19,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300.074864499271,1300.074864499271,0.005868600681424141,0.09904780052602291,3.0,4.694256000220776,,,,,,,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
19,0,19,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1304.808271098882,1304.808271098882,0.006999999284744263,0.09927649982273579,5.0,3.89333420060575,,,,,,,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
19,0,19,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1308.7417805995792,1308.7417805995792,0.006651699542999268,0.09955479949712753,2.0,5.360253000631928,,,,,,,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
19,0,19,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1314.141666598618,1314.141666598618,0.00788789987564087,0.0975917000323534,2.0,2.2905967999249697,,,,,,,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1316.4751007985324,1316.4751007985324,0.001360500231385231,0.09766039997339249,2.0,2.06401089951396,,,,,,,,9978,Moral,2024-07-01_17h22.15.092,MoralCondition_v2,2022.2.5,29.96497987415232,
