loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,evaluate_all_emotions.thisRepN,evaluate_all_emotions.thisTrialN,evaluate_all_emotions.thisN,evaluate_all_emotions.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,sync_beep_3.stopped,sync_beep_4.started,sync_beep_4.stopped,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,Game_Start_Text.started,p_port_4.started,p_port_4.stopped,key_resp.started,key_resp.keys,key_resp.rt,fixation_cross.started,p_port_5.started,p_port_5.stopped,fixation_cross.stopped,p_port_6.started,player_image_intro.started,player_name_intro.started,p_port_7.started,p_port_7.stopped,p_port_8.started,player_image_offer.started,player_name_offer.started,proposed_split.started,p_port_9.started,p_port_9.stopped,proposed_split.stopped,accept_reject.started,p_port_15.started,p_port_15.stopped,accept_reject.stopped,p_port_10.started,player_image_offer.stopped,player_name_offer.stopped,arrow_instructions.started,offer_choice.started,p_port_11.started,p_port_11.stopped,offer_choice.keys,offer_choice.rt,Instructions_Affinity_Score.started,p_port_12.started,p_port_12.stopped,Instructions_Affinity_Score.stopped,Emotion_Image.started,AffinityScore.started,p_port_13.started,p_port_13.stopped,AffinityScore.response,AffinityScore.rt,Instruction.started,Moral_Disgust_Score.started,p_port_14.started,p_port_14.stopped,Moral_Disgust_Score.response,Moral_Disgust_Score.rt,p_port_10.stopped,p_port_6.stopped,player_image_intro.stopped,player_name_intro.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,12.247142200125381,0.0007952000014483929,0.10677679989021271,12.845880920044147,13.145734900026582,13.428982719988563,13.729029700043611,14.029284819937311,14.345747799961828,14.345747799961828,0.023660099948756397,0.1236225999891758,29.362336199963465,15.00690909998957,29.462373499991372,0.006928500020876527,0.10685820004437119,29.945728500024416,space,1.2510357999708503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3191,Moral,2025-03-03_13h40.10.665,MoralCondition_v2,2022.2.5,30.005403975980617,
1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.01214599993546,118.01214599993546,0.007047099992632866,0.11369189992547035,4.0,6.974228800041601,,,,,,,,,,,3191,Moral,2025-03-03_13h40.10.665,MoralCondition_v2,2022.2.5,30.005403975980617,
1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.01206580002327,125.01206580002327,0.007006499916315079,0.09910420002415776,1.0,1.4265731000341475,,,,,,,,,,,3191,Moral,2025-03-03_13h40.10.665,MoralCondition_v2,2022.2.5,30.005403975980617,
1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.478937100037,126.478937100037,0.007611399982124567,0.09737169998697937,1.0,1.224282699986361,,,,,,,,,,,3191,Moral,2025-03-03_13h40.10.665,MoralCondition_v2,2022.2.5,30.005403975980617,
1,0,1,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.74557949998416,127.74557949998416,0.007595799979753792,0.09851599996909499,1.0,1.4919763000216335,,,,,,,,,,,3191,Moral,2025-03-03_13h40.10.665,MoralCondition_v2,2022.2.5,30.005403975980617,
1,0,1,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.29593869997188,129.29593869997188,0.007907999912276864,0.11391569999977946,1.0,1.4071105000330135,,,,,,,,,,,3191,Moral,2025-03-03_13h40.10.665,MoralCondition_v2,2022.2.5,30.005403975980617,
1,0,1,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.72886239993386,130.72886239993386,0.006797599955461919,0.09940429998096079,1.0,1.126961400033906,,,,,,,,,,,3191,Moral,2025-03-03_13h40.10.665,MoralCondition_v2,2022.2.5,30.005403975980617,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.89557169994805,131.89557169994805,0.0015282999956980348,0.09737329999916255,4.0,2.73053559998516,,,,,3191,Moral,2025-03-03_13h40.10.665,MoralCondition_v2,2022.2.5,30.005403975980617,
2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,134.66211010003462,0.00014249992091208696,0.11584559991024435,140.66225019993726,5.999073199927807,140.8286787000252,140.8286787000252,0.05239379999693483,0.16568969993386418,6.032278299913742,146.96209689998068,146.96209689998068,146.96209689998068,0.08762210002169013,0.19894599996041507,152.6621496999869,152.86215259996243,6.0323236000258476,6.132380899973214,158.86235429998487,11.999031699961051,158.96215090004262,158.96215090004262,158.96215090004262,158.96215090004262,0.00018560001626610756,0.0989312999881804,up,0.4582902999827638,159.46214870002586,3.93999507650733e-05,0.09802479995414615,,165.47893620003015,165.47893620003015,0.02643739990890026,0.11478299996815622,1.0,1.5893485998967662,,,,,,,12.09925770002883,6.098801699932665,146.82882219995372,146.82882219995372,3191,Moral,2025-03-03_13h40.10.665,MoralCondition_v2,2022.2.5,30.005403975980617,
2,0,2,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.11202839994803,167.11202839994803,0.007641199976205826,0.09770529996603727,4.0,3.7912671000231057,,,,,,,,,,,3191,Moral,2025-03-03_13h40.10.665,MoralCondition_v2,2022.2.5,30.005403975980617,
2,0,2,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.9453401999781,170.9453401999781,0.0060162999434396625,0.0988369999686256,1.0,3.7272712000412866,,,,,,,,,,,3191,Moral,2025-03-03_13h40.10.665,MoralCondition_v2,2022.2.5,30.005403975980617,
2,0,2,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.71211510000285,174.71211510000285,0.006640799925662577,0.09908099996391684,1.0,0.6935888999141753,,,,,,,,,,,3191,Moral,2025-03-03_13h40.10.665,MoralCondition_v2,2022.2.5,30.005403975980617,
2,0,2,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.4454803999979,175.4454803999979,0.007221600040793419,0.09923250006977469,1.0,0.792970999958925,,,,,,,,,,,3191,Moral,2025-03-03_13h40.10.665,MoralCondition_v2,2022.2.5,30.005403975980617,
2,0,2,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.29547240003012,176.29547240003012,0.007480300031602383,0.11381830007303506,1.0,1.141126099973917,,,,,,,,,,,3191,Moral,2025-03-03_13h40.10.665,MoralCondition_v2,2022.2.5,30.005403975980617,
2,0,2,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.46190989995375,177.46190989995375,0.007316900067962706,0.09865270007867366,1.0,0.9258118999423459,,,,,,,,,,,3191,Moral,2025-03-03_13h40.10.665,MoralCondition_v2,2022.2.5,30.005403975980617,
2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.42876010003965,178.42876010003965,0.0012576999142765999,0.09788539994042367,4.0,2.297840500017628,,,,,3191,Moral,2025-03-03_13h40.10.665,MoralCondition_v2,2022.2.5,30.005403975980617,
3,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,180.76212530001067,0.00030259997583925724,0.09809950005728751,186.74534799996763,6.01469940005336,186.94529659999534,186.94529659999534,0.07047340006101876,0.18134180002380162,6.014851600048132,193.04528219997883,193.04528219997883,193.04528219997883,0.06812860001809895,0.18157940008677542,198.74537070002407,198.9453680999577,6.0147783000720665,6.114921600092202,204.9453593000071,12.014781700097956,205.02857179997955,205.02857179997955,205.07873069995549,205.07873069995549,0.014660200104117393,0.11455750011373311,up,0.7575748999370262,205.87872969999444,0.00011470005847513676,0.09814630006439984,,211.91206729994155,211.91206729994155,0.025253000087104738,0.13134309998713434,1.0,1.8404044000199065,,,,,,,,,192.9455662999535,192.9455662999535,3191,Moral,2025-03-03_13h40.10.665,MoralCondition_v2,2022.2.5,30.005403975980617,
3,0,3,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.7785977999447,213.7785977999447,0.007624399964697659,0.09791010001208633,4.0,2.5577618000097573,,,,,,,,,,,3191,Moral,2025-03-03_13h40.10.665,MoralCondition_v2,2022.2.5,30.005403975980617,
3,0,3,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.37857289996464,216.37857289996464,0.007362999953329563,0.0977710000006482,1.0,1.6917201000032946,,,,,,,,,,,3191,Moral,2025-03-03_13h40.10.665,MoralCondition_v2,2022.2.5,30.005403975980617,
3,0,3,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.11222350003663,218.11222350003663,0.006984600098803639,0.09778100007679313,1.0,0.9585900000529364,,,,,,,,,,,3191,Moral,2025-03-03_13h40.10.665,MoralCondition_v2,2022.2.5,30.005403975980617,
3,0,3,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.11193310003728,219.11193310003728,0.0078553999774158,0.09829330001957715,1.0,0.6579233000520617,,,,,,,,,,,3191,Moral,2025-03-03_13h40.10.665,MoralCondition_v2,2022.2.5,30.005403975980617,
3,0,3,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.81219700002111,219.81219700002111,0.006595699931494892,0.0991839999333024,1.0,0.6601561000570655,,,,,,,,,,,3191,Moral,2025-03-03_13h40.10.665,MoralCondition_v2,2022.2.5,30.005403975980617,
3,0,3,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.51196939998772,220.51196939998772,0.006327399984002113,0.09916620003059506,1.0,0.7938483000034466,,,,,,,,,,,3191,Moral,2025-03-03_13h40.10.665,MoralCondition_v2,2022.2.5,30.005403975980617,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.34539050003514,221.34539050003514,0.0013526000548154116,0.09918560006190091,4.0,2.265550300013274,,,,,3191,Moral,2025-03-03_13h40.10.665,MoralCondition_v2,2022.2.5,30.005403975980617,
4,0,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,223.6456367999781,0.0002829000586643815,0.09846120001748204,229.66200629994273,6.015112500055693,229.82868080004118,229.82868080004118,0.06987040000967681,0.18199559999629855,6.0150698000798,235.92855900002178,235.92855900002178,235.92855900002178,0.06749600009061396,0.18173150008078665,241.62862510001287,241.82891129993368,6.015331000089645,6.11503960005939,247.82860859995708,12.015039600082673,247.92862689995673,247.92862689995673,247.96192209993023,247.96192209993023,0.015212300117127597,0.11516890011262149,up,0.6427343999966979,248.64533089997713,4.409998655319214e-05,0.09803640004247427,,254.6788556999527,254.6788556999527,0.02592829999048263,0.1313379000639543,4.0,3.2729718999471515,,,,,,,,,235.8285879000323,235.8285879000323,3191,Moral,2025-03-03_13h40.10.665,MoralCondition_v2,2022.2.5,30.005403975980617,
4,0,4,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.97855070000514,257.97855070000514,0.007402500021271408,0.09733310004230589,1.0,1.491461900062859,,,,,,,,,,,3191,Moral,2025-03-03_13h40.10.665,MoralCondition_v2,2022.2.5,30.005403975980617,
4,0,4,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.51248819998,259.51248819998,0.006674200063571334,0.09722410002723336,1.0,0.5247524000005797,,,,,,,,,,,3191,Moral,2025-03-03_13h40.10.665,MoralCondition_v2,2022.2.5,30.005403975980617,
4,0,4,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.07867700001225,260.07867700001225,0.006487499922513962,0.09860239992849529,1.0,0.5597005999879912,,,,,,,,,,,3191,Moral,2025-03-03_13h40.10.665,MoralCondition_v2,2022.2.5,30.005403975980617,
4,0,4,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.6785350999562,260.6785350999562,0.00759469997137785,0.09743520000483841,1.0,0.5907464000629261,,,,,,,,,,,3191,Moral,2025-03-03_13h40.10.665,MoralCondition_v2,2022.2.5,30.005403975980617,
4,0,4,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.3288876999868,261.3288876999868,0.008065600064583123,0.11413090000860393,1.0,0.740410799975507,,,,,,,,,,,3191,Moral,2025-03-03_13h40.10.665,MoralCondition_v2,2022.2.5,30.005403975980617,
4,0,4,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.1121727999998,262.1121727999998,0.008129699970595539,0.11414760001935065,1.0,0.8070700999815017,,,,,,,,,,,3191,Moral,2025-03-03_13h40.10.665,MoralCondition_v2,2022.2.5,30.005403975980617,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.9453556999797,262.9453556999797,0.0014968999894335866,0.09732890001032501,4.0,2.2637679000617936,,,,,3191,Moral,2025-03-03_13h40.10.665,MoralCondition_v2,2022.2.5,30.005403975980617,
5,0,5,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,265.2453907999443,0.00028469995595514774,0.09768879995681345,271.24527139996644,6.031003199983388,271.4618373999838,271.4618373999838,0.11190909997094423,0.21423040004447103,6.014219000004232,277.52873939997517,277.52873939997517,277.52873939997517,0.07558800000697374,0.1812224000459537,283.2285595999565,283.4285550999921,6.014269100036472,6.114390500006266,289.4287824999774,12.014487100066617,289.5285158000188,289.5285158000188,289.5618799999356,289.5618799999356,0.01443390001077205,0.11418420006521046,up,0.41821819997858256,290.02853679994587,5.7999975979328156e-05,0.09794909995980561,296.02847140002996,296.02847140002996,296.02847140002996,0.009642599965445697,0.09776729997247458,1.0,1.4558974000392482,,,,,,,,,,,3191,Moral,2025-03-03_13h40.10.665,MoralCondition_v2,2022.2.5,30.005403975980617,
5,0,5,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.5288334999932,297.5288334999932,0.006468600011430681,0.0984716999810189,1.0,0.7929541000630707,,,,,,,,,,,3191,Moral,2025-03-03_13h40.10.665,MoralCondition_v2,2022.2.5,30.005403975980617,
5,0,5,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.3616531000007,298.3616531000007,0.007238700054585934,0.09838870004750788,1.0,0.8920333000132814,,,,,,,,,,,3191,Moral,2025-03-03_13h40.10.665,MoralCondition_v2,2022.2.5,30.005403975980617,
5,0,5,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.295152900042,299.295152900042,0.007276399992406368,0.09778509999159724,1.0,0.8582738999975845,,,,,,,,,,,3191,Moral,2025-03-03_13h40.10.665,MoralCondition_v2,2022.2.5,30.005403975980617,
5,0,5,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.21194559999276,300.21194559999276,0.008429100038483739,0.1135389000410214,1.0,1.2728824999649078,,,,,,,,,,,3191,Moral,2025-03-03_13h40.10.665,MoralCondition_v2,2022.2.5,30.005403975980617,
5,0,5,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.51171500002965,301.51171500002965,0.007366999983787537,0.09917989990208298,1.0,1.0928778999950737,,,,,,,,,,,3191,Moral,2025-03-03_13h40.10.665,MoralCondition_v2,2022.2.5,30.005403975980617,
5,0,5,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.64516650000587,302.64516650000587,0.006991099915467203,0.09905879991129041,4.0,2.393140700063668,,,,,,,,,,,3191,Moral,2025-03-03_13h40.10.665,MoralCondition_v2,2022.2.5,30.005403975980617,
5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.07862889999524,305.07862889999524,0.0018100000452250242,0.09781940001994371,4.0,2.5303729999577627,,,,,3191,Moral,2025-03-03_13h40.10.665,MoralCondition_v2,2022.2.5,30.005403975980617,
6,0,6,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,307.6454173999373,0.0002703999634832144,0.09734059998299927,313.6452275000047,6.030774599988945,313.8617231999524,313.8617231999524,0.09913610003422946,0.21374300005845726,6.013981000054628,319.928720899974,319.928720899974,319.928720899974,0.06800750002730638,0.1806327000958845,325.62841919995844,325.8291008999804,6.0146408000728115,6.11388430010993,331.82837999996264,12.013934800052084,331.92839799996,331.92839799996,331.96174689999316,331.96174689999316,0.014085500035434961,0.11389750009402633,up,0.531290200073272,332.5284282999346,4.39999857917428e-05,0.09788999997545034,338.54504130000714,338.54504130000714,338.54504130000714,0.009696300025098026,0.11462529993150383,1.0,2.105841299984604,,,,,,,,,,,3191,Moral,2025-03-03_13h40.10.665,MoralCondition_v2,2022.2.5,30.005403975980617,
6,0,6,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.6785319999326,340.6785319999326,0.006860599969513714,0.0991914999904111,1.0,0.7936188000021502,,,,,,,,,,,3191,Moral,2025-03-03_13h40.10.665,MoralCondition_v2,2022.2.5,30.005403975980617,
6,0,6,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.51165190001484,341.51165190001484,0.006561800022609532,0.09923709998838603,1.0,0.8270485000684857,,,,,,,,,,,3191,Moral,2025-03-03_13h40.10.665,MoralCondition_v2,2022.2.5,30.005403975980617,
6,0,6,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.3785413999576,342.3785413999576,0.0062605999410152435,0.09913220000453293,1.0,1.427164199994877,,,,,,,,,,,3191,Moral,2025-03-03_13h40.10.665,MoralCondition_v2,2022.2.5,30.005403975980617,
6,0,6,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.844801499974,343.844801499974,0.007393100066110492,0.09779470006469637,1.0,0.9247988999122754,,,,,,,,,,,3191,Moral,2025-03-03_13h40.10.665,MoralCondition_v2,2022.2.5,30.005403975980617,
6,0,6,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.8285429000389,344.8285429000389,0.009272700059227645,0.11460059997625649,1.0,1.272882999968715,,,,,,,,,,,3191,Moral,2025-03-03_13h40.10.665,MoralCondition_v2,2022.2.5,30.005403975980617,
6,0,6,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.12824039999396,346.12824039999396,0.007681500050239265,0.09814610006287694,4.0,1.824734800029546,,,,,,,,,,,3191,Moral,2025-03-03_13h40.10.665,MoralCondition_v2,2022.2.5,30.005403975980617,
6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.9949256000109,347.9949256000109,0.001371599966660142,0.09777399990707636,4.0,2.3643322000280023,,,,,3191,Moral,2025-03-03_13h40.10.665,MoralCondition_v2,2022.2.5,30.005403975980617,
7,0,7,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,350.39523409993853,0.00013109995052218437,0.09930619993247092,356.41164399997797,6.015732800005935,356.578455699957,356.578455699957,0.08042779995594174,0.18244670005515218,6.015746699995361,362.67808889993466,362.67808889993466,362.67808889993466,0.07174220005981624,0.18242660001851618,368.3783181000035,368.57829610002227,6.015744799980894,6.115704600000754,374.57829490001313,12.015755200060084,374.67822170001455,374.67822170001455,374.7115940999938,374.7115940999938,0.01582630001939833,0.11569400003645569,up,0.9007677999325097,375.6782779999776,6.250001024454832e-05,0.09796199994161725,,381.7115024999948,381.7115024999948,0.02580349997151643,0.13128279999364167,1.0,3.3397727999836206,,,,,,,,,362.57835750002414,362.57835750002414,3191,Moral,2025-03-03_13h40.10.665,MoralCondition_v2,2022.2.5,30.005403975980617,
