loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,textbox.started,p_port_2.started,p_port_2.stopped,textbox.stopped,p_port_3.started,instructions.started,key_resp.started,p_port_4.started,p_port_4.stopped,key_resp.keys,key_resp.rt,cross.started,p_port_6.started,p_port_6.stopped,cross.stopped,p_port_7.started,p_port_7.stopped,disgust_image.started,p_port_8.started,p_port_8.stopped,disgust_image.stopped,p_port_9.started,disgust_score.started,p_port_10.started,p_port_10.stopped,disgust_score.response,disgust_score.rt,p_port_9.stopped,participant,session,date,expName,psychopyVersion,frameRate,
22,0,22,0,,,,,,,,,,,,,,,,,,362.3151639997959,0.0004268009215593338,0.09756840020418167,368.3315932992846,6.014183999970555,,368.4485759995878,0.04021730087697506,0.13075070083141327,374.4484017994255,6.0307362005114555,374.5482672993094,0.033350901678204536,0.13070700131356716,0.0,1.7317717988044024,,8576,Visual,2024-06-14_13h54.51.481,Visual_Condition_v2,2022.2.5,30.058011914837508,
23,0,23,0,,,,,,,,,,,,,,,,,,376.3149098996073,0.0005179010331630707,0.09690140001475811,382.3315581995994,6.013574700802565,,382.49830570071936,0.0647657010704279,0.18048960156738758,388.4981868993491,6.01354450173676,388.5314565002918,0.01668190211057663,0.11364410072565079,3.0,1.1978923007845879,,8576,Visual,2024-06-14_13h54.51.481,Visual_Condition_v2,2022.2.5,30.058011914837508,
24,0,24,0,,,,,,,,,,,,,,,,,,389.7650131005794,0.000367799773812294,0.09823419898748398,395.7649266999215,6.031399799510837,,395.93153229914606,0.056599799543619156,0.16490460000932217,401.9315294995904,6.0313220005482435,401.9981989003718,0.033950600773096085,0.13131839968264103,2.0,1.5648844987154007,,8576,Visual,2024-06-14_13h54.51.481,Visual_Condition_v2,2022.2.5,30.058011914837508,
25,0,25,0,,,,,,,,,,,,,,,,,,403.59851159900427,0.0005507003515958786,0.09761510044336319,409.59431489929557,6.010408001020551,6.097219500690699,409.71460999920964,0.009608101099729538,0.11410100013017654,415.7147688996047,6.01417520083487,415.8147343005985,0.016895601525902748,0.1142462007701397,2.0,2.531700000166893,,8576,Visual,2024-06-14_13h54.51.481,Visual_Condition_v2,2022.2.5,30.058011914837508,
26,0,26,0,,,,,,,,,,,,,,,,,,418.3814966995269,0.00037400051951408386,0.09894669987261295,424.38138899952173,5.999025801196694,6.098927499726415,424.49792769923806,0.022717701271176338,0.11559220030903816,430.4980657994747,6.015505000948906,430.5980353001505,0.01823130063712597,0.11572990193963051,0.0,6.9985598009079695,,8576,Visual,2024-06-14_13h54.51.481,Visual_Condition_v2,2022.2.5,30.058011914837508,
27,0,27,0,,,,,,,,,,,,,,,,,,437.6314620003104,0.0004096999764442444,0.09751109965145588,443.6312099006027,6.0139905996620655,,444.18148789927363,0.2850042004138231,0.5473108999431133,,6.010312300175428,449.82757950015366,0.012830199673771858,0.09340110048651695,0.0,1.7522458005696535,6.093702400103211,8576,Visual,2024-06-14_13h54.51.481,Visual_Condition_v2,2022.2.5,30.058011914837508,
28,0,28,0,,,,,,,,,,,,,,,,,,451.63173509947956,0.0004998985677957535,0.09693209826946259,457.63155379891396,6.030584799125791,,457.7814313005656,0.046284399926662445,0.1471564993262291,463.781293399632,6.013614499941468,463.84780720062554,0.01632150076329708,0.1134737990796566,1.0,1.4982303995639086,,8576,Visual,2024-06-14_13h54.51.481,Visual_Condition_v2,2022.2.5,30.058011914837508,
29,0,29,0,,,,,,,,,,,,,,,,,,465.38148389942944,0.0005823001265525818,0.09742490015923977,471.3979966007173,6.014120599254966,,471.54783549904823,0.06650390103459358,0.1643892005085945,477.54794370010495,6.03076540119946,477.61473570019007,0.033243801444768906,0.13090300001204014,1.0,4.798446498811245,,8576,Visual,2024-06-14_13h54.51.481,Visual_Condition_v2,2022.2.5,30.058011914837508,
30,0,30,0,,,,,,,,,,,,,,,,,,482.44824529998004,0.0004718005657196045,0.09693380072712898,488.46456019952893,6.013597400858998,,488.581441199407,0.02636820077896118,0.13041900098323822,494.5812059994787,6.0301751010119915,494.68121710047126,0.0326635017991066,0.13033300079405308,1.0,1.365241400897503,,8576,Visual,2024-06-14_13h54.51.481,Visual_Condition_v2,2022.2.5,30.058011914837508,
31,0,31,0,,,,,,,,,,,,,,,,,,496.0813998002559,0.000376800075173378,0.09932000003755093,502.08119329996407,5.999084500595927,6.099045200273395,502.19775139912963,0.013326600193977356,0.1158147007226944,508.19781940057874,6.015737799927592,508.3143933005631,0.03480910137295723,0.13218030147254467,0.0,1.265208000317216,,8576,Visual,2024-06-14_13h54.51.481,Visual_Condition_v2,2022.2.5,30.058011914837508,
32,0,32,0,,,,,,,,,,,,,,,,,,509.6146987006068,0.0006916001439094543,0.0973179005086422,515.6146147996187,6.030807999894023,,515.7812227997929,0.06393210031092167,0.16401750035583973,521.7811225000769,6.03063590079546,521.8476918004453,0.03322580084204674,0.13045350089669228,0.0,1.5650325007736683,,8576,Visual,2024-06-14_13h54.51.481,Visual_Condition_v2,2022.2.5,30.058011914837508,
33,0,33,0,,,,,,,,,,,,,,,,,,523.4480162002146,0.0004540998488664627,0.09767029993236065,529.44777029939,6.031012199819088,,529.5642991997302,0.02556370012462139,0.11446860060095787,535.5643821004778,6.014249900355935,535.6642557997257,0.016821101307868958,0.1141665019094944,0.0,1.0650246012955904,,8576,Visual,2024-06-14_13h54.51.481,Visual_Condition_v2,2022.2.5,30.058011914837508,
34,0,34,0,,,,,,,,,,,,,,,,,,536.7645526006818,0.0004628002643585205,0.09753680042922497,542.781036099419,6.014222899451852,,542.8977169003338,0.030465399846434593,0.1310898009687662,548.8976946994662,6.03078979998827,548.9975848998874,0.03156050108373165,0.13089930079877377,3.0,1.7001922987401485,,8576,Visual,2024-06-14_13h54.51.481,Visual_Condition_v2,2022.2.5,30.058011914837508,
35,0,35,0,,,,,,,,,,,,,,,,,,550.7313624005765,0.00021769851446151733,0.0992226991802454,556.7476821001619,6.015785498544574,,556.8643184006214,0.032319700345396996,0.13246490061283112,562.8643146995455,5.9992225002497435,562.9308707993478,0.0023187007755041122,0.09905490092933178,3.0,1.6643822994083166,6.099045699462295,8576,Visual,2024-06-14_13h54.51.481,Visual_Condition_v2,2022.2.5,30.058011914837508,
36,0,36,0,,,,,,,,,,,,,,,,,,564.631217200309,0.0002788994461297989,0.09899990074336529,570.6475926991552,6.01563679985702,,570.7643502000719,0.03747200034558773,0.13247979991137981,576.7642751000822,6.032173000276089,576.8643666002899,0.03500150144100189,0.13217920064926147,3.0,0.7980112005025148,,8576,Visual,2024-06-14_13h54.51.481,Visual_Condition_v2,2022.2.5,30.058011914837508,
37,0,37,0,,,,,,,,,,,,,,,,,,577.6977238003165,0.0006255991756916046,0.09702949970960617,583.6975507996976,6.030180199071765,,583.8474956993014,0.04534579999744892,0.14685370028018951,589.8475572001189,6.013445999473333,589.9142022002488,0.01614459976553917,0.11334750056266785,2.0,1.7650185003876686,,8576,Visual,2024-06-14_13h54.51.481,Visual_Condition_v2,2022.2.5,30.058011914837508,
38,0,38,0,,,,,,,,,,,,,,,,,,591.7141916006804,0.0007885005325078964,0.09716670028865337,597.7142147999257,6.03038340061903,,597.8475052993745,0.030368801206350327,0.1302794013172388,603.847466500476,6.030267100781202,603.9474771991372,0.033045701682567596,0.13023760169744492,3.0,1.7650546990334988,,8576,Visual,2024-06-14_13h54.51.481,Visual_Condition_v2,2022.2.5,30.058011914837508,
39,0,39,0,,,,,,,,,,,,,,,,,,605.7476135995239,0.00022039934992790222,0.09896509908139706,611.7474789004773,5.999043500050902,6.099023899063468,611.8640586007386,0.013982800766825676,0.115684999153018,617.8472779989243,6.015566300600767,617.9473713003099,0.0022689010947942734,0.09912179969251156,0.0,2.131215998902917,6.098995199427009,8576,Visual,2024-06-14_13h54.51.481,Visual_Condition_v2,2022.2.5,30.058011914837508,
40,0,40,0,,,,,,,,,,,,,,,,,,620.1141395997256,0.00045350007712841034,0.09736840054392815,626.1141797993332,6.030819199979305,,626.2808643002063,0.06411910057067871,0.1640188992023468,632.2806969992816,6.030757300555706,632.3472488000989,0.03340670093894005,0.13056990131735802,0.0,1.0647487994283438,,8576,Visual,2024-06-14_13h54.51.481,Visual_Condition_v2,2022.2.5,30.058011914837508,
41,0,41,0,,,,,,,,,,,,,,,,,,633.4476407002658,0.0006162002682685852,0.09698240086436272,639.4473656993359,6.03035550005734,,639.5974093005061,0.04777999967336655,0.14724520035088062,645.5973291993141,6.013605199754238,645.6639571990818,0.016327600926160812,0.11347960121929646,0.0,0.8983986005187035,,8576,Visual,2024-06-14_13h54.51.481,Visual_Condition_v2,2022.2.5,30.058011914837508,
42,0,42,0,,,,,,,,,,,,,,,,,,646.5976146999747,0.0007063988596200943,0.09700479917228222,652.6140045002103,6.013583900406957,,652.8139485996217,0.10411329939961433,0.213781900703907,,6.013568600639701,658.8140711002052,0.016118301078677177,0.11355629935860634,2.0,2.4321055002510548,,8576,Visual,2024-06-14_13h54.51.481,Visual_Condition_v2,2022.2.5,30.058011914837508,
43,0,43,0,,,,,,,,,,,,,,,,,,661.280664799735,0.0002209991216659546,0.0990034993737936,667.297372000292,6.015600198879838,,667.5141883995384,0.08150259964168072,0.232515599578619,,6.032407099381089,673.5141496993601,0.034879300743341446,0.13218010030686855,0.0,1.798352599143982,,8576,Visual,2024-06-14_13h54.51.481,Visual_Condition_v2,2022.2.5,30.058011914837508,
44,0,44,0,,,,,,,,,,,,,,,,,,675.3472399991006,0.0005089007318019867,0.09745889902114868,681.3641228992492,6.014124900102615,,681.4971491005272,0.03871840052306652,0.14767100103199482,687.4971642997116,6.014125799760222,687.5638276990503,0.016782300546765327,0.11423320136964321,0.0,1.4648658987134695,,8576,Visual,2024-06-14_13h54.51.481,Visual_Condition_v2,2022.2.5,30.058011914837508,
45,0,45,0,,,,,,,,,,,,,,,,,,689.0638340003788,0.0006662998348474503,0.09687739983201027,695.0470208004117,6.013410799205303,6.0969133004546165,695.1805344000459,0.011360600590705872,0.1135259997099638,701.1804948989302,6.013486500829458,701.2803537994623,0.01640930026769638,0.11348799988627434,2.0,3.0647059995681047,,8576,Visual,2024-06-14_13h54.51.481,Visual_Condition_v2,2022.2.5,30.058011914837508,
46,0,46,0,,,,,,,,,,,,,,,,,,704.3806400001049,0.0005453992635011673,0.09691379964351654,710.3969480991364,6.013400999829173,,710.5137026999146,0.02611609920859337,0.13019879907369614,716.513745199889,6.030138999223709,716.5969903003424,0.015852399170398712,0.11327899992465973,3.0,1.49868299998343,,8576,Visual,2024-06-14_13h54.51.481,Visual_Condition_v2,2022.2.5,30.058011914837508,
47,0,47,0,,,,,,,,,,,,,,,,,,718.1307014990598,0.00023739971220493317,0.09927560016512871,724.1303895004094,5.999249799177051,6.099080499261618,724.2472169995308,0.01351960003376007,0.11576119996607304,730.2470430992544,6.015763200819492,730.3471058998257,0.01792370155453682,0.11552710086107254,0.0,2.2656720001250505,,8576,Visual,2024-06-14_13h54.51.481,Visual_Condition_v2,2022.2.5,30.058011914837508,
48,0,48,0,,,,,,,,,,,,,,,,,,732.6472347006202,0.00024290010333061218,0.09907180070877075,738.6471560001373,5.999200200662017,6.098943900316954,738.7635826990008,0.014064200222492218,0.11565210111439228,744.7636339999735,6.0156034007668495,744.8635654002428,0.018398301675915718,0.11553670093417168,3.0,2.0315450988709927,,8576,Visual,2024-06-14_13h54.51.481,Visual_Condition_v2,2022.2.5,30.058011914837508,
49,0,49,0,,,,,,,,,,,,,,,,,,746.9305288996547,0.0005233995616436005,0.09709279984235764,752.9302721004933,6.030415499582887,,753.0801899004728,0.04739510081708431,0.1469532996416092,759.0802327990532,6.013629000633955,759.1468145996332,0.01604120060801506,0.11366290040314198,3.0,1.3319784011691809,,8576,Visual,2024-06-14_13h54.51.481,Visual_Condition_v2,2022.2.5,30.058011914837508,
50,0,50,0,,,,,,,,,,,,,,,,,,760.5138006005436,0.00027900002896785736,0.09891520068049431,766.5302290990949,6.015397099778056,,766.6803326997906,0.06450890004634857,0.16566110029816628,772.6801740992814,6.03209269978106,772.7467732001096,0.034601401537656784,0.13212530128657818,2.0,0.8981886003166437,,8576,Visual,2024-06-14_13h54.51.481,Visual_Condition_v2,2022.2.5,30.058011914837508,
51,0,51,0,,,,,,,,,,,,,,,,,,773.6800963003188,0.00021700002253055573,0.09906450100243092,779.680180599913,5.999364200979471,6.099389500916004,779.7968342993408,0.0177955012768507,0.11624820157885551,785.7801451999694,6.01583400182426,785.8966821990907,0.01842530071735382,0.1159547008574009,0.0,2.2318646013736725,,8576,Visual,2024-06-14_13h54.51.481,Visual_Condition_v2,2022.2.5,30.058011914837508,
52,0,52,0,,,,,,,,,,,,,,,,,,788.1635126005858,0.0005207005888223648,0.09772690013051033,794.1634407993406,6.031036099418998,,794.313356500119,0.05831659957766533,0.14789980091154575,800.3132782001048,6.014320001006126,800.3800296001136,0.015086900442838669,0.11440270021557808,0.0,1.8334962986409664,,8576,Visual,2024-06-14_13h54.51.481,Visual_Condition_v2,2022.2.5,30.058011914837508,
53,0,53,0,,,,,,,,,,,,,,,,,,802.2469953000546,0.00043769925832748413,0.09719670005142689,808.263365900144,6.0138706006109715,,808.3799747992307,0.0257067009806633,0.1306340992450714,814.3801501989365,6.0305234007537365,814.4799081999809,0.03333060070872307,0.13053080067038536,2.0,4.064778599888086,,8576,Visual,2024-06-14_13h54.51.481,Visual_Condition_v2,2022.2.5,30.058011914837508,
54,0,54,0,,,,,,,,,,,,,,,,,,818.5804356001318,0.00022120028734207153,0.09902180172502995,824.5968031994998,6.015735000371933,,824.7132053002715,0.035455601289868355,0.1322437021881342,830.7132638990879,6.032275000587106,830.8131958004087,0.035001201555132866,0.13230350241065025,0.0,1.2315250001847744,,8576,Visual,2024-06-14_13h54.51.481,Visual_Condition_v2,2022.2.5,30.058011914837508,
55,0,55,0,,,,,,,,,,,,,,,,,,832.0802008993924,0.00021620094776153564,0.09907940030097961,838.0966078992933,6.015772299841046,,838.2130826991051,0.04312410019338131,0.1324790008366108,844.2132756002247,5.999085400253534,844.2798704989254,0.0023888014256954193,0.09920300170779228,2.0,3.897740999236703,6.099025100469589,8576,Visual,2024-06-14_13h54.51.481,Visual_Condition_v2,2022.2.5,30.058011914837508,
56,0,56,0,,,,,,,,,,,,,,,,,,848.213463999331,0.00048410147428512573,0.09715680032968521,854.2132185995579,6.030539201572537,,854.3632501997054,0.047115201130509377,0.1472994014620781,860.363292299211,6.013831701129675,860.4297342989594,0.016639001667499542,0.11411820165812969,0.0,1.2983571011573076,,8576,Visual,2024-06-14_13h54.51.481,Visual_Condition_v2,2022.2.5,30.058011914837508,
57,0,57,0,,,,,,,,,,,,,,,,,,861.7634271997958,0.0005037002265453339,0.09775040112435818,867.7631567995995,6.0309909004718065,,867.9131501000375,0.045566100627183914,0.14780390076339245,873.9131125006825,6.0142023004591465,873.9796757996082,0.016898801550269127,0.11463590152561665,0.0,1.5317365992814302,,8576,Visual,2024-06-14_13h54.51.481,Visual_Condition_v2,2022.2.5,30.058011914837508,
58,0,58,0,,,,,,,,,,,,,,,,,,875.5467741992325,0.0002405010163784027,0.09914729930460453,881.5631108991802,6.0156804993748665,,881.6796722002327,0.029653901234269142,0.13236059993505478,887.6797473002225,6.032405400648713,887.7629812005907,0.017281901091337204,0.11548920162022114,1.0,2.4326097015291452,,8576,Visual,2024-06-14_13h54.51.481,Visual_Condition_v2,2022.2.5,30.058011914837508,
59,0,59,0,,,,,,,,,,,,,,,,,,890.2299734000117,0.0005456004291772842,0.09792879968881607,896.2297227997333,6.031005900353193,,896.4801122993231,0.12229970097541809,0.2477400004863739,,6.01444230042398,902.4463355001062,0.016885101795196533,0.11428620107471943,1.0,3.1661299001425505,,8576,Visual,2024-06-14_13h54.51.481,Visual_Condition_v2,2022.2.5,30.058011914837508,
60,0,60,0,,,,,,,,,,,,,,,,,,905.646422399208,0.00036759860813617706,0.09820760041475296,911.6462594997138,6.031508199870586,,911.7963596992195,0.04764129966497421,0.14804700016975403,917.7965194005519,6.015002299100161,917.8629742003977,0.01762389950454235,0.1154181994497776,2.0,1.6650014016777277,,8576,Visual,2024-06-14_13h54.51.481,Visual_Condition_v2,2022.2.5,30.058011914837508,
61,0,61,0,,,,,,,,,,,,,,,,,,919.5629986003041,0.0006688013672828674,0.09731870144605637,925.5629353001714,6.030666101723909,,925.7131325993687,0.04561450146138668,0.14754020050168037,931.712902199477,6.01396270096302,931.7795333005488,0.016520000994205475,0.11385990120470524,2.0,3.464972998946905,,8576,Visual,2024-06-14_13h54.51.481,Visual_Condition_v2,2022.2.5,30.058011914837508,
62,0,62,0,,,,,,,,,,,,,,,,,,935.2797928005457,0.0002532992511987686,0.09922260046005249,941.2962126005441,6.015766398981214,,941.4127494003624,0.029544800519943237,0.13239629939198494,947.4128302000463,6.032413700595498,947.4962303992361,0.017971500754356384,0.1156357005238533,1.0,1.2986645996570587,,8576,Visual,2024-06-14_13h54.51.481,Visual_Condition_v2,2022.2.5,30.058011914837508,
