loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_2.started,sync_beep_2.stopped,textbox.started,p_port_2.started,p_port_2.stopped,textbox.stopped,p_port_3.started,instructions.started,key_resp.started,p_port_4.started,p_port_4.stopped,key_resp.keys,key_resp.rt,cross.started,p_port_6.started,p_port_6.stopped,cross.stopped,p_port_7.started,disgust_image.started,p_port_8.started,p_port_8.stopped,p_port_9.started,disgust_image.stopped,disgust_score.started,p_port_10.started,p_port_10.stopped,disgust_score.response,disgust_score.rt,p_port_9.stopped,p_port_7.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,15.129534339811654,0.0005369000136852264,0.106724499957636,15.827952880039811,16.244401000090875,16.244401000090875,0.009115100023336709,0.10698779998347163,31.244401100091636,15.006804600008763,31.3443896000972,31.3443896000972,0.007006000028923154,0.10675470007117838,space,7.038980300072581,,,,,,,,,,,,,,,,,,1094,Visual,2025-03-05_13h27.17.844,Visual_Condition_v2,2022.2.5,29.999508007814807,
0,0,0,0,,,,,,,,,,,,,,,,,38.42770430003293,0.0013201999245211482,0.09862329997122288,44.42771360010374,6.031977999955416,44.57800460001454,0.044177699950523674,0.14881189994048327,6.015247299917974,50.577713200007565,50.64422060002107,0.017930999980308115,0.11524509999435395,1.0,3.9649067000718787,,,1094,Visual,2025-03-05_13h27.17.844,Visual_Condition_v2,2022.2.5,29.999508007814807,
1,0,1,0,,,,,,,,,,,,,,,,,54.64425900008064,0.00018309999722987413,0.09919520001858473,60.66101969999727,6.015844199922867,60.777547100093216,0.03343840001616627,0.1327199999941513,5.99914800003171,66.77765470009763,66.84421670006122,0.0024606999941170216,0.09909120004158467,1.0,3.530966400052421,6.099179400014691,,1094,Visual,2025-03-05_13h27.17.844,Visual_Condition_v2,2022.2.5,29.999508007814807,
2,0,2,0,,,,,,,,,,,,,,,,,70.41134750004858,0.0002386000705882907,0.09907350002322346,76.42759190010838,6.015807599993423,76.92772090004291,0.259078900096938,0.515958100091666,6.012108800117858,,82.62379310000688,0.031507200095802546,0.11194510012865067,0.0,2.9686910999007523,6.098987700068392,,1094,Visual,2025-03-05_13h27.17.844,Visual_Condition_v2,2022.2.5,29.999508007814807,
3,0,3,0,,,,,,,,,,,,,,,,,85.64446340000723,0.0005344999954104424,0.09696769993752241,91.66087950009387,6.013648199965246,91.77771210006904,0.02894170000217855,0.1303808999946341,6.030266099958681,97.77756220009178,97.87751840008423,0.03281030000653118,0.1300973000470549,0.0,1.2651117999339476,,,1094,Visual,2025-03-05_13h27.17.844,Visual_Condition_v2,2022.2.5,29.999508007814807,
4,0,4,0,,,,,,,,,,,,,,,,,99.17759840004146,0.00044159998651593924,0.0970192999811843,105.17752850009128,6.030409700004384,105.32752210006583,0.05415079998783767,0.14725210005417466,6.013686000020243,111.32749789999798,111.39440030010883,0.01673350005876273,0.11383340007159859,2.0,3.531315000029281,,,1094,Visual,2025-03-05_13h27.17.844,Visual_Condition_v2,2022.2.5,29.999508007814807,
5,0,5,0,,,,,,,,,,,,,,,,,114.9611101000337,0.0002226999495178461,0.09914079995360225,120.97747370006982,6.015780099900439,121.12736550008412,0.07323769992217422,0.16584639996290207,5.999119499931112,127.12744700000621,127.16072800010443,0.002357000019401312,0.0990172999445349,0.0,2.0311523000709713,6.0991947000147775,,1094,Visual,2025-03-05_13h27.17.844,Visual_Condition_v2,2022.2.5,29.999508007814807,
6,0,6,0,,,,,,,,,,,,,,,,,129.22746790002566,0.0006157000316306949,0.0968095000134781,135.24406970001291,6.013588199974038,135.37786270002834,0.056482500047422945,0.14681459998246282,6.013570899958722,141.37748840008862,141.44407520000823,0.01586390007287264,0.11342780000995845,0.0,1.031948000076227,,,1094,Visual,2025-03-05_13h27.17.844,Visual_Condition_v2,2022.2.5,29.999508007814807,
7,0,7,0,,,,,,,,,,,,,,,,,142.5110580000328,0.0002546000760048628,0.09928610001225024,148.49384770006873,5.9990378000075,148.61076330009382,0.03276740002911538,0.1328936000354588,5.999378500040621,154.6106679000659,154.71054360002745,0.0026479000225663185,0.0992002000566572,3.0,5.29771830001846,6.099296800093725,6.082522300072014,1094,Visual,2025-03-05_13h27.17.844,Visual_Condition_v2,2022.2.5,29.999508007814807,
8,0,8,0,,,,,,,,,,,,,,,,,160.04417060001288,0.0005031999899074435,0.09753649996127933,166.0606447000755,6.014006800018251,166.17716950003523,0.040235299966298044,0.1306656999513507,6.030618499964476,172.1604900000384,172.26063900010195,0.016381200053729117,0.11386500007938594,0.0,1.4654212999157608,,,1094,Visual,2025-03-05_13h27.17.844,Visual_Condition_v2,2022.2.5,29.999508007814807,
