loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_2.started,textbox.started,p_port_2.started,p_port_2.stopped,p_port_3.started,textbox.stopped,instructions.started,key_resp.started,p_port_4.started,p_port_4.stopped,key_resp.keys,key_resp.rt,cross.started,p_port_6.started,p_port_6.stopped,cross.stopped,p_port_7.started,disgust_image.started,p_port_8.started,p_port_8.stopped,disgust_image.stopped,p_port_9.started,disgust_score.started,p_port_10.started,p_port_10.stopped,disgust_score.response,disgust_score.rt,p_port_7.stopped,p_port_9.stopped,participant,session,date,expName,psychopyVersion,frameRate,
19,0,19,0,,,,,,,,,,,,,,,,329.11154199950397,0.0005201008170843124,0.09698699973523617,335.1279605999589,6.013829899951816,335.2446666993201,0.03521510027348995,0.1305478010326624,341.24465869925916,6.03052020072937,341.3278072010726,0.015246601775288582,0.11365550197660923,2.0,2.7661150991916656,,,2951,Visual,2024-07-10_12h43.00.266,Visual_Condition_v2,2022.2.5,29.980944064578374,
20,0,20,0,,,,,,,,,,,,,,,,344.1282045003027,0.0004269015043973923,0.09773410111665726,350.14462050050497,6.014339201152325,350.32805700041354,0.06744550168514252,0.19792340137064457,356.32785530015826,6.030963901430368,356.36108019948006,0.03379390202462673,0.1310060005635023,0.0,2.59826030023396,,,2951,Visual,2024-07-10_12h43.00.266,Visual_Condition_v2,2022.2.5,29.980944064578374,
21,0,21,0,,,,,,,,,,,,,,,,358.99449470080435,0.0006738994270563126,0.09679869934916496,365.01116400025785,6.0135065000504255,365.1444994006306,0.048547299578785896,0.14707200042903423,371.14450469985604,6.013366799801588,371.2110754009336,0.013932900503277779,0.11325190030038357,0.0,0.9003292005509138,,,2951,Visual,2024-07-10_12h43.00.266,Visual_Condition_v2,2022.2.5,29.980944064578374,
22,0,22,0,,,,,,,,,,,,,,,,372.1448634006083,0.00035109929740428925,0.0980140995234251,378.16109829954803,6.014635199680924,378.27769500017166,0.027847299352288246,0.13134589977562428,384.27777099981904,6.0313045009970665,384.3779581002891,0.033724600449204445,0.13140409998595715,0.0,0.7984408009797335,,,2951,Visual,2024-07-10_12h43.00.266,Visual_Condition_v2,2022.2.5,29.980944064578374,
23,0,23,0,,,,,,,,,,,,,,,,385.2113477997482,0.0005701985210180283,0.09784589894115925,391.2110366001725,6.0310004986822605,391.34429810009897,0.026837999001145363,0.13099109940230846,397.34445550106466,6.0309493988752365,397.4443584997207,0.033694200217723846,0.1309581007808447,0.0,1.2649130001664162,,,2951,Visual,2024-07-10_12h43.00.266,Visual_Condition_v2,2022.2.5,29.980944064578374,
24,0,24,0,,,,,,,,,,,,,,,,398.74465190060437,0.0004619993269443512,0.09817500039935112,404.7443265002221,6.031535599380732,405.22771069966257,0.24206520058214664,0.48147950135171413,,6.010875100269914,410.96083780005574,0.016301600262522697,0.11471410095691681,0.0,1.0326450001448393,,6.094277201220393,2951,Visual,2024-07-10_12h43.00.266,Visual_Condition_v2,2022.2.5,29.980944064578374,
25,0,25,0,,,,,,,,,,,,,,,,412.0278137996793,0.00024480000138282776,0.09876850061118603,418.0442607998848,6.015735100954771,418.21083289943635,0.08512990176677704,0.18255320005118847,424.2108832001686,6.01586040109396,424.24420440010726,0.018400302156805992,0.11573340184986591,1.0,2.931566698476672,,,2951,Visual,2024-07-10_12h43.00.266,Visual_Condition_v2,2022.2.5,29.980944064578374,
26,0,26,0,,,,,,,,,,,,,,,,427.210921600461,0.000247100368142128,0.09932580031454563,433.21085030026734,5.9991379007697105,433.32758959941566,0.02530760131776333,0.11594820022583008,439.3275077007711,6.0157804004848,439.42740740068257,0.0183579009026289,0.1156805008649826,0.0,0.7316763009876013,6.099262500181794,,2951,Visual,2024-07-10_12h43.00.266,Visual_Condition_v2,2022.2.5,29.980944064578374,
27,0,27,0,,,,,,,,,,,,,,,,440.1943267006427,0.0005389992147684097,0.09697629883885384,446.17737420089543,6.013552499935031,446.31069209985435,0.009116198867559433,0.11362689919769764,452.3107428010553,6.013483200222254,452.4106259997934,0.016028599813580513,0.11371189914643764,0.0,1.1651249006390572,6.096824798732996,,2951,Visual,2024-07-10_12h43.00.266,Visual_Condition_v2,2022.2.5,29.980944064578374,
28,0,28,0,,,,,,,,,,,,,,,,453.61110940016806,0.00022199936211109161,0.09918059967458248,459.627392899245,6.015760300680995,459.7439053002745,0.03223520144820213,0.13244619965553284,465.7441154010594,5.999046200886369,465.81079740077257,0.003146100789308548,0.09893410094082355,2.0,2.363466300070286,,6.099357400089502,2951,Visual,2024-07-10_12h43.00.266,Visual_Condition_v2,2022.2.5,29.980944064578374,
29,0,29,0,,,,,,,,,,,,,,,,468.2106935996562,0.0006489008665084839,0.0969443991780281,474.21064390055835,6.03031300008297,474.36060589924455,0.04891560040414333,0.1469403002411127,480.3606193009764,6.013616601005197,480.42730489932,0.01651640050113201,0.11371380090713501,1.0,8.564710900187492,,,2951,Visual,2024-07-10_12h43.00.266,Visual_Condition_v2,2022.2.5,29.980944064578374,
30,0,30,0,,,,,,,,,,,,,,,,489.02752190083265,0.0003786012530326843,0.09799120016396046,495.02730889990926,6.031432900577784,495.5608553998172,0.27114300057291985,0.5316012017428875,,6.014434600248933,501.24012590013444,0.01370830088853836,0.11056760139763355,3.0,2.8186031002551317,,,2951,Visual,2024-07-10_12h43.00.266,Visual_Condition_v2,2022.2.5,29.980944064578374,
31,0,31,0,,,,,,,,,,,,,,,,504.09386220015585,0.0007886011153459549,0.09716680087149143,510.09381240047514,6.030334500595927,510.2609046008438,0.05707180127501488,0.1639197003096342,516.2604473996907,6.0302520003169775,516.3270299993455,0.03314190171658993,0.1302186008542776,0.0,2.1314503010362387,,,2951,Visual,2024-07-10_12h43.00.266,Visual_Condition_v2,2022.2.5,29.980944064578374,
32,0,32,0,,,,,,,,,,,,,,,,518.494063500315,0.0005700010806322098,0.09702620096504688,524.5103488005698,6.013796100392938,524.6437295004725,0.0448520015925169,0.1469546016305685,530.6437272001058,6.01354500092566,530.710348399356,0.01660800166428089,0.11360170133411884,1.0,2.197970900684595,,,2951,Visual,2024-07-10_12h43.00.266,Visual_Condition_v2,2022.2.5,29.980944064578374,
33,0,33,0,,,,,,,,,,,,,,,,532.9437633007765,0.0007442999631166458,0.09671310149133205,538.9269102010876,6.0133351013064384,539.0768900010735,0.040130600333213806,0.13005800172686577,545.0770987998694,6.030028000473976,545.1769418008626,0.03276270069181919,0.13006030209362507,0.0,2.0983235985040665,6.0965053010731936,,2951,Visual,2024-07-10_12h43.00.266,Visual_Condition_v2,2022.2.5,29.980944064578374,
34,0,34,0,,,,,,,,,,,,,,,,547.3104069996625,0.0005456004291772842,0.09709840081632137,553.3103029001504,6.030377401039004,553.4434537999332,0.040572501718997955,0.130324000492692,559.4266708996147,6.030410500243306,559.5434815008193,0.03270900063216686,0.1303196009248495,2.0,2.365360800176859,,,2951,Visual,2024-07-10_12h43.00.266,Visual_Condition_v2,2022.2.5,29.980944064578374,
35,0,35,0,,,,,,,,,,,,,,,,561.943611599505,0.0002622995525598526,0.09955349937081337,567.9434651993215,6.015836600214243,568.0767823997885,0.03775949962437153,0.1325282994657755,574.0768592003733,6.032420799136162,574.1767555009574,0.035179100930690765,0.13247589953243732,0.0,0.6315839998424053,6.099210299551487,,2951,Visual,2024-07-10_12h43.00.266,Visual_Condition_v2,2022.2.5,29.980944064578374,
36,0,36,0,,,,,,,,,,,,,,,,574.8437900003046,0.0006092991679906845,0.097342099994421,580.8435065001249,6.030673598870635,581.0100098010153,0.06334480084478855,0.16397139988839626,587.0102616008371,6.030637999996543,587.0766970999539,0.03181920014321804,0.13050550036132336,1.0,2.4664022997021675,,,2951,Visual,2024-07-10_12h43.00.266,Visual_Condition_v2,2022.2.5,29.980944064578374,
37,0,37,0,,,,,,,,,,,,,,,,589.577085999772,0.00021979957818984985,0.09922830015420914,595.5601365994662,6.015795400366187,595.72668639943,0.054145099595189095,0.14916319958865643,601.7267371993512,6.0157316997647285,601.7933395002037,0.01833759993314743,0.11566760018467903,0.0,0.6984729990363121,,,2951,Visual,2024-07-10_12h43.00.266,Visual_Condition_v2,2022.2.5,29.980944064578374,
38,0,38,0,,,,,,,,,,,,,,,,602.5269978009164,0.0005654003471136093,0.09709530137479305,608.5433693993837,6.013613801449537,608.6600043009967,0.029562801122665405,0.13022910058498383,614.6431875005364,6.030234701931477,614.7432215008885,0.015855001285672188,0.11346130073070526,3.0,1.3985920008271933,,,2951,Visual,2024-07-10_12h43.00.266,Visual_Condition_v2,2022.2.5,29.980944064578374,
39,0,39,0,,,,,,,,,,,,,,,,616.176935300231,0.0002830997109413147,0.09873029962182045,622.1933047007769,6.01536220125854,622.3099247999489,0.031928900629282,0.13228069990873337,628.3099357001483,6.03209220059216,628.4099286999553,0.03470410034060478,0.1319046001881361,1.0,0.7982639987021685,,,2951,Visual,2024-07-10_12h43.00.266,Visual_Condition_v2,2022.2.5,29.980944064578374,
40,0,40,0,,,,,,,,,,,,,,,,629.2436063010246,0.0005047004669904709,0.09754839912056923,635.2599686998874,6.014127599075437,635.3764022998512,0.03618280030786991,0.13078110106289387,641.3765294998884,6.030750500038266,641.4765087999403,0.03341880068182945,0.13081160001456738,0.0,1.898207999765873,,,2951,Visual,2024-07-10_12h43.00.266,Visual_Condition_v2,2022.2.5,29.980944064578374,
41,0,41,0,,,,,,,,,,,,,,,,643.4102100003511,0.0004740990698337555,0.09721539914608002,649.4266804009676,6.013847399502993,649.593178100884,0.08055100031197071,0.1805489994585514,655.593107400462,6.0138633996248245,655.6267834994942,0.01652280054986477,0.11388500034809113,0.0,1.2647629007697105,,,2951,Visual,2024-07-10_12h43.00.266,Visual_Condition_v2,2022.2.5,29.980944064578374,
42,0,42,0,,,,,,,,,,,,,,,,656.9268363993615,0.0002439003437757492,0.09910470061004162,662.926442200318,5.999051799997687,663.0432588998228,0.013005699962377548,0.1156115010380745,669.0262911003083,6.015513900667429,669.1263276003301,0.0013524014502763748,0.09908860176801682,0.0,1.8650592993944883,6.098953200504184,6.099037101492286,2951,Visual,2024-07-10_12h43.00.266,Visual_Condition_v2,2022.2.5,29.980944064578374,
43,0,43,0,,,,,,,,,,,,,,,,671.0263129007071,0.00022380053997039795,0.1158245000988245,677.0431986004114,6.0156638994812965,677.1596725005656,0.03846769966185093,0.13248630054295063,683.1428263001144,6.032434601336718,683.259611999616,0.03474930115044117,0.1323690004646778,0.0,1.6333659999072552,,,2951,Visual,2024-07-10_12h43.00.266,Visual_Condition_v2,2022.2.5,29.980944064578374,
44,0,44,0,,,,,,,,,,,,,,,,684.9264685008675,0.0005753990262746811,0.0969236996024847,690.9429665002972,6.013561299070716,691.0598729997873,0.025493700057268143,0.1304585002362728,697.0595916006714,6.030282700434327,697.1595447994769,0.03301040083169937,0.1304125003516674,0.0,1.364801799878478,,,2951,Visual,2024-07-10_12h43.00.266,Visual_Condition_v2,2022.2.5,29.980944064578374,
45,0,45,0,,,,,,,,,,,,,,,,698.5598584003747,0.0005331989377737045,0.0974895004183054,704.5762281995267,6.014234600588679,704.6927013006061,0.03650419972836971,0.13096640072762966,710.6929071005434,6.030826300382614,710.7927727997303,0.033430300652980804,0.13074620068073273,0.0,0.8649745006114244,,,2951,Visual,2024-07-10_12h43.00.266,Visual_Condition_v2,2022.2.5,29.980944064578374,
46,0,46,0,,,,,,,,,,,,,,,,711.6930874995887,0.0006255004554986954,0.09672619961202145,717.6930011007935,6.030265400186181,717.892764499411,0.10477920062839985,0.1967256013303995,723.892791999504,6.03005950152874,723.9260243996978,0.03180380165576935,0.1300045009702444,0.0,0.9995217993855476,,,2951,Visual,2024-07-10_12h43.00.266,Visual_Condition_v2,2022.2.5,29.980944064578374,
47,0,47,0,,,,,,,,,,,,,,,,724.9596219994128,0.0002218000590801239,0.0990661010146141,730.9594355002046,5.999141100794077,731.076024800539,0.013892600312829018,0.1157367005944252,737.0760750994086,6.01572610065341,737.1759092006832,0.018511701375246048,0.11593150161206722,0.0,0.6647443007677794,6.099025500938296,,2951,Visual,2024-07-10_12h43.00.266,Visual_Condition_v2,2022.2.5,29.980944064578374,
48,0,48,0,,,,,,,,,,,,,,,,737.8763430006802,0.0005380008369684219,0.09722540155053139,743.859247399494,6.013735000044107,743.9928715005517,0.01433190144598484,0.11388690024614334,749.9927079994231,6.014063300564885,750.092636199668,0.01647680066525936,0.11376430094242096,0.0,1.9983306005597115,6.097215101122856,,2951,Visual,2024-07-10_12h43.00.266,Visual_Condition_v2,2022.2.5,29.980944064578374,
49,0,49,0,,,,,,,,,,,,,,,,752.126011300832,0.0006379000842571259,0.09706469997763634,758.1426548995078,6.013717599213123,758.2592147998512,0.030780799686908722,0.13027350045740604,764.25930579938,6.030231099575758,764.342478999868,0.015501901507377625,0.11342420056462288,2.0,2.0989918000996113,,,2951,Visual,2024-07-10_12h43.00.266,Visual_Condition_v2,2022.2.5,29.980944064578374,
50,0,50,0,,,,,,,,,,,,,,,,766.476236300543,0.00024620071053504944,0.0993357002735138,772.4591298997402,6.015649201348424,772.6091045998037,0.04140170104801655,0.13236220180988312,778.5924220010638,5.999044600874186,778.6757702995092,0.0013413019478321075,0.09900120086967945,1.0,10.932206198573112,,6.098876900970936,2951,Visual,2024-07-10_12h43.00.266,Visual_Condition_v2,2022.2.5,29.980944064578374,
51,0,51,0,,,,,,,,,,,,,,,,789.6427119001746,0.00023629888892173767,0.09902289882302284,795.6424842998385,6.032301498576999,795.7756926007569,0.02826559916138649,0.132387800142169,801.7757952008396,6.032192699611187,801.8756451997906,0.034881800413131714,0.13219990022480488,0.0,2.1649603992700577,,,2951,Visual,2024-07-10_12h43.00.266,Visual_Condition_v2,2022.2.5,29.980944064578374,
52,0,52,0,,,,,,,,,,,,,,,,804.0760255008936,0.000487498939037323,0.09671219997107983,810.0925708003342,6.0135532990098,810.2089566010982,0.0289124995470047,0.13022560067474842,816.2089971993119,6.030222000554204,816.3090969994664,0.03285510092973709,0.1304183006286621,1.0,1.5316527001559734,,,2951,Visual,2024-07-10_12h43.00.266,Visual_Condition_v2,2022.2.5,29.980944064578374,
53,0,53,0,,,,,,,,,,,,,,,,817.8759074993432,0.0004904996603727341,0.09724779985845089,823.8923129998147,6.01386160030961,824.0089034009725,0.02817000076174736,0.13051010109484196,830.008941700682,6.030538300052285,830.0921334009618,0.01606130041182041,0.11381400190293789,1.0,2.0987906008958817,,,2951,Visual,2024-07-10_12h43.00.266,Visual_Condition_v2,2022.2.5,29.980944064578374,
54,0,54,0,,,,,,,,,,,,,,,,832.2258736006916,0.0004334989935159683,0.09809769876301289,838.2422493007034,6.013954699039459,838.358869900927,0.027095898985862732,0.13062790036201477,844.3420607000589,6.0305073000490665,844.4420756995678,0.01584549993276596,0.11391749978065491,2.0,2.8326191008090973,,,2951,Visual,2024-07-10_12h43.00.266,Visual_Condition_v2,2022.2.5,29.980944064578374,
55,0,55,0,,,,,,,,,,,,,,,,847.3091895002872,0.0006303004920482635,0.09649519994854927,853.3088399004191,6.029980501160026,853.4425556007773,0.035181401297450066,0.13005870021879673,859.4423178993165,6.030096899718046,859.5256067998707,0.01536020077764988,0.1132138017565012,0.0,0.7322048991918564,,,2951,Visual,2024-07-10_12h43.00.266,Visual_Condition_v2,2022.2.5,29.980944064578374,
56,0,56,0,,,,,,,,,,,,,,,,860.2923578005284,0.0002296995371580124,0.09918079897761345,866.3087884001434,6.015752300620079,866.4253896996379,0.039708999916911125,0.13239970058202744,872.4253981001675,5.999141100794077,872.4919584002346,0.0024785008281469345,0.09889999963343143,2.0,4.164091100916266,,6.099055899307132,2951,Visual,2024-07-10_12h43.00.266,Visual_Condition_v2,2022.2.5,29.980944064578374,
57,0,57,0,,,,,,,,,,,,,,,,876.6923449002206,0.0006475001573562622,0.0966712012887001,882.6920142993331,6.029967000707984,882.8420260008425,0.049381401389837265,0.14698580093681812,888.8419882003218,6.013244301080704,888.9085103999823,0.015866100788116455,0.11317450180649757,0.0,1.898258900269866,,,2951,Visual,2024-07-10_12h43.00.266,Visual_Condition_v2,2022.2.5,29.980944064578374,
58,0,58,0,,,,,,,,,,,,,,,,890.8422779999673,0.0006301999092102051,0.09723279997706413,896.8419688995928,6.030556900426745,896.9919421002269,0.0523850005120039,0.147383701056242,902.9921231996268,6.013800401240587,903.0584658998996,0.016926800832152367,0.11366240121424198,0.0,0.9978918004781008,,,2951,Visual,2024-07-10_12h43.00.266,Visual_Condition_v2,2022.2.5,29.980944064578374,
59,0,59,0,,,,,,,,,,,,,,,,904.0922251995653,0.0007341988384723663,0.09700359962880611,910.0918870996684,6.030334400013089,910.3421844001859,0.10879180021584034,0.24719049967825413,,6.013734199106693,916.3085559010506,0.016350900754332542,0.11353719979524612,0.0,0.8984556011855602,,,2951,Visual,2024-07-10_12h43.00.266,Visual_Condition_v2,2022.2.5,29.980944064578374,
60,0,60,0,,,,,,,,,,,,,,,,917.2421761006117,0.0006261002272367477,0.097197400406003,923.2418489996344,6.030517000705004,923.3919514007866,0.04512750171124935,0.14750320091843605,929.3918453995138,6.013818500563502,929.4583470001817,0.015638601034879684,0.11382640153169632,1.0,2.399117700755596,,,2951,Visual,2024-07-10_12h43.00.266,Visual_Condition_v2,2022.2.5,29.980944064578374,
61,0,61,0,,,,,,,,,,,,,,,,931.8920156992972,0.00023949891328811646,0.09928409941494465,937.9084091000259,6.015689799562097,938.0752719007432,0.05398480035364628,0.1824095994234085,944.0752114001662,6.015635000541806,944.1084671001881,0.017276199534535408,0.1156201995909214,1.0,2.165803899988532,,,2951,Visual,2024-07-10_12h43.00.266,Visual_Condition_v2,2022.2.5,29.980944064578374,
62,0,62,0,,,,,,,,,,,,,,,,946.3087987992913,0.00023709982633590698,0.0994367990642786,952.3249980006367,6.016001800075173,952.4415802005678,0.034032100811600685,0.1327165998518467,958.4248283002526,5.999101599678397,958.508323200047,0.0023453999310731888,0.09925200045108795,0.0,0.5977893006056547,,6.0991293005645275,2951,Visual,2024-07-10_12h43.00.266,Visual_Condition_v2,2022.2.5,29.980944064578374,
63,0,63,0,,,,,,,,,,,,,,,,959.1419878005981,0.00047319941222667694,0.09737610071897507,965.141658199951,6.030733300372958,965.3083836007863,0.062275299802422523,0.1641876995563507,971.3083187006414,6.0306510999798775,971.3748640008271,0.03270080126821995,0.130722401663661,0.0,1.065573899075389,,,2951,Visual,2024-07-10_12h43.00.266,Visual_Condition_v2,2022.2.5,29.980944064578374,
