Blocks_of_Tastants.thisRepN,Blocks_of_Tastants.thisTrialN,Blocks_of_Tastants.thisN,Blocks_of_Tastants.thisIndex,Each_Tastant_Once.thisRepN,Each_Tastant_Once.thisTrialN,Each_Tastant_Once.thisN,Each_Tastant_Once.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,sync_beep_3.stopped,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,cross.started,p_port_4.started,p_port_4.stopped,p_port_5.started,cross.stopped,instructions.started,spacebar_hit.started,p_port_6.started,p_port_6.stopped,spacebar_hit.keys,spacebar_hit.rt,grab_cup.started,key_resp.started,p_port_7.started,p_port_7.stopped,key_resp.keys,key_resp.rt,taste_sound_1.started,p_port_8.started,p_port_8.stopped,taste_sound_1.stopped,taste_sound_2.started,taste_sound_2.stopped,taste_sound_3.started,taste_sound_3.stopped,Roll_liquid_taste.started,spit_text.started,spit_sound.started,p_port_9.started,p_port_9.stopped,spit_sound.stopped,spit_text.stopped,screen_clear.started,screen_clear.stopped,p_port_18.started,Palatability_Score.started,p_port_17.started,Instruction.started,p_port_17.stopped,Palatability_Score.response,Palatability_Score.rt,Rinse_text.started,p_port_10.started,p_port_10.stopped,Rinse_text.stopped,Begin_Rinse.started,p_port_11.started,p_port_11.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,10.645348101388663,0.0005338001064956188,0.10785089991986752,10.894806399941444,11.144717980315908,11.394863300025463,11.628302380116656,11.911413100082427,11.911413100082427,0.005481600295752287,0.10811940021812916,26.928222000133246,15.024589099921286,27.044841600116342,0.04142139991745353,0.14126359997317195,6.007923600263894,33.04486580006778,33.111619600094855,33.111619600094855,0.008054799865931273,0.10794589994475245,space,3.0014896001666784,36.14482029993087,36.14482029993087,2.150004729628563e-05,0.09708030009642243,num_9,4.439427399542183,40.644919380219655,0.001944500021636486,0.09760939981788397,40.9448706000112,41.4281080799643,41.74485100014135,42.22820788030513,42.54487310023978,42.64497689995915,50.66153369983658,50.66151048024185,0.017512699589133263,0.11432379996404052,51.67824769997969,52.66161799989641,52.828464900143445,53.32823400013149,10.014330899808556,60.761513399891555,0.016577099915593863,60.761513399891555,0.1144287995994091,5.0,1.532034800387919,62.32837300002575,0.0022664000280201435,0.09827940026298165,68.32829099986702,68.51154368012212,6.214763100259006,6.314815900288522,,,,,,,
