loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,textbox.started,p_port_2.started,p_port_2.stopped,textbox.stopped,p_port_3.started,instructions.started,key_resp.started,p_port_4.started,p_port_4.stopped,key_resp.keys,key_resp.rt,cross.started,p_port_6.started,p_port_6.stopped,cross.stopped,p_port_7.started,disgust_image.started,p_port_8.started,p_port_8.stopped,p_port_9.started,disgust_image.stopped,disgust_score.started,p_port_10.started,p_port_10.stopped,disgust_score.response,disgust_score.rt,p_port_7.stopped,p_port_9.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,12.42086702005472,0.0006062999600544572,0.10961089993361384,12.834389600087889,13.117729840031824,13.534210800076835,13.534210800076835,0.02632039994932711,0.12632519996259362,33.534260900109075,20.02638769999612,33.667606400093064,33.667606400093064,0.0265905000269413,0.12634930002968758,space,6.7464883998036385,,,,,,,,,,,,,,,,,,668,Visual,2024-02-15_16h26.05.795,Visual_Condition_v2,2022.2.5,30.032564309207398,
0,0,0,0,,,,,,,,,,,,,,,,,,40.46766100008972,0.002229599980637431,0.09849239990580827,46.46758410008624,6.031828199978918,46.617635200032964,0.046942199929617345,0.14869029994588345,6.01512819994241,52.60078250011429,52.68413180008065,0.016665800008922815,0.11514190002344549,1.0,2.7660939999623224,,,668,Visual,2024-02-15_16h26.05.795,Visual_Condition_v2,2022.2.5,30.032564309207398,
1,0,1,0,,,,,,,,,,,,,,,,,,55.48455940000713,0.0007085999241098762,0.09716230002231896,61.484234400093555,6.030465799965896,61.63412150007207,0.05218520003836602,0.14709350001066923,6.013560399995185,67.63439580006525,67.70086300000548,0.014532600063830614,0.11370190000161529,3.0,2.566781000001356,,,668,Visual,2024-02-15_16h26.05.795,Visual_Condition_v2,2022.2.5,30.032564309207398,
2,0,2,0,,,,,,,,,,,,,,,,,,70.30118480010424,0.00041199999395757914,0.09732910001184791,76.31757330009714,6.0140764999669045,76.43417650007177,0.03785960003733635,0.13076050009112805,6.0307577000930905,82.43428500008304,82.51752220001072,0.016639200039207935,0.11398720007855445,3.0,2.4314934000140056,,,668,Visual,2024-02-15_16h26.05.795,Visual_Condition_v2,2022.2.5,30.032564309207398,
3,0,3,0,,,,,,,,,,,,,,,,,,84.98452779999934,0.0007145999697968364,0.0969457000028342,90.98427430004813,6.030182700022124,91.11763660004362,0.02793999994173646,0.13003040000330657,6.030123400036246,97.11761070007924,97.21745350002311,0.030891100061126053,0.1300580999813974,0.0,1.6668896999908611,,,668,Visual,2024-02-15_16h26.05.795,Visual_Condition_v2,2022.2.5,30.032564309207398,
4,0,4,0,,,,,,,,,,,,,,,,,,98.91786550008692,0.00043370004277676344,0.09712239995133132,104.93424270011019,6.01402020000387,105.05086390010547,0.02891190000809729,0.13075520005077124,6.030684199999087,111.05111150001176,111.13414930005092,0.01581460004672408,0.11395820009056479,0.0,1.2324864999391139,,,668,Visual,2024-02-15_16h26.05.795,Visual_Condition_v2,2022.2.5,30.032564309207398,
5,0,5,0,,,,,,,,,,,,,,,,,,112.40115140005946,0.00022520008496940136,0.09898850007448345,118.40093480003998,6.0323399000335485,118.55082460003905,0.05673920002300292,0.14896590006537735,6.015653400099836,124.55092440010048,124.6174703000579,0.019259300082921982,0.11559980013407767,0.0,1.2310374000808224,,,668,Visual,2024-02-15_16h26.05.795,Visual_Condition_v2,2022.2.5,30.032564309207398,
6,0,6,0,,,,,,,,,,,,,,,,,,125.88416430004872,0.000659800018183887,0.09667480003554374,131.88425040000584,6.029988799942657,132.4176324000582,0.28931590006686747,0.5300120000028983,6.029921200009994,,138.1174651000183,0.032953000045381486,0.12985310005024076,0.0,2.631485299905762,,,668,Visual,2024-02-15_16h26.05.795,Visual_Condition_v2,2022.2.5,30.032564309207398,
7,0,7,0,,,,,,,,,,,,,,,,,,140.78463740006555,0.00023819995112717152,0.09909399994648993,146.80091860005632,6.015702300006524,146.93435060000047,0.044364399975165725,0.14936839998699725,6.015759099973366,152.93430290010292,153.00092690007295,0.017763899988494813,0.11560410005040467,4.0,4.065606200019829,,,668,Visual,2024-02-15_16h26.05.795,Visual_Condition_v2,2022.2.5,30.032564309207398,
8,0,8,0,,,,,,,,,,,,,,,,,,157.1011700000381,0.0005400000372901559,0.0971443000016734,163.10090400010813,6.030528499977663,163.33458500006236,0.09986019995994866,0.2306692999554798,6.030525699956343,,169.33428650000133,0.0313199000665918,0.13059980003163218,0.0,1.4334467999869958,,,668,Visual,2024-02-15_16h26.05.795,Visual_Condition_v2,2022.2.5,30.032564309207398,
