Blocks_of_Tastants.thisRepN,Blocks_of_Tastants.thisTrialN,Blocks_of_Tastants.thisN,Blocks_of_Tastants.thisIndex,Each_Tastant_Once.thisRepN,Each_Tastant_Once.thisTrialN,Each_Tastant_Once.thisN,Each_Tastant_Once.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,sync_beep_3.stopped,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,cross.started,p_port_4.started,p_port_4.stopped,cross.stopped,p_port_5.started,instructions.started,spacebar_hit.started,p_port_6.started,p_port_6.stopped,spacebar_hit.keys,spacebar_hit.rt,grab_cup.started,key_resp.started,p_port_7.started,p_port_7.stopped,key_resp.keys,key_resp.rt,taste_sound_1.started,p_port_8.started,p_port_8.stopped,taste_sound_1.stopped,taste_sound_2.started,taste_sound_2.stopped,taste_sound_3.started,taste_sound_3.stopped,Roll_liquid_taste.started,Roll_liquid_taste.stopped,spit_text.started,spit_sound.started,p_port_9.started,p_port_9.stopped,spit_sound.stopped,spit_text.stopped,screen_clear.started,screen_clear.stopped,p_port_18.started,Palatability_Score.started,p_port_17.started,Instruction.started,p_port_17.stopped,Palatability_Score.response,Palatability_Score.rt,Rinse_text.started,p_port_10.started,p_port_10.stopped,Rinse_text.stopped,Begin_Rinse.started,p_port_11.started,p_port_11.stopped,Finish_rinse.started,Rinse_Spit.started,p_port_12.started,p_port_12.stopped,Finish_rinse.stopped,Rinse_Spit.stopped,rest_text.started,p_port_13.started,p_port_13.stopped,rest_text.stopped,p_port_14.started,p_port_18.stopped,Begin_Rinse.stopped,p_port_5.stopped,break_text.started,p_port_15.started,p_port_15.stopped,break_text.stopped,p_port_16.started,p_port_14.stopped,p_port_16.stopped,participant,session,date,expName,psychopyVersion,frameRate,
3,0,3,0,2,0,2,0,,,,,,,,,,,,,,1721.53423999995,0.03229239955544472,0.13145449990406632,1727.5508519001305,6.01498829992488,1727.6175242997706,1727.6175242997706,0.014882399700582027,0.11477249953895807,space,1.2251905999146402,1728.8843451999128,1728.8843451999128,3.3400021493434906e-05,0.09847990004345775,num_9,2.318823900539428,1731.267577859806,0.0020224000327289104,0.09794590016826987,1731.5674485997297,1732.0507540598046,1732.3508739997633,1732.8509055597242,1733.1508871996775,1733.267516599968,,1741.2840841999277,1741.2841338596772,0.017421599943190813,0.1146565000526607,1742.300801299978,1743.28411639994,1743.4512652996927,1743.9508328000084,10.031442600302398,1751.384070399683,0.01723030023276806,1751.384070399683,0.1148636001162231,5.0,2.731844700407237,1754.1510697999038,0.0029818001203238964,0.09854530030861497,1760.1508061001077,1760.3508148600813,6.214988199993968,6.298491000197828,1780.3338829597924,1780.3171616001055,26.231748499907553,26.331564499996603,1781.350630799774,1783.3339789998718,1783.3339789998718,0.015146099962294102,0.11504280008375645,1813.3505289996974,30.031670399941504,,1761.3673926996998,,,,,,,,,7408,Gustatory,2024-08-24_11h09.27.681,Gustatory_Condition_v2,2022.2.5,29.96036544814545,
3,0,3,0,3,0,3,0,,,,,,,,,,,,,,1813.4671065998264,0.015210799872875214,0.11491489969193935,1819.4671473000199,6.015041699633002,1819.567175900098,1819.567175900098,0.015006699599325657,0.11498819990083575,space,1.1560404999181628,1820.7837906000204,1820.7837906000204,4.0899962186813354e-05,0.09801749978214502,num_9,1.9709952999837697,1822.8005621598568,0.0021209996193647385,0.09785539982840419,1823.100467799697,1823.5838611598592,1823.9004246001132,1824.400518259732,1824.7004549996927,1824.8004612997174,1832.8004457000643,1832.8004457000643,1832.800571060041,0.0016348999924957752,0.09789079986512661,1833.817152199801,1834.8170790998265,1835.0004273001105,1835.5007079998031,10.031201599631459,1842.917007099837,0.01684849988669157,1842.917007099837,0.11443519964814186,4.0,2.1984205995686352,1845.1506523997523,0.001682900357991457,0.09919380024075508,1851.1336141997017,1851.3170223596971,6.199355800170451,6.299492199905217,1871.3335035599303,1871.3336315997876,26.215768600348383,26.31564830010757,1872.3502714000642,1874.3502378999256,1874.3502378999256,0.0016629998572170734,0.0991079998202622,1904.3667979999445,30.015591700095683,,,,,,,,,,,7408,Gustatory,2024-08-24_11h09.27.681,Gustatory_Condition_v2,2022.2.5,29.96036544814545,
3,0,3,0,4,0,4,0,,,,,,,,,,,,,,1904.4668006999418,0.01598659995943308,0.1155682997778058,1910.4500611000694,6.015483200084418,1910.5501504000276,1910.5501504000276,-0.0002813003957271576,0.09897619998082519,space,1.4686229000799358,1912.0667793997563,1912.0667793997563,6.819982081651688e-05,0.09781889989972115,num_9,2.1126268999651074,1914.2335343600716,0.002394100185483694,0.09766600001603365,1914.550114999991,1915.0337435600813,1915.3500688998029,1915.833468760131,1916.1500943000428,1916.2167561999522,1924.2334793996997,1924.2334793996997,1924.2334567599464,0.0008510001935064793,0.09760780027136207,1925.2500204998069,1926.2500424999744,1926.4167134999298,1926.916552899871,10.014183999970555,1934.333286299836,0.0011637997813522816,1934.333286299836,0.09757049987092614,2.0,2.664034000132233,1937.0337151000276,0.002189899794757366,0.09840160002931952,1943.0498418998905,1943.21663016011,6.214994600042701,6.315095900092274,1963.216507159872,1963.1996979000978,26.214707999955863,26.298241899814457,,1966.1830115998164,1966.2168177999556,0.015199299901723862,0.11486899992451072,1996.21640069969,30.014774499926716,10.097547000274062,,6.09885110007599,,,,,,,,7408,Gustatory,2024-08-24_11h09.27.681,Gustatory_Condition_v2,2022.2.5,29.96036544814545,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996.3497635000385,0.015235799830406904,0.11475629964843392,2026.366311899852,30.031294499523938,,,7408,Gustatory,2024-08-24_11h09.27.681,Gustatory_Condition_v2,2022.2.5,29.96036544814545,
4,0,4,0,0,0,0,0,,,,,,,,,,,,,,2026.4663267000578,0.03329599974676967,0.13135229935869575,2032.4830458001234,6.014628199394792,2032.5495877000503,2032.5495877000503,0.014637899585068226,0.11457929946482182,space,1.9422341999597847,2034.549547099974,2034.549547099974,2.169981598854065e-05,0.09899459965527058,num_9,2.253833200316876,2036.8663792598527,0.0020862999372184277,0.09786339988932014,2037.16617579991,2037.6494855599012,,2038.4495347600896,2038.7495768996887,2038.849625899922,2046.8495823000558,2046.8495823000558,2046.8496098599862,0.014589499682188034,0.11445479979738593,2047.8494776999578,2048.8327021999285,2049.0495434999466,2049.5326914000325,10.014378800056875,2056.9660661998205,-8.300412446260452e-06,2056.9660661998205,0.09760759957134724,2.0,2.165305399801582,2059.166358199902,0.002484000287950039,0.09776860009878874,2065.1662121997215,2065.366187460022,6.231021600309759,6.3310352000407875,2085.3494347597007,2085.349454899784,26.21439710026607,26.31428589997813,2086.3493821998127,2088.3660264997743,2088.3660264997743,0.0001370999962091446,0.09775679977610707,2118.3659433997236,30.03090520016849,10.097622700035572,2066.366101999767,,,,,,,,,7408,Gustatory,2024-08-24_11h09.27.681,Gustatory_Condition_v2,2022.2.5,29.96036544814545,
4,0,4,0,1,0,1,0,,,,,,,,,,,,,,2118.4993121000007,0.03152999980375171,0.14747839979827404,2124.499239400029,6.0309442998841405,2124.582543499768,2124.582543499768,0.014048699755221605,0.11417669989168644,space,1.196934100240469,2125.815978900064,2125.815978900064,3.389967605471611e-05,0.09793209983035922,num_9,2.083594100084156,2127.9327462597284,0.0022294996306300163,0.09732399974018335,2128.2325363000855,2128.715928159887,2129.015724599827,2129.515840859851,2129.815897499677,2129.916028500069,2137.932634399738,2137.932634399738,2137.932742259698,0.0011234995909035206,0.0973233999684453,2138.9490900998935,2139.949187200051,2140.1324990000576,2140.6325588999316,10.030561699997634,2148.0658196001314,0.033395899925380945,2148.0658196001314,0.13053649989888072,6.0,2.3649549996480346,2150.4660783996806,0.003319299779832363,0.09747149981558323,2156.482419299893,2156.6491792600136,6.213887999765575,6.297371199820191,2176.6491574600805,2176.649035099894,26.2140782000497,26.313968800008297,2177.665826899931,2179.6656867000274,2179.6656867000274,-0.00032250024378299713,0.09727419959381223,2209.6822283999063,30.014185399748385,,2157.6493230997585,,,,,,,,,7408,Gustatory,2024-08-24_11h09.27.681,Gustatory_Condition_v2,2022.2.5,29.96036544814545,
4,0,4,0,2,0,2,0,,,,,,,,,,,,,,2209.7822165000252,0.014312699437141418,0.11389049980789423,2215.7988423998468,6.030505699571222,2215.898980999831,2215.898980999831,0.030714499298483133,0.13048699963837862,space,1.2251872001215816,2217.165469400119,2217.165469400119,1.7900019884109497e-05,0.11602699989452958,num_9,1.4211964001879096,2218.6322707601357,0.0016592997126281261,0.09811309957876801,2218.948833799921,2219.415578359971,2219.732191400137,2220.2326379597653,2220.548825999722,2220.615483199712,2228.6321045998484,2228.6321045998484,2228.6321936601307,0.0011645997874438763,0.09803059976547956,2229.632038400043,2230.6322486000136,2230.8153395000845,2231.2986861998215,10.03133639972657,2238.765453199856,0.033815099857747555,2238.765453199856,0.13153189979493618,5.0,3.2985053001902997,2242.098614499904,0.0021771001629531384,0.09806820005178452,2248.081927099731,2248.2822302600835,6.214649999979883,6.314689400140196,2268.2988104599062,2268.298640999943,26.231302900239825,26.331358900293708,2269.2985759000294,2271.2988026998937,2271.2988026998937,0.0003490997478365898,0.09811150003224611,2301.3151787999086,30.014455900061876,,2249.28222319996,,,,,,,,,7408,Gustatory,2024-08-24_11h09.27.681,Gustatory_Condition_v2,2022.2.5,29.96036544814545,
4,0,4,0,3,0,3,0,,,,,,,,,,,,,,2301.415179700125,0.015098199713975191,0.11444219993427396,2307.4151467001066,6.014453900046647,2307.5151006998494,2307.5151006998494,0.014591599814593792,0.11442399956285954,space,1.6559497001580894,2309.2151277000085,2309.2151277000085,3.7800054997205734e-05,0.09820739971473813,num_9,2.3803795999847353,2311.648399260128,0.0011323001235723495,0.09913650015369058,2311.948284499813,2312.415194759844,2312.731716299895,2313.2151893598493,2313.531734199729,2313.615142399911,2321.6316602998413,2321.6316602998413,2321.6317686599214,0.015776900108903646,0.11582510033622384,2322.631559500005,2323.631694899872,2323.815041199792,2324.331779200118,10.015655600000173,2331.7481817998923,0.001753699965775013,2331.7481817998923,0.09897390007972717,2.0,2.69832480000332,2334.481820399873,0.0015793000347912312,0.09915099991485476,2340.481674300041,2340.6648714600597,6.232425000052899,6.332329500000924,2360.664752859855,2360.648099999875,26.232305499725044,26.332267199642956,2361.6814852999523,2363.6485192999244,2363.681580999866,-0.0007423004135489464,0.09898719983175397,2393.698083799798,30.015470799524337,10.09898729994893,2341.68163440004,,,,,,,,,7408,Gustatory,2024-08-24_11h09.27.681,Gustatory_Condition_v2,2022.2.5,29.96036544814545,
4,0,4,0,4,0,4,0,,,,,,,,,,,,,,2393.798167000059,0.016232799738645554,0.11543599981814623,2399.798090499826,6.015403799712658,2399.898120599799,2399.898120599799,0.01555749960243702,0.11561999935656786,space,1.2489126999862492,2401.197956699878,2401.197956699878,3.7999823689460754e-05,0.09801449999213219,num_9,1.8936691000126302,2403.1314811597113,0.0019590998999774456,0.09783589979633689,2403.431386299897,2403.9147896601353,2404.2313800998963,2404.7146734597627,2405.0313940998167,2405.1313632000238,2413.1313490998,2413.1313490998,2413.13141466002,0.001165399793535471,0.09783679991960526,2414.147930999752,2415.1480116997845,2415.3146981997415,2415.8146974998526,10.03111799992621,2423.2646647999063,0.033993599470704794,2423.2646647999063,0.13111619977280498,4.0,2.264660899993032,2425.564623599872,0.0024096998386085033,0.09779909998178482,2431.5646092998795,2431.748045860091,6.214695999864489,6.314547899644822,2451.7479295597877,2451.7478505996987,26.21450060000643,26.314515499863774,,2454.764495600015,2454.764495600015,0.00038579944521188736,0.09793109958991408,2484.7811100999825,30.014401499647647,,2432.747792399954,,,,,,,,,7408,Gustatory,2024-08-24_11h09.27.681,Gustatory_Condition_v2,2022.2.5,29.96036544814545,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2484.8811018997803,0.0145880994386971,0.1143207997083664,2514.880941399839,30.014217399526387,,,7408,Gustatory,2024-08-24_11h09.27.681,Gustatory_Condition_v2,2022.2.5,29.96036544814545,
