loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,textbox.started,p_port_2.started,p_port_2.stopped,textbox.stopped,p_port_3.started,instructions.started,key_resp.started,p_port_4.started,p_port_4.stopped,key_resp.keys,key_resp.rt,cross.started,p_port_6.started,p_port_6.stopped,cross.stopped,p_port_7.started,disgust_image.started,p_port_8.started,p_port_8.stopped,p_port_9.started,disgust_image.stopped,disgust_score.started,p_port_10.started,p_port_10.stopped,disgust_score.response,disgust_score.rt,p_port_7.stopped,p_port_9.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,14.831303779222072,0.0006419001147150993,0.11295390012674034,15.231204399839044,15.531528589874506,15.947849199874327,15.947849199874327,0.02958329999819398,0.1296125000808388,30.96460759988986,15.012939000036567,31.064602699829265,31.064602699829265,0.013049099827185273,0.11291689984500408,space,11.42376680020243,,,,,,,,,,,,,,,,,,3419,Visual,2025-02-04_13h09.43.269,Visual_Condition_v2,2022.2.5,29.970116802752234,
0,0,0,0,,,,,,,,,,,,,,,,,,42.547856299905106,0.0017927000299096107,0.09870110009796917,48.547961599892005,6.031906299991533,48.714543299982324,0.07112849992699921,0.16517129982821643,6.031781799858436,54.7146765999496,54.781079799868166,0.017138299765065312,0.1318182998802513,0.0,2.6657163000199944,,,3419,Visual,2025-02-04_13h09.43.269,Visual_Condition_v2,2022.2.5,29.970116802752234,
1,0,1,0,,,,,,,,,,,,,,,,,,57.464603199856356,0.00024880003184080124,0.09867190010845661,63.44776329980232,6.015163500094786,63.61448979983106,0.03916039993055165,0.14867780008353293,6.0152807999402285,69.5977275997866,69.68115530000068,0.017639199970290065,0.11525100003927946,1.0,3.0985161000862718,6.098529500188306,,3419,Visual,2025-02-04_13h09.43.269,Visual_Condition_v2,2022.2.5,29.970116802752234,
2,0,2,0,,,,,,,,,,,,,,,,,,72.81475039990619,0.000708000035956502,0.096968499943614,78.83125729998574,6.013776599895209,78.94777719979174,0.028968299739062786,0.13029509992338717,6.030313599854708,84.94793629995547,85.04807849996723,0.03176039969548583,0.13018019986338913,1.0,1.799634899944067,,,3419,Visual,2025-02-04_13h09.43.269,Visual_Condition_v2,2022.2.5,29.970116802752234,
3,0,3,0,,,,,,,,,,,,,,,,,,86.88124029990286,0.0002560000866651535,0.09845470008440316,92.88126869988628,6.031834700144827,93.04784509981982,0.06255929986946285,0.16499239997938275,6.031779699958861,99.04793189978227,99.11452499986626,0.034431399777531624,0.13162109977565706,0.0,1.7651343999896199,,,3419,Visual,2025-02-04_13h09.43.269,Visual_Condition_v2,2022.2.5,29.970116802752234,
4,0,4,0,,,,,,,,,,,,,,,,,,100.91499819979072,0.00022190017625689507,0.09908790001645684,106.91461569978856,5.999046900076792,107.03112409985624,0.02697089989669621,0.11573339998722076,6.015752000035718,113.03130319993943,113.13111449987628,0.017997699789702892,0.11561849992722273,1.0,3.365304899867624,6.099145699990913,,3419,Visual,2025-02-04_13h09.43.269,Visual_Condition_v2,2022.2.5,29.970116802752234,
5,0,5,0,,,,,,,,,,,,,,,,,,116.53131319978274,0.00035840016789734364,0.09847260010428727,122.54821329982951,6.015343900071457,122.66454919986427,0.029090099968016148,0.13175880000926554,6.031773299910128,128.66462439997122,128.76459719985723,0.03471369994804263,0.13170459982939065,0.0,2.3314137998968363,,,3419,Visual,2025-02-04_13h09.43.269,Visual_Condition_v2,2022.2.5,29.970116802752234,
6,0,6,0,,,,,,,,,,,,,,,,,,131.13150269980542,0.00024399999529123306,0.09917629999108613,137.13118629995733,6.015709399944171,137.2645685998723,0.03891379991546273,0.13247079984284937,5.999195500044152,143.2647545998916,143.33120959997177,0.0024210999254137278,0.09933019988238811,0.0,2.164598199771717,,6.099170699948445,3419,Visual,2025-02-04_13h09.43.269,Visual_Condition_v2,2022.2.5,29.970116802752234,
7,0,7,0,,,,,,,,,,,,,,,,,,145.531395399943,0.000920899910852313,0.09714829991571605,151.54798849998042,6.013814899837598,151.71452009980567,0.080855299718678,0.18050649971701205,6.01380979991518,157.71464269980788,157.7479288999457,0.01658999966457486,0.11380569962784648,0.0,1.1985049999784678,,,3419,Visual,2025-02-04_13h09.43.269,Visual_Condition_v2,2022.2.5,29.970116802752234,
8,0,8,0,,,,,,,,,,,,,,,,,,158.98137259995565,0.0004360999446362257,0.09779599984176457,164.9979758998379,6.014291599858552,165.1145680998452,0.02946289977990091,0.13104679971002042,6.0311064997222275,171.11489339987747,171.2145727998577,0.034032799769192934,0.13082259963266551,0.0,1.6645395997911692,,,3419,Visual,2025-02-04_13h09.43.269,Visual_Condition_v2,2022.2.5,29.970116802752234,
