loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,evaluate_all_emotions.thisRepN,evaluate_all_emotions.thisTrialN,evaluate_all_emotions.thisN,evaluate_all_emotions.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,sync_beep_3.stopped,sync_beep_4.started,sync_beep_4.stopped,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,Game_Start_Text.started,p_port_4.started,p_port_4.stopped,key_resp.started,key_resp.keys,key_resp.rt,fixation_cross.started,p_port_5.started,p_port_5.stopped,fixation_cross.stopped,p_port_6.started,player_image_intro.started,player_name_intro.started,p_port_7.started,p_port_7.stopped,p_port_8.started,player_image_offer.started,player_name_offer.started,proposed_split.started,p_port_9.started,p_port_9.stopped,proposed_split.stopped,accept_reject.started,p_port_15.started,p_port_15.stopped,accept_reject.stopped,p_port_10.started,arrow_instructions.started,offer_choice.started,p_port_11.started,p_port_11.stopped,offer_choice.keys,offer_choice.rt,Instructions_Affinity_Score.started,p_port_12.started,p_port_12.stopped,Instructions_Affinity_Score.stopped,Emotion_Image.started,AffinityScore.started,p_port_13.started,p_port_13.stopped,AffinityScore.response,AffinityScore.rt,Instruction.started,Moral_Disgust_Score.started,p_port_14.started,p_port_14.stopped,Moral_Disgust_Score.response,Moral_Disgust_Score.rt,player_image_offer.stopped,player_name_offer.stopped,player_image_intro.stopped,player_name_intro.stopped,p_port_6.stopped,p_port_10.stopped,p_port_8.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,19.825152000645176,0.000804500188678503,0.1156141001265496,20.422546599968335,20.73929900000803,21.023054999974555,21.339251399971545,21.622699500038287,21.939221299951896,21.939221299951896,0.0017999999690800905,0.09878399991430342,36.93926789984107,15.032206099946052,37.07248650002293,0.03228899999521673,0.13195870001800358,37.52258719992824,space,0.8024176000617445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9966,Moral,2025-03-09_14h34.03.255,MoralCondition_v2,2022.2.5,29.940998272662426,
0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,38.38926690001972,0.0016496998723596334,0.09835650003515184,44.405884800013155,6.0150122998747975,44.65602499991655,44.65602499991655,0.12302949978038669,0.2649950997438282,6.0316874999552965,50.70578749990091,50.70578749990091,50.70578749990091,0.09303839970380068,0.2149983998388052,56.40605009999126,56.57258419995196,6.01504289964214,6.115018599666655,62.57251610001549,12.014971299795434,62.70584009983577,62.70584009983577,0.015182399656623602,0.11492939968593419,up,0.5631673999596387,63.30588510003872,5.3799943998456e-05,0.09766660002060235,69.32265480002388,69.32265480002388,69.32265480002388,0.010964300017803907,0.11439840006642044,1.0,4.02130310004577,,,,,,,,,,,,,,9966,Moral,2025-03-09_14h34.03.255,MoralCondition_v2,2022.2.5,29.940998272662426,
0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.38952119997703,73.38952119997703,0.010507600149139762,0.11511740018613636,5.0,6.50585599988699,,,,,,,,,,,,,,9966,Moral,2025-03-09_14h34.03.255,MoralCondition_v2,2022.2.5,29.940998272662426,
0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.9393943999894,79.9393943999894,0.009804199915379286,0.11450790008530021,7.0,6.972369099967182,,,,,,,,,,,,,,9966,Moral,2025-03-09_14h34.03.255,MoralCondition_v2,2022.2.5,29.940998272662426,
0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.95595639990643,86.95595639990643,0.011708599980920553,0.11491329991258681,1.0,2.037634199950844,,,,,,,,,,,,,,9966,Moral,2025-03-09_14h34.03.255,MoralCondition_v2,2022.2.5,29.940998272662426,
0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.022583700018,89.022583700018,0.009058400057256222,0.09931370010599494,1.0,1.8247423998545855,,,,,,,,,,,,,,9966,Moral,2025-03-09_14h34.03.255,MoralCondition_v2,2022.2.5,29.940998272662426,
0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.90609559998848,90.90609559998848,0.011926200008019805,0.11424370016902685,3.0,5.403355000074953,,,,,,,,,,,,,,9966,Moral,2025-03-09_14h34.03.255,MoralCondition_v2,2022.2.5,29.940998272662426,
0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.35613149986602,96.35613149986602,0.009389200014993548,0.11586749996058643,2.0,1.4406705000437796,,,,,,,,,,,,,,9966,Moral,2025-03-09_14h34.03.255,MoralCondition_v2,2022.2.5,29.940998272662426,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.8224875999149,97.8224875999149,0.001356600085273385,0.09779130015522242,7.0,8.097709299996495,,,,,,,,9966,Moral,2025-03-09_14h34.03.255,MoralCondition_v2,2022.2.5,29.940998272662426,
1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,105.95599759998731,0.0002631999086588621,0.09808699996210635,111.95574589981697,6.031304300064221,112.18945239996538,112.18945239996538,0.11529349978081882,0.2314575999043882,6.031292699975893,118.25583549984731,118.25583549984731,118.25583549984731,0.09093679976649582,0.19813389983028173,123.95577499992214,124.15574039984494,6.031286899698898,6.131293599726632,130.15571630001068,12.03125309990719,130.2890496000182,130.2890496000182,0.03135559963993728,0.13125159963965416,up,0.5636426000855863,130.88904749997891,3.709993325173855e-05,0.09758549998514354,136.8888886999339,136.8888886999339,136.8888886999339,0.00937809981405735,0.09766860003583133,1.0,2.022726000053808,,,,,,,130.25565349985845,130.25565349985845,,,,,,9966,Moral,2025-03-09_14h34.03.255,MoralCondition_v2,2022.2.5,29.940998272662426,
1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.9557460998185,138.9557460998185,0.006738899974152446,0.09901680005714297,1.0,0.9935202000197023,,,,,,,,,,,,,,9966,Moral,2025-03-09_14h34.03.255,MoralCondition_v2,2022.2.5,29.940998272662426,
1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.00594389997423,140.00594389997423,0.008438799995929003,0.11506280000321567,7.0,5.907772999955341,,,,,,,,,,,,,,9966,Moral,2025-03-09_14h34.03.255,MoralCondition_v2,2022.2.5,29.940998272662426,
1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.93909460003488,145.93909460003488,0.007732300087809563,0.09820039989426732,5.0,1.924731200095266,,,,,,,,,,,,,,9966,Moral,2025-03-09_14h34.03.255,MoralCondition_v2,2022.2.5,29.940998272662426,
1,0,1,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.9056168999523,147.9056168999523,0.0072484000120311975,0.09842050005681813,2.0,2.325740500120446,,,,,,,,,,,,,,9966,Moral,2025-03-09_14h34.03.255,MoralCondition_v2,2022.2.5,29.940998272662426,
