Blocks_of_Tastants.thisRepN,Blocks_of_Tastants.thisTrialN,Blocks_of_Tastants.thisN,Blocks_of_Tastants.thisIndex,Each_Tastant_Once.thisRepN,Each_Tastant_Once.thisTrialN,Each_Tastant_Once.thisN,Each_Tastant_Once.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_2.started,sync_beep_3.started,baseline.started,p_port_2.started,p_port_2.stopped,p_port_3.started,baseline.stopped,cross.started,p_port_4.started,p_port_4.stopped,p_port_5.started,cross.stopped,instructions.started,spacebar_hit.started,p_port_6.started,p_port_6.stopped,spacebar_hit.keys,spacebar_hit.rt,grab_cup.started,key_resp.started,p_port_7.started,p_port_7.stopped,key_resp.keys,key_resp.rt,taste_sound_1.started,p_port_8.started,p_port_8.stopped,taste_sound_2.started,taste_sound_3.started,Roll_liquid_taste.started,spit_text.started,spit_sound.started,p_port_9.started,p_port_9.stopped,spit_sound.stopped,spit_text.stopped,screen_clear.started,screen_clear.stopped,p_port_18.started,Palatability_Score.started,p_port_17.started,Instruction.started,p_port_17.stopped,Palatability_Score.response,Palatability_Score.rt,Rinse_text.started,p_port_10.started,p_port_10.stopped,Rinse_text.stopped,Begin_Rinse.started,p_port_11.started,p_port_11.stopped,Begin_Rinse.stopped,Finish_rinse.started,Rinse_Spit.started,p_port_12.started,p_port_12.stopped,Finish_rinse.stopped,rest_text.started,p_port_13.started,p_port_13.stopped,p_port_14.started,rest_text.stopped,taste_sound_1.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,0,0,0,0,9.715947190427686,0.0005549000343307853,0.11348499997984618,10.215956530033145,10.73298463000683,11.016005899989977,0.0322968999389559,0.16377700003795326,15.010045100003481,26.03269929997623,26.099409200018272,0.014445399981923401,0.13022789999376982,6.013769799959846,32.13297789997887,32.1995167999994,32.1995167999994,0.013915900024585426,0.14709129999391735,space,3.6065262999618426,35.84583130001556,35.84583130001556,1.2800097465515137e-05,0.1124857000540942,num_9,7.184361899970099,43.06621012996184,0.0024779000086709857,0.13109569996595383,43.86653363002697,44.66615172995953,45.099509899970144,53.11630160000641,53.09953193002148,0.03409189998637885,0.16439399996306747,54.11614779999945,55.14953840000089,55.28286739997566,55.79955999995582,10.014405600028113,63.200340799987316,0.01703240000642836,63.200340799987316,0.1477982000214979,3.0,12.698307799990289,75.93314139998984,0.002801200025714934,0.13092809997033328,81.94956480001565,82.13289043001132,6.214287900016643,6.347615799983032,83.149430999998,102.13315643005771,102.14965489995666,26.214515200001188,26.347696600016207,103.14954989997204,105.14953589998186,0.016045000054873526,0.14763680007308722,30.01436430006288,135.18302859994583,,666,Gustatory,2024-08-05_11h13.22.162,Gustatory_Condition_v2,2022.2.5,59.97249659912337,
,,,,,,,,,,,,,,,,,,135.24964779999573,0.0147139000473544,0.14785330009181052,6.014365400071256,141.2829896999756,141.34965280001052,141.34965280001052,0.014471900067292154,0.1476957000559196,space,4.888387500075623,146.29968950001057,146.29968950001057,5.589995998889208e-05,0.1312889999244362,num_9,10.978190500056371,157.29966772996121,0.0021560000022873282,0.13122829992789775,158.11632043003337,158.91641773000592,159.31634889997076,167.33300189999864,167.31637493005255,0.017148899962194264,0.14777519996277988,,169.33284379995894,169.49945300002582,169.9993902000133,,,,,,,,,,,,,,,,,,,,,,,,,,157.61617920000572,,,,,,,
