loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,evaluate_all_emotions.thisRepN,evaluate_all_emotions.thisTrialN,evaluate_all_emotions.thisN,evaluate_all_emotions.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,sync_beep_3.stopped,sync_beep_4.started,sync_beep_4.stopped,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,p_port_3.stopped,Game_Start_Text.started,p_port_4.started,p_port_4.stopped,key_resp.started,key_resp.keys,key_resp.rt,fixation_cross.started,p_port_5.started,p_port_5.stopped,fixation_cross.stopped,p_port_6.started,player_image_intro.started,player_name_intro.started,p_port_7.started,p_port_7.stopped,p_port_8.started,player_image_offer.started,player_name_offer.started,proposed_split.started,p_port_9.started,p_port_9.stopped,proposed_split.stopped,accept_reject.started,p_port_15.started,p_port_15.stopped,accept_reject.stopped,p_port_10.started,arrow_instructions.started,offer_choice.started,p_port_11.started,p_port_11.stopped,offer_choice.keys,offer_choice.rt,Instructions_Affinity_Score.started,p_port_12.started,p_port_12.stopped,Emotion_Image.started,AffinityScore.started,p_port_13.started,p_port_13.stopped,AffinityScore.response,AffinityScore.rt,Instruction.started,Moral_Disgust_Score.started,p_port_14.started,p_port_14.stopped,Moral_Disgust_Score.response,Moral_Disgust_Score.rt,p_port_6.stopped,player_image_intro.stopped,player_name_intro.stopped,player_image_offer.stopped,player_name_offer.stopped,Instructions_Affinity_Score.stopped,p_port_8.stopped,p_port_10.stopped,participant,session,date,expName,psychopyVersion,frameRate,
5,0,5,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458.2204296999844,458.2204296999844,0.006696099997498095,0.0991908999858424,3.0,3.3936022999696434,,,,,,,,,,,,,,,5657,Moral,2025-03-04_13h34.50.435,MoralCondition_v2,2022.2.5,29.99922902791284,
5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461.6539147000294,461.6539147000294,0.0009376000380143523,0.099281300092116,2.0,5.399361899937503,,,,,,,,,5657,Moral,2025-03-04_13h34.50.435,MoralCondition_v2,2022.2.5,29.99922902791284,
6,0,6,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,467.08739729993977,0.00030429998878389597,0.09773289994336665,473.1036684999708,6.014353699982166,473.27063929999713,473.27063929999713,0.07045190001372248,0.18126600002869964,6.014371800003573,479.37044760002755,479.37044760002755,479.37044760002755,0.07121369999367744,0.18103269999846816,485.07033769995905,485.27031139994506,6.014455700060353,6.114336500060745,491.27030470001046,12.014394600060768,491.4035910000093,491.4035910000093,0.014511000015772879,0.11432030005380511,down,15.304067900055088,506.75361789995804,4.6600005589425564e-05,0.09799449995625764,512.7705033000093,512.7705033000093,0.00939490005839616,0.11472720000892878,6.0,2.3729213000042364,,,,,,,,479.27035150001757,479.27035150001757,491.37028539995663,491.37028539995663,512.7705033000093,,,5657,Moral,2025-03-04_13h34.50.435,MoralCondition_v2,2022.2.5,29.99922902791284,
6,0,6,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515.1702606999315,515.1702606999315,0.006435499992221594,0.09889000002294779,2.0,1.6601732999552041,,,,,,,,,,,,,,,5657,Moral,2025-03-04_13h34.50.435,MoralCondition_v2,2022.2.5,29.99922902791284,
6,0,6,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516.8703774999594,516.8703774999594,0.00767169997561723,0.09811040002387017,5.0,1.5247695000143722,,,,,,,,,,,,,,,5657,Moral,2025-03-04_13h34.50.435,MoralCondition_v2,2022.2.5,29.99922902791284,
6,0,6,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,518.4375073999399,518.4375073999399,0.007407600060105324,0.09842569997999817,3.0,2.425398899940774,,,,,,,,,,,,,,,5657,Moral,2025-03-04_13h34.50.435,MoralCondition_v2,2022.2.5,29.99922902791284,
6,0,6,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520.9034535000101,520.9034535000101,0.006940099992789328,0.09887139999773353,4.0,2.3599030000623316,,,,,,,,,,,,,,,5657,Moral,2025-03-04_13h34.50.435,MoralCondition_v2,2022.2.5,29.99922902791284,
6,0,6,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523.3206754999701,523.3206754999701,0.010679599945433438,0.1150160999968648,6.0,3.6051690001040697,,,,,,,,,,,,,,,5657,Moral,2025-03-04_13h34.50.435,MoralCondition_v2,2022.2.5,29.99922902791284,
6,0,6,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,526.9535245000152,526.9535245000152,0.00737979996483773,0.09812659991439432,3.0,2.792242299998179,,,,,,,,,,,,,,,5657,Moral,2025-03-04_13h34.50.435,MoralCondition_v2,2022.2.5,29.99922902791284,
6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529.7868966000387,529.7868966000387,0.0020056000212207437,0.0974622000940144,2.0,5.096752200042829,,,,,,,,,5657,Moral,2025-03-04_13h34.50.435,MoralCondition_v2,2022.2.5,29.99922902791284,
7,0,7,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,534.9204065999947,0.0002975999377667904,0.09802299994044006,540.9368257999886,6.014700099942274,541.1037530000322,541.1037530000322,0.06755909998901188,0.18128469993826002,6.014560099923983,547.1868179000448,547.1868179000448,547.1868179000448,0.06978480005636811,0.16482389997690916,552.8868225000333,553.1202301000012,6.031313400017098,6.131296199979261,559.1202339000301,12.031295799999498,559.2535238999408,559.2535238999408,0.031450800015591085,0.13120950001757592,up,20.397623399971053,579.703447900014,5.6299963034689426e-05,0.09757869993336499,585.7033268000232,585.7033268000232,0.008815099950879812,0.09745589992962778,6.0,6.723065000027418,,,,,,,,547.1035079000285,547.1035079000285,559.1867955999915,559.1867955999915,585.7033268000232,,,5657,Moral,2025-03-04_13h34.50.435,MoralCondition_v2,2022.2.5,29.99922902791284,
7,0,7,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592.4701544999843,592.4701544999843,0.007672699983231723,0.09756649995688349,6.0,1.49149479996413,,,,,,,,,,,,,,,5657,Moral,2025-03-04_13h34.50.435,MoralCondition_v2,2022.2.5,29.99922902791284,
7,0,7,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,594.0034122000216,594.0034122000216,0.007649799925275147,0.09798389999195933,5.0,2.6578499000752345,,,,,,,,,,,,,,,5657,Moral,2025-03-04_13h34.50.435,MoralCondition_v2,2022.2.5,29.99922902791284,
7,0,7,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,596.703283800045,596.703283800045,0.007653999957256019,0.09772009996231645,5.0,1.0577612000051886,,,,,,,,,,,,,,,5657,Moral,2025-03-04_13h34.50.435,MoralCondition_v2,2022.2.5,29.99922902791284,
7,0,7,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,597.8202899999451,597.8202899999451,0.008009099983610213,0.1144322999753058,5.0,3.5074076000601053,,,,,,,,,,,,,,,5657,Moral,2025-03-04_13h34.50.435,MoralCondition_v2,2022.2.5,29.99922902791284,
7,0,7,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601.3536649999442,601.3536649999442,0.006517000030726194,0.09916270000394434,3.0,4.693705499987118,,,,,,,,,,,,,,,5657,Moral,2025-03-04_13h34.50.435,MoralCondition_v2,2022.2.5,29.99922902791284,
7,0,7,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,606.103609999991,606.103609999991,0.008580900030210614,0.11395440006162971,2.0,2.573045700090006,,,,,,,,,,,,,,,5657,Moral,2025-03-04_13h34.50.435,MoralCondition_v2,2022.2.5,29.99922902791284,
7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608.7036901999963,608.7036901999963,0.0006934999255463481,0.0995035000378266,3.0,7.700306799961254,,,,,,,,,5657,Moral,2025-03-04_13h34.50.435,MoralCondition_v2,2022.2.5,29.99922902791284,
8,0,8,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,616.4370763000334,0.0002905000001192093,0.09860900009516627,622.4366363999434,6.031303600058891,622.6367727000033,622.6367727000033,0.08618030010256916,0.19792870013043284,6.031230200082064,628.7199180999305,628.7199180999305,628.7199180999305,0.0815266000572592,0.18137910007499158,634.4200777999358,634.6199418000178,6.01462310005445,6.1145415001083165,640.6199194999645,12.014575100154616,640.7535278999712,640.7535278999712,0.014987600152380764,0.11449010006617755,up,9.777413300005719,650.5865500000073,4.67000063508749e-05,0.09786629991140217,656.5864120000042,656.5864120000042,0.008195100002922118,0.09799409995321184,1.0,4.390996799920686,,,,,,,,628.636585899978,628.636585899978,640.72018449998,640.72018449998,656.5864120000042,,,5657,Moral,2025-03-04_13h34.50.435,MoralCondition_v2,2022.2.5,29.99922902791284,
8,0,8,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,661.0199443999445,661.0199443999445,0.006631100084632635,0.0991750000976026,6.0,2.1602411000058055,,,,,,,,,,,,,,,5657,Moral,2025-03-04_13h34.50.435,MoralCondition_v2,2022.2.5,29.99922902791284,
8,0,8,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,663.2197359999409,663.2197359999409,0.008402199950069189,0.09900739998556674,5.0,1.6251381000038236,,,,,,,,,,,,,,,5657,Moral,2025-03-04_13h34.50.435,MoralCondition_v2,2022.2.5,29.99922902791284,
8,0,8,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,664.8864360000007,664.8864360000007,0.00784080009907484,0.09778619999997318,1.0,2.5577941000228748,,,,,,,,,,,,,,,5657,Moral,2025-03-04_13h34.50.435,MoralCondition_v2,2022.2.5,29.99922902791284,
8,0,8,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,667.4863993999315,667.4863993999315,0.007805299945175648,0.09771939995698631,5.0,3.5577164998976514,,,,,,,,,,,,,,,5657,Moral,2025-03-04_13h34.50.435,MoralCondition_v2,2022.2.5,29.99922902791284,
8,0,8,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,671.0865250999341,671.0865250999341,0.0074078000616282225,0.09782799996901304,3.0,1.6581234999466687,,,,,,,,,,,,,,,5657,Moral,2025-03-04_13h34.50.435,MoralCondition_v2,2022.2.5,29.99922902791284,
8,0,8,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,672.7865419000154,672.7865419000154,0.006652700016275048,0.09914559999015182,4.0,2.426926300046034,,,,,,,,,,,,,,,5657,Moral,2025-03-04_13h34.50.435,MoralCondition_v2,2022.2.5,29.99922902791284,
8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,675.253232399933,675.253232399933,0.001178200007416308,0.09943940001539886,2.0,4.09915619995445,,,,,,,,,5657,Moral,2025-03-04_13h34.50.435,MoralCondition_v2,2022.2.5,29.99922902791284,
9,0,9,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,679.3864599999506,0.0002723999787122011,0.0979496999643743,685.3864578999346,6.031306399963796,685.6197738000192,685.6197738000192,0.12418899999465793,0.231216499931179,6.031234699999914,691.6865476999665,691.6865476999665,691.6865476999665,0.09166469995398074,0.19808810006361455,697.3863589999964,697.58627910004,6.031082900008187,6.131201999960467,703.5863739999477,12.031220400007442,703.7199258999899,703.7199258999899,0.031601800001226366,0.1311635000165552,down,1.0354090000037104,704.819904700038,5.110003985464573e-05,0.09776170004624873,710.8195762999821,710.8195762999821,0.00559449999127537,0.09781230008229613,5.0,2.159835800062865,,,,,,,,,,703.686602300033,703.686602300033,710.8195762999821,,,5657,Moral,2025-03-04_13h34.50.435,MoralCondition_v2,2022.2.5,29.99922902791284,
9,0,9,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,713.0197953999741,713.0197953999741,0.006760899908840656,0.09905039996374398,5.0,4.193296700017527,,,,,,,,,,,,,,,5657,Moral,2025-03-04_13h34.50.435,MoralCondition_v2,2022.2.5,29.99922902791284,
9,0,9,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,717.2529065000126,717.2529065000126,0.007087599951773882,0.09936529991682619,6.0,3.560021199984476,,,,,,,,,,,,,,,5657,Moral,2025-03-04_13h34.50.435,MoralCondition_v2,2022.2.5,29.99922902791284,
9,0,9,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720.8700505000306,720.8700505000306,0.009236200014129281,0.11582679999992251,5.0,5.441143000032753,,,,,,,,,,,,,,,5657,Moral,2025-03-04_13h34.50.435,MoralCondition_v2,2022.2.5,29.99922902791284,
9,0,9,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,726.336326199933,726.336326199933,0.007479799911379814,0.09801879990845919,6.0,6.191245900001377,,,,,,,,,,,,,,,5657,Moral,2025-03-04_13h34.50.435,MoralCondition_v2,2022.2.5,29.99922902791284,
9,0,9,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,732.5696754000382,732.5696754000382,0.0075752000557258725,0.0976575999520719,7.0,8.024445799994282,,,,,,,,,,,,,,,5657,Moral,2025-03-04_13h34.50.435,MoralCondition_v2,2022.2.5,29.99922902791284,
9,0,9,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.6362223000033,740.6362223000033,0.007127400022000074,0.09802809997927397,2.0,3.025269199977629,,,,,,,,,,,,,,,5657,Moral,2025-03-04_13h34.50.435,MoralCondition_v2,2022.2.5,29.99922902791284,
9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,743.7030374000315,743.7030374000315,0.0006776000373065472,0.09929810010362417,2.0,8.43303980003111,,,,,,,,,5657,Moral,2025-03-04_13h34.50.435,MoralCondition_v2,2022.2.5,29.99922902791284,
10,0,10,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,752.1698358999565,0.00014159991405904293,0.09915489994455129,758.186241599964,6.015749799902551,758.352822399931,758.352822399931,0.07668069994542748,0.1826447999337688,6.015828800038435,764.4528078000294,764.4528078000294,764.4528078000294,0.07763730001170188,0.18238460004795343,770.1529144999804,770.3528454999905,6.01574589998927,6.115892900037579,776.3527066999814,12.015525400056504,776.486212000018,776.486212000018,0.015903000021353364,0.1157438000664115,down,0.8774402999551967,777.419538600021,4.5599997974932194e-05,0.09775600000284612,783.4360699999379,783.4360699999379,0.024471199954859912,0.11426219996064901,5.0,5.024483300046995,,,,,,,,764.3531084000133,764.3531084000133,776.452837400022,776.452837400022,,,,5657,Moral,2025-03-04_13h34.50.435,MoralCondition_v2,2022.2.5,29.99922902791284,
10,0,10,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,788.5195449000457,788.5195449000457,0.007769000018015504,0.11422719992697239,5.0,2.241075399913825,,,,,,,,,,,,,,,5657,Moral,2025-03-04_13h34.50.435,MoralCondition_v2,2022.2.5,29.99922902791284,
10,0,10,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,790.8030484999763,790.8030484999763,0.007491500000469387,0.11395290005020797,6.0,3.773990900022909,,,,,,,,,,,,,,,5657,Moral,2025-03-04_13h34.50.435,MoralCondition_v2,2022.2.5,29.99922902791284,
10,0,10,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,794.6028739999747,794.6028739999747,0.006779499934054911,0.09917959989979863,6.0,1.8934794999659061,,,,,,,,,,,,,,,5657,Moral,2025-03-04_13h34.50.435,MoralCondition_v2,2022.2.5,29.99922902791284,
10,0,10,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,796.5362660000101,796.5362660000101,0.006695699994452298,0.09834409994073212,3.0,5.092912599910051,,,,,,,,,,,,,,,5657,Moral,2025-03-04_13h34.50.435,MoralCondition_v2,2022.2.5,29.99922902791284,
10,0,10,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,801.669421199942,801.669421199942,0.006315600010566413,0.09934199997223914,6.0,2.0606431999476627,,,,,,,,,,,,,,,5657,Moral,2025-03-04_13h34.50.435,MoralCondition_v2,2022.2.5,29.99922902791284,
10,0,10,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803.7696702999528,803.7696702999528,0.006639299914240837,0.0991292999824509,5.0,3.360134300077334,,,,,,,,,,,,,,,5657,Moral,2025-03-04_13h34.50.435,MoralCondition_v2,2022.2.5,29.99922902791284,
10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,807.16973590001,807.16973590001,0.0013268999755382538,0.09750679996795952,2.0,3.530694199958816,,,,,,,,,5657,Moral,2025-03-04_13h34.50.435,MoralCondition_v2,2022.2.5,29.99922902791284,
11,0,11,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,810.7359797999961,0.0004463999066501856,0.09706840000580996,816.7361006999854,6.030551999923773,816.9359574000118,816.9359574000118,0.08522419992368668,0.19721949996892363,6.0305227999342605,823.0361249999842,823.0361249999842,823.0361249999842,0.08392320002894849,0.19736750004813075,828.7359813000076,828.9360386999324,6.030611600028351,6.130561299971305,834.9360674000345,12.030581400031224,835.0693862999324,835.0693862999324,0.030889800051227212,0.13051190006081015,up,4.070218799985014,839.202745800023,0.00014819996431469917,0.09818739991169423,845.2195471000159,845.2195471000159,0.009245799970813096,0.11475219996646047,3.0,2.6399073000065982,,,,,,,,822.9360682000406,822.9360682000406,835.0361683999654,835.0361683999654,845.2195471000159,,,5657,Moral,2025-03-04_13h34.50.435,MoralCondition_v2,2022.2.5,29.99922902791284,
11,0,11,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,847.886101400014,847.886101400014,0.008225199999287724,0.09752289997413754,5.0,0.9235084999818355,,,,,,,,,,,,,,,5657,Moral,2025-03-04_13h34.50.435,MoralCondition_v2,2022.2.5,29.99922902791284,
11,0,11,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,848.8527811999666,848.8527811999666,0.009195100050419569,0.09765380003955215,5.0,2.989496499998495,,,,,,,,,,,,,,,5657,Moral,2025-03-04_13h34.50.435,MoralCondition_v2,2022.2.5,29.99922902791284,
11,0,11,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,851.8858413000125,851.8858413000125,0.006519399932585657,0.09851109993178397,2.0,2.293171999976039,,,,,,,,,,,,,,,5657,Moral,2025-03-04_13h34.50.435,MoralCondition_v2,2022.2.5,29.99922902791284,
11,0,11,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,854.219459899934,854.219459899934,0.007402800023555756,0.0979277000296861,2.0,1.7917180000804365,,,,,,,,,,,,,,,5657,Moral,2025-03-04_13h34.50.435,MoralCondition_v2,2022.2.5,29.99922902791284,
11,0,11,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,856.0525281999726,856.0525281999726,0.006933500058948994,0.09932260005734861,6.0,1.7933797999285161,,,,,,,,,,,,,,,5657,Moral,2025-03-04_13h34.50.435,MoralCondition_v2,2022.2.5,29.99922902791284,
11,0,11,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,857.8858379999874,857.8858379999874,0.00666730001103133,0.09897739998996258,1.0,2.4598854000214487,,,,,,,,,,,,,,,5657,Moral,2025-03-04_13h34.50.435,MoralCondition_v2,2022.2.5,29.99922902791284,
11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,860.3861002000049,860.3861002000049,0.00116610003169626,0.09806729992851615,4.0,17.098406700068153,,,,,,,,,5657,Moral,2025-03-04_13h34.50.435,MoralCondition_v2,2022.2.5,29.99922902791284,
12,0,12,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,877.5195776999462,0.0004053000593557954,0.09784800000488758,883.5023847999983,6.014137500082143,883.6858112999471,883.6858112999471,0.04962620011065155,0.16454360005445778,6.030975100118667,889.8193073000293,889.8193073000293,889.8193073000293,0.08337140013463795,0.19778170005884022,895.5192076000385,895.7192121000262,6.030989000108093,6.130803300067782,901.7193272999721,12.03113740007393,901.8525216999697,901.8525216999697,0.031126400106586516,0.1309277000837028,down,2.21450050000567,904.1192100000335,4.819990135729313e-05,0.09776979999151081,910.1190646999748,910.1190646999748,0.009418200002983212,0.09767619997728616,2.0,2.8561065999092534,,,,,,,6.097512700012885,889.6858577999519,889.6858577999519,901.8191789999837,901.8191789999837,910.1190646999748,,,5657,Moral,2025-03-04_13h34.50.435,MoralCondition_v2,2022.2.5,29.99922902791284,
12,0,12,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,913.0360788999824,913.0360788999824,0.009068700019270182,0.11403940001036972,3.0,6.539275099989027,,,,,,,,,,,,,,,5657,Moral,2025-03-04_13h34.50.435,MoralCondition_v2,2022.2.5,29.99922902791284,
12,0,12,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,919.6023287000135,919.6023287000135,0.0065654999343678355,0.09919959993567318,3.0,4.99369899998419,,,,,,,,,,,,,,,5657,Moral,2025-03-04_13h34.50.435,MoralCondition_v2,2022.2.5,29.99922902791284,
12,0,12,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,924.6358309999341,924.6358309999341,0.006479600095190108,0.09925890003796667,7.0,2.6271104000043124,,,,,,,,,,,,,,,5657,Moral,2025-03-04_13h34.50.435,MoralCondition_v2,2022.2.5,29.99922902791284,
12,0,12,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,927.3194119000109,927.3194119000109,0.008564400020986795,0.11453580006491393,7.0,1.5735854000085965,,,,,,,,,,,,,,,5657,Moral,2025-03-04_13h34.50.435,MoralCondition_v2,2022.2.5,29.99922902791284,
12,0,12,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,928.9360539999325,928.9360539999325,0.008329600095748901,0.11432460008654743,5.0,5.30690860003233,,,,,,,,,,,,,,,5657,Moral,2025-03-04_13h34.50.435,MoralCondition_v2,2022.2.5,29.99922902791284,
12,0,12,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,934.2691044999519,934.2691044999519,0.006440300028771162,0.09900970000308007,3.0,4.360171400010586,,,,,,,,,,,,,,,5657,Moral,2025-03-04_13h34.50.435,MoralCondition_v2,2022.2.5,29.99922902791284,
12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,938.6691772999475,938.6691772999475,0.001096900086849928,0.09862340008839965,1.0,4.565213799942285,,,,,,,,,5657,Moral,2025-03-04_13h34.50.435,MoralCondition_v2,2022.2.5,29.99922902791284,
13,0,13,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,943.2691800999455,0.00034289993345737457,0.09766359999775887,949.2858157999581,6.014298400026746,949.4522490999661,949.4522490999661,0.06856739998329431,0.18099609995260835,6.014298200025223,955.5524948999519,955.5524948999519,955.5524948999519,0.06891979998908937,0.18083209998439997,961.2523293000413,961.4524823999964,6.0144592999713495,6.114195800037123,967.4524535000091,12.014433500007726,967.5856579999672,967.5856579999672,0.014511000015772879,0.11425460001919419,down,1.3776273999828845,969.0023007999407,4.730001091957092e-05,0.097413600073196,975.0192669000244,975.0192669000244,0.008278300054371357,0.11394479998853058,3.0,6.973350399988703,,,,,,,,955.4523385999491,955.4523385999491,967.552312899963,967.552312899963,975.0192669000244,,,5657,Moral,2025-03-04_13h34.50.435,MoralCondition_v2,2022.2.5,29.99922902791284,
13,0,13,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,982.0190720999381,982.0190720999381,0.007441100082360208,0.09807210008148104,2.0,4.4254439999349415,,,,,,,,,,,,,,,5657,Moral,2025-03-04_13h34.50.435,MoralCondition_v2,2022.2.5,29.99922902791284,
13,0,13,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,986.4856126999948,986.4856126999948,0.007488700095564127,0.09792480000760406,7.0,1.9915631999028847,,,,,,,,,,,,,,,5657,Moral,2025-03-04_13h34.50.435,MoralCondition_v2,2022.2.5,29.99922902791284,
13,0,13,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,988.5189341999358,988.5189341999358,0.007863300037570298,0.09727400005795062,1.0,9.45701899996493,,,,,,,,,,,,,,,5657,Moral,2025-03-04_13h34.50.435,MoralCondition_v2,2022.2.5,29.99922902791284,
13,0,13,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,998.0191199999535,998.0191199999535,0.0084627999458462,0.09793799999170005,5.0,5.4570353999733925,,,,,,,,,,,,,,,5657,Moral,2025-03-04_13h34.50.435,MoralCondition_v2,2022.2.5,29.99922902791284,
