Blocks_of_Tastants.thisRepN,Blocks_of_Tastants.thisTrialN,Blocks_of_Tastants.thisN,Blocks_of_Tastants.thisIndex,Each_Tastant_Once.thisRepN,Each_Tastant_Once.thisTrialN,Each_Tastant_Once.thisN,Each_Tastant_Once.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_2.started,sync_beep_3.started,sync_beep_3.stopped,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,cross.started,p_port_4.started,p_port_4.stopped,cross.stopped,p_port_5.started,instructions.started,spacebar_hit.started,p_port_6.started,p_port_6.stopped,spacebar_hit.keys,spacebar_hit.rt,grab_cup.started,key_resp.started,p_port_7.started,p_port_7.stopped,key_resp.keys,key_resp.rt,taste_sound_1.started,p_port_8.started,p_port_8.stopped,taste_sound_1.stopped,taste_sound_2.started,taste_sound_2.stopped,taste_sound_3.started,taste_sound_3.stopped,Roll_liquid_taste.started,Roll_liquid_taste.stopped,spit_text.started,spit_sound.started,p_port_9.started,p_port_9.stopped,spit_text.stopped,screen_clear.started,screen_clear.stopped,p_port_18.started,p_port_18.stopped,Palatability_Score.started,p_port_17.started,Instruction.started,p_port_17.stopped,Palatability_Score.response,Palatability_Score.rt,Rinse_text.started,p_port_10.started,p_port_10.stopped,Rinse_text.stopped,Begin_Rinse.started,p_port_11.started,p_port_11.stopped,Finish_rinse.started,Rinse_Spit.started,p_port_12.started,p_port_12.stopped,Rinse_Spit.stopped,rest_text.started,p_port_13.started,p_port_13.stopped,rest_text.stopped,p_port_14.started,spit_sound.stopped,Begin_Rinse.stopped,Finish_rinse.stopped,p_port_14.stopped,p_port_5.stopped,break_text.started,p_port_15.started,p_port_15.stopped,break_text.stopped,p_port_16.started,p_port_16.stopped,participant,session,date,expName,psychopyVersion,frameRate,
3,0,3,0,2,0,2,0,,,,,,,,,,,,1776.6331195998937,0.014612999744713306,0.11408719979226589,1782.6497208001092,6.030766099691391,1782.7497820006683,1782.7497820006683,0.030853700824081898,0.13076020032167435,space,1.5644266000017524,1784.3497637007385,1784.3497637007385,4.269927740097046e-05,0.09791480004787445,num_9,4.300449799746275,1788.6997797106392,0.0020618997514247894,0.09803829994052649,1789.0169932004064,1789.4997399103827,1789.7995001003146,1790.2997809107414,1790.6163699002936,1790.6831026002765,1798.6996622001752,1798.6996622001752,1798.6997225106693,0.0014213994145393372,0.0979360993951559,1800.6996769001707,1800.8997130002826,1801.4162431005388,10.031237099319696,,1808.8329304000363,0.03398539964109659,1808.8329304000363,0.13122109975665808,3.0,3.498220800422132,1812.3665923001245,0.0022571003064513206,0.09828499983996153,1818.382946100086,1818.5663172098807,6.231514899991453,6.3314958000555634,1838.5662010106257,1838.5661928001791,26.231467500329018,26.331646299920976,1841.566367899999,1841.566367899999,0.0007686996832489967,0.09828830044716597,1871.5660522002727,30.031324700452387,1799.7163016004488,1819.5829394003376,1839.5661754002795,,,,,,,,,8536,Gustatory,2024-12-10_13h11.45.377,Gustatory_Condition_v2,2022.2.5,30.001776090727382,
3,0,3,0,3,0,3,0,,,,,,,,,,,,1871.6993772005662,0.03205549996346235,0.13130260072648525,1877.6992768002674,6.015092000365257,1877.7826877003536,1877.7826877003536,0.0145544009283185,0.11460310034453869,space,1.6189312003552914,1879.4493804005906,1879.4493804005906,4.3200328946113586e-05,0.09800540003925562,num_9,2.94404730014503,1882.4493120106868,0.0006932998076081276,0.09958279971033335,1882.7660106001422,1883.2160551100037,1883.515987300314,1884.016028310079,1884.3159559005871,1884.4160093003884,1892.4326510000974,1892.4326510000974,1892.4326689102686,0.016320999711751938,0.11629209946841002,1894.4325983999297,1894.5992908999324,1895.1159308999777,9.999371599406004,10.082785199396312,1902.5324527006596,0.015993000008165836,1902.5324527006596,0.1159290000796318,1.0,2.6973043996840715,1905.2658937005326,0.0030800998210906982,0.09781640022993088,1911.265904900618,1911.4492992105893,6.214480900205672,6.314474600367248,1931.4491021101362,1931.4491715002805,26.214559799991548,26.31441960018128,1934.4491520002484,1934.4491520002484,0.014471899718046188,0.11442719958722591,1964.4490057006478,30.014299199916422,1893.4325950006023,1912.4658596003428,1932.465789400041,,,,,,,,,8536,Gustatory,2024-12-10_13h11.45.377,Gustatory_Condition_v2,2022.2.5,30.001776090727382,
3,0,3,0,4,0,4,0,,,,,,,,,,,,1964.5823143003508,0.01497500017285347,0.11426980048418045,1970.5989885004237,6.030918300151825,1970.698978099972,1970.698978099972,0.031103700399398804,0.1309202006086707,space,1.758444999344647,1972.4990007001907,1972.4990007001907,3.8100406527519226e-05,0.09799470007419586,num_9,5.750421699136496,1978.2990262106991,0.002703700214624405,0.09822219982743263,1978.6155876005068,1979.0823357104323,,1979.8821753104216,1980.1822488000616,1980.2822721004486,1988.2822526004165,1988.2822526004165,1988.2825452107004,0.014773099683225155,0.11470390018075705,1990.2822296004742,1990.4989032000303,1990.9989202003926,10.014894200488925,,1998.4154243003577,0.01786630041897297,1998.4154243003577,0.11453130003064871,3.0,4.1644064001739025,2002.6156408004463,0.002193000167608261,0.098136099986732,2008.6154932007194,2008.8155428105033,6.231426000595093,6.331637900322676,2028.7990094105712,2028.7990153003484,26.214977100491524,26.31466280017048,2031.815393799916,2031.815393799916,0.00044220034033060074,0.09795290045440197,2061.815321800299,30.031244500540197,1989.28215130046,2009.8321309005842,2029.8154295999557,,,,,,,,,8536,Gustatory,2024-12-10_13h11.45.377,Gustatory_Condition_v2,2022.2.5,30.001776090727382,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2061.9486297005787,0.03164240065962076,0.13118370063602924,2091.9651289004833,30.014408700168133,,8536,Gustatory,2024-12-10_13h11.45.377,Gustatory_Condition_v2,2022.2.5,30.001776090727382,
4,0,4,0,0,0,0,0,,,,,,,,,,,,2092.031810800545,0.015773801133036613,0.11440420057624578,2098.0484301000834,6.031034001149237,2098.1484358003363,2098.1484358003363,0.0312038017436862,0.1310344012454152,space,2.997724398970604,2101.198712300509,2101.198712300509,4.25996258854866e-05,0.09763970039784908,num_9,13.610758900642395,2114.848456609901,0.0020068995654582977,0.09746819920837879,2115.1651193005964,2115.6316783101297,,2116.431726810429,2116.748363800347,2116.8317582998425,2124.8316927002743,2124.8316927002743,2124.831729410123,0.014147699810564518,0.11408789921551943,2126.8483325000852,2127.014835000038,2127.531705500558,10.01393529959023,10.09737899992615,2134.948196399957,0.00066399946808815,2134.948196399957,0.09724789950996637,1.0,3.0976035995408893,2138.0819701999426,0.0025196997448801994,0.09773780032992363,2144.0982607007027,2144.2649782103485,6.214429300278425,6.3143763998523355,2164.264787310641,2164.248021500185,26.214118000119925,26.31407279986888,2167.231337999925,2167.2479508006945,0.014069399796426296,0.11398429982364178,2197.2647032001987,30.014156899414957,2125.831587800756,2145.2649124003947,2165.2651360007003,,,,,,,,,8536,Gustatory,2024-12-10_13h11.45.377,Gustatory_Condition_v2,2022.2.5,30.001776090727382,
4,0,4,0,1,0,1,0,,,,,,,,,,,,2197.398060400039,0.014699299819767475,0.11415159981697798,2203.398023299873,6.014083299785852,2203.4981412002817,2203.4981412002817,0.014162600040435791,0.11409140005707741,space,3.951237100176513,2207.5146796004847,2207.5146796004847,4.530046135187149e-05,0.09805180039256811,num_9,1.9831088995561004,2209.548069110047,0.00195389986038208,0.09802869986742735,2209.8646288998425,2210.331219610665,,2211.1312452106736,2211.4312853999436,2211.531457300298,2219.5312828999013,2219.5312828999013,2219.5313129107467,0.0147323003038764,0.11476720031350851,2221.5312980003655,2221.731253400445,2222.2313125999644,10.014605300500989,10.097843000665307,2229.6477878000587,-0.00011769961565732956,2229.6477878000587,0.09795930050313473,4.0,3.9002115996554494,2233.581489900127,0.001986199989914894,0.09893160033971071,2239.5812218002975,2239.7812169100157,6.2320992005988955,6.332198900170624,2259.7644332106224,2259.764643399976,26.215692000463605,26.315344400703907,2262.7645028000697,2262.7645028000697,0.015467300079762936,0.1153335003182292,2292.764461300336,30.01544569991529,2220.547926200554,2240.7811166001484,2260.764516300522,,,,,,,,,8536,Gustatory,2024-12-10_13h11.45.377,Gustatory_Condition_v2,2022.2.5,30.001776090727382,
4,0,4,0,2,0,2,0,,,,,,,,,,,,2292.8976683001965,0.01605320069938898,0.11523060034960508,2298.880826700479,6.015185800381005,2298.997636800632,2298.997636800632,0.015469200909137726,0.11518460046499968,space,1.4758347002789378,2300.530938900076,2300.530938900076,4.229974001646042e-05,0.09808379970490932,num_9,2.423145999200642,2303.0143289099447,0.002304699271917343,0.09807229973375797,2303.314322700724,2303.797565810289,2304.1144262999296,2304.6144570101983,2304.914206000045,2304.997811499983,2313.014343900606,2313.014343900606,2313.014456610102,0.0016781995072960854,0.09798409976065159,2315.014326600358,2315.197489500046,2315.7142515005544,10.014519699849188,10.097842499613762,2323.1140729002655,0.0013220002874732018,2323.1140729002655,0.09789939969778061,4.0,2.997514800168574,2326.147722899914,0.004131699912250042,0.09751550015062094,2332.164151300676,2332.3307728105224,6.214003900066018,6.313963999971747,2352.3307224101386,2352.3307680003345,26.214012400247157,26.314137000590563,2355.3306467002258,2355.3306467002258,0.013865900225937366,0.11388200055807829,2385.3472723001614,30.030485699884593,2314.014302900061,2333.3306028004736,2353.347502700053,,,,,,,,,8536,Gustatory,2024-12-10_13h11.45.377,Gustatory_Condition_v2,2022.2.5,30.001776090727382,
4,0,4,0,3,0,3,0,,,,,,,,,,,,2385.4471510006115,0.013820000924170017,0.11379570048302412,2391.4472312005237,6.030442800372839,2391.580601300113,2391.580601300113,0.030598401091992855,0.13037160132080317,space,1.9806603994220495,2393.613918300718,2393.613918300718,3.5800039768218994e-05,0.09813589975237846,num_9,5.339495399966836,2398.9974265106953,0.002244599163532257,0.09765249956399202,2399.3138083005324,2399.780536509957,2400.0804532002658,2400.5973562103695,2400.9138700002804,2400.9805133007467,2408.9804990002885,2408.9804990002885,2408.9805167102254,0.014315499924123287,0.11422789935022593,2410.9804584002122,2411.1805739998817,2411.6806588005275,10.03086349926889,,2419.113649699837,0.016042299568653107,2419.113649699837,0.11393219977617264,3.0,3.699101999402046,2422.847207000479,0.0030399002134799957,0.09843439981341362,2428.8471130998805,2429.047142910678,6.231808800250292,6.331771600060165,2449.030352410767,2449.030428400263,26.215158300474286,26.314984899945557,2452.0469834003597,2452.0469834003597,0.000891699455678463,0.0982133001089096,2482.063504099846,30.014884100295603,2409.997157900594,2430.0638052001595,2450.047091900371,,,,,,,,,8536,Gustatory,2024-12-10_13h11.45.377,Gustatory_Condition_v2,2022.2.5,30.001776090727382,
4,0,4,0,4,0,4,0,,,,,,,,,,,,2482.1635932000354,0.015675700269639492,0.11489369999617338,2488.1635056007653,6.0148448003456,2488.26349650044,2488.26349650044,0.015002600848674774,0.11482950020581484,space,1.9383143996819854,2490.2634936003014,2490.2634936003014,4.8599205911159515e-05,0.097673200070858,num_9,3.39373379945755,2493.7136163105256,0.0024507995694875717,0.09804469998925924,2494.013441500254,2494.4967986102215,2494.8134578000754,2495.2967507102526,2495.6134891007096,2495.713452000171,2503.7134203007445,2503.7134203007445,2503.7135915103368,0.0014424994587898254,0.09797919914126396,2505.7134327003732,2505.896870500408,2506.3968099001795,10.014745299704373,,2513.8299110000953,0.017388399690389633,2513.8299110000953,0.11446009948849678,1.0,4.098252000287175,2517.963656300679,0.0016019996255636215,0.09939599968492985,2523.979997499846,2524.146730210539,6.215995899401605,6.316015099175274,2544.1299660102463,2544.129946799949,26.199302799999714,26.299288999289274,2547.146807800047,2547.146807800047,0.01623349916189909,0.11591619905084372,2577.1462654005736,29.9991492992267,2504.713348099962,2525.1633326001465,,30.08232559915632,,,,,,,,8536,Gustatory,2024-12-10_13h11.45.377,Gustatory_Condition_v2,2022.2.5,30.001776090727382,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2577.2464808002114,0.015866199508309364,0.11580369994044304,2607.246422400698,30.01581079978496,,8536,Gustatory,2024-12-10_13h11.45.377,Gustatory_Condition_v2,2022.2.5,30.001776090727382,
