Blocks_of_Tastants.thisRepN,Blocks_of_Tastants.thisTrialN,Blocks_of_Tastants.thisN,Blocks_of_Tastants.thisIndex,Each_Tastant_Once.thisRepN,Each_Tastant_Once.thisTrialN,Each_Tastant_Once.thisN,Each_Tastant_Once.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,sync_beep_3.stopped,baseline.started,p_port_2.started,p_port_2.stopped,p_port_3.started,baseline.stopped,p_port_3.stopped,cross.started,p_port_4.started,p_port_4.stopped,cross.stopped,p_port_5.started,p_port_5.stopped,instructions.started,spacebar_hit.started,p_port_6.started,p_port_6.stopped,spacebar_hit.keys,spacebar_hit.rt,grab_cup.started,key_resp.started,p_port_7.started,p_port_7.stopped,key_resp.keys,key_resp.rt,taste_sound_1.started,p_port_8.started,p_port_8.stopped,taste_sound_1.stopped,taste_sound_2.started,taste_sound_2.stopped,taste_sound_3.started,taste_sound_3.stopped,Roll_liquid_taste.started,Roll_liquid_taste.stopped,spit_text.started,spit_sound.started,p_port_9.started,p_port_9.stopped,spit_text.stopped,screen_clear.started,screen_clear.stopped,p_port_18.started,Palatability_Score.started,p_port_17.started,Instruction.started,p_port_17.stopped,Palatability_Score.response,Palatability_Score.rt,Rinse_text.started,p_port_10.started,p_port_10.stopped,Rinse_text.stopped,Begin_Rinse.started,p_port_11.started,p_port_11.stopped,Finish_rinse.started,Rinse_Spit.started,p_port_12.started,p_port_12.stopped,Finish_rinse.stopped,Rinse_Spit.stopped,rest_text.started,p_port_13.started,p_port_13.stopped,rest_text.stopped,p_port_14.started,spit_sound.stopped,p_port_18.stopped,Begin_Rinse.stopped,p_port_14.stopped,break_text.started,p_port_15.started,p_port_15.stopped,break_text.stopped,p_port_16.started,participant,session,date,expName,psychopyVersion,frameRate,
3,0,3,0,2,0,2,0,,,,,,,,,,,,,,,1689.8786096000113,0.016000699950382113,0.11544819991104305,1695.8615041000303,6.015377699863166,6.098702999996021,1695.9615554001648,1695.9615554001648,-0.0003315000794827938,0.09877719986252487,space,1.1547199999913573,1697.161663700128,1697.161663700128,4.029995761811733e-05,0.09819609997794032,num_9,1.6187366000376642,1698.8283565000165,0.0022080999333411455,0.09794529993087053,1699.1282116000075,1699.6115429999772,1699.928315000143,1700.4283567001112,1700.7282889999915,1700.8116781001445,1708.828398300102,1708.828398300102,1708.8283391001169,0.0013268999755382538,0.09800669993273914,1710.844963800162,1710.9947738000192,1711.5116024001036,10.031263299984857,1718.9618858001195,0.034046499989926815,1718.9618858001195,0.13142560003325343,3.0,1.3981925998814404,1720.3951966001187,0.0015138001181185246,0.0993476000148803,1726.3948953000363,1726.5782534999307,6.215916299959645,6.315906099975109,1746.5781467000488,1746.5781833000947,26.215976499952376,26.315819600131363,1747.5781307001598,1749.5781179000624,1749.5781179000624,0.015901800012215972,0.11594180017709732,1779.577990300022,30.015754600055516,1709.8283015999477,,1727.6117188001517,30.098966100020334,,,,,,8768,Gustatory,2025-01-30_15h39.01.277,Gustatory_Condition_v2,2022.2.5,29.96411797108045,
3,0,3,0,3,0,3,0,,,,,,,,,,,,,,,1779.6946265001316,0.00033439998514950275,0.09902559989131987,1785.7112688999623,6.015663899946958,,1785.8112801001407,1785.8112801001407,0.015961699886247516,0.11583009990863502,space,2.0731605999171734,1787.9280543001369,1787.9280543001369,4.950002767145634e-05,0.09762499993667006,num_9,1.6686103998217732,1789.6612933999859,0.0022526001557707787,0.09805630007758737,1789.9780616001226,1790.4612793999258,1790.7780981999822,1791.261327299988,1791.57806780003,1791.6445919000544,1799.6611880001146,1799.6611880001146,1799.661247299984,0.0012592999264597893,0.09806390013545752,1801.6612184999976,1801.84485340002,1802.3444759000558,10.014514799928293,1809.7610697001219,0.001079399837180972,1809.7610697001219,0.09791629994288087,4.0,1.3645458000246435,1811.1614209001418,0.0015475999098271132,0.09945009998045862,1817.1780749999452,1817.3278715000488,6.199315499980003,6.299323799787089,1837.3277106001042,1837.3278383000288,26.19939159997739,26.29917399981059,1838.3277698999736,1840.3278272000607,1840.3278272000607,-0.0006279000081121922,0.09915139991790056,1870.344194300007,30.01569959986955,1800.6778729001526,10.09791629994288,1818.3443492001388,,,,,,,8768,Gustatory,2025-01-30_15h39.01.277,Gustatory_Condition_v2,2022.2.5,29.96411797108045,
3,0,3,0,4,0,4,0,,,,,,,,,,,,,,,1870.4775982999709,0.016443199943751097,0.1156932997982949,1876.4941569000948,6.032375099835917,,1876.577510500094,1876.577510500094,0.015703299781307578,0.11566319968551397,space,1.3066968997009099,1877.9442334000487,1877.9442334000487,4.2499974370002747e-05,0.09790770011022687,num_9,1.3808188999537379,1879.3775731001515,0.0020991999190300703,0.09816809999756515,1879.677536800038,1880.1607832999434,1880.4774841000326,1880.9606888999697,1881.2774908000138,1881.360843300121,1889.3774776000064,1889.3774776000064,1889.3775190999731,0.0013518999330699444,0.09812640002928674,1891.3774509001523,1891.5606172999833,1892.077478500083,10.031354299979284,1899.493936000159,0.017535399878397584,1899.493936000159,0.11458169994875789,5.0,1.1316304998472333,1900.6608092000242,0.002485099947080016,0.09782559983432293,1906.6775348000228,1906.8441031000111,6.2147510999348015,6.314378899987787,1926.84391340008,1926.844002299942,26.214342499850318,26.314262699801475,,1929.860618900042,1929.860618900042,0.00021709990687668324,0.09757780004292727,1959.8605089001358,30.03085789992474,1890.3774819001555,,,,,,,,,8768,Gustatory,2025-01-30_15h39.01.277,Gustatory_Condition_v2,2022.2.5,29.96411797108045,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1959.9938380999956,0.03103439975529909,0.13085039984434843,1990.0103492999915,30.013972799759358,8768,Gustatory,2025-01-30_15h39.01.277,Gustatory_Condition_v2,2022.2.5,29.96411797108045,
4,0,4,0,0,0,0,0,,,,,,,,,,,,,,,1990.0770307001658,0.015983799705281854,0.11395819974131882,1996.0936374999583,6.03059329977259,,1996.1769709000364,1996.1769709000364,0.014044499723240733,0.113941699732095,space,1.627543999813497,1997.8438471001573,1997.8438471001573,4.1599851101636887e-05,0.09774739993736148,num_9,1.4809268000535667,1999.3603257001378,0.0013423000928014517,0.09889920009300113,1999.6770997000858,2000.143798599951,2000.4602671000175,2000.9436236999463,2001.2602735001128,2001.3442812000867,2009.3435864001513,2009.3435864001513,2009.3436193999369,0.015554300043731928,0.11561310011893511,2011.3602627001237,2011.5602667001076,2012.0603292000014,10.032240100204945,2019.4934060999658,0.03510640002787113,2019.4934060999658,0.13199019990861416,3.0,2.8978850001003593,2022.4272336000577,0.0027128001675009727,0.09759350004605949,2028.4268257999793,2028.6101031000726,6.214275300037116,6.314311100170016,2048.6101136999205,2048.6100626001135,26.214147200109437,26.314128800062463,2049.6101581000257,2051.610044900095,2051.610044900095,0.014153800206258893,0.11411790014244616,2081.626582500059,30.03066310007125,2010.3434417999815,,2029.6101760000456,,,,,,,8768,Gustatory,2025-01-30_15h39.01.277,Gustatory_Condition_v2,2022.2.5,29.96411797108045,
4,0,4,0,1,0,1,0,,,,,,,,,,,,,,,2081.743230600143,0.01461190008558333,0.11393680004402995,2087.7266875000205,6.0137249999679625,6.097361100139096,2087.826671499992,2087.826671499992,0.03144419984892011,0.13078069989569485,space,1.7057526998687536,2089.576558300061,2089.576558300061,4.3400097638368607e-05,0.0978828000370413,num_9,1.251954099861905,2090.893262000056,0.002783500123769045,0.0981988999992609,2091.193081200123,2091.6933031000663,2091.9930251000915,2092.476923899958,2092.776369600091,2092.8597333000507,2100.8429811999667,2100.8596703000367,2100.8763538999483,0.014666599920019507,0.09822909999638796,2102.8765201000497,2103.076600300148,2103.5931818999816,10.014674399979413,2110.993006200064,0.0004292998928576708,2110.993006200064,0.09797320002689958,4.0,2.2651441001798958,2113.293020799989,0.003006499959155917,0.11539579997770488,2119.2931364001706,2119.4931600999553,6.232141399988905,6.33209849987179,2139.476268999977,2139.476294900058,26.215303499950096,26.315313200000674,2140.47639299999,2142.4763227000367,2142.4763227000367,0.01542520010843873,0.11525160004384816,2172.476162600098,30.0151831000112,2101.876451899996,10.098057999974117,2120.5097008999437,,,,,,,8768,Gustatory,2025-01-30_15h39.01.277,Gustatory_Condition_v2,2022.2.5,29.96411797108045,
4,0,4,0,2,0,2,0,,,,,,,,,,,,,,,2172.609499400016,0.015751199796795845,0.11513359984382987,2178.6094955001026,6.015097099822015,,2178.709495200077,2178.709495200077,0.015221799723803997,0.11510449973866343,space,1.383173800073564,2180.1427851000335,2180.1427851000335,4.319986328482628e-05,0.09813759988173842,num_9,1.8377833999693394,2182.042949900031,0.0021762999240309,0.09793249983340502,2182.3594255000353,2182.8428170001134,2183.15944840014,2183.626076000044,2183.926054800162,2184.026234399993,2192.0427374001592,2192.0427374001592,2192.042923199944,0.0009567998349666595,0.09789679991081357,2194.059397400124,2194.226076700026,2194.7260758001357,10.014866299927235,2202.159345500171,0.0173740996979177,2202.159345500171,0.11464369972236454,3.0,2.0649478000123054,2204.259640400065,0.0026434999890625477,0.0978643000125885,2210.259299500147,2210.4593641001265,6.231017800047994,6.314401800045744,2230.442511799978,2230.44255529996,26.21428950014524,26.314161899965256,2231.459221200086,2233.442523899954,2233.442523899954,0.014336200198158622,0.1142121001612395,2263.442356900079,30.014079899992794,2193.0594041000586,,2211.4758268001024,30.097400800092146,,,,,,8768,Gustatory,2025-01-30_15h39.01.277,Gustatory_Condition_v2,2022.2.5,29.96411797108045,
4,0,4,0,3,0,3,0,,,,,,,,,,,,,,,2263.55911640008,0.03091219998896122,0.1307669000234455,2269.5757065999787,6.014156999997795,,2269.675733400043,2269.675733400043,0.014228099957108498,0.1140613998286426,space,1.2970425998792052,2271.0090272000525,2271.0090272000525,5.1999930292367935e-05,0.09796139993704855,num_9,1.8031229998450726,2272.875763399992,0.002646500011906028,0.09808979998342693,2273.175589499995,2273.6757384999655,2273.9755409001373,2274.458990900079,2274.7590397000313,2274.8590216999874,2282.8756073999684,2282.8756073999684,2282.8756953000557,0.0015611001290380955,0.09819620009511709,2284.875648900168,2285.0589572000317,2285.559000500012,10.031352600082755,2292.9921328001656,0.017682200064882636,2292.9921328001656,0.11449919990263879,5.0,2.5982659000437707,2295.625625200104,0.001725899986922741,0.09927939996123314,2301.642344500171,2301.792149899993,6.1991924999747425,6.299101500073448,2321.7921520001255,2321.7921583999414,26.199215800035745,26.299262299900874,2322.808758900035,2324.8088208001573,2324.8088208001573,0.015902600018307567,0.11595120001584291,2354.8253550000954,29.999025200027972,2283.8757098000497,,2302.8088688999414,30.09900650009513,,,,,,8768,Gustatory,2025-01-30_15h39.01.277,Gustatory_Condition_v2,2022.2.5,29.96411797108045,
4,0,4,0,4,0,4,0,,,,,,,,,,,,,,,2354.9253210001625,0.0005028999876230955,0.09902989980764687,2360.941936700139,6.015650299843401,,2361.0419469999615,2361.0419469999615,0.015799099812284112,0.11563919973559678,space,2.154076499864459,2363.258495300077,2363.258495300077,5.439994856715202e-05,0.09822589997202158,num_9,2.3062023997772485,2365.625204199925,0.0012675998732447624,0.09894929989241064,2365.9251809001435,2366.408869399922,2366.708771200152,2367.208567300113,2367.5085326000117,2367.608707400039,2375.6085649000015,2375.6085649000015,2375.6086019999348,0.015480099944397807,0.11537960008718073,2377.6085270999465,2377.8087597000413,2378.308563699946,10.0154003999196,2385.7250463000964,0.0010523998644202948,2385.7250463000964,0.09852109989151359,5.0,1.0984700000844896,2386.8588401000015,0.002368499990552664,0.09835979994386435,2392.8751634999644,2393.0417643000837,6.215203299885616,6.3149071000516415,2413.041734300088,2413.0416447001044,26.21476919995621,26.298034499865025,2414.0584273999557,2416.0416914001107,2416.0416914001107,0.014861500123515725,0.11489490000531077,2446.0415513000917,30.01468940009363,2376.608591400087,10.098646400030702,2394.0584674000274,,,,,,,8768,Gustatory,2025-01-30_15h39.01.277,Gustatory_Condition_v2,2022.2.5,29.96411797108045,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2446.174893700052,0.015088299987837672,0.1146611999720335,2476.1915520001203,30.031165999826044,8768,Gustatory,2025-01-30_15h39.01.277,Gustatory_Condition_v2,2022.2.5,29.96411797108045,
