loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,connecting_message.started,sync_beep_1.started,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,sync_beep_3.stopped,sync_beep_4.started,sync_beep_4.stopped,baseline.started,Game_Start_Text.started,key_resp.started,key_resp.keys,key_resp.rt,fixation_cross.started,player_image_intro.started,player_name_intro.started,player_image_offer.started,player_name_offer.started,proposed_split.started,proposed_split.stopped,accept_reject.started,accept_reject.stopped,offer_choice.started,arrow_instructions.started,offer_choice.keys,offer_choice.rt,Instructions_Affinity_Score.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,46.85208270000294,46.95198894967325,47.26456839963794,47.548822349635884,47.8604146996513,48.14362884988077,48.448274799622595,48.746829349780455,49.37193019967526,49.37193019967526,73.52438509976491,74.02431709971279,space,2.3410830004140735,,,,,,,,,,,,,,,1000,Moral,2023-09-01_14h08.41.912,MoralCondition,2022.2.4,60.14397263169905,
,,,,,,,,,,,,,,,,,,76.52214389992878,82.74112829985097,82.74112829985097,88.63831559987739,88.63831559987739,88.63831559987739,94.35357549972832,94.3869349998422,100.38715979969129,100.46695079980418,100.48481930000708,down,0.3898259000852704,100.895227199886,,,,,,,
