Blocks_of_Tastants.thisRepN,Blocks_of_Tastants.thisTrialN,Blocks_of_Tastants.thisN,Blocks_of_Tastants.thisIndex,Each_Tastant_Once.thisRepN,Each_Tastant_Once.thisTrialN,Each_Tastant_Once.thisN,Each_Tastant_Once.thisIndex,connecting_message.started,sync_beep_1.started,sync_beep_1.stopped,sync_beep_2.started,sync_beep_3.started,sync_beep_4.started,baseline.started,instructions.started,grab_cup.started,taste_sound_1.started,taste_sound_2.started,taste_sound_3.started,Roll_liquid_taste.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,15.89546583298943,20.010128516649516,20.321935276006116,20.60910712267311,21.218165244649086,21.801137786653513,22.402910920995055,56.438312260987004,60.438633087003836,63.43099257766541,64.23419917567323,65.0118203066561,65.41031328000827,,,,,,,
