Blocks_of_Tastants.thisRepN,Blocks_of_Tastants.thisTrialN,Blocks_of_Tastants.thisN,Blocks_of_Tastants.thisIndex,Each_Tastant_Once.thisRepN,Each_Tastant_Once.thisTrialN,Each_Tastant_Once.thisN,Each_Tastant_Once.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,p_port_3.stopped,cross.started,p_port_4.started,p_port_4.stopped,cross.stopped,p_port_5.started,p_port_5.stopped,instructions.started,spacebar_hit.started,p_port_6.started,p_port_6.stopped,spacebar_hit.keys,spacebar_hit.rt,grab_cup.started,key_resp.started,p_port_7.started,p_port_7.stopped,key_resp.keys,key_resp.rt,taste_sound_1.started,p_port_8.started,p_port_8.stopped,taste_sound_1.stopped,taste_sound_2.started,taste_sound_2.stopped,taste_sound_3.started,taste_sound_3.stopped,Roll_liquid_taste.started,Roll_liquid_taste.stopped,spit_text.started,spit_sound.started,p_port_9.started,p_port_9.stopped,spit_sound.stopped,spit_text.stopped,screen_clear.started,screen_clear.stopped,p_port_18.started,Palatability_Score.started,p_port_17.started,Instruction.started,p_port_17.stopped,Palatability_Score.response,Palatability_Score.rt,Rinse_text.started,p_port_10.started,p_port_10.stopped,Rinse_text.stopped,Begin_Rinse.started,p_port_11.started,p_port_11.stopped,Begin_Rinse.stopped,Finish_rinse.started,Rinse_Spit.started,p_port_12.started,p_port_12.stopped,Finish_rinse.stopped,rest_text.started,p_port_13.started,p_port_13.stopped,rest_text.stopped,p_port_14.started,Rinse_Spit.stopped,p_port_14.stopped,break_text.started,p_port_15.started,p_port_15.stopped,break_text.stopped,p_port_16.started,p_port_18.stopped,participant,session,date,expName,psychopyVersion,frameRate,
3,0,3,0,2,0,2,0,,,,,,,,,,,,,1714.7967458998319,0.014758299803361297,0.11441539996303618,1720.81336749997,6.030799099942669,,1720.9133802999277,1720.9133802999277,0.030881899874657393,0.1307568997144699,space,1.3708265000022948,1722.3467112998478,1722.3467112998478,4.440010525286198e-05,0.09796379995532334,num_9,5.28155090007931,1727.680040719849,0.002567100105807185,0.09804480010643601,1727.9799779998139,1728.4800293198089,1728.7799422999378,1729.280263119773,,1729.663320499938,1737.6633309999015,1737.6633309999015,1737.663324519922,0.014731200179085135,0.114595300052315,1738.663241099799,1739.679973299848,1739.8633173999842,1740.3632938999217,10.014415300218388,1747.793051699875,0.013499600114300847,1747.793051699875,0.11075580003671348,2.0,1.7354771001264453,1749.5636736999732,0.003181200008839369,0.0978838000446558,1755.5798972998746,1755.7632116199704,6.231183300027624,6.331218400038779,1756.763340299949,1775.7631874197862,1775.7632280997932,26.231228099903092,26.3312560999766,1776.763248999836,1778.7798291000072,0.01623969990760088,0.1144512000028044,1808.7796958999243,30.014324599877,,,,,,,,,9966,Gustatory,2025-03-09_13h48.16.423,Gustatory_Condition_v2,2022.2.5,29.968024118996496,
3,0,3,0,3,0,3,0,,,,,,,,,,,,,1808.879723199876,0.015042899874970317,0.11428079986944795,1814.879668199923,6.014282499905676,,1814.9796744999476,1814.9796744999476,0.014421299798414111,0.11427599983289838,space,1.08015920012258,1816.0963431999553,1816.0963431999553,4.000007174909115e-05,0.09798570000566542,num_9,3.819926799973473,1819.9630589198089,0.002260599983856082,0.09798680013045669,1820.2629821998999,1820.7630971199135,1821.0630485999864,1821.5630125197815,1821.879601099994,1821.9463237999007,1829.9629754999187,1829.9629754999187,1829.9629332198995,0.001152500044554472,0.09790110005997121,1830.9963290998712,1831.9796250998043,1832.1463426998816,1832.6630832999945,10.014442700194195,1840.0795151998755,0.017113199923187494,1840.0795151998755,0.11430289992131293,4.0,0.731914300005883,1840.8463313998654,0.002421399811282754,0.0979067999869585,1846.8629200998694,1847.0295859199716,6.214529999997467,6.314464699942619,1848.0294899998698,1867.0294579199283,1867.029522900004,26.214511499973014,26.31454939977266,1868.0293761999346,1870.0461065999698,-3.100140020251274e-06,0.09773899987339973,1900.0626432998106,30.01427869987674,1870.0461065999698,,,,,,,,9966,Gustatory,2025-03-09_13h48.16.423,Gustatory_Condition_v2,2022.2.5,29.968024118996496,
3,0,3,0,4,0,4,0,,,,,,,,,,,,,1900.1627955997828,0.015081599820405245,0.11432689987123013,1906.1793453998398,6.031112399883568,,1906.2793077998795,1906.2793077998795,0.03127619973383844,0.13095509982667863,space,1.0930092001799494,1907.4127487998921,1907.4127487998921,4.779989831149578e-05,0.09774939995259047,num_9,2.4387540000025183,1909.9126765198773,0.001987600000575185,0.09809840004891157,1910.2127308999188,1910.6957868199563,1911.012768499786,1911.495933019952,1911.8127876999788,1911.912634999957,,1919.9292619999032,1919.9292196197669,0.01731549995020032,0.11483659991063178,1920.9460159998853,1921.9459344998468,1922.1125705000013,1922.595748099964,10.031260599847883,1930.0459957998246,0.034204699797555804,1930.0459957998246,0.13143039983697236,2.0,1.331421900074929,1931.4127630998846,0.003716600127518177,0.09918730007484555,1937.4125226999167,1937.579321719869,6.199207600206137,6.299174600047991,1938.5959760998376,1957.5791180198314,1957.5791750999633,26.199245400028303,26.29920450015925,1958.5957937999628,1960.5790773998015,-0.0007854998111724854,0.09910840005613863,1990.5788141998928,30.01545640011318,1960.5790773998015,30.098889200249687,,,,,,,9966,Gustatory,2025-03-09_13h48.16.423,Gustatory_Condition_v2,2022.2.5,29.968024118996496,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990.7123994999565,-0.00019609997980296612,0.09898969996720552,2020.71214699978,30.032249300042167,,9966,Gustatory,2025-03-09_13h48.16.423,Gustatory_Condition_v2,2022.2.5,29.968024118996496,
4,0,4,0,0,0,0,0,,,,,,,,,,,,,2020.828836399829,0.017437699949368834,0.11556469998322427,2026.845593099948,6.032153100008145,,2026.945511299884,2026.945511299884,0.03244689991697669,0.13215869991108775,space,1.354576899902895,2028.3455733999144,2028.3455733999144,3.660004585981369e-05,0.09789269999600947,num_9,4.609962899936363,2032.995465119998,0.001969899982213974,0.09799039992503822,2033.2954611999448,2033.7957244198071,2034.0954038999043,2034.5954392197775,2034.8954132997897,2034.9787740998436,2042.9954430998769,2042.9954430998769,2042.9953866199824,0.0013951999135315418,0.09793599997647107,2044.0121526999865,2044.9954281998798,2045.1787434997968,2045.6953668999486,10.014491399982944,2053.095348099945,0.000601799925789237,2053.095348099945,0.09775859978981316,3.0,1.798456900054589,2054.928883199813,0.002405900042504072,0.0981954000890255,2060.9453625997994,2061.112001219927,6.214803999988362,6.31474189995788,2062.1286523998715,2081.1082093198083,2081.0914485999383,26.21100619994104,26.314687799895182,,2084.1285906999838,0.031357500003650784,0.13130450015887618,2114.1451112998184,30.014671199955046,2084.095255599823,,,,,,,10.097766499966383,9966,Gustatory,2025-03-09_13h48.16.423,Gustatory_Condition_v2,2022.2.5,29.968024118996496,
4,0,4,0,1,0,1,0,,,,,,,,,,,,,2114.2451181998476,0.015309100039303303,0.11450170003809035,2120.2450798999052,6.014473999850452,,2120.3450960000046,2120.3450960000046,0.014651999808847904,0.11447239993140101,space,1.2504306000191718,2121.645221799845,2121.645221799845,3.7800054997205734e-05,0.09801029996015131,num_9,4.126641999930143,2125.811967019853,0.0024049999192357063,0.09739669994451106,2126.111587599851,2126.5950584199045,2126.89503949997,2127.395008319919,2127.695045699831,2127.7950675999746,2135.811720999889,2135.811720999889,2135.811858619959,0.0003917999565601349,0.09743490000255406,,2137.7949266999494,2138.01168219978,2138.5284508999903,10.013957799877971,2145.9283945998177,0.016392899909988046,2145.9283945998177,0.11376759991981089,5.0,2.3318755000364035,2148.295109699946,0.0025378998834639788,0.09768699994310737,2154.2949804998934,2154.478164919815,6.214389699976891,6.314351700013503,2155.4949550998863,2174.4781714199808,2174.4781980998814,26.214324299944565,26.314308400033042,2175.4949165999424,2177.4948597999755,7.449998520314693e-05,0.09761149995028973,2207.494768299861,30.030891800066456,2177.4948597999755,,,,,,,,9966,Gustatory,2025-03-09_13h48.16.423,Gustatory_Condition_v2,2022.2.5,29.968024118996496,
4,0,4,0,2,0,2,0,,,,,,,,,,,,,2207.6280859999824,0.031481599900871515,0.1309380999300629,2213.644871099852,6.014106599846855,,2213.7113761999644,2213.7113761999644,0.01423499989323318,0.11410639970563352,space,1.3085645001847297,2215.0780301999766,2215.0780301999766,4.359986633062363e-05,0.09798009996302426,num_9,2.6454020000528544,2217.7781099199083,0.002338599879294634,0.09789339988492429,2218.0948000999633,2218.5780159199376,2218.8946865999606,2219.3780629198764,2219.694779299898,2219.761329899775,2227.761336799944,2227.761336799944,2227.761308919801,0.01461439998820424,0.1145414998754859,,2229.7612889998127,2229.961301299976,2230.4445606998634,10.014444399857894,2237.8778530999552,0.0011935997754335403,2237.8778530999552,0.09779509995132685,2.0,2.064259900012985,2239.9782717998605,0.003215000033378601,0.09746160008944571,2245.9777515998576,2246.177923519793,6.230939400149509,6.330892300000414,2247.1945893999655,2266.1610583198953,2266.161156499991,26.214176600100473,26.314326000167057,2267.161281099776,2269.177794799907,-0.00012240000069141388,0.09731960017234087,2299.1943339998834,30.013998300069943,2269.177794799907,,,,,,,10.097849800018594,9966,Gustatory,2025-03-09_13h48.16.423,Gustatory_Condition_v2,2022.2.5,29.968024118996496,
4,0,4,0,3,0,3,0,,,,,,,,,,,,,2299.294382299995,0.014923000009730458,0.11411480000242591,2305.294348699972,6.0139713999815285,,2305.3943063998595,2305.3943063998595,0.01415329985320568,0.11400349996984005,space,0.9859539000317454,2306.444333799882,2306.444333799882,3.6800047382712364e-05,0.09858400002121925,num_9,2.8153617000207305,2309.2943232198477,0.0021636998280882835,0.09802399994805455,2309.594118999783,2310.0777108198263,2310.394320699852,2310.87755621986,2311.1943153999746,2311.2942945999093,2319.294224299956,2319.294224299956,2319.2946522197917,-0.00031170016154646873,0.0978535998146981,2320.310863799881,2321.310924499994,2321.4607547998894,2321.977576199919,10.031174700008705,2329.42756189988,0.03407499985769391,2329.42756189988,0.13123609987087548,5.0,1.0649595998693258,2330.527614499908,0.0016753000672906637,0.09943699999712408,2336.527518299874,2336.694175719912,6.1992576001212,6.299079899908975,2337.7106949998997,2356.7107947197974,2356.710774799809,26.21588149992749,26.31583039998077,2357.710773299914,2359.710751999868,0.01584290014579892,0.11581440013833344,2389.7106647999026,30.01573620014824,2359.710751999868,,,,,,,,9966,Gustatory,2025-03-09_13h48.16.423,Gustatory_Condition_v2,2022.2.5,29.968024118996496,
4,0,4,0,4,0,4,0,,,,,,,,,,,,,2389.843993899878,0.016373399877920747,0.1156899998895824,2395.86060549994,6.032419200055301,,2395.960613399977,2395.960613399977,0.03241399978287518,0.13234519981779158,space,1.2347657999489456,2397.260708699934,2397.260708699934,5.059991963207722e-05,0.09802059992216527,num_9,3.231053300201893,2400.527277319855,0.0020441000815480947,0.09803480003029108,2400.8439573999494,2401.31057271983,2401.6105732999276,2402.127255619899,2402.4437603999395,2402.5105752998497,2410.527248499915,2410.527248499915,2410.527226219815,0.0011468001175671816,0.09796410007402301,2411.5438941998873,2412.5273768999614,2412.727211299818,2413.227209699806,10.014503699960187,2420.6270473999903,-8.159992285072803e-05,2420.6270473999903,0.09787509986199439,4.0,0.8658223999664187,2421.5274600998964,0.002434799913316965,0.0979744999203831,2427.5438254999463,2427.710338819935,6.2145471998956054,6.3146406000014395,,2447.7101304199778,2447.693534999853,26.214212599908933,26.31056459993124,2448.7101407998707,2450.6898646999616,0.01070320000872016,0.09390609990805387,2480.710383699974,30.01458889991045,2450.676951299887,,,,,,,10.097762500168756,9966,Gustatory,2025-03-09_13h48.16.423,Gustatory_Condition_v2,2022.2.5,29.968024118996496,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2480.843599599786,0.01453449996188283,0.11425239988602698,2510.8601583999116,30.030909499851987,,9966,Gustatory,2025-03-09_13h48.16.423,Gustatory_Condition_v2,2022.2.5,29.968024118996496,
