loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,evaluate_all_emotions.thisRepN,evaluate_all_emotions.thisTrialN,evaluate_all_emotions.thisN,evaluate_all_emotions.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,sync_beep_3.stopped,sync_beep_4.started,sync_beep_4.stopped,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,Game_Start_Text.started,p_port_4.started,p_port_4.stopped,key_resp.started,key_resp.keys,key_resp.rt,fixation_cross.started,p_port_5.started,p_port_5.stopped,fixation_cross.stopped,p_port_6.started,player_image_intro.started,player_name_intro.started,p_port_7.started,p_port_7.stopped,p_port_8.started,p_port_8.stopped,player_image_offer.started,player_name_offer.started,proposed_split.started,p_port_9.started,p_port_9.stopped,proposed_split.stopped,accept_reject.started,p_port_15.started,p_port_15.stopped,accept_reject.stopped,p_port_10.started,arrow_instructions.started,offer_choice.started,p_port_11.started,p_port_11.stopped,offer_choice.keys,offer_choice.rt,Instructions_Affinity_Score.started,p_port_12.started,p_port_12.stopped,Instructions_Affinity_Score.stopped,Emotion_Image.started,AffinityScore.started,p_port_13.started,p_port_13.stopped,AffinityScore.response,AffinityScore.rt,Instruction.started,Moral_Disgust_Score.started,p_port_14.started,p_port_14.stopped,Moral_Disgust_Score.response,Moral_Disgust_Score.rt,player_image_offer.stopped,player_name_offer.stopped,p_port_10.stopped,player_image_intro.stopped,player_name_intro.stopped,participant,session,date,expName,psychopyVersion,frameRate,
5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418.22920239996165,418.22920239996165,0.0012938999570906162,0.09764860011637211,6.0,2.6975801000371575,,,,,,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
6,0,6,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,420.96258229995146,0.00027449987828731537,0.09808609960600734,426.96239419979975,6.03127899998799,427.14571820013225,427.14571820013225,0.07539659971371293,0.1811936995945871,6.014731199480593,,433.24571419972926,433.24571419972926,433.24571419972926,0.07689799973741174,0.1814568997360766,438.94565719971433,439.1456852997653,6.014569299761206,6.11446929955855,445.1456512999721,12.014531299471855,445.2789392997511,445.2789392997511,0.01467559952288866,0.11448589945212007,down,0.4454411999322474,445.7790006999858,3.6899931728839874e-05,0.09792760014533997,451.7786868000403,451.7786868000403,451.7786868000403,0.010118099860846996,0.09802660020068288,3.0,4.188726199790835,,,,,,,445.245563399978,445.245563399978,,433.12893089978024,433.12893089978024,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
6,0,6,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456.01226609991863,456.01226609991863,0.007186200004070997,0.09768690029159188,2.0,1.7584314998239279,,,,,,,,,,,,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
6,0,6,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457.82908269995824,457.82908269995824,0.007712199818342924,0.11452970001846552,5.0,6.974192300345749,,,,,,,,,,,,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
6,0,6,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464.8287098999135,464.8287098999135,0.009637200273573399,0.09710720041766763,3.0,2.288483700249344,,,,,,,,,,,,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
6,0,6,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467.16228420007974,467.16228420007974,0.006739899981766939,0.0981770004145801,5.0,3.826000399887562,,,,,,,,,,,,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
6,0,6,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,471.02889700001106,471.02889700001106,0.007252099923789501,0.09778519999235868,3.0,2.25833179987967,,,,,,,,,,,,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
6,0,6,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473.32869429979473,473.32869429979473,0.006223499774932861,0.09890239965170622,5.0,2.0272462996654212,,,,,,,,,,,,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475.39561210013926,475.39561210013926,0.0012439996935427189,0.09800999984145164,2.0,3.464476900175214,,,,,,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
7,0,7,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,478.89555899985135,0.00013219984248280525,0.09918999997898936,484.9121487000957,6.015825999900699,485.078994799871,485.078994799871,0.07041709963232279,0.18263609986752272,6.015689899679273,,491.1789903999306,491.1789903999306,491.1789903999306,0.06791189964860678,0.1823931997641921,496.87885669991374,497.0787975001149,6.01572179980576,6.115657799877226,503.07874300004914,12.015666999854147,503.2120503000915,503.2120503000915,0.015843399334698915,0.11561579955741763,down,0.6240972001105547,503.87873269990087,4.469975829124451e-05,0.09791819984093308,509.8784817000851,509.8784817000851,509.8784817000851,0.007725799921900034,0.09768039966002107,5.0,3.691335200332105,,,,,,,503.1787390001118,503.1787390001118,,491.07879259996116,491.07879259996116,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
7,0,7,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513.6122445999645,513.6122445999645,0.008896499872207642,0.09767409972846508,3.0,5.056271499954164,,,,,,,,,,,,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
7,0,7,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,518.7121771001257,518.7121771001257,0.007693099789321423,0.09790519997477531,5.0,4.791557900141925,,,,,,,,,,,,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
7,0,7,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523.5623658997938,523.5623658997938,0.010121400002390146,0.11424650019034743,5.0,3.8383547998964787,,,,,,,,,,,,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
7,0,7,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,527.4285689000972,527.4285689000972,0.006640200037509203,0.09927009977400303,4.0,4.126856099814177,,,,,,,,,,,,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
7,0,7,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,531.5953051997349,531.5953051997349,0.007712500169873238,0.09813540009781718,3.0,4.857881000265479,,,,,,,,,,,,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
7,0,7,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536.4953403999098,536.4953403999098,0.006623600143939257,0.09948440035805106,3.0,5.727104499936104,,,,,,,,,,,,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,542.2621745001525,542.2621745001525,0.0016215997748076916,0.09792019985616207,2.0,5.264208000153303,,,,,,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
8,0,8,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,547.5621299999766,0.00028559984639286995,0.09823430003598332,553.5619128998369,6.031375899910927,553.7454492999241,553.7454492999241,0.07541499985381961,0.18132919957861304,6.01466149976477,,559.845281300135,559.845281300135,559.845281300135,0.07192689971998334,0.18138559954240918,565.5451608998701,565.7453863001429,6.01484979968518,6.114667399786413,571.7451975997537,12.014674699865282,571.8784531997517,571.8784531997517,0.014759099576622248,0.11454879958182573,down,0.2129918998107314,572.1453899997286,4.300009459257126e-05,0.09800060000270605,,578.178461600095,578.178461600095,0.02574610011652112,0.1314401999115944,3.0,4.906528100371361,,,,,,,571.845120199956,571.845120199956,,559.745205800049,559.745205800049,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
8,0,8,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,583.1283363997936,583.1283363997936,0.008866399992257357,0.11393200000748038,3.0,6.4725334998220205,,,,,,,,,,,,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
8,0,8,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,589.6283956998959,589.6283956998959,0.006393699906766415,0.09913520002737641,5.0,3.7605556999333203,,,,,,,,,,,,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
8,0,8,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,593.428375700023,593.428375700023,0.008766100276261568,0.09738650033250451,5.0,1.7228685999289155,,,,,,,,,,,,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
8,0,8,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595.2118780999444,595.2118780999444,0.008450600318610668,0.11438140040263534,4.0,1.8405461004003882,,,,,,,,,,,,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
8,0,8,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,597.0781626999378,597.0781626999378,0.007562299724668264,0.09766179975122213,3.0,3.0242467001080513,,,,,,,,,,,,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
8,0,8,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600.1450831997208,600.1450831997208,0.006973099894821644,0.09853990003466606,5.0,2.092411099933088,,,,,,,,,,,,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,602.2781885997392,602.2781885997392,0.0014367001131176949,0.09772010007873178,2.0,2.930884400382638,,,,,,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
9,0,9,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,605.2452122997493,0.00030170008540153503,0.09777300013229251,611.2449316000566,6.0310591999441385,611.4449896998703,611.4449896998703,0.08434790000319481,0.1977400998584926,6.031042700167745,,617.5450164000504,617.5450164000504,617.5450164000504,0.08310109982267022,0.19774199975654483,623.2446766998619,623.4448794000782,6.031009200029075,6.131022199988365,629.4448746000417,12.031027699820697,629.5781383998692,629.5781383998692,0.031145199667662382,0.1309830998070538,down,0.3058136999607086,629.9448493998498,5.610007792711258e-05,0.0982605000026524,635.945080100093,635.945080100093,635.945080100093,0.009159800130873919,0.0979929999448359,5.0,6.323195099830627,,,,,,,629.544861599803,629.544861599803,,617.4449823000468,617.4449823000468,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
9,0,9,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,642.3281868998893,642.3281868998893,0.007951099891215563,0.11396990017965436,5.0,1.740325199905783,,,,,,,,,,,,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
9,0,9,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,644.094673300162,644.094673300162,0.0065876999869942665,0.09918579971417785,5.0,13.093586800154299,,,,,,,,,,,,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
9,0,9,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657.2278569997288,657.2278569997288,0.007900599855929613,0.0976380999200046,5.0,12.590663400013,,,,,,,,,,,,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
9,0,9,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,669.861447500065,669.861447500065,0.007605399936437607,0.09771319990977645,2.0,3.8908969000913203,,,,,,,,,,,,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
9,0,9,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,673.8113028998487,673.8113028998487,0.007665600161999464,0.11377609986811876,5.0,7.073574600275606,,,,,,,,,,,,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
9,0,9,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,680.9112448999658,680.9112448999658,0.006719700060784817,0.09909170027822256,3.0,3.860087600070983,,,,,,,,,,,,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,684.8113262001425,684.8113262001425,0.0013288999907672405,0.09855520026758313,2.0,8.764964499976486,,,,,,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
10,0,10,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,693.6112095997669,0.0002445001155138016,0.0977793000638485,699.627865599934,6.014278800226748,699.7780812000856,699.7780812000856,0.06394340004771948,0.16441130032762885,6.03085510013625,,705.911478199996,705.911478199996,705.911478199996,0.0827454999089241,0.19758439995348454,711.611129200086,711.811170599889,6.0308941998519,6.130847400054336,717.8111482998356,12.03086860012263,717.9444308998063,717.9444308998063,0.031066199764609337,0.13086709985509515,up,11.13903780002147,729.1279806001112,8.099991828203201e-05,0.09808559995144606,735.1444272999652,735.1444272999652,735.1444272999652,0.009436499793082476,0.11486029997467995,5.0,11.273034899961203,,,,,,,717.9111799998209,717.9111799998209,,705.7780464999378,705.7780464999378,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
10,0,10,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,746.4443581998348,746.4443581998348,0.0075552999041974545,0.09772010007873178,1.0,2.5580016002058983,,,,,,,,,,,,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
10,0,10,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,749.0442276997492,749.0442276997492,0.006933900061994791,0.09915350005030632,1.0,1.9266054001636803,,,,,,,,,,,,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
10,0,10,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,751.010898699984,751.010898699984,0.007240599952638149,0.09788409993052483,3.0,4.125082700047642,,,,,,,,,,,,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
10,0,10,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,755.1774842999876,755.1774842999876,0.007707200013101101,0.09773029992356896,5.0,3.4243934000842273,,,,,,,,,,,,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
10,0,10,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,758.6443806998432,758.6443806998432,0.007346500176936388,0.0978288003243506,2.0,3.1248044003732502,,,,,,,,,,,,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
10,0,10,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,761.8275672998279,761.8275672998279,0.011567099951207638,0.1136289001442492,2.0,1.5698665999807417,,,,,,,,,,,,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,763.4277739999816,763.4277739999816,0.001269300002604723,0.09792219987139106,6.0,1.8977826000191271,,,,,,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
11,0,11,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,765.3611814999022,0.0001529003493487835,0.09949890011921525,771.3775480999611,6.015803100075573,771.5442570000887,771.5442570000887,0.07548330025747418,0.18272260017693043,6.01592170028016,,777.644184499979,777.644184499979,777.644184499979,0.07330980012193322,0.18268710002303123,783.3447579997592,783.5441902996972,6.015814200043678,6.115761199966073,789.5442355000414,12.015911399852484,789.6776092001237,789.6776092001237,0.01584659982472658,0.11567969992756844,up,0.3337866999208927,790.0608219001442,4.319986328482628e-05,0.0979149998165667,,796.0943541997112,796.0943541997112,0.025187999941408634,0.13129519997164607,3.0,4.373855599667877,,,,,,,789.6273163999431,789.6273163999431,,777.5441708997823,777.5441708997823,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
11,0,11,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800.4940976998769,800.4940976998769,0.006604800000786781,0.09908670000731945,1.0,1.6934054996818304,,,,,,,,,,,,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
11,0,11,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,802.2273054998368,802.2273054998368,0.007479999680072069,0.0978031000122428,5.0,1.8913957001641393,,,,,,,,,,,,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
11,0,11,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,804.1605281000957,804.1605281000957,0.0082290000282228,0.09789599990472198,2.0,2.157530300319195,,,,,,,,,,,,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
11,0,11,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806.3607342997566,806.3607342997566,0.007720399647951126,0.0980358999222517,3.0,1.624810399953276,,,,,,,,,,,,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
11,0,11,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,808.0272574997507,808.0272574997507,0.0064536998979747295,0.09940750012174249,5.0,1.6606458998285234,,,,,,,,,,,,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
11,0,11,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,809.7274412997067,809.7274412997067,0.00771909998729825,0.0977394999936223,1.0,1.391263000201434,,,,,,,,,,,,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,811.1605952000245,811.1605952000245,0.0006940998136997223,0.09904529992491007,6.0,1.732940699905157,,,,,,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
12,0,12,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,812.9277435000986,0.00015959981828927994,0.0992354997433722,818.94405179983,6.015819699969143,819.0938280997798,819.0938280997798,0.06744359992444515,0.16589549975469708,6.032321999780834,,825.2106956997886,825.2106956997886,825.2106956997886,0.08382159983739257,0.18239979958161712,830.910631599836,831.1106135998853,6.01563509972766,6.115590099710971,837.1105766999535,12.015590499620885,837.2441235999577,837.2441235999577,0.01594259962439537,0.11555139953270555,up,0.3357596998102963,837.6440514000133,5.189981311559677e-05,0.09803659981116652,,843.6771614998579,843.6771614998579,0.025974399875849485,0.1313449996523559,1.0,3.306618300266564,,,,,,,837.2107995999977,837.2107995999977,,825.0939488997683,825.0939488997683,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
12,0,12,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,847.0104666999541,847.0104666999541,0.00715490011498332,0.09941070014610887,5.0,2.4931385000236332,,,,,,,,,,,,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
12,0,12,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,849.543826600071,849.543826600071,0.006708499975502491,0.09935140004381537,4.0,4.093778300099075,,,,,,,,,,,,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
12,0,12,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,853.6940648998134,853.6940648998134,0.008187200408428907,0.11442580027505755,3.0,2.5740128001198173,,,,,,,,,,,,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
12,0,12,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,856.2939343000762,856.2939343000762,0.006656100042164326,0.09939639968797565,1.0,1.66031159972772,,,,,,,,,,,,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
12,0,12,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,857.9936335999519,857.9936335999519,0.006495599634945393,0.0991453998722136,3.0,4.460322899743915,,,,,,,,,,,,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
12,0,12,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,862.4938822998665,862.4938822998665,0.007727200165390968,0.09760629991069436,4.0,2.5912886997684836,,,,,,,,,,,,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,865.1272213999182,865.1272213999182,0.0016336999833583832,0.09764089994132519,6.0,2.0304062999784946,,,,,,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
13,0,13,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,867.1941065997817,0.00035530002787709236,0.09759580017998815,873.1939853997901,6.031188299879432,873.3936773999594,873.3936773999594,0.08857350004836917,0.1974019999615848,6.031011700164527,,879.4935968997888,879.4935968997888,879.4935968997888,0.08553119981661439,0.19779230002313852,885.1938497000374,885.3937136000022,6.030880500096828,6.130816899705678,891.3936612000689,12.030834899749607,891.5270452001132,891.5270452001132,0.0309621999040246,0.1307900999672711,down,14.948348000179976,906.5102483998053,5.110027268528938e-05,0.09782690042629838,,912.5267420997843,912.5267420997843,0.027774000074714422,0.11442160001024604,1.0,2.5877072997391224,,,,,,,891.4936349000782,891.4936349000782,,879.3937274999917,879.3937274999917,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
13,0,13,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,915.1602523000911,915.1602523000911,0.006601699627935886,0.0991410999558866,5.0,6.126924999989569,,,,,,,,,,,,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
13,0,13,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,921.3269253997132,921.3269253997132,0.007151199970394373,0.09805009979754686,4.0,4.125177700072527,,,,,,,,,,,,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
13,0,13,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,925.4935539001599,925.4935539001599,0.006611200049519539,0.09915390005335212,6.0,2.4269042997621,,,,,,,,,,,,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
13,0,13,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,927.9601237000898,927.9601237000898,0.006536399945616722,0.0991235002875328,2.0,2.493658499792218,,,,,,,,,,,,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
13,0,13,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,930.510416300036,930.510416300036,0.007757899817079306,0.1144252996891737,5.0,2.4075698000378907,,,,,,,,,,,,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
13,0,13,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,932.9434412000701,932.9434412000701,0.007665999699383974,0.09809039998799562,5.0,4.691231499891728,,,,,,,,,,,,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
